SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00002212,Brownstown_1,259,8.9,79.2,11.9,20.5,modelled
N00002213,Brownstown_1,790,18.6,70.9,10.5,27.4,modelled
N00002214,Brownstown_1,358,9.8,87.4,2.8,18.5,modelled
N00002215,Brownstown_2,271,16.6,80.8,2.6,23.6,modelled
N00002216,Brownstown_2,269,6.3,86.2,7.5,17.3,modelled
N00002217,Brownstown_2,235,8.1,86.8,5.1,17.9,modelled
N00002218,Brownstown_2,235,12.8,83.4,3.8,21.1,modelled
N00002219,Brownstown_2,224,3.6,91.1,5.3,14.6,modelled
N00002220,Brownstown_2,484,17.8,74.2,8.0,26.1,modelled
N00002221,Church,448,10.0,84.2,5.8,19.5,modelled
N00002222,Church,282,27.3,66.0,6.7,32.9,modelled
N00002223,Church,138,13.8,72.5,13.7,24.8,modelled
N00002224,Church,198,36.4,49.0,14.6,42.1,modelled
N00002225,Church,331,7.6,81.9,10.5,19.1,modelled
N00002226,Church,225,10.2,79.6,10.2,21.0,modelled
N00002227,Church,249,9.2,81.5,9.3,20.0,modelled
N00002228,Church,260,6.2,79.6,14.2,19.2,modelled
N00002229,Corcrain_1,1012,87.9,6.6,5.5,78.3,modelled
N00002230,Corcrain_1,289,90.0,2.8,7.2,80.4,modelled
N00002231,Corcrain_1,348,84.8,6.3,8.9,76.9,modelled
N00002232,Corcrain_2,799,63.6,30.3,6.1,60.1,modelled
N00002233,Corcrain_2,312,70.8,19.2,10.0,66.7,modelled
N00002234,Corcrain_2,246,74.8,13.4,11.8,70.3,modelled
N00002235,Corcrain_2,314,91.1,4.8,4.1,80.3,modelled
N00002236,Court_1,611,76.8,18.5,4.7,69.7,modelled
N00002237,Court_1,340,90.3,2.9,6.8,80.5,modelled
N00002238,Court_1,274,86.9,8.4,4.7,77.3,modelled
N00002239,Court_1,242,93.4,2.9,3.7,81.9,modelled
N00002240,Court_2,329,91.5,6.4,2.1,80.0,modelled
N00002241,Court_2,323,59.1,34.4,6.5,56.8,modelled
N00002242,Court_2,276,93.8,4.7,1.5,81.5,modelled
N00002243,Court_2,242,79.8,16.1,4.1,71.7,modelled
N00002244,Court_2,299,97.7,2.0,0.3,84.1,modelled
N00002245,Court_2,214,78.0,19.6,2.4,69.9,modelled
N00002246,Derrytrasna_1,467,97.2,1.7,1.1,84.0,modelled
N00002247,Derrytrasna_1,471,93.4,4.2,2.4,81.5,modelled
N00002248,Derrytrasna_1,778,93.8,4.6,1.6,81.6,modelled
N00002249,Derrytrasna_1,613,94.0,4.6,1.4,81.7,modelled
N00002250,Derrytrasna_1,351,98.6,1.4,0.0,84.7,modelled
N00002251,Derrytrasna_1,394,91.1,7.4,1.5,79.5,modelled
N00002252,Derrytrasna_2,895,77.8,21.0,1.2,69.4,modelled
N00002253,Derrytrasna_2,418,93.1,6.9,0.0,80.6,modelled
N00002254,Derrytrasna_2,545,82.8,12.5,4.7,74.2,modelled
N00002255,Derrytrasna_2,543,72.2,26.7,1.1,65.1,modelled
N00002256,Donaghcloney_1,499,26.3,65.7,8.0,32.5,modelled
N00002257,Donaghcloney_1,342,5.3,82.7,12.0,17.8,modelled
N00002258,Donaghcloney_1,344,4.1,88.7,7.2,15.5,modelled
N00002259,Donaghcloney_1,353,4.8,85.6,9.6,16.7,modelled
N00002260,Donaghcloney_2,797,7.5,84.7,7.8,18.3,modelled
N00002261,Donaghcloney_2,723,5.4,88.8,5.8,16.1,modelled
N00002262,Donaghcloney_2,444,12.2,82.9,4.9,20.9,modelled
N00002263,Donaghcloney_2,487,7.6,86.0,6.4,17.9,modelled
N00002264,Drumgask_1,732,82.9,11.3,5.8,74.6,modelled
N00002265,Drumgask_1,618,83.8,12.3,3.9,74.7,modelled
N00002266,Drumgask_1,290,82.4,11.4,6.2,74.3,modelled
N00002267,Drumgask_1,486,77.0,10.9,12.1,72.0,modelled
N00002268,Drumgask_1,803,84.6,8.0,7.4,76.3,modelled
N00002269,Drumgask_2,326,92.9,3.1,4.0,81.6,modelled
N00002270,Drumgask_2,352,91.5,5.7,2.8,80.2,modelled
N00002271,Drumgask_2,333,95.2,1.2,3.6,83.2,modelled
N00002272,Drumgask_2,272,91.5,4.4,4.1,80.6,modelled
N00002273,Drumgor_1,597,59.6,28.1,12.3,58.9,modelled
N00002274,Drumgor_1,251,52.6,36.3,11.1,53.3,modelled
N00002275,Drumgor_1,254,55.5,38.6,5.9,53.9,modelled
N00002276,Drumgor_1,299,66.2,23.7,10.1,63.3,modelled
N00002277,Drumgor_2,515,61.6,27.2,11.2,60.1,modelled
N00002278,Drumgor_2,336,67.3,22.0,10.7,64.3,modelled
N00002279,Drumgor_2,205,70.7,24.9,4.4,65.0,modelled
N00002280,Drumgor_2,288,55.2,36.5,8.3,54.4,modelled
N00002281,Drumnamoe_1,420,90.5,6.7,2.8,79.4,modelled
N00002282,Drumnamoe_1,276,92.0,6.2,1.8,80.3,modelled
N00002283,Drumnamoe_1,277,94.6,1.8,3.6,82.8,modelled
N00002284,Drumnamoe_1,297,94.3,4.7,1.0,81.8,modelled
N00002285,Drumnamoe_2,420,96.7,2.4,0.9,83.6,modelled
N00002286,Drumnamoe_2,359,99.7,0.0,0.3,85.6,modelled
N00002287,Drumnamoe_2,308,95.5,3.9,0.6,82.6,modelled
N00002288,Drumnamoe_2,294,92.9,6.1,1.0,80.7,modelled
N00002289,Edenderry_1,242,8.3,83.1,8.6,19.1,modelled
N00002290,Edenderry_1,456,6.6,84.9,8.5,17.8,modelled
N00002291,Edenderry_1,442,16.5,71.7,11.8,26.2,modelled
N00002292,Edenderry_1,309,5.8,83.8,10.4,17.7,modelled
N00002293,Edenderry_2,231,7.4,85.7,6.9,17.9,modelled
N00002294,Edenderry_2,292,3.8,91.1,5.1,14.7,modelled
N00002295,Edenderry_2,334,8.1,86.8,5.1,17.9,modelled
N00002296,Edenderry_2,407,13.5,80.1,6.4,22.4,modelled
N00002297,Edenderry_2,335,5.1,87.8,7.1,16.2,modelled
N00002298,Kernan_1,277,9.0,84.5,6.5,19.0,modelled
N00002299,Kernan_1,372,8.3,82.3,9.4,19.3,modelled
N00002300,Kernan_1,813,17.1,77.0,5.9,24.9,modelled
N00002301,Kernan_1,671,19.8,70.8,9.4,28.0,modelled
N00002302,Kernan_1,658,10.9,81.0,8.1,20.9,modelled
N00002303,Kernan_2,447,45.4,47.4,7.2,46.7,modelled
N00002304,Kernan_2,218,20.6,64.2,15.2,30.3,modelled
N00002305,Kernan_2,790,22.2,68.9,8.9,29.7,modelled
N00002306,Kernan_2,1483,36.3,50.1,13.6,41.7,modelled
N00002307,Kernan_2,378,25.4,67.2,7.4,31.6,modelled
N00002308,Killycomain,329,6.4,86.0,7.6,17.4,modelled
N00002309,Killycomain,224,10.7,81.7,7.6,20.6,modelled
N00002310,Killycomain,218,7.8,83.0,9.2,18.9,modelled
N00002311,Killycomain,285,13.3,79.3,7.4,22.5,modelled
N00002312,Killycomain,309,10.4,82.2,7.4,20.3,modelled
N00002313,Killycomain,302,7.6,85.1,7.3,18.2,modelled
N00002314,Killycomain,274,8.8,81.0,10.2,19.9,modelled
N00002315,Killycomain,344,9.6,85.2,5.2,19.1,modelled
N00002316,Killycomain,254,10.2,79.5,10.3,21.0,modelled
N00002317,Knocknashane_1,304,5.6,90.5,3.9,15.7,modelled
N00002318,Knocknashane_1,383,6.5,88.3,5.2,16.7,modelled
N00002319,Knocknashane_1,698,4.4,85.4,10.2,16.6,modelled
N00002320,Knocknashane_1,299,5.4,80.3,14.3,18.6,modelled
N00002321,Knocknashane_1,290,3.8,89.0,7.2,15.3,modelled
N00002322,Knocknashane_2,302,9.3,84.4,6.3,19.2,modelled
N00002323,Knocknashane_2,331,6.0,89.1,4.9,16.3,modelled
N00002324,Knocknashane_2,291,7.9,86.6,5.5,17.9,modelled
N00002325,Knocknashane_2,453,8.2,85.4,6.4,18.4,modelled
N00002326,Magheralin_1,307,4.6,89.9,5.5,15.4,modelled
N00002327,Magheralin_1,1297,7.0,85.4,7.6,17.8,modelled
N00002328,Magheralin_1,363,8.0,85.4,6.6,18.3,modelled
N00002329,Magheralin_1,316,4.4,88.0,7.6,15.9,modelled
N00002330,Magheralin_2,619,39.4,54.4,6.2,41.9,modelled
N00002331,Magheralin_2,606,56.4,38.0,5.6,54.5,modelled
N00002332,Magheralin_2,360,25.0,66.4,8.6,31.7,modelled
N00002333,Magheralin_2,395,39.2,54.7,6.1,41.7,modelled
N00002334,Magheralin_2,345,38.6,57.1,4.3,40.7,modelled
N00002335,Magheralin_2,540,23.5,72.4,4.1,29.2,modelled
N00002336,Mourneview,322,6.8,83.9,9.3,18.2,modelled
N00002337,Mourneview,355,89.9,9.0,1.1,78.5,modelled
N00002338,Mourneview,263,3.8,90.1,6.1,15.0,modelled
N00002339,Mourneview,296,16.9,75.0,8.1,25.4,modelled
N00002340,Mourneview,295,5.4,85.1,9.5,17.2,modelled
N00002341,Mourneview,236,10.6,87.7,1.7,18.8,modelled
N00002342,Mourneview,284,84.2,13.7,2.1,74.5,modelled
N00002343,Mourneview,350,90.6,6.9,2.5,79.4,modelled
N00002344,Parklake,378,85.2,8.2,6.6,76.6,modelled
N00002345,Parklake,300,44.3,50.7,5.0,45.2,modelled
N00002346,Parklake,235,27.7,62.1,10.2,34.2,modelled
N00002347,Parklake,678,14.2,75.1,10.7,24.2,modelled
N00002348,Parklake,338,12.7,78.7,8.6,22.4,modelled
N00002349,Parklake,250,5.2,79.6,15.2,18.7,modelled
N00002350,Parklake,180,4.4,89.4,6.2,15.4,modelled
N00002351,Parklake,1332,92.0,6.5,1.5,80.2,modelled
N00002352,Parklake,292,86.0,9.9,4.1,76.4,modelled
N00002353,Taghnevan,1824,89.7,5.9,4.4,79.3,modelled
N00002354,Taghnevan,378,89.9,7.4,2.7,79.0,modelled
N00002355,Taghnevan,278,92.4,6.5,1.1,80.4,modelled
N00002356,Taghnevan,409,92.4,4.6,3.0,80.9,modelled
N00002357,Taghnevan,348,89.9,7.8,2.3,78.8,modelled
N00002358,Taghnevan,236,91.9,4.7,3.4,80.7,modelled
N00002359,Taghnevan,255,94.5,3.9,1.6,82.1,modelled
N00002360,Tavanagh,234,13.7,79.1,7.2,22.8,modelled
N00002361,Tavanagh,295,10.8,83.4,5.8,20.1,modelled
N00002362,Tavanagh,242,9.5,83.9,6.6,19.4,modelled
N00002363,Tavanagh,231,11.7,78.8,9.5,21.9,modelled
N00002364,Tavanagh,212,9.4,78.8,11.8,20.9,modelled
N00002365,Tavanagh,287,8.0,85.4,6.6,18.3,modelled
N00002366,Tavanagh,272,12.9,80.1,7.0,22.1,modelled
N00002367,Tavanagh,384,28.6,62.0,9.4,34.7,modelled
N00002368,The Birches_1,437,30.4,65.7,3.9,34.4,modelled
N00002369,The Birches_1,740,21.4,72.8,5.8,28.2,modelled
N00002370,The Birches_1,387,23.3,73.4,3.3,28.8,modelled
N00002371,The Birches_1,463,44.1,51.4,4.5,44.9,modelled
N00002372,The Birches_2,613,17.6,79.4,3.0,24.5,modelled
N00002373,The Birches_2,436,61.5,36.2,2.3,57.4,modelled
N00002374,The Birches_2,300,39.7,54.7,5.6,41.9,modelled
N00002375,The Birches_2,393,52.7,45.0,2.3,50.7,modelled
N00002376,Waringstown_1,436,9.4,84.4,6.2,19.2,modelled
N00002377,Waringstown_1,433,10.6,77.1,12.3,21.9,modelled
N00002378,Waringstown_1,749,9.7,85.0,5.3,19.2,modelled
N00002379,Waringstown_1,667,11.8,78.3,9.9,22.1,modelled
N00002380,Waringstown_1,298,5.0,92.3,2.7,14.8,modelled
N00002381,Waringstown_2,386,9.3,85.5,5.2,18.8,modelled
N00002382,Waringstown_2,458,10.3,84.5,5.2,19.6,modelled
N00002383,Waringstown_2,454,1.8,91.6,6.6,13.6,modelled
N00002384,Waringstown_2,377,5.3,87.8,6.9,16.3,modelled
N00002385,Waringstown_2,278,11.5,80.2,8.3,21.4,modelled
N00002386,Woodville_1,265,90.6,7.2,2.2,79.3,modelled
N00002387,Woodville_1,451,89.4,8.0,2.6,78.5,modelled
N00002388,Woodville_1,199,84.4,9.0,6.6,76.0,modelled
N00002389,Woodville_1,311,88.7,6.8,4.5,78.6,modelled
N00002390,Woodville_1,293,86.3,10.2,3.5,76.5,modelled
N00002391,Woodville_2,402,94.3,5.0,0.7,81.7,modelled
N00002392,Woodville_2,349,96.0,3.2,0.8,83.0,modelled
N00002393,Woodville_2,653,95.3,2.9,1.8,82.8,modelled
N00002394,Woodville_2,363,91.7,5.2,3.1,80.4,modelled
N00002395,Woodville_2,412,97.8,1.7,0.5,84.3,modelled
N00002396,Altnagelvin_1,288,12.5,84.7,2.8,20.5,modelled
N00002397,Altnagelvin_1,333,85.3,11.4,3.3,75.7,modelled
N00002398,Altnagelvin_1,366,10.1,87.2,2.7,18.7,modelled
N00002399,Altnagelvin_1,266,83.8,12.0,4.2,74.8,modelled
N00002400,Altnagelvin_1,218,30.7,66.5,2.8,34.3,modelled
N00002401,Altnagelvin_2,1544,68.7,25.6,5.7,63.8,modelled
N00002402,Altnagelvin_2,233,33.5,63.5,3.0,36.5,modelled
N00002403,Altnagelvin_3,400,14.2,81.8,4.0,22.2,modelled
N00002404,Altnagelvin_3,882,7.7,87.1,5.2,17.6,modelled
N00002405,Altnagelvin_3,332,17.5,78.6,3.9,24.6,modelled
N00002406,Ballynashallog_1,304,90.1,7.2,2.7,79.1,modelled
N00002407,Ballynashallog_1,263,98.1,1.9,0.0,84.3,modelled
N00002408,Ballynashallog_1,388,88.7,8.5,2.8,78.1,modelled
N00002409,Ballynashallog_1,319,90.6,7.8,1.6,79.2,modelled
N00002410,Ballynashallog_1,285,91.2,8.1,0.7,79.3,modelled
N00002411,Ballynashallog_2,339,93.8,3.2,3.0,82.0,modelled
N00002412,Ballynashallog_2,388,93.3,3.6,3.1,81.6,modelled
N00002413,Ballynashallog_2,403,95.3,4.0,0.7,82.4,modelled
N00002414,Ballynashallog_2,279,93.9,5.0,1.1,81.5,modelled
N00002415,Ballynashallog_2,276,93.5,5.8,0.7,81.1,modelled
N00002416,Banagher,515,61.0,35.7,3.3,57.3,modelled
N00002417,Banagher,355,87.3,11.3,1.4,76.6,modelled
N00002418,Banagher,570,92.8,5.1,2.1,81.0,modelled
N00002419,Banagher,652,48.6,48.3,3.1,47.9,modelled
N00002420,Banagher,507,95.3,3.0,1.7,82.7,modelled
N00002421,Banagher,427,80.3,17.3,2.4,71.6,modelled
N00002422,Banagher,482,24.9,71.8,3.3,30.1,modelled
N00002423,Beechwood,209,95.2,2.9,1.9,82.7,modelled
N00002424,Beechwood,328,96.0,1.8,2.2,83.4,modelled
N00002425,Beechwood,296,94.3,3.7,2.0,82.1,modelled
N00002426,Beechwood,338,94.4,2.4,3.2,82.5,modelled
N00002427,Beechwood,351,97.4,2.3,0.3,83.9,modelled
N00002428,Beechwood,325,95.7,2.8,1.5,83.0,modelled
N00002429,Beechwood,304,97.7,2.3,0.0,84.0,modelled
N00002430,Brandywell,318,95.3,3.5,1.2,82.6,modelled
N00002431,Brandywell,999,93.6,5.4,1.0,81.2,modelled
N00002432,Brandywell,258,94.6,5.0,0.4,81.8,modelled
N00002433,Brandywell,377,95.0,3.2,1.8,82.5,modelled
N00002434,Brandywell,266,97.7,1.5,0.8,84.3,modelled
N00002435,Brandywell,277,93.5,6.1,0.4,81.0,modelled
N00002436,Carn Hill_1,417,93.5,4.1,2.4,81.6,modelled
N00002437,Carn Hill_1,291,96.6,2.1,1.3,83.6,modelled
N00002438,Carn Hill_1,354,91.5,7.6,0.9,79.6,modelled
N00002439,Carn Hill_1,314,95.9,2.5,1.6,83.2,modelled
N00002440,Carn Hill_2,306,94.1,4.6,1.3,81.7,modelled
N00002441,Carn Hill_2,236,93.6,5.9,0.5,81.1,modelled
N00002442,Carn Hill_2,337,92.3,7.4,0.3,80.1,modelled
N00002443,Carn Hill_2,348,94.0,4.9,1.1,81.6,modelled
N00002444,Caw,812,18.7,77.5,3.8,25.5,modelled
N00002445,Caw,307,39.1,55.4,5.5,41.4,modelled
N00002446,Caw,254,9.8,84.6,5.6,19.3,modelled
N00002447,Caw,326,12.3,84.7,3.0,20.4,modelled
N00002448,Caw,326,8.9,86.2,4.9,18.4,modelled
N00002449,Caw,289,18.0,75.8,6.2,25.7,modelled
N00002450,Caw,287,19.2,77.4,3.4,25.8,modelled
N00002451,Clondermot_1,620,93.7,5.0,1.3,81.4,modelled
N00002452,Clondermot_1,307,75.6,22.1,2.3,68.0,modelled
N00002453,Clondermot_1,364,78.0,20.9,1.1,69.5,modelled
N00002454,Clondermot_2,354,57.3,40.7,2.0,54.1,modelled
N00002455,Clondermot_2,383,66.1,32.1,1.8,60.7,modelled
N00002456,Clondermot_2,381,77.7,20.5,1.8,69.5,modelled
N00002457,Clondermot_2,538,17.5,79.4,3.1,24.4,modelled
N00002458,Claudy_1,299,67.6,27.4,5.0,62.8,modelled
N00002459,Claudy_1,830,70.2,27.5,2.3,64.0,modelled
N00002460,Claudy_1,459,82.4,17.0,0.6,72.7,modelled
N00002461,Claudy_2,596,84.2,14.9,0.9,74.1,modelled
N00002462,Claudy_2,536,79.7,19.4,0.9,70.7,modelled
N00002463,Claudy_2,431,71.7,25.3,3.0,65.3,modelled
N00002464,Claudy_2,411,44.0,53.3,2.7,44.3,modelled
N00002465,Creggan Central_1,850,97.5,2.2,0.3,84.0,modelled
N00002466,Creggan Central_1,302,96.4,3.6,0.0,83.1,modelled
N00002467,Creggan Central_1,304,95.1,4.3,0.6,82.3,modelled
N00002468,Creggan Central_2,280,96.1,2.5,1.4,83.2,modelled
N00002469,Creggan Central_2,620,94.7,3.4,1.9,82.3,modelled
N00002470,Creggan Central_2,394,94.7,4.8,0.5,81.9,modelled
N00002471,Creggan South,322,97.2,2.2,0.6,83.8,modelled
N00002472,Creggan South,478,99.0,0.8,0.2,85.1,modelled
N00002473,Creggan South,331,97.0,1.8,1.2,83.9,modelled
N00002474,Creggan South,373,97.1,2.4,0.5,83.7,modelled
N00002475,Creggan South,386,95.9,4.1,0.0,82.7,modelled
N00002476,Creggan South,387,97.2,2.1,0.7,83.9,modelled
N00002477,Crevagh_1,312,81.1,18.6,0.3,71.6,modelled
N00002478,Crevagh_1,570,92.3,6.1,1.6,80.4,modelled
N00002479,Crevagh_1,481,94.8,4.8,0.4,82.0,modelled
N00002480,Crevagh_1,659,75.6,22.3,2.1,68.0,modelled
N00002481,Crevagh_2,330,98.5,1.5,0.0,84.6,modelled
N00002482,Crevagh_2,314,94.6,2.9,2.5,82.4,modelled
N00002483,Crevagh_2,332,95.5,3.9,0.6,82.6,modelled
N00002484,Crevagh_2,322,96.3,2.5,1.2,83.3,modelled
N00002485,Crevagh_3,285,97.5,1.8,0.7,84.1,modelled
N00002486,Crevagh_3,446,93.0,4.9,2.1,81.1,modelled
N00002487,Crevagh_3,462,93.7,4.5,1.8,81.6,modelled
N00002488,Crevagh_3,1345,95.5,2.8,1.7,82.9,modelled
N00002489,Culmore_1,818,92.1,6.6,1.3,80.2,modelled
N00002490,Culmore_1,387,81.9,17.3,0.8,72.3,modelled
N00002491,Culmore_2,339,92.0,5.6,2.4,80.4,modelled
N00002492,Culmore_2,309,95.5,4.5,0.0,82.4,modelled
N00002493,Culmore_2,319,97.2,2.2,0.6,83.8,modelled
N00002494,Culmore_2,269,97.4,2.2,0.4,83.9,modelled
N00002495,Culmore_3,594,96.8,1.7,1.5,83.8,modelled
N00002496,Culmore_3,360,97.5,1.9,0.6,84.1,modelled
N00002497,Culmore_3,615,93.0,6.5,0.5,80.6,modelled
N00002498,Culmore_4,1256,93.1,5.4,1.5,81.0,modelled
N00002499,Culmore_4,694,96.3,3.3,0.4,83.1,modelled
N00002500,Culmore_4,603,96.8,1.2,2.0,84.0,modelled
N00002501,Culmore_5,1778,93.4,4.3,2.3,81.5,modelled
N00002502,Culmore_5,531,85.9,12.4,1.7,75.6,modelled
N00002503,Ebrington_1,294,59.9,37.4,2.7,56.3,modelled
N00002504,Ebrington_1,285,38.9,56.8,4.3,40.9,modelled
N00002505,Ebrington_1,254,16.9,77.2,5.9,24.8,modelled
N00002506,Ebrington_2,287,23.7,70.7,5.6,29.8,modelled
N00002507,Ebrington_2,304,17.8,78.0,4.2,25.0,modelled
N00002508,Ebrington_2,181,56.9,36.5,6.6,55.2,modelled
N00002509,Ebrington_2,243,44.0,53.5,2.5,44.2,modelled
N00002510,Ebrington_2,555,73.9,20.7,5.4,67.7,modelled
N00002511,Ebrington_2,166,73.5,21.7,4.8,67.2,modelled
N00002512,Eglinton_1,694,55.9,40.2,3.9,53.6,modelled
N00002513,Eglinton_1,321,33.6,64.5,1.9,36.2,modelled
N00002514,Eglinton_1,423,41.6,55.3,3.1,42.6,modelled
N00002515,Eglinton_1,315,52.7,44.4,2.9,50.9,modelled
N00002516,Eglinton_2,371,51.5,45.8,2.7,50.0,modelled
N00002517,Eglinton_2,346,54.3,42.2,3.5,52.3,modelled
N00002518,Eglinton_2,715,54.1,40.6,5.3,52.7,modelled
N00002519,Eglinton_2,336,63.4,32.1,4.5,59.5,modelled
N00002520,Eglinton_2,880,54.7,41.5,3.8,52.7,modelled
N00002521,Enagh_1,1352,81.7,14.2,4.1,73.2,modelled
N00002522,Enagh_1,299,83.3,13.0,3.7,74.3,modelled
N00002523,Enagh_1,340,79.1,19.4,1.5,70.4,modelled
N00002524,Enagh_1,416,83.2,14.2,2.6,73.9,modelled
N00002525,Enagh_2,1801,53.1,39.3,7.6,52.6,modelled
N00002526,Enagh_2,1103,60.5,30.7,8.8,58.6,modelled
N00002527,Enagh_2,434,54.6,41.2,4.2,52.7,modelled
N00002528,Foyle Springs_1,300,97.3,1.7,1.0,84.0,modelled
N00002529,Foyle Springs_1,416,97.4,1.7,0.9,84.1,modelled
N00002530,Foyle Springs_1,400,96.5,2.2,1.3,83.5,modelled
N00002531,Foyle Springs_1,487,95.1,4.1,0.8,82.3,modelled
N00002532,Foyle Springs_1,359,93.9,5.3,0.8,81.4,modelled
N00002533,Foyle Springs_2,910,87.1,10.3,2.6,76.8,modelled
N00002534,Foyle Springs_2,433,82.9,14.3,2.8,73.7,modelled
N00002535,Foyle Springs_2,444,94.8,4.1,1.1,82.2,modelled
N00002536,Holly Mount_1,607,10.4,84.3,5.3,19.7,modelled
N00002537,Holly Mount_1,1634,79.6,18.2,2.2,71.0,modelled
N00002538,Holly Mount_2,705,74.2,23.8,2.0,66.9,modelled
N00002539,Holly Mount_2,265,89.4,8.3,2.3,78.5,modelled
N00002540,Holly Mount_2,1969,65.0,30.5,4.5,60.7,modelled
N00002541,Kilfennan_1,1232,28.0,67.3,4.7,32.8,modelled
N00002542,Kilfennan_1,326,41.7,53.4,4.9,43.2,modelled
N00002543,Kilfennan_2,265,45.7,50.9,3.4,45.8,modelled
N00002544,Kilfennan_2,645,33.8,58.3,7.9,38.1,modelled
N00002545,Kilfennan_2,321,51.4,42.1,6.5,51.0,modelled
N00002546,Kilfennan_2,255,49.8,45.1,5.1,49.4,modelled
N00002547,Lisnagelvin_1,1040,18.3,76.6,5.1,25.6,modelled
N00002548,Lisnagelvin_1,574,27.9,66.0,6.1,33.2,modelled
N00002549,Lisnagelvin_2,238,25.2,71.8,3.0,30.2,modelled
N00002550,Lisnagelvin_2,269,26.4,70.3,3.3,31.2,modelled
N00002551,Lisnagelvin_2,346,19.7,76.9,3.4,26.2,modelled
N00002552,Lisnagelvin_2,279,9.3,83.5,7.2,19.4,modelled
N00002553,Lisnagelvin_2,248,13.3,81.9,4.8,21.7,modelled
N00002554,Lisnagelvin_2,372,33.1,61.3,5.6,36.9,modelled
N00002555,New Buildings_1,355,5.4,94.1,0.5,14.5,modelled
N00002556,New Buildings_1,320,9.7,88.4,1.9,18.2,modelled
N00002557,New Buildings_1,346,12.1,86.1,1.8,19.9,modelled
N00002558,New Buildings_1,307,10.1,86.0,3.9,19.1,modelled
N00002559,New Buildings_1,316,13.0,84.5,2.5,20.8,modelled
N00002560,New Buildings_2,471,53.9,39.3,6.8,53.0,modelled
N00002561,New Buildings_2,314,81.5,17.2,1.3,72.2,modelled
N00002562,New Buildings_2,347,78.7,17.0,4.3,71.0,modelled
N00002563,New Buildings_2,364,86.3,9.6,4.1,76.7,modelled
N00002564,New Buildings_2,266,11.3,83.1,5.6,20.5,modelled
N00002565,Pennyburn_1,288,93.1,5.2,1.7,81.1,modelled
N00002566,Pennyburn_1,303,95.0,3.6,1.4,82.4,modelled
N00002567,Pennyburn_1,339,95.9,2.9,1.2,83.0,modelled
N00002568,Pennyburn_1,309,92.6,5.5,1.9,80.8,modelled
N00002569,Pennyburn_2,306,95.4,2.3,2.3,83.0,modelled
N00002570,Pennyburn_2,263,92.0,4.9,3.1,80.7,modelled
N00002571,Pennyburn_2,338,93.8,4.1,2.1,81.7,modelled
N00002572,Pennyburn_2,346,93.1,4.3,2.6,81.3,modelled
N00002573,Rosemount,294,85.4,9.5,5.1,76.3,modelled
N00002574,Rosemount,298,88.9,8.1,3.0,78.3,modelled
N00002575,Rosemount,309,96.8,3.2,0.0,83.4,modelled
N00002576,Rosemount,785,85.1,7.6,7.3,76.7,modelled
N00002577,Rosemount,536,82.5,12.5,5.0,74.0,modelled
N00002578,Rosemount,299,92.6,5.7,1.7,80.7,modelled
N00002579,Shantallow East,402,97.5,1.2,1.3,84.3,modelled
N00002580,Shantallow East,306,99.0,0.3,0.7,85.2,modelled
N00002581,Shantallow East,330,99.7,0.3,0.0,85.6,modelled
N00002582,Shantallow East,1465,97.2,2.1,0.7,83.9,modelled
N00002583,Shantallow West_1,327,95.7,4.3,0.0,82.5,modelled
N00002584,Shantallow West_1,350,98.0,1.4,0.6,84.4,modelled
N00002585,Shantallow West_1,262,94.3,5.7,0.0,81.5,modelled
N00002586,Shantallow West_1,350,96.0,2.9,1.1,83.1,modelled
N00002587,Shantallow West_2,836,95.1,4.2,0.7,82.3,modelled
N00002588,Shantallow West_2,305,97.0,2.3,0.7,83.7,modelled
N00002589,Shantallow West_2,317,97.5,1.6,0.9,84.2,modelled
N00002590,Shantallow West_3,1559,95.5,3.4,1.1,82.7,modelled
N00002591,Shantallow West_4,1265,94.5,3.2,2.3,82.3,modelled
N00002592,Shantallow West_4,492,97.2,1.6,1.2,84.0,modelled
N00002593,Shantallow West_4,300,95.7,2.0,2.3,83.2,modelled
N00002594,Springtown_1,367,97.5,1.6,0.9,84.2,modelled
N00002595,Springtown_1,399,95.0,3.0,2.0,82.6,modelled
N00002596,Springtown_1,377,98.4,1.1,0.5,84.7,modelled
N00002597,Springtown_1,339,96.8,2.4,0.8,83.6,modelled
N00002598,Springtown_1,263,97.0,2.7,0.3,83.6,modelled
N00002599,Springtown_2,395,96.5,2.8,0.7,83.3,modelled
N00002600,Springtown_2,288,97.2,1.7,1.1,84.0,modelled
N00002601,Springtown_2,364,97.0,1.4,1.6,84.0,modelled
N00002602,Springtown_2,339,97.1,1.2,1.7,84.1,modelled
N00002603,Strand_1,853,85.5,8.3,6.2,76.7,modelled
N00002604,Strand_1,328,78.0,14.0,8.0,71.5,modelled
N00002605,Strand_1,258,82.6,7.8,9.6,75.5,modelled
N00002606,Strand_1,388,88.4,8.5,3.1,77.9,modelled
N00002607,Strand_1,175,98.3,1.7,0.0,84.5,modelled
N00002608,Strand_2,251,78.9,13.9,7.2,72.0,modelled
N00002609,Strand_2,844,73.3,17.7,9.0,68.3,modelled
N00002610,Strand_2,292,84.2,9.6,6.2,75.7,modelled
N00002611,Strand_2,135,83.0,14.1,2.9,73.8,modelled
N00002612,Strand_2,309,81.2,9.7,9.1,74.3,modelled
N00002613,The Diamond,678,50.9,43.2,5.9,50.5,modelled
