DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20002913,Magherafelt_E1,450,18.9,75.8,5.3,21.3,modelled
N20002914,Magherafelt_E2,573,39.8,57.4,2.8,37.9,modelled
N20002915,Magherafelt_D2,672,36.3,60.3,3.4,35.2,modelled
N20002916,Magherafelt_G1,628,83.1,14.3,2.5,74.5,modelled
N20002917,Magherafelt_G2,638,62.1,34.8,3.1,56.9,modelled
N20002918,Magherafelt_D3,603,70.3,26.7,3.0,63.8,modelled
N20002919,Magherafelt_E3,554,59.0,39.0,2.0,53.9,modelled
N20002920,Magherafelt_D4,670,39.0,58.7,2.4,37.1,modelled
N20002921,Magherafelt_F1,466,35.2,58.4,6.4,35.5,modelled
N20002922,Magherafelt_F2,516,47.9,45.9,6.2,46.1,modelled
N20002923,Magherafelt_F3,520,51.9,41.2,6.9,49.9,modelled
N20002924,Magherafelt_F4,638,43.3,48.0,8.8,43.3,modelled
N20002925,Magherafelt_G3,540,59.4,36.5,4.1,55.1,modelled
N20002926,Magherafelt_D5,605,28.4,69.4,2.1,28.1,modelled
N20002927,Magherafelt_G4,506,83.4,15.0,1.6,74.4,modelled
N20002928,Magherafelt_E4,832,44.4,52.2,3.5,42.1,modelled
N20002929,Cookstown_A1,649,96.3,2.2,1.5,85.3,modelled
N20002930,Cookstown_A2,704,82.4,16.6,1.0,73.3,modelled
N20002931,Cookstown_A3,540,28.0,67.0,5.0,28.8,modelled
N20002932,Cookstown_B1,481,29.3,64.2,6.4,30.5,modelled
N20002933,Cookstown_E1,493,83.8,15.2,1.0,74.4,modelled
N20002934,Cookstown_B2,502,19.9,71.7,8.4,23.4,modelled
N20002935,Cookstown_B3,311,14.5,82.3,3.2,16.7,modelled
N20002936,Cookstown_E2,422,98.1,0.9,0.9,86.5,modelled
N20002937,Cookstown_B4,623,38.7,54.9,6.4,38.5,modelled
N20002938,Cookstown_C1,657,9.6,80.8,9.6,15.1,modelled
N20002939,Cookstown_E3,308,15.6,72.4,12.0,21.1,modelled
N20002940,Cookstown_C2,580,38.3,43.4,18.3,42.9,modelled
N20002941,Cookstown_D1,672,57.4,32.9,9.7,55.6,modelled
N20002942,Cookstown_G1,657,45.1,52.2,2.7,42.4,modelled
N20002943,Cookstown_D2,533,59.7,29.8,10.5,57.8,modelled
N20002944,Cookstown_A4,463,25.5,69.5,5.0,26.7,modelled
N20002945,Cookstown_C3,215,81.9,11.6,6.5,75.0,modelled
N20002946,Cookstown_C4,374,71.7,18.2,10.2,67.9,modelled
N20002947,Cookstown_C5,274,52.6,38.7,8.8,51.1,modelled
N20002948,Cookstown_A5,809,91.6,5.8,2.6,81.7,modelled
N20002949,Cookstown_D3,503,68.8,22.1,9.1,65.0,modelled
N20002950,Cookstown_C6,431,61.0,22.0,16.9,61.6,modelled
N20002951,Cookstown_G2,448,47.3,46.7,6.0,45.6,modelled
N20002952,Cookstown_E4,506,25.3,70.4,4.3,26.3,modelled
N20002953,Cookstown_D4,577,64.5,27.4,8.1,61.0,modelled
N20002954,Cookstown_B5,708,70.3,23.6,6.1,65.1,modelled
N20002955,Cookstown_D5,457,74.2,18.2,7.7,69.0,modelled
N20002956,Cookstown_F1,672,89.9,4.8,5.4,81.4,modelled
N20002957,Cookstown_F2,592,75.7,13.3,11.0,71.6,modelled
N20002958,Cookstown_B6,288,72.6,17.7,9.7,68.5,modelled
N20002959,Cookstown_E5,626,76.2,23.2,0.6,67.9,modelled
N20002960,Cookstown_F3,421,25.7,65.8,8.6,28.3,modelled
N20002961,Cookstown_H1,520,71.9,14.6,13.5,69.4,modelled
N20002962,Cookstown_F4,572,65.4,22.9,11.7,63.2,modelled
N20002963,Cookstown_H2,501,69.3,22.6,8.2,65.0,modelled
N20002964,Cookstown_H3,616,57.8,32.5,9.7,56.0,modelled
N20002965,Cookstown_H4,461,67.2,21.9,10.8,64.4,modelled
N20002966,Cookstown_J1,802,83.8,13.7,2.5,75.1,modelled
N20002967,Cookstown_J2,575,27.0,67.5,5.6,28.2,modelled
N20002968,Cookstown_G3,390,17.7,74.6,7.7,21.2,modelled
N20002969,Cookstown_G4,494,24.1,66.8,9.1,27.2,modelled
N20002970,Cookstown_K1,629,88.6,7.9,3.5,79.5,modelled
N20002971,Cookstown_J3,765,60.5,35.8,3.7,55.8,modelled
N20002972,Cookstown_K2,544,91.5,4.8,3.7,82.1,modelled
N20002973,Cookstown_J4,721,74.3,23.2,2.5,67.1,modelled
N20002974,Cookstown_K3,525,65.9,33.0,1.1,59.4,modelled
N20002975,Torrent_A1,733,98.2,1.5,0.3,86.4,modelled
N20002976,Torrent_A2,667,97.8,1.8,0.4,86.1,modelled
N20002977,Torrent_A3,408,98.0,1.5,0.5,86.3,modelled
N20002978,Torrent_A4,505,97.0,1.4,1.6,85.9,modelled
N20002979,Torrent_B1,565,18.8,78.9,2.3,19.9,modelled
N20002980,Torrent_A5,560,93.0,5.5,1.4,82.5,modelled
N20002981,Torrent_B2,468,15.4,80.8,3.8,17.7,modelled
N20002982,Torrent_D1,655,86.9,12.2,0.9,77.0,modelled
N20002983,Torrent_C1,501,73.9,21.4,4.8,67.6,modelled
N20002984,Torrent_D2,590,73.2,24.1,2.7,66.2,modelled
N20002985,Torrent_B3,575,12.3,84.7,3.0,14.8,modelled
N20002986,Torrent_C2,581,65.6,32.2,2.2,59.5,modelled
N20002987,Torrent_B4,472,45.6,50.0,4.4,43.5,modelled
N20002988,Torrent_B5,466,67.8,30.3,1.9,61.3,modelled
N20002989,Torrent_D3,550,87.5,11.6,0.9,77.5,modelled
N20002990,Torrent_E1,661,84.0,13.6,2.4,75.2,modelled
N20002991,Torrent_C3,486,94.7,3.5,1.9,84.0,modelled
N20002992,Torrent_E2,526,59.1,38.0,2.9,54.3,modelled
N20002993,Torrent_C4,765,90.2,9.3,0.5,79.7,modelled
N20002994,Torrent_G1,596,23.7,67.3,9.1,26.8,modelled
N20002995,Torrent_F1,575,92.9,4.3,2.8,82.9,modelled
N20002996,Torrent_B6,403,53.6,43.2,3.2,49.8,modelled
N20002997,Torrent_F2,620,92.9,4.5,2.6,82.8,modelled
N20002998,Torrent_E3,719,89.3,9.7,1.0,79.1,modelled
N20002999,Torrent_F3,486,90.7,3.3,6.0,82.3,modelled
N20003000,Torrent_D4,571,98.6,1.4,0.0,86.6,modelled
N20003001,Torrent_H1,381,94.0,2.6,3.4,84.0,modelled
N20003002,Torrent_H2,409,81.4,14.4,4.2,73.7,modelled
N20003003,Torrent_H3,313,84.3,8.0,7.7,77.6,modelled
N20003004,Torrent_G2,490,37.8,58.6,3.7,36.6,modelled
N20003005,Torrent_H4,231,87.4,5.2,7.4,80.1,modelled
N20003006,Torrent_F4,728,87.5,4.7,7.8,80.3,modelled
N20003007,Torrent_E4,416,84.1,12.5,3.4,75.7,modelled
N20003008,Torrent_H5,366,80.6,8.5,10.9,75.7,modelled
N20003009,Torrent_G3,791,83.2,12.3,4.6,75.4,modelled
N20003010,Torrent_H6,586,90.6,5.8,3.6,81.3,modelled
N20003011,Torrent_H7,525,89.7,6.5,3.8,80.6,modelled
N20003012,Torrent_F5,561,93.4,2.0,4.6,84.0,modelled
N20003013,Torrent_F6,722,88.4,8.2,3.5,79.3,modelled
N20003014,Torrent_G4,351,90.3,6.0,3.7,81.1,modelled
N20003015,Torrent_D5,505,98.4,1.6,0.0,86.4,modelled
N20003016,Torrent_D6,481,98.1,0.2,1.7,86.9,modelled
N20003017,Torrent_D7,461,97.8,0.7,1.5,86.5,modelled
N20003018,Dungannon_D1,556,76.3,19.1,4.7,69.6,modelled
N20003019,Dungannon_G1,539,58.6,37.3,4.1,54.4,modelled
N20003020,Dungannon_A1,654,82.1,5.7,12.2,77.5,modelled
N20003021,Dungannon_G2,490,79.6,18.0,2.4,71.5,modelled
N20003022,Dungannon_A2,670,84.2,7.5,8.4,77.7,modelled
N20003023,Dungannon_B1,531,87.9,5.8,6.2,80.1,modelled
N20003024,Dungannon_D2,627,49.3,47.0,3.7,46.3,modelled
N20003025,Dungannon_B2,541,87.8,9.8,2.4,78.4,modelled
N20003026,Dungannon_A3,395,83.5,7.6,8.9,77.4,modelled
N20003027,Dungannon_D3,502,40.2,46.8,12.9,42.4,modelled
N20003028,Dungannon_A4,429,82.8,9.3,7.9,76.3,modelled
N20003029,Dungannon_A5,494,82.0,10.7,7.3,75.4,modelled
N20003030,Dungannon_B3,643,85.1,9.5,5.4,77.3,modelled
N20003031,Dungannon_A6,733,73.3,19.5,7.2,68.0,modelled
N20003032,Dungannon_B4,692,83.4,5.2,11.4,78.3,modelled
N20003033,Dungannon_F1,584,88.4,2.4,9.2,81.6,modelled
N20003034,Dungannon_C1,339,73.2,18.0,8.8,68.6,modelled
N20003035,Dungannon_F2,363,92.3,3.3,4.4,83.0,modelled
N20003036,Dungannon_G3,467,49.9,45.4,4.7,47.3,modelled
N20003037,Dungannon_C2,370,81.1,8.6,10.3,75.9,modelled
N20003038,Dungannon_C3,537,63.1,18.6,18.2,63.9,modelled
N20003039,Dungannon_E1,785,57.6,33.4,9.0,55.5,modelled
N20003040,Dungannon_E2,751,45.9,45.3,8.8,45.5,modelled
N20003041,Dungannon_F3,676,90.5,4.3,5.2,81.8,modelled
N20003042,Dungannon_F4,653,83.2,9.2,7.7,76.6,modelled
N20003043,Dungannon_F5,609,55.5,37.3,7.2,53.0,modelled
N20003044,Dungannon_H1,450,53.8,36.2,10.0,52.7,modelled
N20003045,Dungannon_E3,505,49.3,41.6,9.1,48.5,modelled
N20003046,Dungannon_E4,636,59.6,31.8,8.6,57.0,modelled
N20003047,Dungannon_H2,543,57.8,29.5,12.7,57.2,modelled
N20003048,Dungannon_D4,748,19.1,73.0,7.9,22.5,modelled
N20003049,Dungannon_H3,482,45.0,45.9,9.1,44.9,modelled
N20003050,Dungannon_F6,859,53.1,38.9,8.0,51.3,modelled
N20003051,Dungannon_H4,421,46.8,40.1,13.1,48.0,modelled
N20003052,Dungannon_H5,395,11.9,81.5,6.6,15.9,modelled
N20003053,Dungannon_H6,533,2.3,92.7,5.1,7.1,modelled
N20003054,Dungannon_D5,460,42.2,50.2,7.6,41.9,modelled
N20003055,Dungannon_G4,483,35.2,61.7,3.1,34.2,modelled
N20003056,Dungannon_G5,793,38.8,56.0,5.2,38.1,modelled
N20003057,Dungannon_K1,732,48.0,47.3,4.8,45.6,modelled
N20003058,Dungannon_J1,529,75.2,18.0,6.8,69.5,modelled
N20003059,Dungannon_J2,611,69.1,19.8,11.1,66.1,modelled
N20003060,Dungannon_J3,288,76.7,20.8,2.4,69.1,modelled
N20003061,Dungannon_J4,516,84.1,9.9,6.0,76.7,modelled
N20003062,Dungannon_K2,1017,68.3,27.4,4.2,62.7,modelled
N20003063,Clogher_Valley_B1,1068,92.8,3.9,3.3,83.0,modelled
N20003064,Clogher_Valley_A1,697,85.1,11.8,3.2,76.4,modelled
N20003065,Clogher_Valley_B2,819,62.4,33.6,4.0,57.6,modelled
N20003066,Clogher_Valley_A2,602,47.5,42.9,9.6,47.2,modelled
N20003067,Clogher_Valley_A3,466,81.8,15.9,2.4,73.3,modelled
N20003068,Clogher_Valley_B3,454,87.2,9.0,3.7,78.5,modelled
N20003069,Clogher_Valley_A4,729,50.1,44.2,5.8,47.8,modelled
N20003070,Clogher_Valley_C1,701,42.9,51.4,5.7,41.8,modelled
N20003071,Clogher_Valley_B4,583,57.6,41.3,1.0,52.3,modelled
N20003072,Clogher_Valley_A5,433,43.0,46.9,10.2,43.6,modelled
N20003073,Clogher_Valley_D1,768,77.0,22.0,1.0,68.7,modelled
N20003074,Clogher_Valley_B5,713,50.9,48.0,1.1,46.7,modelled
N20003075,Clogher_Valley_E1,611,76.9,20.0,3.1,69.5,modelled
N20003076,Clogher_Valley_C2,392,83.2,14.0,2.8,74.6,modelled
N20003077,Clogher_Valley_E2,553,56.1,40.9,3.1,51.8,modelled
N20003078,Clogher_Valley_C3,616,79.5,18.0,2.4,71.4,modelled
N20003079,Clogher_Valley_E3,735,66.9,28.4,4.6,61.6,modelled
N20003080,Clogher_Valley_D2,421,40.6,58.4,1.0,37.9,modelled
N20003081,Clogher_Valley_D3,627,49.1,46.7,4.1,46.4,modelled
N20003082,Clogher_Valley_E4,375,71.5,25.6,2.9,64.8,modelled
N20003083,Clogher_Valley_D4,468,55.1,41.9,3.0,51.0,modelled
N20003084,Clogher_Valley_E5,584,30.8,67.1,2.1,30.1,modelled
N20003085,Clogher_Valley_F1,491,48.9,48.3,2.9,45.7,modelled
N20003086,Clogher_Valley_E6,528,57.6,38.3,4.2,53.5,modelled
N20003087,Clogher_Valley_F2,280,56.4,38.2,5.4,53.0,modelled
N20003088,Clogher_Valley_G1,578,52.2,42.2,5.5,49.6,modelled
N20003089,Clogher_Valley_D5,799,60.8,36.0,3.1,55.9,modelled
N20003090,Clogher_Valley_G2,488,48.0,43.2,8.8,47.3,modelled
N20003091,Clogher_Valley_F3,510,50.0,44.5,5.5,47.7,modelled
N20003092,Clogher_Valley_E7,689,44.7,49.9,5.4,43.1,modelled
N20003093,Clogher_Valley_F4,609,46.5,51.1,2.5,43.5,modelled
N20003094,Clogher_Valley_F5,580,14.8,81.0,4.1,17.4,modelled
N20003095,Clogher_Valley_G3,550,23.1,70.0,6.9,25.5,modelled
N20003096,Clogher_Valley_F6,607,87.5,11.5,1.0,77.6,modelled
N20003097,Clogher_Valley_H1,535,15.5,71.4,13.1,21.5,modelled
N20003098,Clogher_Valley_H2,404,42.1,42.8,15.1,44.8,modelled
N20003099,Clogher_Valley_H3,415,19.0,68.7,12.3,24.2,modelled
N20003100,Clogher_Valley_G4,526,42.0,49.4,8.6,42.1,modelled
N20003101,Slieve_Gullion_A1,552,59.8,38.9,1.3,54.2,modelled
N20003102,Slieve_Gullion_A2,550,33.3,59.6,7.1,34.1,modelled
N20003103,Slieve_Gullion_A3,837,57.0,40.0,3.0,52.6,modelled
N20003104,Slieve_Gullion_B1,683,49.6,36.9,13.5,50.5,modelled
N20003105,Slieve_Gullion_A4,706,38.1,58.2,3.7,36.9,modelled
N20003106,Slieve_Gullion_B2,327,91.4,8.0,0.6,80.8,modelled
N20003107,Slieve_Gullion_B3,809,78.5,18.2,3.3,70.9,modelled
N20003108,Slieve_Gullion_C1,308,60.7,35.4,3.9,56.1,modelled
N20003109,Slieve_Gullion_D1,432,57.6,28.0,14.4,57.7,modelled
N20003110,Slieve_Gullion_C2,722,74.1,21.3,4.6,67.7,modelled
N20003111,Slieve_Gullion_E1,579,85.7,11.2,3.1,76.9,modelled
N20003112,Slieve_Gullion_C3,452,84.5,9.7,5.8,77.0,modelled
N20003113,Slieve_Gullion_D2,790,76.6,18.2,5.2,70.0,modelled
N20003114,Slieve_Gullion_C4,471,88.1,8.1,3.8,79.2,modelled
N20003115,Slieve_Gullion_C5,919,92.3,4.4,3.4,82.6,modelled
N20003116,Slieve_Gullion_E2,380,89.7,7.9,2.4,80.0,modelled
N20003117,Slieve_Gullion_D3,375,88.5,9.1,2.4,79.0,modelled
N20003118,Slieve_Gullion_D4,335,86.6,7.2,6.3,78.9,modelled
N20003119,Slieve_Gullion_B4,266,72.9,18.4,8.6,68.3,modelled
N20003120,Slieve_Gullion_D5,463,88.8,5.8,5.4,80.4,modelled
N20003121,Slieve_Gullion_F1,755,90.3,6.8,2.9,80.8,modelled
N20003122,Slieve_Gullion_E3,520,97.9,1.2,1.0,86.4,modelled
N20003123,Slieve_Gullion_E4,537,91.4,5.8,2.8,81.6,modelled
N20003124,Slieve_Gullion_E5,754,96.0,1.7,2.3,85.3,modelled
N20003125,Slieve_Gullion_H1,719,36.2,58.4,5.4,35.9,modelled
N20003126,Slieve_Gullion_F2,879,92.3,5.5,2.3,82.1,modelled
N20003127,Slieve_Gullion_G1,712,89.2,5.8,5.1,80.6,modelled
N20003128,Slieve_Gullion_G2,810,79.5,14.9,5.6,72.7,modelled
N20003129,Slieve_Gullion_F3,772,96.1,1.0,2.8,85.6,modelled
N20003130,Slieve_Gullion_F4,686,94.0,2.2,3.8,84.2,modelled
N20003131,Slieve_Gullion_H2,590,91.4,6.4,2.2,81.3,modelled
N20003132,Slieve_Gullion_K1,333,88.9,2.7,8.4,81.7,modelled
N20003133,Slieve_Gullion_G3,929,95.6,1.7,2.7,85.1,modelled
N20003134,Slieve_Gullion_J1,345,91.3,4.9,3.8,81.9,modelled
N20003135,Slieve_Gullion_L1,555,92.6,3.6,3.8,83.0,modelled
N20003136,Slieve_Gullion_J2,516,90.9,1.7,7.4,83.0,modelled
N20003137,Slieve_Gullion_K2,754,94.0,3.4,2.5,83.7,modelled
N20003138,Slieve_Gullion_F5,460,93.5,3.9,2.6,83.3,modelled
N20003139,Slieve_Gullion_L2,421,95.2,2.9,1.9,84.5,modelled
N20003140,Slieve_Gullion_H3,584,97.9,2.1,0.0,86.0,modelled
N20003141,Slieve_Gullion_G4,310,95.8,1.3,2.9,85.4,modelled
N20003142,Slieve_Gullion_J3,581,94.3,2.4,3.3,84.3,modelled
N20003143,Slieve_Gullion_J4,504,95.8,1.2,3.0,85.4,modelled
N20003144,Slieve_Gullion_K3,599,93.5,4.3,2.2,83.1,modelled
N20003145,Slieve_Gullion_L3,464,96.3,2.4,1.3,85.2,modelled
N20003146,Slieve_Gullion_N1,460,94.1,5.0,0.9,83.2,modelled
N20003147,Slieve_Gullion_N2,568,91.0,6.7,2.3,81.1,modelled
N20003148,Slieve_Gullion_K4,563,97.0,2.1,0.9,85.6,modelled
N20003149,Slieve_Gullion_L4,929,94.7,2.2,3.1,84.6,modelled
N20003150,Slieve_Gullion_N3,545,94.9,2.9,2.2,84.3,modelled
N20003151,Slieve_Gullion_K5,472,94.5,3.0,2.5,84.1,modelled
N20003152,Slieve_Gullion_H4,441,93.9,2.9,3.2,83.9,modelled
N20003153,Slieve_Gullion_H5,725,95.6,2.6,1.8,84.8,modelled
N20003154,Newry_A1,721,53.1,38.7,8.2,51.4,modelled
N20003155,Newry_B1,737,85.2,9.0,5.8,77.6,modelled
N20003156,Newry_B2,634,88.8,8.5,2.7,79.4,modelled
N20003157,Newry_A2,592,91.2,4.7,4.1,82.0,modelled
N20003158,Newry_B3,366,77.3,12.6,10.1,72.6,modelled
N20003159,Newry_A3,408,90.4,5.1,4.4,81.5,modelled
N20003160,Newry_B4,456,87.1,5.3,7.7,79.9,modelled
N20003161,Newry_A4,591,76.8,13.9,9.3,71.9,modelled
N20003162,Newry_C1,444,89.4,5.0,5.6,81.1,modelled
N20003163,Newry_D1,478,83.1,11.9,5.0,75.4,modelled
N20003164,Newry_A5,472,90.0,5.7,4.2,81.0,modelled
N20003165,Newry_D2,552,88.4,7.4,4.2,79.6,modelled
N20003166,Newry_C2,323,93.8,2.2,4.0,84.1,modelled
N20003167,Newry_C3,514,94.6,2.3,3.1,84.4,modelled
N20003168,Newry_D3,430,85.8,8.1,6.0,78.2,modelled
N20003169,Newry_D4,763,90.7,6.2,3.1,81.2,modelled
N20003170,Newry_E1,473,84.8,6.3,8.9,78.4,modelled
N20003171,Newry_C4,304,84.5,8.2,7.2,77.6,modelled
N20003172,Newry_E2,451,80.5,10.2,9.3,75.0,modelled
N20003173,Newry_F1,590,91.7,4.9,3.4,82.1,modelled
N20003174,Newry_E3,372,82.8,10.2,7.0,76.0,modelled
N20003175,Newry_G1,430,88.1,8.6,3.3,79.0,modelled
N20003176,Newry_F2,580,87.2,4.5,8.3,80.3,modelled
N20003177,Newry_F3,520,88.8,4.8,6.3,80.9,modelled
N20003178,Newry_E4,489,80.0,13.1,7.0,73.6,modelled
N20003179,Newry_E5,376,72.6,15.4,12.0,69.4,modelled
N20003180,Newry_G2,565,86.0,9.7,4.2,77.6,modelled
N20003181,Newry_G3,450,85.3,5.8,8.9,78.9,modelled
N20003182,Newry_F4,529,88.8,7.2,4.0,79.9,modelled
N20003183,Newry_H1,504,91.9,3.2,5.0,82.9,modelled
N20003184,Newry_G4,560,95.4,3.2,1.4,84.4,modelled
N20003185,Newry_H2,504,85.9,6.5,7.5,78.9,modelled
N20003186,Newry_H3,592,93.4,3.5,3.0,83.4,modelled
N20003187,Newry_L1,468,87.6,7.5,4.9,79.3,modelled
N20003188,Newry_K1,503,93.2,2.4,4.4,83.8,modelled
N20003189,Newry_J1,577,86.8,9.0,4.2,78.3,modelled
N20003190,Newry_L2,281,72.6,12.8,14.6,70.4,modelled
N20003191,Newry_K2,574,92.3,3.5,4.2,83.0,modelled
N20003192,Newry_J2,469,92.1,4.7,3.2,82.4,modelled
N20003193,Newry_L3,513,84.2,8.2,7.6,77.5,modelled
N20003194,Newry_K3,650,94.8,2.0,3.2,84.6,modelled
N20003195,Newry_L4,522,90.0,4.6,5.4,81.5,modelled
N20003196,Newry_K4,524,86.1,5.5,8.4,79.3,modelled
N20003197,Newry_J3,793,91.6,4.0,4.4,82.4,modelled
N20003198,Newry_L5,546,90.7,5.3,4.0,81.5,modelled
N20003199,Newry_L6,345,87.2,8.4,4.3,78.7,modelled
N20003200,Newry_N1,1064,91.9,4.7,3.4,82.3,modelled
N20003201,Newry_P1,400,94.0,3.2,2.8,83.8,modelled
N20003202,Newry_N2,594,92.6,4.4,3.0,82.7,modelled
N20003203,Newry_P2,537,96.6,1.1,2.2,85.8,modelled
N20003204,Newry_N3,747,92.9,4.3,2.8,82.9,modelled
N20003205,Newry_P3,582,96.2,2.4,1.4,85.1,modelled
N20003206,Newry_P4,455,95.6,1.1,3.3,85.4,modelled
N20003207,Crotlieve_A1,603,87.4,9.8,2.8,78.2,modelled
N20003208,Crotlieve_A2,456,39.7,58.6,1.8,37.4,modelled
N20003209,Crotlieve_A3,564,47.5,43.6,8.9,46.9,modelled
N20003210,Crotlieve_A4,483,70.2,26.7,3.1,63.8,modelled
N20003211,Crotlieve_B1,604,87.1,10.6,2.3,77.8,modelled
N20003212,Crotlieve_C1,805,72.3,23.4,4.3,66.1,modelled
N20003213,Crotlieve_A5,838,60.4,35.7,3.9,55.8,modelled
N20003214,Crotlieve_B2,935,69.0,23.6,7.4,64.5,modelled
N20003215,Crotlieve_C2,704,65.1,30.1,4.8,60.1,modelled
N20003216,Crotlieve_B3,735,81.6,15.9,2.4,73.2,modelled
N20003217,Crotlieve_D1,526,91.3,4.2,4.6,82.2,modelled
N20003218,Crotlieve_D2,650,93.1,3.4,3.5,83.3,modelled
N20003219,Crotlieve_B4,512,86.1,12.9,1.0,76.4,modelled
N20003220,Crotlieve_D3,545,94.1,4.2,1.7,83.5,modelled
N20003221,Crotlieve_E1,843,88.7,5.5,5.8,80.6,modelled
N20003222,Crotlieve_C3,608,87.8,10.4,1.8,78.2,modelled
N20003223,Crotlieve_C4,482,91.3,4.1,4.6,82.2,modelled
N20003224,Crotlieve_C5,431,95.4,2.8,1.9,84.6,modelled
N20003225,Crotlieve_G1,759,95.1,4.0,0.9,84.0,modelled
N20003226,Crotlieve_E2,740,95.7,2.0,2.3,85.0,modelled
N20003227,Crotlieve_F1,763,96.7,2.2,1.0,85.4,modelled
N20003228,Crotlieve_F2,562,88.8,6.4,4.8,80.2,modelled
N20003229,Crotlieve_F3,548,85.6,12.2,2.2,76.5,modelled
N20003230,Crotlieve_G2,689,94.0,5.4,0.6,83.0,modelled
N20003231,Crotlieve_E3,679,95.0,2.4,2.7,84.6,modelled
N20003232,Crotlieve_G3,443,91.0,6.3,2.7,81.2,modelled
N20003233,Crotlieve_F4,615,89.9,4.2,5.9,81.6,modelled
N20003234,Crotlieve_G4,702,92.9,5.4,1.7,82.4,modelled
N20003235,Crotlieve_G5,628,85.4,11.5,3.2,76.7,modelled
N20003236,Crotlieve_H1,782,87.7,8.2,4.1,79.0,modelled
N20003237,Crotlieve_J1,560,88.0,11.1,0.9,78.0,modelled
N20003238,Crotlieve_H2,535,84.5,8.4,7.1,77.5,modelled
N20003239,Crotlieve_L1,614,90.9,4.2,4.9,82.0,modelled
N20003240,Crotlieve_J2,711,87.5,10.0,2.5,78.2,modelled
N20003241,Crotlieve_H3,657,83.6,8.5,7.9,77.0,modelled
N20003242,Crotlieve_K1,444,77.7,11.3,11.0,73.3,modelled
N20003243,Crotlieve_H4,582,88.3,5.2,6.5,80.5,modelled
N20003244,Crotlieve_L2,610,93.3,3.4,3.3,83.4,modelled
N20003245,Crotlieve_H5,323,94.4,2.5,3.1,84.3,modelled
N20003246,Crotlieve_K2,463,87.0,7.1,5.8,79.1,modelled
N20003247,Crotlieve_H6,238,83.2,10.1,6.7,76.2,modelled
N20003248,Crotlieve_K3,429,84.4,8.9,6.8,77.3,modelled
N20003249,Crotlieve_K4,300,81.7,7.3,11.0,76.7,modelled
N20003250,Crotlieve_J3,517,88.2,8.7,3.1,79.0,modelled
N20003251,Crotlieve_K5,236,83.9,8.1,8.1,77.4,modelled
N20003252,Crotlieve_L3,420,89.0,6.9,4.0,80.1,modelled
N20003253,Crotlieve_K6,472,80.9,12.7,6.4,74.2,modelled
N20003254,Crotlieve_L4,389,84.6,8.7,6.7,77.4,modelled
N20003255,Crotlieve_K7,458,73.1,12.2,14.6,70.9,modelled
N20003256,Crotlieve_L5,468,76.9,17.1,6.0,70.6,modelled
N20003257,The_Mournes_A1,711,74.3,22.6,3.1,67.2,modelled
N20003258,The_Mournes_A2,397,88.4,8.3,3.3,79.3,modelled
N20003259,The_Mournes_A3,541,64.0,29.4,6.7,59.9,modelled
N20003260,The_Mournes_A4,594,94.8,1.9,3.4,84.7,modelled
N20003261,The_Mournes_F1,689,67.5,28.6,3.9,61.8,modelled
N20003262,The_Mournes_D1,585,69.2,20.5,10.3,65.8,modelled
N20003263,The_Mournes_B1,514,77.6,14.4,8.0,72.0,modelled
N20003264,The_Mournes_C1,508,73.0,21.5,5.5,67.2,modelled
N20003265,The_Mournes_B2,474,81.6,13.5,4.9,74.2,modelled
N20003266,The_Mournes_D2,618,68.9,24.9,6.1,63.9,modelled
N20003267,The_Mournes_B3,408,79.4,15.0,5.6,72.6,modelled
N20003268,The_Mournes_C2,570,66.3,26.8,6.8,62.0,modelled
N20003269,The_Mournes_B4,490,80.2,12.2,7.6,74.0,modelled
N20003270,The_Mournes_C3,520,66.3,26.2,7.5,62.3,modelled
N20003271,The_Mournes_D3,408,66.7,21.6,11.8,64.3,modelled
N20003272,The_Mournes_E1,615,67.6,19.2,13.2,65.7,modelled
N20003273,The_Mournes_E2,585,67.4,23.9,8.7,63.6,modelled
N20003274,The_Mournes_E3,701,69.6,21.1,9.3,65.8,modelled
N20003275,The_Mournes_F2,479,62.0,33.0,5.0,57.6,modelled
N20003276,The_Mournes_F3,661,87.9,9.5,2.6,78.6,modelled
N20003277,The_Mournes_E4,441,61.2,29.7,9.1,58.6,modelled
N20003278,The_Mournes_D4,507,48.5,33.1,18.3,51.6,modelled
N20003279,The_Mournes_D5,356,61.2,21.9,16.9,61.7,modelled
N20003280,The_Mournes_F4,509,93.1,4.3,2.6,83.0,modelled
N20003281,The_Mournes_G1,600,59.0,37.5,3.5,54.5,modelled
N20003282,The_Mournes_G2,745,65.2,31.8,3.0,59.5,modelled
N20003283,The_Mournes_J1,616,71.6,26.9,1.5,64.3,modelled
N20003284,The_Mournes_H1,568,78.0,15.1,6.9,71.9,modelled
N20003285,The_Mournes_H2,433,25.6,68.6,5.8,27.2,modelled
N20003286,The_Mournes_H3,474,9.7,85.2,5.1,13.4,modelled
N20003287,The_Mournes_H4,539,5.2,87.4,7.4,10.5,modelled
N20003288,The_Mournes_G3,678,35.8,60.8,3.4,34.8,modelled
N20003289,The_Mournes_J2,563,57.7,38.0,4.3,53.7,modelled
N20003290,The_Mournes_K1,685,65.1,30.5,4.4,60.0,modelled
N20003291,The_Mournes_K2,617,64.3,32.7,2.9,58.8,modelled
