election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
house-of-commons-of-the-united-kingdom__1997-05-01,1997-05-01,house-of-commons-of-the-united-kingdom,North Down,Sinn Féin,17/18,UKUP,Alliance | Conservative | Independent - Northern Ireland independence | NI Women's Coalition | Natural Law | SDLP | UKUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ards East,SDLP,78/101,UUP,Alliance | DUP | PUP | UK Unionist Party | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ards West,SDLP,78/101,UUP,Alliance | DUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballinderry,Alliance,66/101,SDLP,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballycastle,Alliance,66/101,Independent,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballyclare,SDLP,78/101,UUP,Alliance | DUP | Independent | PUP | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballymena South,Alliance,66/101,UUP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballymoney Town,Alliance,66/101,DUP,DUP | Independent | Northern Ireland Women's Coalition | PUP | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Ballynahinch,Alliance,66/101,SDLP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Bann Valley,Alliance,66/101,DUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Bannside,Alliance,66/101,DUP,DUP | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Bellarena,Alliance,66/101,SDLP,DUP | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Benbradagh,Alliance,66/101,UUP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Benbradagh,DUP,88/101,UUP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Blackwater,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Braid,Alliance,66/101,UUP,DUP | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Bushvale,Alliance,66/101,SDLP,DUP | Northern Ireland Women's Coalition | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Carrick Castle,SDLP,78/101,Independent,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Castlereagh East,SDLP,78/101,DUP,Alliance | DUP | Independent | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Cityside,Alliance,66/101,Sinn Féin,Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Cityside,DUP,88/101,Sinn Féin,Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Cityside,UUP,94/101,Sinn Féin,Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Clogher Valley,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Coleraine East,SDLP,78/101,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Cookstown Central,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Court,SDLP,78/101,UUP,Alliance | DUP | Independent | Northern Ireland Women's Coalition | PUP | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Crossmore,Alliance,66/101,SDLP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Crossmore,DUP,88/101,SDLP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Cusher,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Derg,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Downpatrick,DUP,88/101,SDLP,Alliance | Green / Ecology | Labour Coalition | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Downshire,SDLP,78/101,UUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Drum Manor,Alliance,66/101,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Erne East,Alliance,66/101,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Erne West,Alliance,66/101,UUP,Independent | Northern Ireland Women's Coalition | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Erne West,DUP,88/101,UUP,Independent | Northern Ireland Women's Coalition | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Giant's Causeway,Alliance,66/101,UUP,DUP | Independent | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Giant's Causeway,SDLP,78/101,UUP,DUP | Independent | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Glens,Alliance,66/101,Independent,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Glens,UUP,94/101,Independent,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Kilroot,SDLP,78/101,Independent,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Knockagh Monument,SDLP,78/101,Alliance,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Larne Town,SDLP,78/101,Independent,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Limavady Town,Alliance,66/101,UUP,DUP | Northern Ireland Women's Coalition | SDLP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Lisburn Town North,SDLP,78/101,UUP,Alliance | Conservative | DUP | Independent | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Lisburn Town South,SDLP,78/101,UUP,Alliance | DUP | Northern Ireland Women's Coalition | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Lough,SDLP,78/101,UUP,Alliance | DUP | PUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Lower Falls,DUP,88/101,Sinn Féin,Alliance | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Lower Falls,UUP,94/101,Sinn Féin,Alliance | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Macedon,SDLP,78/101,UUP,Alliance | DUP | Independent | PUP | UK Unionist Party | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Magherafelt Town,Alliance,66/101,DUP,DUP | Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Mourne,DUP,88/101,SDLP,Alliance | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Moyola,Alliance,66/101,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Newtownards,SDLP,78/101,Independent,Alliance | DUP | Independent | PUP | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Northland,Alliance,66/101,SDLP,Independent | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Northland,DUP,88/101,SDLP,Independent | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Northland,UUP,94/101,SDLP,Independent | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Orchard,Alliance,66/101,UUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Rural,Alliance,66/101,SDLP,DUP | Independent | Northern Ireland Women's Coalition | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Shantallow,Alliance,66/101,SDLP,DUP | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Shantallow,UUP,94/101,SDLP,DUP | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Sperrin,Alliance,66/101,Sinn Féin,DUP | Green / Ecology | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Torrent,Alliance,66/101,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Torrent,DUP,88/101,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,University,SDLP,78/101,UUP,Alliance | DUP | Independent | PUP | UK Unionist Party | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Upper Falls,UUP,94/101,Sinn Féin,Alliance | DUP | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Victoria,SDLP,78/101,Alliance,Alliance | Conservative | DUP | Independent | Natural Law Party | PUP | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,Waterside,Alliance,66/101,DUP,DUP | Independent | Labour Coalition | Northern Ireland Women's Coalition | SDLP | Sinn Féin | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Crotlieve,DUP,88/101,SDLP,Alliance | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Fews,Alliance,66/101,UUP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Fews,DUP,88/101,UUP,SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Newry-Town,DUP,88/101,Sinn Féin,Alliance | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Slieve-Gullion,Alliance,66/101,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Slieve-Gullion,DUP,88/101,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NaM-Slieve-Gullion,UUP,94/101,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NoD-Abbey,SDLP,78/101,Alliance,Alliance | Conservative | DUP | Independent | PUP | UK Unionist Party | UUP | Ulster Democratic Party
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NoD-Ballyholme-and-Groomsport,SDLP,78/101,Independent,Alliance | Conservative | DUP | Independent | UK Unionist Party | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NoD-Bangor-West,SDLP,78/101,UUP,Alliance | Conservative | DUP | Independent | PUP | UK Unionist Party | UUP
local-government-local-government-districts__1997-05-21,1997-05-21,local-government,lg97-NoD-Holywood,SDLP,78/101,Alliance,Alliance | Conservative | DUP | Independent | UK Unionist Party | UUP
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,East Londonderry,UKUP,12/18,UUP,Alliance | DUP | Independent Unionist | Natural Law | PUP | SDLP | Sinn Féin | UUP | Ulster Democratic Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Fermanagh and South Tyrone,PUP,11/18,Sinn Féin,Alliance | DUP | NI Women's Coalition | Natural Law | SDLP | Sinn Féin | UKUP | UUP
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Foyle,UKUP,12/18,SDLP,Alliance | DUP | Green | Labour Party of Northern Ireland | Natural Law | PUP | SDLP | Sinn Féin | UUP
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Lagan Valley,PUP,11/18,UUP,Alliance | Conservative | DUP | NI Women's Coalition | Natural Law | SDLP | Sinn Féin | UKUP | UUP | Ulster Democratic Party | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Mid Ulster,PUP,11/18,Sinn Féin,Alliance | DUP | Natural Law | SDLP | Sinn Féin | Socialist Party | UUP | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Mid Ulster,UKUP,12/18,Sinn Féin,Alliance | DUP | Natural Law | SDLP | Sinn Féin | Socialist Party | UUP | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Newry and Armagh,PUP,11/18,SDLP,Alliance | DUP | Independent | NI Women's Coalition | Natural Law | SDLP | Sinn Féin | UUP | Ulster Independence Movement
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Newry and Armagh,UKUP,12/18,SDLP,Alliance | DUP | Independent | NI Women's Coalition | Natural Law | SDLP | Sinn Féin | UUP | Ulster Independence Movement
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,North Antrim,UKUP,12/18,DUP,Alliance | DUP | Independent | Independent Nationalist | Independent Unionist | Natural Law | PUP | SDLP | Sinn Féin | UUP | Ulster Democratic Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,North Down,Sinn Féin,17/18,UUP,Alliance | Conservative | DUP | Independent Other | Independent Unionist | Labour Party of Northern Ireland | NI Women's Coalition | Natural Law | PUP | SDLP | UKUP | UUP | Ulster Democratic Party | Ulster's Independent Voice
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,South Down,PUP,11/18,SDLP,Alliance | DUP | Independent Other | Independent Unionist | Labour Party of Northern Ireland | NI Women's Coalition | Natural Law | SDLP | Sinn Féin | UKUP | UUP | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,Upper Bann,PUP,11/18,UUP,Alliance | DUP | Independent | Independent Unionist | Labour Party of Northern Ireland | Natural Law | SDLP | Sinn Féin | UKUP | UUP | Ulster Independence Movement | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,West Tyrone,PUP,11/18,Sinn Féin,Alliance | DUP | Independent Other | Natural Law | SDLP | Sinn Féin | Socialist Party | UUP | Workers' Party
northern-ireland-assembly__1998-06-25,1998-06-25,northern-ireland-assembly,West Tyrone,UKUP,12/18,Sinn Féin,Alliance | DUP | Independent Other | Natural Law | SDLP | Sinn Féin | Socialist Party | UUP | Workers' Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ards West,SDLP,82/100,DUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ards West,Sinn Féin,73/100,DUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ballyclare,SDLP,82/100,UUP,Alliance | Conservative | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ballyclare,Sinn Féin,73/100,UUP,Alliance | Conservative | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ballymena South,Sinn Féin,73/100,DUP,DUP | Independent | PUP | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Ballymoney Town,Sinn Féin,73/100,DUP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Banbridge Town,Sinn Féin,73/100,UUP,Alliance | DUP | Independent | SDLP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Bann,Sinn Féin,73/100,UUP,Alliance | DUP | Independent | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Bannside,Sinn Féin,73/100,DUP,DUP | Northern Ireland Unionist Party | PUP | SDLP | UUP
house-of-commons-of-the-united-kingdom__2001-06-07,2001-06-07,house-of-commons-of-the-united-kingdom,Belfast South,DUP,14/18,UUP,Alliance | NI Women's Coalition | PUP | SDLP | Sinn Féin | UUP | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History | Workers' Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Benbradagh,UUP,91/100,Sinn Féin,DUP | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Braid,Sinn Féin,73/100,DUP,DUP | PUP | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Carrick Castle,SDLP,82/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Carrick Castle,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Castlereagh Central,Sinn Féin,73/100,DUP,Alliance | Conservative | DUP | Independent | PUP | SDLP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Castlereagh East,SDLP,82/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Castlereagh East,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Cityside,DUP,93/100,Sinn Féin,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Cityside,UUP,91/100,Sinn Féin,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Coleraine Central,Sinn Féin,73/100,UUP,Alliance | DUP | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Coleraine East,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | PUP | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Court,SDLP,82/100,DUP,DUP | Independent | PUP | Sinn Féin | Third Way (UK organisation) | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Downshire,SDLP,82/100,UUP,Alliance | DUP | Independent | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Dromore,Sinn Féin,73/100,DUP,DUP | Northern Ireland Unionist Party | SDLP | UUP
house-of-commons-of-the-united-kingdom__2001-06-07,2001-06-07,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,14/18,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Giant's Causeway,Sinn Féin,73/100,DUP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Glens,UUP,91/100,Independent,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Kilroot,SDLP,82/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Kilroot,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Knockagh Monument,SDLP,82/100,UUP,Alliance | DUP | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Knockagh Monument,Sinn Féin,73/100,UUP,Alliance | DUP | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lisburn Town North,SDLP,82/100,UUP,Alliance | DUP | Independent | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lisburn Town South,SDLP,82/100,UUP,Alliance | DUP | Independent | Northern Ireland Unionist Party | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lough,SDLP,82/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lough,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lower Falls,DUP,93/100,Sinn Féin,SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Lower Falls,UUP,91/100,Sinn Féin,SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Macedon,SDLP,82/100,Independent,Alliance | DUP | Independent | PUP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2001-06-07,2001-06-07,house-of-commons-of-the-united-kingdom,Mid Ulster,UUP,17/18,Sinn Féin,DUP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Newtownards,SDLP,82/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Newtownards,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | UUP
house-of-commons-of-the-united-kingdom__2001-06-07,2001-06-07,house-of-commons-of-the-united-kingdom,North Down,DUP,14/18,UUP,Conservative | Independent Unionist | SDLP | Sinn Féin | UKUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Northland,DUP,93/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Northland,UUP,91/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Peninsula,Sinn Féin,73/100,DUP,Alliance | DUP | Independent | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Shantallow,DUP,93/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Shantallow,UUP,91/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Skerries,Sinn Féin,73/100,UUP,Alliance | DUP | Independent | SDLP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Sperrin,UUP,91/100,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,University,SDLP,82/100,UUP,Alliance | DUP | Independent | Northern Ireland Unionist Party | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,University,Sinn Féin,73/100,UUP,Alliance | DUP | Independent | Northern Ireland Unionist Party | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Upper Falls,DUP,93/100,Sinn Féin,Alliance | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Upper Falls,UUP,91/100,Sinn Féin,Alliance | Northern Ireland Women's Coalition | SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,Victoria,Sinn Féin,73/100,UUP,Alliance | Conservative | DUP | Independent | PUP | SDLP | UUP
house-of-commons-of-the-united-kingdom__2001-06-07,2001-06-07,house-of-commons-of-the-united-kingdom,West Tyrone,DUP,14/18,Sinn Féin,SDLP | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NaM-Newry-Town,DUP,93/100,SDLP,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NaM-Slieve-Gullion,DUP,93/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NaM-Slieve-Gullion,UUP,91/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Abbey,SDLP,82/100,DUP,Alliance | Conservative | DUP | Independent | Northern Ireland Unionist Party | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Abbey,Sinn Féin,73/100,DUP,Alliance | Conservative | DUP | Independent | Northern Ireland Unionist Party | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Ballyholme-&-Groomsport,SDLP,82/100,Independent,Alliance | DUP | Independent | Northern Ireland Unionist Party | Northern Ireland Women's Coalition | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Ballyholme-&-Groomsport,Sinn Féin,73/100,Independent,Alliance | DUP | Independent | Northern Ireland Unionist Party | Northern Ireland Women's Coalition | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Bangor-West,SDLP,82/100,Alliance,Alliance | Conservative | DUP | Independent | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Bangor-West,Sinn Féin,73/100,Alliance,Alliance | Conservative | DUP | Independent | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Holywood,SDLP,82/100,UUP,Alliance | Conservative | DUP | Independent | Northern Ireland Women's Coalition | PUP | UUP
local-government-local-government-districts__2001-06-07,2001-06-07,local-government,lg01-NoD-Holywood,Sinn Féin,73/100,UUP,Alliance | Conservative | DUP | Independent | Northern Ireland Women's Coalition | PUP | UUP
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,East Londonderry,PUP,11/18,UUP,Alliance | DUP | Independent Unionist | SDLP | Sinn Féin | Socialist Environmental Alliance | UKUP | UUP
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,Fermanagh and South Tyrone,PUP,11/18,UUP,Alliance | DUP | NI Women's Coalition | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,Foyle,PUP,11/18,SDLP,Alliance | DUP | Independent | SDLP | Sinn Féin | Socialist Environmental Alliance | UUP
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,Mid Ulster,PUP,11/18,Sinn Féin,Alliance | DUP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,Newry and Armagh,PUP,11/18,Sinn Féin,Alliance | DUP | Independent Unionist | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,South Down,PUP,11/18,SDLP,Alliance | DUP | Green | Independent Other | NI Women's Coalition | SDLP | Sinn Féin | UKUP | UUP | Workers' Party
northern-ireland-assembly__2003-11-26,2003-11-26,northern-ireland-assembly,Upper Bann,PUP,11/18,UUP,Alliance | DUP | Independent | Independent Unionist | SDLP | Sinn Féin | UUP | Workers' Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ards East,SDLP,84/100,DUP,Alliance | DUP | Green / Ecology | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ards East,Sinn Féin,79/100,DUP,Alliance | DUP | Green / Ecology | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ards West,SDLP,84/100,DUP,Alliance | DUP | UUP
