election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Lisburn South,Sinn Féin,66/80,DUP,Alliance | DUP | Democrats and Veterans | Independent | SDLP | TUV | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Macedon,SDLP,61/80,DUP,Alliance | DUP | Independent | Sinn Féin | TUV | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Magherafelt,Alliance,72/80,Sinn Féin,Aontú | DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Newry,DUP,76/80,Sinn Féin,Alliance | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Newtownards,SDLP,61/80,DUP,Alliance | DUP | Green | Independent | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Newtownards,Sinn Féin,66/80,DUP,Alliance | DUP | Green | Independent | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ormiston,SDLP,61/80,Alliance,Alliance | DUP | Green | PUP | Sinn Féin | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,The Glens,Alliance,72/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,The Moor,UUP,76/80,Sinn Féin,Alliance | DUP | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Three Mile Water,SDLP,61/80,DUP,Alliance | DUP | Independent | TUV | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Three Mile Water,Sinn Féin,66/80,DUP,Alliance | DUP | Independent | TUV | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Titanic,SDLP,61/80,DUP,Alliance | DUP | Green | Independent | PUP | Sinn Féin | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Torrent,Alliance,72/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast East,SDLP,15/18,DUP,Alliance | DUP | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast East,Sinn Féin,15/18,DUP,Alliance | DUP | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast North,SDLP,15/18,Sinn Féin,Alliance | DUP | Sinn Féin
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast North,UUP,16/18,Sinn Féin,Alliance | DUP | Sinn Féin
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast South,Sinn Féin,15/18,SDLP,Alliance | Aontú | DUP | SDLP | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Belfast West,UUP,16/18,Sinn Féin,Alliance | Aontú | DUP | PBP | SDLP | Sinn Féin
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,17/18,Sinn Féin,Alliance | Independent Other | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,North Down,SDLP,15/18,Alliance,Alliance | Conservative | DUP | UUP
house-of-commons-of-the-united-kingdom__2019-12-12,2019-12-12,house-of-commons-of-the-united-kingdom,North Down,Sinn Féin,15/18,Alliance,Alliance | Conservative | DUP | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Belfast East,Aontú,12/18,Alliance,Alliance | DUP | Green | PBP | PUP | SDLP | Sinn Féin | TUV | UUP | Workers' Party
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,East Antrim,Aontú,12/18,Alliance,Alliance | DUP | Green | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,East Antrim,PBP,12/18,Alliance,Alliance | DUP | Green | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Lagan Valley,Aontú,12/18,DUP,Alliance | DUP | Green | Independent Unionist | PBP | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Newry and Armagh,PBP,12/18,Sinn Féin,Alliance | Aontú | DUP | Green | Independent | SDLP | Sinn Féin | TUV | UUP | Workers' Party
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,North Antrim,Aontú,12/18,UUP,Alliance | DUP | Green | Independent | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,North Antrim,PBP,12/18,UUP,Alliance | DUP | Green | Independent | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,North Down,Aontú,12/18,Alliance,Alliance | Conservative | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,North Down,PBP,12/18,Alliance,Alliance | Conservative | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Strangford,Aontú,12/18,DUP,Alliance | DUP | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Strangford,PBP,12/18,DUP,Alliance | DUP | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2022-05-05,2022-05-05,northern-ireland-assembly,Upper Bann,PBP,12/18,DUP,Alliance | Aontú | DUP | Green | Heritage Party | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Ballyarnett,DUP,74/80,Sinn Féin,Alliance | Aontú | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Ballyarnett,UUP,72/80,Sinn Féin,Alliance | Aontú | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Ballyclare,SDLP,66/80,DUP,Alliance | DUP | Green | Independent | Sinn Féin | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Bangor Central,SDLP,66/80,Alliance,Alliance | Conservative | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Bangor Central,Sinn Féin,69/80,Alliance,Alliance | Conservative | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Bangor East and Donaghadee,SDLP,66/80,UUP,Alliance | Conservative | DUP | Green | Independent | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Bangor East and Donaghadee,Sinn Féin,69/80,UUP,Alliance | Conservative | DUP | Green | Independent | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Bangor West,Sinn Féin,69/80,DUP,Alliance | Conservative | DUP | Green | Independent | SDLP | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Black Mountain,DUP,74/80,Sinn Féin,Alliance | Aontú | Green | IRSP | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Black Mountain,UUP,72/80,Sinn Féin,Alliance | Aontú | Green | IRSP | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Braid,SDLP,66/80,DUP,Alliance | DUP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Carntogher,Alliance,78/80,Sinn Féin,Aontú | DUP | SDLP | Sinn Féin | TUV
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Carntogher,UUP,72/80,Sinn Féin,Aontú | DUP | SDLP | Sinn Féin | TUV
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Carrick Castle,SDLP,66/80,DUP,Alliance | DUP | Green | PUP | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Carrick Castle,Sinn Féin,69/80,DUP,Alliance | DUP | Green | PUP | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Castlereagh East,SDLP,66/80,DUP,Alliance | DUP | Green | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Castlereagh East,Sinn Féin,69/80,DUP,Alliance | DUP | Green | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Clogher Valley,Alliance,78/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Coast Road,SDLP,66/80,DUP,Alliance | DUP | Green | Sinn Féin | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Collin,DUP,74/80,Sinn Féin,Alliance | Aontú | Green | Independent | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Collin,UUP,72/80,Sinn Féin,Alliance | Aontú | Green | Independent | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Comber,SDLP,66/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Comber,Sinn Féin,69/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Court,UUP,72/80,DUP,Alliance | DUP | Green | IRSP | Independent | PBP | PUP | SDLP | Sinn Féin | TUV | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Downshire East,Sinn Féin,69/80,DUP,Alliance | DUP | SDLP | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Downshire West,SDLP,66/80,Alliance,Alliance | DUP | Green | Sinn Féin | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Foyleside,DUP,74/80,Sinn Féin,Alliance | Aontú | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Foyleside,UUP,72/80,Sinn Féin,Alliance | Aontú | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Holywood and Clandeboye,Sinn Féin,69/80,Alliance,Alliance | DUP | Green | SDLP | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Knockagh,SDLP,66/80,DUP,Alliance | DUP | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Knockagh,Sinn Féin,69/80,DUP,Alliance | DUP | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Larne Lough,SDLP,66/80,Alliance,Alliance | DUP | Green | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Larne Lough,Sinn Féin,69/80,Alliance,Alliance | DUP | Green | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Macedon,SDLP,66/80,DUP,Alliance | DUP | Green | Independent | PUP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Newry,DUP,74/80,Sinn Féin,Alliance | Aontú | Independent | SDLP | Sinn Féin | UUP | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Newtownards,SDLP,66/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Newtownards,Sinn Féin,69/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Oldpark,UUP,72/80,Sinn Féin,Alliance | DUP | Green | Independent | PBP | SDLP | Sinn Féin | TUV | Workers' Party
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,The Moor,DUP,74/80,Sinn Féin,Alliance | Aontú | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,The Moor,UUP,72/80,Sinn Féin,Alliance | Aontú | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2023-05-18,2023-05-18,local-government,Three Mile Water,SDLP,66/80,DUP,Alliance | DUP | Green | Sinn Féin | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Belfast East,Sinn Féin,14/18,DUP,Alliance | DUP | Green | Independent | SDLP | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Belfast North,UUP,17/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | TUV
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Belfast South and Mid Down,Sinn Féin,14/18,SDLP,Alliance | DUP | Green | SDLP | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,16/18,Sinn Féin,Alliance | Aontú | Cross-Community Labour Alternative | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,Green,11/18,Sinn Féin,Alliance | Aontú | Cross-Community Labour Alternative | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,TUV,14/18,Sinn Féin,Alliance | Aontú | Cross-Community Labour Alternative | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Foyle,Green,11/18,SDLP,Alliance | Aontú | DUP | Independent Nationalist | PBP | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Foyle,TUV,14/18,SDLP,Alliance | Aontú | DUP | Independent Nationalist | PBP | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Lagan Valley,Sinn Féin,14/18,Alliance,Alliance | DUP | Green | SDLP | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Mid Ulster,Green,11/18,Sinn Féin,Alliance | Aontú | DUP | Independent | SDLP | Sinn Féin | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Newry and Armagh,Green,11/18,Sinn Féin,Alliance | Aontú | Conservative | DUP | SDLP | Sinn Féin | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,North Antrim,Green,11/18,TUV,Alliance | Aontú | DUP | Independent Other | SDLP | Sinn Féin | TUV | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,North Down,DUP,16/18,Independent Unionist,Alliance | Green | Independent Unionist | SDLP | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,North Down,Sinn Féin,14/18,Independent Unionist,Alliance | Green | Independent Unionist | SDLP | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,North Down,TUV,14/18,Independent Unionist,Alliance | Green | Independent Unionist | SDLP | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Upper Bann,Green,11/18,DUP,Alliance | DUP | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2024-07-04,2024-07-04,house-of-commons-of-the-united-kingdom,Upper Bann,TUV,14/18,DUP,Alliance | DUP | SDLP | Sinn Féin | UUP
