id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-01924-e7006,Population Aged 15 Years and Over Usually Resident and Present in the State who Lived Outside the State for One Year or More 2011 to 2016,E7006,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01925-f5016,Population aged 15 Years and over usually resident and present in the State who were living outside the State for one year or more,F5016,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01926-f5018,Population aged 15 Years and over usually resident and present in the State who were living outside the State one year ago,F5018,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01927-f7018,Population Aged 15 Years and Over Usually Resident and Present in the State Who Were Living Outside the State One Year Ago,F7018,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01928-eb010,Population Aged 15 Years and Over Usually Resident and Present in the State Who Were Living Outside the State One Year Ago 2011 to 2016,EB010,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01929-eb029,"Population Aged 15 Years and Over Usually Resident and Present in the State, at Work, Who Were Living Outside the State One Year Ago 2011 to 2016",EB029,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01930-c1140,Population Aged 15 Years and Over Usually Resident and Present in their Usual Residence,C1140,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01933-e9085,Population Aged 15 Years and Over who Attained a Third Level Qualification 2011 to 2016,E9085,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01934-cd368,Population Aged 15 Years and Over whose Education has Ceased,CD368,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01935-cd918,Population Aged 15 Years and Over Whose Education has Ceased,CD918,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01936-eb019,Population Aged 15 Years and Over Whose Education has Ceased 2011 to 2016,EB019,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01937-eb094,Population Aged 15 Years and Over Whose Education has Ceased 2011 to 2016,EB094,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01938-sap2016t10t2sa,Population aged 15 years and over whose Education has not Ceased,SAP2016T10T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01939-sap2016t10t2ed,Population aged 15 years and over whose Education has not ceased,SAP2016T10T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01940-sap2016t10t2prov,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01941-sap2016t10t2gael,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01942-sap2016t10t2con13,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01943-sap2016t10t2nuts,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01944-sap2016t10t2lpt,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01945-sap2016t10t2lea14,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2LEA14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01946-sap2016t10t2lea19,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2LEA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01947-sap2016t10t2set,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01948-sap2011t10t2ed,Population aged 15 years and over whose Education Has Not Ceased,SAP2011T10T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01949-sap2016t10t2con17,Population aged 15 years and over whose Education Has Not Ceased,SAP2016T10T2CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01950-sap2011t10t2prov,Population aged 15 years and over whose education has not ceased,SAP2011T10T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01951-sap2011t10t2cty,Population aged 15 years and over whose education has not ceased,SAP2011T10T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01952-sap2011t10t2lea08,Population aged 15 years and over whose education has not ceased,SAP2011T10T2LEA08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01953-sap2011t10t2clt,Population aged 15 years and over whose education has not ceased,SAP2011T10T2CLT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01954-sap2011t10t2gael,Population aged 15 years and over whose education has not ceased,SAP2011T10T2GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01955-sap2011t10t2dc2007,Population aged 15 years and over whose education has not ceased,SAP2011T10T2DC2007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01956-sap2022t10t2prov,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01957-sap2011t10t2sa,Population aged 15 years and over whose education has not ceased,SAP2011T10T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01958-sap2022t10t2cty,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01959-sap2022t10t2sa,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01960-sap2022t10t2town22,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01961-sap2022t10t2lea22,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2LEA22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01962-sap2022t10t2lpt,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01963-sap2022t10t2nuts,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01964-sap2022t10t2ed,Population aged 15 years and over whose Education Has Not Ceased,SAP2022T10T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01965-cd915,Population Aged 15 Years and Over Whose Full - Time Education has Ceased,CD915,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01966-cd916,Population Aged 15 Years and Over Whose Full - Time Education has Ceased,CD916,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01967-cd917,Population Aged 15 Years and Over Whose Full - Time Education has Ceased,CD917,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01968-cd928,Population Aged 15 Years and Over Whose Full - Time Education has Ceased,CD928,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01969-e0004,Population Aged 15 Years and Over Whose Full - Time Education has Ceased,E0004,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01970-cd927,Population Aged 15 Years and Over Whose Full-Time Education has Ceased,CD927,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01972-c1111,Population Aged 15 Years and Over with a Disability,C1111,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01973-c1119,Population Aged 15 Years and Over with a Disability,C1119,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01974-c1120,Population Aged 15 Years and Over with a Disability,C1120,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01975-cd816,Population Aged 15 Years and Over With a Disability,CD816,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01976-c1123,Population Aged 15 Years and Over with a Disability (who Attained a Third Level Qualification after Completing 2 or More Years of Study),C1123,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01977-e9039,Population Aged 15 Years and Over with a Disability 2011 to 2016,E9039,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01978-e9016,Population Aged 15 Years and Over With a Disability 2011 to 2016,E9016,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01979-e9017,Population Aged 15 Years and Over With a Disability 2011 to 2016,E9017,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01980-d0003,Population Aged 15 Years and Over with a Disability by Labour Force Participation Rate,D0003,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01982-c1124,Population Aged 15 Years and Over with a Disability Usually Resident and Present in State,C1124,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01983-cd351,Population Aged 15 Years and Over with a Third Level Qualification,CD351,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01984-cd352,Population Aged 15 Years and Over with a Third Level Qualification,CD352,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01985-cd919,Population Aged 15 Years and Over with a Third Level Qualification,CD919,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01986-cd920,Population Aged 15 Years and Over with a Third Level Qualification,CD920,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01987-cd921,Population Aged 15 Years and Over with a Third Level Qualification,CD921,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01988-cd925,Population Aged 15 Years and Over with a Third Level Qualification,CD925,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01989-w0003,Population Aged 15 Years and Over with a Third Level Qualification,W0003,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01990-e9020,Population Aged 15 Years and Over with a Third Level Qualification,E9020,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01991-eb018,Population Aged 15 Years and Over with a Third Level Qualification 2011 to 2016,EB018,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01992-eb055,Population Aged 15 Years and Over with a Third Level Qualification 2011 to 2016,EB055,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
