id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-07315-sap2011t15t2ed,Households with a personal computer,SAP2011T15T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07316-sap2016t15t2con17,Households with a personal computer,SAP2016T15T2CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07317-sap2011t15t2prov,Households with a personal computer,SAP2011T15T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07318-sap2011t15t2cty,Households with a personal computer,SAP2011T15T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07319-sap2011t15t2sa,Households with a personal computer,SAP2011T15T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07320-has03,Households with an extra dwelling feature,HAS03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07321-cd736,Households with Both Irish Travellers and Other Persons,CD736,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07322-sap2016t15t1prov,Households with cars,SAP2016T15T1PROV,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07323-sap2016t15t1cty,Households with cars,SAP2016T15T1CTY,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07324-sap2016t15t1nuts,Households with cars,SAP2016T15T1NUTS,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07327-sap2016t15t1set,Households with cars,SAP2016T15T1SET,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07329-sap2016t15t1con13,Households with cars,SAP2016T15T1CON13,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07330-sap2016t15t1ed,Households with cars,SAP2016T15T1ED,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07332-sap2016t15t1con17,Households with cars,SAP2016T15T1CON17,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07333-sap2022t15t1prov,Households with cars,SAP2022T15T1PROV,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07334-sap2011t15t1sa,Households with cars,SAP2011T15T1SA,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07335-sap2011t15t1cty,Households with cars,SAP2011T15T1CTY,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07336-sap2011t15t1ed,Households with cars,SAP2011T15T1ED,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07337-sap2011t15t1prov,Households with cars,SAP2011T15T1PROV,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07338-sap2022t15t1cty,Households with cars,SAP2022T15T1CTY,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07339-sap2022t15t1sa,Households with cars,SAP2022T15T1SA,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07340-sap2022t15t1town22,Households with cars,SAP2022T15T1TOWN22,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07343-sap2022t15t1nuts,Households with cars,SAP2022T15T1NUTS,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07344-sap2022t15t1ed,Households with cars,SAP2022T15T1ED,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07345-sca10,Households with Children identified as being in need of Social Housing,SCA10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07349-ica29,Households with Computer connected or not connected to the Internet,ICA29,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07350-ict29,Households with internet access,ICT29,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07351-sap2016t15t3sa,Households with Internet access,SAP2016T15T3SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07352-sap2016t15t3cty,Households with Internet access,SAP2016T15T3CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07353-sap2016t15t3prov,Households with Internet access,SAP2016T15T3PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07354-sap2016t15t3ed,Households with Internet access,SAP2016T15T3ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07356-sap2016t15t3con13,Households with Internet access,SAP2016T15T3CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07357-sap2016t15t3nuts,Households with Internet access,SAP2016T15T3NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07361-sap2016t15t3set,Households with Internet access,SAP2016T15T3SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07362-sap2011t15t3ed,Households with Internet access,SAP2011T15T3ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07363-sap2016t15t3con17,Households with Internet access,SAP2016T15T3CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07364-sap2011t15t3prov,Households with Internet access,SAP2011T15T3PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07365-sap2011t15t3cty,Households with Internet access,SAP2011T15T3CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07366-sap2011t15t3sa,Households with Internet access,SAP2011T15T3SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07367-sap2022t15t2cty,Households with Internet access,SAP2022T15T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07368-sap2022t15t2town22,Households with Internet access,SAP2022T15T2TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07369-sap2022t15t2prov,Households with Internet access,SAP2022T15T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07372-sap2022t15t2nuts,Households with Internet access,SAP2022T15T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07373-sap2022t15t2sa,Households with Internet Access,SAP2022T15T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07374-sap2022t15t2ed,Households with Internet access,SAP2022T15T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07375-sap2022t6t10cty,Households with Renewable Energy Source,SAP2022T6T10CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07376-sap2022t6t10sa,Households with Renewable Energy Source,SAP2022T6T10SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07377-sap2022t6t10town22,Households with Renewable Energy Source,SAP2022T6T10TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07380-sap2022t6t10nuts,Households with Renewable Energy Source,SAP2022T6T10NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07381-sap2022t6t10prov,Households with Renewable Energy Source,SAP2022T6T10PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07382-sap2022t6t10ed,Households with Renewable Energy Source,SAP2022T6T10ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07383-sap2022t6t11cty,Households with Smoke Alarms,SAP2022T6T11CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07384-sap2022t6t11sa,Households with Smoke Alarms,SAP2022T6T11SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07385-sap2022t6t11town22,Households with Smoke Alarms,SAP2022T6T11TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07388-sap2022t6t11prov,Households with Smoke Alarms,SAP2022T6T11PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07389-sap2022t6t11nuts,Households with Smoke Alarms,SAP2022T6T11NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07390-sap2022t6t11ed,Households with Smoke Alarms,SAP2022T6T11ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07397-heba27,Households' usual method for the disposal of food waste,HEBA27,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07399-f2020,Housing Stock,F2020,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07400-cpni32,Housing Stock,CPNI32,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07401-f2015,Housing Stock and Vacancy Rate,F2015,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07402-f2095,Housing Stock and Vacancy Rate,F2095,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07403-e1071,Housing Stock and Vacancy Rate 1991 to 2016,E1071,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07404-cdp07,Housing Stock and Vacant Dwellings 2006 and 2011,CDP07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07405-ep007,Housing Stock and Vacant Dwellings 2011 to 2016,EP007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07406-ep009,Housing Stock and Vacant Dwellings 2016,EP009,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07407-fp008,Housing Stock and Vacant Dwellings 2016 to 2022,FP008,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07408-fp010,Housing Stock and Vacant Dwellings 2022,FP010,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07411-his14,How long since a person last smoked,HIS14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07415-olod136,How much do you do to protect the environment by degree of urbanisation surrounding homes,OLOD136,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07416-olod135,How much do you do to protect the environment by NUTS3 regions,OLOD135,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07420-olod140,How much do you do to protect the environment by ‘Do you think there is still time to act on environmental issues?’,OLOD140,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07423-tra61,How much respondents believe that the political system allows people like you to have a say in what the government does,TRA61,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07424-tra62,How much respondents believe that the political system allows people like you to have a say in what the government does,TRA62,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07428-olod21,How often did you typically spend time in your garden over the past 6 months,OLOD21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07435-ica79,How often Persons used the Internet,ICA79,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07436-ica182,How often Persons used the Internet,ICA182,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07437-cvs06,How safe persons feel walking in their local area at night over the last 12 months,CVS06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07438-cvs07,How safe persons feel walking in their local area at night over the last 12 months,CVS07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07439-cvs08,How safe persons feel walking in their local area at night over the last 12 months,CVS08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07440-cvs09,How safe persons feel walking in their local area at night over the last 12 months,CVS09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07441-cvs10,How safe persons feel walking in their local area at night over the last 12 months,CVS10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07453-qlf31,"ILO Participation, Employment and Unemployment Characteristics",QLF31,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07456-lfca2,ILO Persons aged 15 years and over (1988-1997),LFCA2,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07457-lfaa1,ILO Persons aged 15 years and over in employment (1988-1997),LFAA1,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07460-lfba1,ILO Persons aged 15 years and over in employment (1988-1997),LFBA1,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07462-lfca1,ILO Persons aged 15 years and over in employment (1988-1997),LFCA1,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07463-lfca5,ILO Persons aged 15 years and over in employment (1988-1997),LFCA5,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07465-lfca3,ILO Unemployed persons aged 15 years and over (1988-1997),LFCA3,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07466-lfca4,ILO Unemployment and Participation Retes (1988-1997),LFCA4,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07467-cpni36,ILO Unemployment Rate,CPNI36,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07468-cpni37,ILO Unemployment Rates,CPNI37,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07470-g0328,Immunisation uptake at 12 months of age,G0328,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07472-iss13,Impact of Brexit on international sourcing of enterprises,ISS13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07475-sia199,Impact of Cost of Living Measures on Income and Poverty Rates,SIA199,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07480-sia203,Impact of Cost of Living Measures on Income and Poverty Rates,SIA203,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07487-pii26,Impact of COVID-19 supports on Poverty Rates,PII26,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07491-pii22,Impact of COVID-19 supports on Poverty Rates,PII22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07500-sia116,Impact of COVID-19 supports on Poverty Rates,SIA116,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07502-sia120,Impact of COVID-19 supports on Poverty Rates,SIA120,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07515-dha40,In-Patient and Daycase Principal Procedures and Average Length of Hospital Stay,DHA40,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07516-dha44,In-Patient and Daycase Procedures and Average Length of Hospital Stay,DHA44,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07519-dha68,In-Patient Hospital Discharge Data for Principal Diagnoses,DHA68,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07520-dha71,In-Patient Hospital Discharge Data for Principal Procedures,DHA71,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07522-ih394,In-patient or day-case admissions in the past 12 months among persons aged 18 years and over,IH394,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07528-sia15,Income and Poverty Rates,SIA15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07533-sia20,Income and Poverty Rates,SIA20,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07534-sia51,Income and Poverty Rates,SIA51,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07539-sia47,Income Inequality Rates,SIA47,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07540-sia75,Income Inequality Rates,SIA75,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07541-sid18,Income of Individuals aged 25 to 59 years,SID18,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07544-alia04,Income Sources of aircraft leasing companies,ALIA04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07545-alia03,"Income, expenditure and profits of aircraft leasing companies",ALIA03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07549-sia63,"Income, Poverty and Deprivation Rates",SIA63,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07554-sia68,"Income, Poverty and Deprivation Rates",SIA68,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07555-cepha31,Index of Agricultural Prices,CEPHA31,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07556-bbm02,Index of Employment (January 1975 to December 2008) in Building and Const,BBM02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07557-bbm01,Index of Employment (January 1975-December 2003) in Building and Construction Industry,BBM01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07559-qnq32,Indicators of Potential Labour Supply,QNQ32,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07560-qlf30,Indicators of Potential Labour Supply,QLF30,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07561-ehq11,Indices of Average Earnings and Hours Worked excluding Irregular Earnings,EHQ11,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07575-ica294,Individuals aged 16 years and over,ICA294,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07578-ica289,Individuals aged 16 years and over and frequency of daily internet usage,ICA289,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07582-ica104,Individuals aged 16 years and over use of devices to access the internet (% of individuals who use the internet),ICA104,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07604-ica298,Individuals aged 16 years and over who bought or subscribed to apps or streaming services,ICA298,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07619-ica167,"Individuals aged 16 years and over who conducted online learning activities for educational, professional or private purposes in the last 3 months",ICA167,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07620-ica146,"Individuals aged 16 years and over who conducted online learning activities for educational, professional or private purposes in the last 3 months",ICA146,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07621-ica284,"Individuals aged 16 years and over who conducted online learning activities for educational, professional or private purposes in the last 3 months",ICA284,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07622-ica147,"Individuals aged 16 years and over who conducted online learning activities for educational, professional or private purposes in the last 3 months",ICA147,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07623-ica145,"Individuals aged 16 years and over who conducted online learning activities for educational, professional or private purposes in the last 3 months",ICA145,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07633-ica300,Individuals aged 16 years and over who engaged in financial activity online,ICA300,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07652-ica296,Individuals aged 16 years and over who purchased new utility subscription via website or app,ICA296,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07665-ica247,Individuals aged 16 years and over who use free apps and issues encountered when deleting/closing free apps,ICA247,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07676-ica190,Individuals aged 16 years and over who use the internet (% of individuals who use the internet),ICA190,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07677-ica110,Individuals aged 16 years and over who use the internet every day,ICA110,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07678-ica108,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA108,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07679-ica109,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA109,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07680-ica111,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA111,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07681-ica112,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA112,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07682-ica180,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA180,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07683-ica107,Individuals aged 16 years and over who use the internet every day (% of individuals who use the internet every day),ICA107,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07695-ica290,Individuals aged 16 years and over who used the internet in the last 3 months,ICA290,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07705-ict24,Individuals contact over the internet with public authorities and public services in the last 3 months,ICT24,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07706-pra02,Individuals released from custody by 1 year and 3 year re-offending indicator,PRA02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07707-pra10,Individuals released from custody by 1 year re-offending indicator,PRA10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07711-pra19,Individuals released from custody by 1-year re-offending indicator,PRA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07712-pra01,Individuals released from custody by 3 year re-offending indicator,PRA01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07719-ict04,Individuals use of the internet,ICT04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07725-smrt03,Individuals use of the Internet of Things (IoT),SMRT03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07739-eqa05,Individuals who experienced discrimination,EQA05,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07749-eqa41,Individuals who experienced discrimination in accessing/using financial institutions,EQA41,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07754-eqa87,Individuals who experienced discrimination in accessing/using other public services,EQA87,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07759-eqa53,Individuals who experienced discrimination in education settings,EQA53,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07760-eqa54,Individuals who experienced discrimination in education settings,EQA54,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07761-eqa46,Individuals who experienced discrimination in education settings,EQA46,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07762-eqa47,Individuals who experienced discrimination in education settings,EQA47,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07763-eqa48,Individuals who experienced discrimination in education settings,EQA48,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07764-eqa49,Individuals who experienced discrimination in education settings,EQA49,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07765-eqa50,Individuals who experienced discrimination in education settings,EQA50,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07766-eqa51,Individuals who experienced discrimination in education settings,EQA51,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07767-eqa52,Individuals who experienced discrimination in education settings,EQA52,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07775-eqa60,Individuals who experienced discrimination in housing,EQA60,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07784-eqa32,Individuals who experienced discrimination in social settings,EQA32,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07790-eqa11,Individuals who experienced discrimination in the workplace,EQA11,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07792-eqa14,Individuals who experienced discrimination in the workplace,EQA14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07802-eqa96,Individuals who experienced discrimination interacting with An Garda Síochána,EQA96,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07812-eqa23,Individuals who experienced discrimination while looking for work,EQA23,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07833-cja37,Individuals who received probation orders and whether they re-offended within one year,CJA37,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07837-ict08,Individuals who recently used the internet,ICT08,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07841-ict16,Individuals who recently used the internet (in the last 3 months),ICT16,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07845-ict20,Individuals who use the internet classified by types of purchases made online during the last 3 months,ICT20,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07849-ict12,Individuals who use the internet every day,ICT12,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07851-smrt09,Individuals who used / did not use any internet-connected devices or systems for private purposes and their reason for not using,SMRT09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07862-smrt28,Individuals who used any internet connected devices or systems for private purposes and problems encountered,SMRT28,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07878-smrt25,Individuals who used other internet connected home entertainment devices/systems,SMRT25,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07885-sust14,Individuals who used the internet in the last 3 months by the factors they considered when they most recently bought a device,SUST14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07892-sust12,Individuals who used the internet in the last 3 months by the way in which they disposed of their most recently disposed of / replaced device,SUST12,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07894-ida03,Industrial Disputes,IDA03,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07895-idq02,Industrial Disputes,IDQ02,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07897-ida01,Industrial Disputes,IDA01,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07898-cepha17,"Industrial Disputes: Number of Disputes, Work People Involved, and Working Days Lost",CEPHA17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07905-aia44,Industrial Local Units,AIA44,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07906-aia45,Industrial Local Units,AIA45,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07908-aia02,Industrial Local Units,AIA02,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07910-aia04,Industrial Local Units,AIA04,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07911-aia05,Industrial Local Units,AIA05,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07912-aia24,Industrial Local Units NACE Rev 2,AIA24,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07913-aia25,Industrial Local Units NACE Rev 2,AIA25,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07955-dha35,Infant and Neonatal Mortality,DHA35,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07956-vsd52,Infant and Neonatal Mortality,VSD52,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07957-vsd46,Infant and Neonatal Mortality,VSD46,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07958-cepha04,Infant Mortality,CEPHA04,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07959-sca02,Infants who are Breastfed(exclusive or combined) on Discharge from Hospital,SCA02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07971-his24,Inpatient admissions,HIS24,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-07975-dha80,Inpatient and Daycase Hospital Discharges by Principal Diagnosis and Area,DHA80,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07977-dha101,Inpatient and Daycase Hospital Discharges by Principal Procedure and Area,DHA101,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07981-dha119,Inpatient and Daycases Hospital Discharges by All-Listed Procedures and Area,DHA119,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07984-dha121,Inpatient Hospital Bed Days by All-Listed Procedures and Area,DHA121,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07987-dha82,Inpatient Hospital Bed Days by Principal Diagnosis and Area,DHA82,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07989-dha103,Inpatient Hospital Bed Days by Principal Procedure and Area,DHA103,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
