id,title,organisation,provider,jurisdiction,attributionLicence
census-12899-lmr-labour-force-survey-tables-march-2025,lmr labour force survey tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12900-lmr-labour-force-survey-tables-may-2025-0,lmr labour force survey tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12901-lmr-labour-force-survey-tables-november-2024,lmr labour force survey tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12902-lmr-labour-force-survey-tables-november-2025,lmr labour force survey tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12903-lmr-labour-force-survey-tables-october-2024,lmr labour force survey tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12904-lmr-labour-force-survey-tables-october-2025,lmr labour force survey tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12905-lmr-labour-force-survey-tables-september-2024,lmr labour force survey tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12906-lmr-labour-force-survey-tables-september-2025,lmr labour force survey tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12907-lmr-redundancy-tables-april-2025,lmr redundancy tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12908-lmr-redundancy-tables-august-2024,lmr redundancy tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12909-lmr-redundancy-tables-august-2025,lmr redundancy tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12910-lmr-redundancy-tables-december-2024,lmr redundancy tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12911-lmr-redundancy-tables-february-2025,lmr redundancy tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12912-lmr-redundancy-tables-january-2025,lmr redundancy tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12913-lmr-redundancy-tables-july-2025,lmr redundancy tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12914-lmr-redundancy-tables-march-2025,lmr redundancy tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12915-lmr-redundancy-tables-may-2025-0,lmr redundancy tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12916-lmr-redundancy-tables-november-2024,lmr redundancy tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12917-lmr-redundancy-tables-november-2025,lmr redundancy tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12918-lmr-redundancy-tables-october-2024,lmr redundancy tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12919-lmr-redundancy-tables-october-2025,lmr redundancy tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12920-lmr-redundancy-tables-september-2024,lmr redundancy tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12921-lmr-redundancy-tables-september-2025,lmr redundancy tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12922-look-20up-20tables-20rg-202022,Look%20up%20tables%20RG%202022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12923-methodology-2021,Methodology 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12924-minutes-20of-20the-20sac-20meeting-2016th-20june-202022,Minutes%20of%20the%20SAC%20meeting%2016th%20June%202022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12925-minutes-20of-20the-20sac-20meeting-2016th-20november-202022,Minutes%20of%20the%20SAC%20meeting%2016th%20November%202022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12926-minutes-20of-20the-20sac-20meeting-2019th-20november-202021,Minutes%20of%20the%20SAC%20meeting%2019th%20November%202021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12927-minutes-20of-20the-20sac-20meeting-2021st-20may-202020,Minutes%20of%20the%20SAC%20meeting%2021st%20May%202020,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12928-minutes-20of-20the-20sac-20meeting-2021st-20may-202021,Minutes%20of%20the%20SAC%20meeting%2021st%20May%202021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12929-monthly-20civil-20partnerships-20march-202026,Monthly%20Civil%20Partnerships%20March%202026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12930-monthly-20marriages-20march-202026,Monthly%20Marriages%20March%202026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12931-monthly-20stillbirths-20march-202026,Monthly%20Stillbirths%20March%202026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12932-mye11-21-fig1,MYE11 21 Fig1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12933-mye11-21-fig10v2-0,MYE11 21 Fig10v2 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12934-mye11-21-fig11,MYE11 21 Fig11,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12935-mye11-21-fig2,MYE11 21 Fig2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12936-mye11-21-fig4,MYE11 21 Fig4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12937-mye11-21-fig5,MYE11 21 Fig5,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12938-mye11-21-fig6,MYE11 21 Fig6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12939-mye11-21-fig7,MYE11 21 Fig7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12940-mye11-21-fig8,MYE11 21 Fig8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12941-mye11-21-fig9,MYE11 21 Fig9,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12942-mye11-21-table1,MYE11 21 Table1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12943-mye11-21-table2,MYE11 21 Table2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12944-mye21-age-bands,MYE21 AGE BANDS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12945-mye21-bulletin,MYE21 Bulletin,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12946-mye21-coc,MYE21 CoC,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12947-mye21-median-age,MYE21 MEDIAN AGE,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12948-mye21-mig-flows,MYE21 MIG FLOWS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12949-mye21-netmig-age,MYE21 NETMIG AGE,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12950-mye21-netmig-age-bands,MYE21 NETMIG AGE BANDS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12951-mye21-pop-densities,MYE21 POP DENSITIES,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12952-mye21-pop-totals,MYE21 POP TOTALS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12953-mye21-quality,MYE21 Quality,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12954-mye21-summary,MYE21 Summary,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12955-mye21-sya,MYE21 SYA,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12956-mye23-age-bands-ni-lgd,MYE23 AGE BANDS NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12957-mye23-bulletin-2,MYE23 bulletin 2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12958-mye23-coc-ni-lgd,MYE23 CoC NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12959-mye23-factsheets,MYE23 Factsheets,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12960-mye23-fig1,MYE23 Fig1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12961-mye23-fig2,MYE23 Fig2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12962-mye23-fig3,MYE23 Fig3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12963-mye23-fig4-0,MYE23 Fig4 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12964-mye23-fig6,MYE23 Fig6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12965-mye23-fig7,MYE23 Fig7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12966-mye23-fig8,MYE23 Fig8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12967-mye23-fig9-0,MYE23 Fig9 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12968-mye23-lgd-bulletin,MYE23 LGD bulletin,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12969-mye23-map1,MYE23 Map1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12970-mye23-median-age-ni-lgd,MYE23 MEDIAN AGE NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12971-mye23-methodology,MYE23 Methodology,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12972-mye23-mig-flows,MYE23 MIG FLOWS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12973-mye23-netmig-age,MYE23 NETMIG AGE,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12974-mye23-netmig-age-bands,MYE23 NETMIG AGE BANDS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12975-mye23-old-sya,MYE23 OLD SYA,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12976-mye23-pop-densities-ni-lgd,MYE23 POP DENSITIES NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12977-mye23-pop-totals-ni-lgd,MYE23 POP TOTALS NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12978-mye23-quality,MYE23 quality,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12979-mye23-summary,MYE23 summary,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12980-mye23-sya-ni-lgd,MYE23 SYA NI LGD,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12981-mye24-age-bands-0,MYE24 AGE BANDS 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12982-mye24-coc-0,MYE24 COC 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12983-mye24-median-age,MYE24 MEDIAN AGE,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12984-mye24-mig-flows,MYE24 MIG FLOWS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12985-mye24-netmig-age,MYE24 NETMIG AGE,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12986-mye24-netmig-age-bands,MYE24 NETMIG AGE BANDS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12987-mye24-old-sya,MYE24 OLD SYA,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12988-mye24-pop-densities-0,MYE24 POP DENSITIES 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12989-mye24-pop-totals,MYE24 POP TOTALS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12990-mye24-sya,MYE24 SYA,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12991-ni-ashe-questionnaire-guidance-2026,NI ASHE Questionnaire Guidance 2026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12992-ni-ashe-webform-step-by-step-guide-2026,NI ASHE webform step by step guide 2026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12993-ni-composite-economic-index-q4-2025-statistical-bulletin,NI Composite Economic Index Q4 2025 statistical bulletin,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12994-ni-economic-trade-statistics-2021-crib-sheet,NI Economic Trade Statistics 2021 crib sheet,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12995-ni-economics-accounts-methodology-guide,NI Economics Accounts Methodology guide,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12996-ni-input-output-analytical-tables-and-multipliers-2017-to-2020,NI Input Output Analytical tables and multipliers 2017 to 2020,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12997-ni-input-output-analytical-tables-and-multipliers-2017-to-2021,NI Input Output Analytical tables and multipliers 2017 to 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12998-ni-supply-use-tables-2017-2020,NI Supply Use Tables 2017 2020,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12999-ni-supply-use-tables-2017-2021,NI Supply Use Tables 2017 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13000-nicei-q4-2025-factsheet,NICEI Q4 2025 factsheet,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13001-nicei-statistical-press-release-q4-2025,NICEI Statistical Press release Q4 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13002-nicei-tables-q4-2025,NICEI Tables Q4 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13003-niets-quality-report-may-2023,NIETS Quality Report May 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13004-niets-revisions-policy-may-2023,NIETS revisions policy May 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13005-nisra-20business-20surveys-20registration-20process-20-20step-20by-20step-20guid,NISRA%20Business%20Surveys%20Registration%20Process%20%20Step%20by%20Step%20Guide,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13006-northern-20ireland-20birth-20statistics-20quality-20assessment-20v0-2-20accessib,Northern%20Ireland%20Birth%20Statistics%20Quality%20Assessment%20V0.2%20accessibility%20copy,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13007-northern-20ireland-20migration-20-282023-29-0,Northern%20Ireland%20Migration%20%282023%29 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13008-northern-20ireland-20migration-20infographic-20-282024-29,Northern%20Ireland%20Migration%20Infographic%20%282024%29,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13009-npp22-fig1,NPP22 Fig1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13010-npp22-fig10,NPP22 Fig10,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13011-npp22-fig11,NPP22 Fig11,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13012-npp22-fig12,NPP22 Fig12,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13013-npp22-fig13,NPP22 Fig13,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13014-npp22-fig2,NPP22 Fig2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13015-npp22-fig3-0,NPP22 Fig3 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13016-npp22-fig4,NPP22 Fig4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13017-npp22-fig5,NPP22 Fig5,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13018-npp22-fig6,NPP22 Fig6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13019-npp22-fig7,NPP22 Fig7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13020-npp22-fig8,NPP22 Fig8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13021-npp22-fig9,NPP22 Fig9,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13022-npp22-hhh-coc,NPP22 hhh coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13023-npp22-hlh-coc,NPP22 hlh coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13024-npp22-hpp-coc,NPP22 hpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13025-npp22-lhl-coc,NPP22 lhl coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13026-npp22-lll-coc,NPP22 lll coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13027-npp22-lpp-coc,NPP22 lpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13028-npp22-php-coc,NPP22 php coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13029-npp22-plp-coc,NPP22 plp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13030-npp22-pnp-coc,NPP22 pnp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13031-npp22-pph-coc,NPP22 pph coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13032-npp22-ppl-coc,NPP22 ppl coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13033-npp22-ppp-age-sexv2,NPP22 ppp age sexv2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13034-npp22-ppp-coc,NPP22 ppp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13035-npp22-ppz-coc,NPP22 ppz coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13036-npp22-rpp-coc,NPP22 rpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13037-npp22-summary-infographic,NPP22 summary infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13038-npp22-table1,NPP22 Table1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13039-npp22-table2,NPP22 Table2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13040-npp22-table3,NPP22 Table3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13041-npp22-variant-projections-age-sexv2,NPP22 variant projections age sexv2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13042-npp24-fig1,NPP24 Fig1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13043-npp24-fig10,NPP24 Fig10,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13044-npp24-fig11,NPP24 Fig11,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13045-npp24-fig12,NPP24 Fig12,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13046-npp24-fig13,NPP24 Fig13,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13047-npp24-fig2,NPP24 Fig2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13048-npp24-fig3-0,NPP24 Fig3 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13049-npp24-fig4,NPP24 Fig4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13050-npp24-fig5,NPP24 Fig5,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13051-npp24-fig6,NPP24 Fig6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13052-npp24-fig7,NPP24 Fig7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13053-npp24-fig8,NPP24 Fig8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13054-npp24-fig9,NPP24 Fig9,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13055-npp24-hhh-coc,NPP24 hhh coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13056-npp24-hlh-coc,NPP24 hlh coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13057-npp24-hpp-coc,NPP24 hpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13058-npp24-lhl-coc,NPP24 lhl coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13059-npp24-lll-coc,NPP24 lll coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13060-npp24-lpp-coc,NPP24 lpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13061-npp24-php-coc,NPP24 php coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13062-npp24-plp-coc,NPP24 plp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13063-npp24-pnp-coc,NPP24 pnp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13064-npp24-pph-coc,NPP24 pph coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13065-npp24-ppl-coc,NPP24 ppl coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13066-npp24-ppp-age-sex,NPP24 ppp age sex,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13067-npp24-ppp-coc,NPP24 ppp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13068-npp24-ppz-coc,NPP24 ppz coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13069-npp24-rpp-coc,NPP24 rpp coc,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13070-npp24-table1,NPP24 Table1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13071-npp24-table2,NPP24 Table2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13072-npp24-table3,NPP24 Table3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13073-npp24-variant-projections-age-sex,NPP24 variant projections age sex,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13074-ods-0,ODS 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13075-ods-tables-april-2025,ODS tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13076-ods-tables-august-2024,ODS tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13077-ods-tables-august-2025,ODS tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13078-ods-tables-december-2024,ODS tables December 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13079-ods-tables-february-2025,ODS tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13080-ods-tables-january-2025,ODS tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13081-ods-tables-july-2025,ODS tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13082-ods-tables-june-2025,ODS tables june 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13083-ods-tables-march-2025,ODS tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13084-ods-tables-may-2025,ODS tables may 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13085-ods-tables-november-2024,ODS tables November 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13086-ods-tables-november-2025,ODS tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13087-ods-tables-october-2024,ODS tables October 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13088-ods-tables-october-2025,ODS tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13089-ods-tables-september-2024,ODS tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13090-ods-tables-september-2025,ODS tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13091-pcos-statistics-bulletin-2009,PCOS Statistics Bulletin 2009,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13092-pcos-statistics-bulletin-2010,PCOS Statistics Bulletin 2010,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13093-pcos-statistics-bulletin-2012,PCOS Statistics Bulletin 2012,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13094-pcos-statistics-bulletin-2014,PCOS Statistics Bulletin 2014,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13095-pfg-indicator-trust-in-the-media-2014-to-2024-ods,PfG indicator Trust in the media 2014 to 2024.ods,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13096-pfg-indicator-trust-in-the-ni-assembly-2014-to-2024-ods,PfG indicator Trust in the NI Assembly 2014 to 2024.ods,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13097-pfg-indicators-trust-in-media-and-trust-in-ni-assembly-autumn-2024-0,PfG indicators Trust in media and Trust in NI Assembly Autumn 2024 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13098-pi2020f12,PI2020F12,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13099-pi2020f13,PI2020F13,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13100-pi2020t1,PI2020T1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13101-pi2020t2,PI2020T2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13102-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2019,Public Awareness of and Trust in Official Statistics Northern Ireland 2019,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13103-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2019-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2019 tables,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13104-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2020-1,Public Awareness of and Trust in Official Statistics Northern Ireland 2020 1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13105-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2020-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2020 tables,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13106-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2021,Public Awareness of and Trust in Official Statistics Northern Ireland 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13107-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2021-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2021 tables,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13108-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2022,Public Awareness of and Trust in Official Statistics Northern Ireland 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13109-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2022-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2022 tables,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13110-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2023-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2023 tables 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13111-public-awareness-of-and-trust-in-official-statistics-northern-ireland-2024-table,Public Awareness of and Trust in Official Statistics Northern Ireland 2024 tables,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13112-public-awareness-of-nisra-2018,Public Awareness of NISRA 2018,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13113-public-awareness-of-nisra-2018-infographic,Public Awareness of NISRA 2018 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13114-public-awareness-of-nisra-2019-infographic,Public Awareness of NISRA 2019 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13115-public-awareness-of-nisra-2020-infographic,Public Awareness of NISRA 2020 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13116-public-awareness-of-nisra-2021-infographic,Public Awareness of NISRA 2021 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13117-public-awareness-of-nisra-2022-infographic,Public Awareness of NISRA 2022 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13118-public-awareness-of-nisra-2023-infographic-0-0,Public Awareness of NISRA 2023 Infographic 0 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13119-public-awareness-of-nisra-2024-infographic,Public Awareness of NISRA 2024 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13120-public-awareness-of-nisra-data-tables-2016-2018,Public Awareness of NISRA data tables 2016 2018,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13121-public-trust-in-official-statistics-2019-infographic,Public Trust in Official Statistics 2019 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13122-public-trust-in-official-statistics-2020-infographic,Public Trust in Official Statistics 2020 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13123-public-trust-in-official-statistics-2021-infographic,Public Trust in Official Statistics 2021 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13124-public-trust-in-official-statistics-2022-infographic,Public Trust in Official Statistics 2022 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13125-public-trust-in-official-statistics-2023-infographic-0-0,Public Trust in Official Statistics 2023 Infographic 0 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-13126-public-trust-in-official-statistics-2024-infographic,Public Trust in Official Statistics 2024 Infographic,NISRA,NISRA,Northern Ireland,OGL-v3.0
