code,label,pop,C,P,O,UI_v2,prov
N00003426,,728,16.3,70.6,13.1,30.2,modelled
N00003427,,300,8.0,84.3,7.7,22.1,modelled
N00003428,,277,10.5,77.6,11.9,25.4,modelled
N00003429,,285,3.9,83.9,12.2,20.5,modelled
N00003430,,277,6.1,82.3,11.6,22.0,modelled
N00003431,,308,5.5,83.8,10.7,21.2,modelled
N00003432,,283,13.8,75.6,10.6,27.5,modelled
N00003433,,279,5.0,84.9,10.1,20.7,modelled
N00003434,,278,22.3,64.7,13.0,34.7,modelled
N00003435,,209,8.6,83.3,8.1,22.7,modelled
N00003436,,316,12.0,78.2,9.8,25.9,modelled
N00003437,,339,6.2,84.7,9.1,21.2,modelled
N00003438,,354,24.3,65.8,9.9,35.2,modelled
N00003439,,272,8.1,86.0,5.9,21.6,modelled
N00003440,,283,15.9,75.3,8.8,28.5,modelled
N00003441,,340,21.5,71.8,6.7,32.0,modelled
N00003442,,214,15.9,77.1,7.0,27.9,modelled
N00003443,,713,7.4,81.9,10.7,22.7,modelled
N00003444,,424,6.4,86.6,7.0,20.7,modelled
N00003445,,509,6.9,81.7,11.4,22.5,modelled
N00003446,,413,9.0,83.5,7.5,22.8,modelled
N00003447,,273,4.0,84.6,11.4,20.3,modelled
N00003448,,540,23.9,71.1,5.0,33.3,modelled
N00003449,,431,12.3,82.8,4.9,24.5,modelled
N00003450,,353,30.3,66.6,3.1,37.5,modelled
N00003451,,620,8.5,79.7,11.8,23.9,modelled
N00003452,,440,3.6,92.0,4.4,17.7,modelled
N00003453,,376,14.9,50.5,34.6,36.3,modelled
N00003454,,328,19.2,72.3,8.5,30.9,modelled
N00003455,,305,22.0,68.5,9.5,33.3,modelled
N00003456,,305,22.0,50.2,27.8,39.4,modelled
N00003457,,289,12.1,71.6,16.3,28.1,modelled
N00003458,,338,51.8,42.9,5.3,54.5,modelled
N00003459,,240,27.1,64.2,8.7,36.9,modelled
N00003460,,403,41.2,50.9,7.9,47.3,modelled
N00003461,,329,24.3,68.4,7.3,34.3,modelled
N00003462,,377,35.3,56.8,7.9,42.9,modelled
N00003463,,491,12.0,81.7,6.3,24.7,modelled
N00003464,,364,8.0,80.8,11.2,23.3,modelled
N00003465,,267,2.2,91.4,6.4,17.3,modelled
N00003466,,310,21.0,65.2,13.8,34.0,modelled
N00003467,,473,8.9,79.7,11.4,24.0,modelled
N00003468,,253,8.7,75.9,15.4,25.2,modelled
N00003469,,373,2.7,88.2,9.1,18.6,modelled
N00003470,,336,9.5,83.3,7.2,23.1,modelled
N00003471,,274,10.2,82.5,7.3,23.7,modelled
N00003472,,310,6.8,88.1,5.1,20.4,modelled
N00003473,,365,5.2,84.9,9.9,20.7,modelled
N00003474,,449,19.2,72.6,8.2,30.8,modelled
N00003475,,1177,20.1,71.8,8.1,31.4,modelled
N00003476,,734,15.8,75.5,8.7,28.4,modelled
N00003477,,462,23.8,66.9,9.3,34.6,modelled
N00003478,,817,14.7,79.4,5.9,26.6,modelled
N00003479,,814,23.7,62.3,14.0,36.1,modelled
N00003480,,258,15.1,77.1,7.8,27.5,modelled
N00003481,,175,29.1,62.3,8.6,38.4,modelled
N00003482,,253,20.2,73.1,6.7,31.0,modelled
N00003483,,341,14.7,69.8,15.5,29.8,modelled
N00003484,,313,55.6,36.4,8.0,58.3,modelled
N00003485,,265,40.4,54.7,4.9,45.7,modelled
N00003486,,355,43.9,45.1,11.0,50.4,modelled
N00003487,,327,33.0,61.8,5.2,40.2,modelled
N00003488,,284,16.9,66.2,16.9,31.9,modelled
N00003489,,704,8.2,72.3,19.5,26.2,modelled
N00003490,,265,93.2,4.2,2.6,86.0,modelled
N00003491,,636,91.0,7.2,1.8,84.0,modelled
N00003492,,370,97.6,2.2,0.2,88.5,modelled
N00003493,,715,93.4,4.8,1.8,85.9,modelled
N00003494,,763,95.8,3.3,0.9,87.4,modelled
N00003495,,395,94.2,4.3,1.5,86.4,modelled
N00003496,,637,93.7,4.6,1.7,86.1,modelled
N00003497,,393,2.8,86.0,11.2,19.4,modelled
N00003498,,234,3.0,88.9,8.1,18.5,modelled
N00003499,,231,4.8,84.8,10.4,20.6,modelled
N00003500,,295,21.4,66.8,11.8,33.6,modelled
N00003501,,276,13.4,67.0,19.6,30.2,modelled
N00003502,,202,9.4,82.2,8.4,23.4,modelled
N00003503,,349,19.8,72.2,8.0,31.2,modelled
N00003504,,324,16.7,76.5,6.8,28.4,modelled
N00003505,,198,9.1,81.3,9.6,23.6,modelled
N00003506,,396,58.1,34.1,7.8,60.1,modelled
N00003507,,248,56.9,32.7,10.4,60.1,modelled
N00003508,,293,48.1,43.3,8.6,52.8,modelled
N00003509,,303,45.9,47.9,6.2,50.3,modelled
N00003510,,312,45.8,47.8,6.4,50.3,modelled
N00003511,,259,22.8,70.7,6.5,32.9,modelled
N00003512,,304,28.6,60.2,11.2,38.9,modelled
N00003513,,479,22.5,65.8,11.7,34.4,modelled
N00003514,,666,90.4,7.7,1.9,83.6,modelled
N00003515,,261,90.8,6.9,2.3,84.1,modelled
N00003516,,334,77.5,17.4,5.1,74.9,modelled
N00003517,,615,92.7,6.2,1.1,85.1,modelled
N00003518,,280,89.6,7.9,2.5,83.2,modelled
N00003519,,206,90.8,6.3,2.9,84.3,modelled
N00003520,,285,94.7,2.5,2.8,87.2,modelled
N00003521,,687,17.9,65.4,16.7,32.6,modelled
N00003522,,408,24.3,68.1,7.6,34.4,modelled
N00003523,,444,16.7,75.0,8.3,28.9,modelled
N00003524,,1204,19.3,66.5,14.2,32.9,modelled
N00003525,,350,26.0,71.1,2.9,34.2,modelled
N00003526,,285,25.3,62.1,12.6,36.9,modelled
N00003527,,527,83.5,15.9,0.6,73.9,modelled
N00003528,,898,49.2,45.8,5.0,49.4,modelled
N00003529,,442,83.9,13.6,2.5,74.8,modelled
N00003530,,460,94.8,5.2,0.0,82.2,modelled
N00003531,,421,96.9,2.4,0.7,84.1,modelled
N00003532,,461,80.3,18.9,0.8,71.5,modelled
N00003533,,618,78.5,20.2,1.3,70.3,modelled
N00003534,,304,77.6,21.4,1.0,69.5,modelled
N00003535,,459,74.3,23.7,2.0,67.4,modelled
N00003536,,504,93.8,5.8,0.4,81.6,modelled
N00003537,,339,91.2,7.7,1.1,79.9,modelled
N00003538,,448,39.1,56.2,4.7,41.6,modelled
N00003539,,348,59.8,37.4,2.8,56.7,modelled
N00003540,,252,52.0,44.4,3.6,51.0,modelled
N00003541,,278,42.4,54.3,3.3,43.6,modelled
N00003542,,260,41.2,55.8,3.0,42.6,modelled
N00003543,,574,67.2,28.7,4.1,62.7,modelled
N00003544,,388,48.2,49.0,2.8,47.9,modelled
N00003545,,467,74.1,25.3,0.6,66.8,modelled
N00003546,,314,38.5,58.6,2.9,40.6,modelled
N00003547,,665,95.6,2.4,2.0,83.5,modelled
N00003548,,1769,91.6,7.1,1.3,80.2,modelled
N00003549,,550,90.5,9.3,0.2,79.0,modelled
N00003550,,520,61.2,37.3,1.5,57.3,modelled
N00003551,,465,58.9,33.8,7.3,57.5,modelled
N00003552,,418,70.8,24.2,5.0,65.7,modelled
N00003553,,396,81.8,15.7,2.5,73.2,modelled
N00003554,,243,58.4,39.5,2.1,55.4,modelled
N00003555,,351,72.9,24.2,2.9,66.6,modelled
N00003556,,686,65.9,32.1,2.0,61.0,modelled
N00003557,,249,10.4,83.1,6.5,20.5,modelled
N00003558,,496,33.5,65.1,1.4,36.3,modelled
N00003559,,565,96.3,2.8,0.9,83.7,modelled
N00003560,,533,90.6,8.6,0.8,79.3,modelled
N00003561,,459,89.8,8.9,1.3,78.9,modelled
N00003562,,421,54.6,42.8,2.6,52.7,modelled
N00003563,,467,25.7,70.0,4.3,31.3,modelled
N00003564,,401,62.3,33.4,4.3,59.0,modelled
N00003565,,435,53.3,43.7,3.0,51.8,modelled
N00003566,,541,73.6,25.3,1.1,66.5,modelled
N00003567,,491,50.1,46.0,3.9,49.7,modelled
N00003568,,412,29.9,68.2,1.9,33.7,modelled
N00003569,,488,63.9,35.0,1.1,59.2,modelled
N00003570,,526,90.9,7.2,1.9,79.9,modelled
N00003571,,308,18.8,78.6,2.6,25.5,modelled
N00003572,,491,18.5,77.6,3.9,25.7,modelled
N00003573,,450,52.0,44.4,3.6,51.0,modelled
N00003574,,461,26.0,69.6,4.4,31.6,modelled
N00003575,,511,95.9,3.9,0.2,83.1,modelled
N00003576,,518,89.0,9.7,1.3,78.3,modelled
N00003577,,409,98.5,1.5,0.0,85.0,modelled
N00003578,,551,89.3,9.3,1.4,78.5,modelled
N00003579,,503,94.8,5.0,0.2,82.3,modelled
N00003580,,425,90.8,8.9,0.3,79.3,modelled
N00003581,,698,84.4,10.7,4.9,76.0,modelled
N00003582,,557,66.4,31.6,2.0,61.4,modelled
N00003583,,666,88.3,10.1,1.6,77.8,modelled
N00003584,,298,90.9,7.0,2.1,80.0,modelled
N00003585,,333,77.2,21.0,1.8,69.5,modelled
N00003586,,300,52.0,45.0,3.0,50.8,modelled
N00003587,,507,72.6,26.4,1.0,65.8,modelled
N00003588,,622,94.9,4.8,0.3,82.4,modelled
N00003589,,570,88.4,10.5,1.1,77.8,modelled
N00003590,,658,93.3,5.9,0.8,81.4,modelled
N00003591,,565,80.7,18.2,1.1,71.9,modelled
N00003592,,369,96.7,3.3,0,83.7,modelled
N00003593,,587,90.8,8.9,0.3,79.3,modelled
N00003594,,914,10.6,86.4,3.0,19.5,modelled
N00003595,,363,14.6,79.9,5.5,23.3,modelled
N00003596,,301,23.6,71.8,4.6,29.8,modelled
N00003597,,476,45.4,53.6,1.0,45.1,modelled
N00003598,,382,54.7,38.0,7.3,54.3,modelled
N00003599,,403,58.3,38.0,3.7,55.8,modelled
N00003600,,367,34.3,56.9,8.8,39.3,modelled
N00003601,,368,49.7,46.5,3.8,49.3,modelled
N00003602,,392,47.7,43.4,8.9,49.5,modelled
N00003603,,356,70.8,24.4,4.8,65.7,modelled
N00003604,,330,54.2,43.3,2.5,52.3,modelled
N00003605,,320,65.6,30.9,3.5,61.3,modelled
N00003606,,353,48.4,47.0,4.6,48.6,modelled
N00003607,,502,52.0,41.6,6.4,51.9,modelled
N00003608,,475,67.4,29.1,3.5,62.6,modelled
N00003609,,324,54.3,39.8,5.9,53.5,modelled
N00003610,,294,54.1,38.8,7.1,53.8,modelled
N00003611,,263,45.6,50.6,3.8,46.2,modelled
N00003612,,472,57.8,39.2,3.0,55.2,modelled
N00003613,,450,23.3,72.4,4.3,29.5,modelled
N00003614,,507,44.0,51.1,4.9,45.4,modelled
N00003615,,361,33.5,64.5,2.0,36.5,modelled
N00003616,,367,19.3,77.7,3.0,26.0,modelled
N00003617,,341,6.2,90.3,3.5,16.3,modelled
N00003618,,448,43.1,54.2,2.7,44.0,modelled
N00003619,,420,61.4,37.6,1.0,57.3,modelled
N00003620,,494,75.7,23.1,1.2,68.2,modelled
N00003621,,427,56.9,41.5,1.6,54.1,modelled
N00003622,,601,90.2,8.5,1.3,79.2,modelled
N00003623,,301,95.3,4.7,0.0,82.6,modelled
N00003624,,666,54.5,39.2,6.3,50.4,modelled
N00003625,,431,27.4,67.3,5.3,29.5,modelled
N00003626,,390,7.4,87.4,5.2,14.3,modelled
N00003627,,340,3.5,92.4,4.1,11.0,modelled
N00003628,,313,2.9,95.2,1.9,9.8,modelled
N00003629,,284,65.8,31.7,2.5,57.7,modelled
N00003630,,595,65.4,28.4,6.2,58.6,modelled
N00003631,,205,5.9,90.2,3.9,12.8,modelled
N00003632,,274,9.1,88.0,2.9,14.9,modelled
N00003633,,259,2.3,93.8,3.9,10.1,modelled
N00003634,,315,5.7,90.2,4.1,12.7,modelled
N00003635,,337,8.0,87.5,4.5,14.6,modelled
N00003636,,341,7.3,89.1,3.6,13.7,modelled
N00003637,,380,82.9,14.7,2.4,70.6,modelled
N00003638,,441,84.4,10.9,4.7,72.5,modelled
N00003639,,312,80.1,16.7,3.2,68.7,modelled
N00003640,,319,78.1,16.6,5.3,67.9,modelled
N00003641,,472,11.9,80.7,7.4,18.5,modelled
N00003642,,341,10.0,86.2,3.8,15.8,modelled
N00003643,,416,94.0,5.0,1.0,83.7,modelled
N00003644,,301,90.4,9.3,0.3,80.7,modelled
N00003645,,488,93.2,4.3,2.5,83.6,modelled
N00003646,,548,92.0,6.6,1.4,82.3,modelled
N00003647,,678,94.2,4.3,1.5,84.0,modelled
N00003648,,464,87.9,10.3,1.8,79.4,modelled
N00003649,,448,96.4,3.1,0.5,85.4,modelled
N00003650,,414,93.0,5.6,1.4,83.1,modelled
N00003651,,354,88.7,8.8,2.5,80.2,modelled
N00003652,,642,92.7,6.1,1.2,77.6,modelled
N00003653,,351,85.2,13.1,1.7,72.1,modelled
N00003654,,250,79.2,18.0,2.8,67.9,modelled
N00003655,,208,72.1,23.6,4.3,63.1,modelled
N00003656,,514,83.7,10.9,5.4,72.2,modelled
N00003657,,382,78.3,18.8,2.9,67.3,modelled
N00003658,,527,49.0,48.4,2.6,45.0,modelled
N00003659,,370,39.2,58.1,2.7,37.6,modelled
N00003660,,374,64.4,32.1,3.5,57.0,modelled
N00003661,,359,74.4,23.1,2.5,64.2,modelled
N00003662,,210,77.6,18.1,4.3,67.2,modelled
N00003663,,267,84.6,13.1,2.3,71.9,modelled
N00003664,,522,80.3,15.9,3.8,69.1,modelled
N00003665,,481,23.3,68.4,8.3,27.4,modelled
N00003666,,467,12.2,84.6,3.2,17.3,modelled
N00003667,,395,60.0,39.0,1.0,59.1,modelled
N00003668,,425,20.2,74.1,5.7,30.5,modelled
N00003669,,451,68.5,29.7,1.8,65.8,modelled
N00003670,,385,66.2,29.1,4.7,65.0,modelled
N00003671,,296,79.1,15.2,5.7,75.1,modelled
N00003672,,289,12.8,83.0,4.2,24.4,modelled
N00003673,,249,7.2,87.6,5.2,20.5,modelled
N00003674,,413,9.7,84.5,5.8,22.6,modelled
N00003675,,308,53.9,40.6,5.5,56.0,modelled
N00003676,,303,89.1,6.9,4.0,80.7,modelled
N00003677,,295,97.6,0.3,2.1,86.5,modelled
N00003678,,378,92.9,5.0,2.1,82.9,modelled
N00003679,,327,93.0,4.3,2.7,83.2,modelled
N00003680,,254,88.2,4.7,7.1,81.0,modelled
N00003681,,409,81.9,10.0,8.1,76.6,modelled
N00003682,,226,87.2,7.5,5.3,79.7,modelled
N00003683,,403,68.7,26.6,4.7,65.5,modelled
N00003684,,329,82.1,14.0,3.9,75.4,modelled
N00003685,,371,87.3,9.7,3.0,79.0,modelled
N00003686,,364,83.5,15.7,0.8,75.4,modelled
N00003687,,454,24.4,70.9,4.7,31.9,modelled
N00003688,,365,60.0,38.1,1.9,58.0,modelled
N00003689,,293,68.3,29.0,2.7,64.5,modelled
N00003690,,543,47.3,50.5,2.2,49.9,modelled
N00003691,,467,51.6,45.8,2.6,53.3,modelled
N00003692,,379,52.5,44.6,2.9,54.1,modelled
N00003693,,423,65.0,29.3,5.7,64.5,modelled
N00003694,,516,20.5,74.4,5.1,30.6,modelled
N00003695,,379,52.2,45.6,2.2,53.6,modelled
N00003696,,431,32.3,64.5,3.2,38.9,modelled
N00003697,,454,92.3,5.5,2.2,84.0,modelled
N00003698,,704,88.2,9.1,2.7,81.0,modelled
N00003699,,406,93.1,5.4,1.5,84.3,modelled
N00003700,,400,90.5,9.0,0.5,82.0,modelled
N00003701,,624,94.6,4.3,1.1,85.4,modelled
N00003702,,862,93.6,4.3,2.1,84.9,modelled
N00003703,,629,91.7,7.2,1.1,83.2,modelled
N00003704,,427,91.6,5.2,3.2,83.8,modelled
N00003705,,429,95.1,2.6,2.3,84.7,modelled
N00003706,,575,89.7,8.2,2.1,80.5,modelled
N00003707,,562,97.0,2.7,0.3,85.4,modelled
N00003708,,510,97.6,2.0,0.4,85.9,modelled
N00003709,,386,98.7,1.0,0.3,86.7,modelled
N00003710,,475,97.5,1.7,0.8,86.0,modelled
N00003711,,545,94.3,2.9,2.8,84.2,modelled
N00003712,,384,85.7,10.7,3.6,79.4,modelled
N00003713,,381,87.4,9.2,3.4,80.7,modelled
N00003714,,401,92.0,5.2,2.8,83.9,modelled
N00003715,,291,88.7,8.2,3.1,81.5,modelled
N00003716,,324,82.7,12.3,5.0,77.6,modelled
N00003717,,271,79.7,15.9,4.4,75.2,modelled
N00003718,,1470,88.4,10.3,1.3,80.7,modelled
N00003719,,460,86.7,10.0,3.3,80.1,modelled
N00003720,,411,89.8,9.5,0.7,81.6,modelled
N00003721,,579,95.2,3.5,1.3,84.4,modelled
N00003722,,488,93.2,6.1,0.7,82.7,modelled
N00003723,,421,95.5,3.8,0.7,84.4,modelled
N00003724,,419,91.9,7.6,0.5,81.7,modelled
N00003725,,303,90.1,8.3,1.6,80.7,modelled
N00003726,,472,93.9,5.5,0.6,83.2,modelled
N00003727,,406,92.9,5.7,1.4,82.7,modelled
N00003728,,357,98.6,1.4,0.0,86.6,modelled
N00003729,,404,93.6,4.7,1.7,83.3,modelled
N00003730,,464,94.0,4.3,1.7,83.6,modelled
N00003731,,374,95.2,3.7,1.1,84.4,modelled
N00003732,,709,96.2,3.4,0.4,84.9,modelled
N00003733,,357,95.0,4.2,0.8,84.1,modelled
N00003734,,380,95.3,2.6,2.1,84.8,modelled
N00003735,,306,93.8,3.9,2.3,83.7,modelled
N00003736,,350,94.6,3.1,2.3,84.3,modelled
N00003737,,544,93.4,3.1,3.5,83.8,modelled
N00003738,,292,91.1,4.5,4.4,82.3,modelled
N00003739,,440,89.8,5.9,4.3,81.3,modelled
N00003740,,283,90.5,6.7,2.8,81.4,modelled
N00003741,,244,88.9,5.7,5.4,81.0,modelled
N00003742,,316,95.9,1.9,2.2,85.2,modelled
N00003743,,539,91.1,7.4,1.5,82.8,modelled
N00003744,,393,95.4,4.1,0.5,85.8,modelled
N00003745,,462,86.1,11.9,2.0,79.2,modelled
N00003746,,338,96.7,1.8,1.5,87.1,modelled
N00003747,,314,87.3,10.5,2.2,80.2,modelled
N00003748,,392,74.0,24.7,1.3,69.8,modelled
N00003749,,514,83.7,14.0,2.3,77.5,modelled
N00003750,,491,86.4,10.4,3.2,79.8,modelled
N00003751,,559,85.3,12.2,2.5,78.8,modelled
N00003752,,456,90.6,6.4,3.0,83.0,modelled
N00003753,,495,95.4,3.8,0.8,84.4,modelled
N00003754,,347,89.6,8.1,2.3,80.5,modelled
N00003755,,457,86.7,7.9,5.4,79.3,modelled
N00003756,,353,94.6,4.0,1.4,84.0,modelled
N00003757,,356,91.0,7.0,2.0,81.5,modelled
N00003758,,547,83.5,13.9,2.6,76.0,modelled
N00003759,,321,87.5,11.2,1.3,78.6,modelled
N00003760,,319,90.9,6.9,2.2,81.5,modelled
N00003761,,439,69.5,28.0,2.5,66.8,modelled
N00003762,,494,30.4,66.8,2.8,37.3,modelled
N00003763,,511,56.9,42.5,0.6,56.6,modelled
N00003764,,613,70.5,26.8,2.7,67.6,modelled
N00003765,,426,47.2,51.9,0.9,49.4,modelled
N00003766,,495,89.3,8.9,1.8,81.6,modelled
N00003767,,495,86.3,13.1,0.6,78.9,modelled
N00003768,,609,89.3,6.9,3.8,80.8,modelled
N00003769,,351,90.3,6.0,3.7,81.5,modelled
N00003770,,494,92.9,4.9,2.2,83.0,modelled
N00003771,,512,90.2,6.8,3.0,81.2,modelled
N00003772,,186,94.1,3.2,2.7,84.1,modelled
N00003773,,323,93.8,3.1,3.1,84.0,modelled
N00003774,,338,94.4,1.2,4.4,84.8,modelled
N00003775,,539,93.1,3.7,3.2,83.5,modelled
N00003776,,384,91.4,6.0,2.6,82.0,modelled
N00003777,,289,90.3,7.3,2.4,81.1,modelled
N00003778,,391,84.7,8.4,6.9,78.3,modelled
N00003779,,355,88.2,8.7,3.1,79.7,modelled
N00003780,,380,94.2,4.7,1.1,83.6,modelled
N00003781,,388,92.3,5.2,2.5,82.6,modelled
N00003782,,581,80.7,16.9,2.4,73.8,modelled
N00003783,,330,86.7,8.8,4.5,79.0,modelled
N00003784,,501,94.8,4.2,1.0,84.0,modelled
N00003785,,570,95.3,4.0,0.7,84.3,modelled
N00003786,,495,96.8,1.8,1.4,85.7,modelled
N00003787,,402,96.0,3.5,0.5,84.8,modelled
N00003788,,337,92.3,5.3,2.4,82.6,modelled
N00003789,,442,93.4,5.4,1.2,83.0,modelled
N00003790,,363,95.9,4.1,0,84.5,modelled
N00003791,,769,96.1,2.3,1.6,85.2,modelled
N00003792,,313,93.0,5.8,1.2,82.7,modelled
N00003793,,722,94.6,3.5,1.9,84.2,modelled
N00003794,,401,92.5,6.5,1.0,82.3,modelled
N00003795,,507,94.1,5.5,0.4,83.3,modelled
N00003796,,654,95.3,2.8,1.9,84.7,modelled
N00003797,,516,95.3,3.9,0.8,84.3,modelled
N00003798,,474,93.9,4.4,1.7,83.6,modelled
N00003799,,329,17.3,76.0,6.7,28.7,modelled
N00003800,,464,10.3,86.0,3.7,22.4,modelled
N00003801,,414,19.1,72.0,8.9,30.8,modelled
N00003802,,282,8.9,87.2,3.9,21.4,modelled
N00003803,,373,10.5,84.2,5.3,23.0,modelled
N00003804,,436,21.1,74.3,4.6,30.8,modelled
N00003805,,289,61.2,35.3,3.5,60.9,modelled
N00003806,,460,40.0,52.8,7.2,46.0,modelled
N00003807,,305,58.4,31.1,10.5,61.1,modelled
N00003808,,335,19.1,72.5,8.4,30.6,modelled
N00003809,,395,19.0,78.7,2.3,28.5,modelled
N00003810,,188,13.3,82.4,4.3,24.8,modelled
N00003811,,377,19.4,78.8,1.8,28.6,modelled
N00003812,,342,68.1,29.5,2.4,65.7,modelled
N00003813,,334,44.3,49.1,6.6,49.1,modelled
N00003814,,350,85.4,13.4,1.2,78.4,modelled
N00003815,,605,84.6,11.2,4.2,78.8,modelled
N00003816,,392,86.2,9.7,4.1,80.0,modelled
N00003817,,505,85.1,13.7,1.2,78.2,modelled
N00003818,,533,52.7,40.9,6.4,55.4,modelled
N00003819,,388,55.4,42.0,2.6,56.2,modelled
N00003820,,593,72.3,24.3,3.4,69.2,modelled
N00003821,,414,64.0,34.5,1.5,62.3,modelled
N00003822,,557,55.1,41.7,3.2,56.1,modelled
N00003823,,588,68.5,28.6,2.9,66.2,modelled
N00003824,,749,83.6,15.2,1.2,77.1,modelled
N00003825,,965,94.8,2.7,2.5,86.0,modelled
N00003826,,675,94.1,4.4,1.5,85.1,modelled
N00003827,,1060,77.0,21.3,1.7,72.2,modelled
N00003828,,463,16.4,81.9,1.7,24.9,modelled
N00003829,,519,70.5,27.0,2.5,66.1,modelled
N00003830,,537,84.2,13.6,2.2,76.4,modelled
N00003831,,292,52.4,41.8,5.8,53.5,modelled
N00003832,,558,66.7,31.0,2.3,63.2,modelled
N00003833,,467,75.2,21.2,3.6,70.0,modelled
N00003834,,428,89.3,9.1,1.6,81.5,modelled
N00003835,,539,86.1,8.9,5.0,80.2,modelled
N00003836,,343,91.8,6.1,2.1,83.6,modelled
N00003837,,337,92.6,5.6,1.8,84.1,modelled
N00003838,,409,88.5,7.1,4.4,81.8,modelled
N00003839,,409,77.0,14.7,8.3,74.4,modelled
N00003840,,428,83.4,13.8,2.8,77.4,modelled
N00003841,,256,81.2,14.8,4.0,76.2,modelled
N00003842,,413,84.7,10.4,4.9,79.1,modelled
N00003843,,348,82.2,12.9,4.9,77.2,modelled
N00003844,,515,82.5,15.7,1.8,76.4,modelled
N00003845,,299,83.6,12.4,4.0,78.0,modelled
N00003846,,620,88.7,7.6,3.7,81.7,modelled
N00003847,,254,83.9,13.8,2.3,77.6,modelled
N00003848,,362,90.3,6.9,2.8,82.7,modelled
N00003849,,608,91.0,4.4,4.6,82.3,modelled
N00003850,,415,97.1,2.4,0.5,85.6,modelled
N00003851,,470,95.1,3.8,1.1,84.3,modelled
N00003852,,352,94.3,1.7,4.0,84.6,modelled
N00003853,,514,95.5,2.9,1.6,84.7,modelled
N00003854,,466,96.1,2.8,1.1,85.0,modelled
N00003855,,454,94.7,4.6,0.7,83.8,modelled
N00003856,,491,93.5,4.3,2.2,83.4,modelled
N00003857,,547,87.0,11.9,1.1,79.6,modelled
N00003858,,511,90.6,8.8,0.6,82.2,modelled
N00003859,,478,90.8,7.1,2.1,82.8,modelled
N00003860,,1070,92.8,6.2,1.0,84.0,modelled
N00003861,,546,87.2,12.1,0.7,79.6,modelled
N00003862,,431,47.3,51.0,1.7,49.7,modelled
N00003863,,236,81.4,11.9,6.7,75.8,modelled
N00003864,,380,95.8,2.1,2.1,85.1,modelled
N00003865,,255,88.6,8.6,2.8,79.9,modelled
N00003866,,339,91.7,4.4,3.9,82.6,modelled
N00003867,,723,91.4,6.9,1.7,81.7,modelled
N00003868,,351,94.3,3.7,2.0,84.0,modelled
N00003869,,1226,86.2,9.2,4.6,78.7,modelled
N00003870,,254,87.8,9.1,3.1,79.4,modelled
N00003871,,730,90.0,8.5,1.5,80.5,modelled
N00003872,,278,87.4,7.9,4.7,79.6,modelled
N00003873,,1042,92.8,6.0,1.2,82.6,modelled
N00003874,,533,38.1,59.3,2.6,41.6,modelled
N00003875,,418,89.0,10.5,0.5,79.5,modelled
N00003876,,592,65.0,33.6,1.4,61.6,modelled
N00003877,,373,33.8,64.6,1.6,38.0,modelled
N00003878,,478,48.3,50.8,0.9,48.8,modelled
N00003879,,503,59.8,39.2,1.0,57.5,modelled
N00003880,,469,83.2,14.5,2.3,75.7,modelled
N00003881,,491,87.8,10.8,1.4,78.8,modelled
N00003882,,304,89.8,7.9,2.3,80.7,modelled
N00003883,,819,84.0,12.5,3.5,76.7,modelled
N00003884,,747,63.7,29.6,6.7,62.4,modelled
N00003885,,337,48.7,41.5,9.8,52.0,modelled
N00003886,,305,61.0,31.8,7.2,60.5,modelled
N00003887,,516,11.0,75.0,14.0,22.5,modelled
N00003888,,240,23.3,62.9,13.8,31.7,modelled
N00003889,,429,35.4,55.0,9.6,39.5,modelled
N00003890,,256,46.9,46.5,6.6,47.2,modelled
N00003891,,316,11.1,70.9,18.0,23.9,modelled
N00003892,,256,12.9,78.1,9.0,22.3,modelled
N00003893,,248,21.8,61.3,16.9,31.6,modelled
N00003894,,274,15.3,70.8,13.9,25.7,modelled
N00003895,,279,23.7,63.4,12.9,31.7,modelled
N00003896,,771,5.8,86.4,7.8,19.1,modelled
N00003897,,281,7.1,76.9,16.0,22.8,modelled
N00003898,,372,3.5,89.2,7.3,17.2,modelled
N00003899,,362,5.8,87.6,6.6,18.7,modelled
N00003900,,280,2.5,86.8,10.7,17.5,modelled
N00003901,,267,4.5,82.0,13.5,20.0,modelled
N00003902,,349,1.4,93.7,4.9,14.8,modelled
N00003903,,658,4.7,88.4,6.9,17.9,modelled
N00003904,,511,6.5,85.1,8.4,19.8,modelled
N00003905,,294,11.2,81.0,7.8,23.2,modelled
N00003906,,229,7.4,86.9,5.7,19.6,modelled
N00003907,,306,7.2,76.5,16.3,23.0,modelled
N00003908,,195,5.6,85.6,8.8,19.3,modelled
N00003909,,353,6.5,79.6,13.9,21.6,modelled
N00003910,,250,3.2,88.0,8.8,17.4,modelled
N00003911,,1281,5.3,83.1,11.6,20.0,modelled
N00003912,,469,8.5,82.3,9.2,21.6,modelled
N00003913,,261,5.4,88.1,6.5,18.3,modelled
N00003914,,366,15.6,71.9,12.5,28.1,modelled
N00003915,,308,7.5,78.6,13.9,22.4,modelled
N00003916,,390,7.2,78.7,14.1,22.2,modelled
N00003917,,280,4.3,85.4,10.3,18.8,modelled
N00003918,,267,4.9,86.9,8.2,18.5,modelled
N00003919,,297,17.2,72.4,10.4,28.6,modelled
N00003920,,329,19.1,70.5,10.4,30.0,modelled
N00003921,,326,11.3,77.6,11.1,24.3,modelled
N00003922,,303,11.9,81.2,6.9,23.4,modelled
N00003923,,306,58.2,30.7,11.1,57.3,modelled
N00003924,,305,12.8,74.8,12.4,23.3,modelled
