DZ21,label,con,yes_raw,yes,pop
N20002578,Bannside_G2,NORTH ANTRIM,9.47,20.7,411.0
N20003586,Bangor_West_D1,NORTH DOWN,26.78,38.0,563.0
N20002647,Braid_C3,NORTH ANTRIM,10.79,22.0,555.0
N20001074,Lisnasharragh_N6,BELFAST SOUTH,29.16,40.4,351.0
N20002778,Carrick_Castle_B2,EAST ANTRIM,11.13,22.4,573.0
N20000688,Cusher_E5,NEWRY AND ARMAGH,18.05,29.3,530.0
N20000591,Lagan_River_N3,SOUTH DOWN,17.37,28.6,356.0
N20002412,Lisburn_North_G4,LAGAN VALLEY,26.3,37.5,362.0
N20002430,Downshire_East_A5,LAGAN VALLEY,20.31,31.5,319.0
N20001696,Ballymoney_E1,NORTH ANTRIM,11.73,23.0,431.0
N20002653,Braid_C5,NORTH ANTRIM,9.39,20.6,444.0
N20000854,Castle_Q2,BELFAST NORTH,34.94,46.2,303.0
N20003615,Bangor_West_G5,NORTH DOWN,12.08,23.3,552.0
N20001456,Benbradagh_C3,EAST LONDONDERRY,64.92,76.1,438.0
N20001389,Court_G2,BELFAST WEST,10.3,21.5,374.0
N20000335,Armagh_G6,NEWRY AND ARMAGH,66.13,77.4,245.0
N20000636,Banbridge_H4,UPPER BANN,20.32,31.6,444.0
N20003244,Crotlieve_L2,SOUTH DOWN,69.53,80.8,472.0
N20000652,Banbridge_N4,UPPER BANN,32.82,44.1,442.0
N20001562,Coleraine_D1,EAST LONDONDERRY,19.84,31.1,298.0
N20002476,Castlereagh_South_E2,BELFAST SOUTH,41.08,52.3,546.0
N20003619,Bangor_West_J3,NORTH DOWN,15.77,27.0,576.0
N20001380,Court_E1,BELFAST WEST,8.71,19.9,539.0
N20002280,Downshire_West_F3,LAGAN VALLEY,15.03,26.3,364.0
N20001518,Bann_B3,EAST LONDONDERRY,16.67,27.9,680.0
N20000025,Dunsilly_F2,SOUTH ANTRIM,26.56,37.8,263.0
N20001023,Lisnasharragh_A3,BELFAST EAST,17.97,29.2,377.0
N20003671,Bangor_Central_N4,NORTH DOWN,14.22,25.5,284.0
N20003046,Dungannon_E4,FERMANAGH AND SOUTH TYRONE,34.24,45.5,481.0
N20001634,Causeway_K2,EAST LONDONDERRY,16.6,27.8,540.0
N20001247,Collin_D3,BELFAST WEST,66.24,77.5,409.0
N20001721,Ballymoney_J1,NORTH ANTRIM,25.42,36.7,443.0
N20002378,Lisburn_North_D1,LAGAN VALLEY,46.59,57.8,437.0
N20002465,Castlereagh_South_B4,BELFAST SOUTH,37.33,48.6,350.0
N20002447,Downshire_East_F1,LAGAN VALLEY,11.65,22.9,482.0
N20002450,Downshire_East_F3,LAGAN VALLEY,14.76,26.0,407.0
N20000384,Portadown_H1,UPPER BANN,12.23,23.5,533.0
N20003233,Crotlieve_F4,SOUTH DOWN,72.75,84.0,427.0
N20001066,Lisnasharragh_Q1,BELFAST SOUTH,40.81,52.0,526.0
N20003317,Slieve_Croob_A5,SOUTH DOWN,40.92,52.1,693.0
N20001716,Ballymoney_G2,NORTH ANTRIM,31.4,42.6,702.0
N20001997,Derg_A4,WEST TYRONE,68.62,79.9,467.0
N20000979,Ormiston_N1,BELFAST EAST,18.03,29.3,438.0
N20002178,West_Tyrone_G5,WEST TYRONE,57.92,69.2,395.0
N20002639,Braid_A1,NORTH ANTRIM,30.78,42.0,548.0
N20001330,Black_Mountain_G3,BELFAST WEST,73.69,84.9,328.0
N20001484,Limavady_A4,EAST LONDONDERRY,19.65,30.9,634.0
N20001046,Lisnasharragh_E3,BELFAST EAST,14.21,25.4,651.0
N20002249,Mid_Tyrone_F3,WEST TYRONE,37.54,48.8,449.0
N20001521,Bann_C1,EAST LONDONDERRY,18.21,29.4,446.0
N20001851,Waterside_A2,FOYLE,51.96,63.2,386.0
N20000332,Armagh_H1,NEWRY AND ARMAGH,48.59,59.8,381.0
N20000672,Cusher_D1,NEWRY AND ARMAGH,12.4,23.6,271.0
N20003547,Holywood_and_Clandeboye_C2,NORTH DOWN,17.01,28.2,576.0
N20002582,Bannside_J2,NORTH ANTRIM,11.13,22.4,521.0
N20002746,Larne_Lough_D3,EAST ANTRIM,7.87,19.1,572.0
N20003616,Bangor_West_H4,NORTH DOWN,11.2,22.4,497.0
N20001141,Botanic_T2,BELFAST SOUTH,45.32,56.6,277.0
N20000160,Three_Mile_Water_G4,EAST ANTRIM,23.31,34.5,242.0
N20002875,Moyola_D3,MID ULSTER,65.43,76.7,462.0
N20001570,Coleraine_D3,EAST LONDONDERRY,23.75,35.0,411.0
N20002317,Killultagh_C6,LAGAN VALLEY,17.83,29.1,518.0
N20003749,Ards_Peninsula_E2,STRANGFORD,9.5,20.7,282.0
N20001928,Faughan_F1,FOYLE,42.59,53.8,340.0
N20002994,Torrent_G1,MID ULSTER,18.3,29.5,446.0
N20001334,Black_Mountain_G6,BELFAST WEST,75.59,86.8,605.0
N20000648,Banbridge_L3,SOUTH DOWN,16.35,27.6,471.0
N20001240,Collin_C1,BELFAST WEST,69.38,80.6,396.0
N20000521,Lurgan_B4,UPPER BANN,26.85,38.1,527.0
N20001173,Botanic_Y4,BELFAST SOUTH,40.86,52.1,330.0
N20002312,Killultagh_E3,LAGAN VALLEY,32.32,43.6,412.0
N20000550,Lurgan_T4,UPPER BANN,14.71,25.9,348.0
N20002930,Cookstown_A2,MID ULSTER,58.26,69.5,532.0
N20002368,Lisburn_South_K2,LAGAN VALLEY,16.19,27.4,383.0
N20002848,Carntogher_C1,MID ULSTER,60.05,71.3,631.0
N20000489,Lurgan_D3,UPPER BANN,71.03,82.3,355.0
N20000629,Banbridge_F3,UPPER BANN,22.22,33.5,391.0
N20000715,Oldpark_D1,BELFAST NORTH,63.32,74.6,434.0
N20002678,Braid_H6,NORTH ANTRIM,10.17,21.4,511.0
N20002956,Cookstown_F1,MID ULSTER,64.42,75.7,525.0
N20002327,Lisburn_South_A2,LAGAN VALLEY,13.58,24.8,321.0
N20001443,Court_X4,BELFAST WEST,65.31,76.5,294.0
N20002408,Lisburn_North_G3,LAGAN VALLEY,20.84,32.1,482.0
N20002513,Castlereagh_East_B3,BELFAST EAST,11.01,22.2,318.0
N20002789,Carrick_Castle_F4,EAST ANTRIM,15.59,26.8,459.0
N20002308,Killultagh_E1,LAGAN VALLEY,44.71,55.9,354.0
N20002257,Downshire_West_A6,LAGAN VALLEY,28.53,39.8,520.0
N20002569,Bannside_E5,NORTH ANTRIM,13.94,25.2,309.0
N20003622,Bangor_Central_B1,NORTH DOWN,13.7,24.9,403.0
N20000871,Titanic_E2,BELFAST EAST,14.12,25.4,333.0
N20001689,Ballymoney_C2,NORTH ANTRIM,14.55,25.8,540.0
N20000912,Titanic_P2,BELFAST SOUTH,25.28,36.5,286.0
N20000068,Antrim_G4,SOUTH ANTRIM,20.77,32.0,369.0
N20000326,Armagh_C6,NEWRY AND ARMAGH,12.86,24.1,429.0
N20000430,Craigavon_C1,UPPER BANN,19.47,30.7,345.0
N20002031,Erne_East_B1,FERMANAGH AND SOUTH TYRONE,41.33,52.6,569.0
N20002377,Lisburn_North_B1,LAGAN VALLEY,52.2,63.4,509.0
N20002913,Magherafelt_E1,MID ULSTER,18.06,29.3,359.0
N20000057,Antrim_G2,SOUTH ANTRIM,31.94,43.2,392.0
N20002233,Mid_Tyrone_C1,WEST TYRONE,47.86,59.1,430.0
N20001267,Collin_L1,BELFAST WEST,69.77,81.0,394.0
N20002344,Lisburn_South_E2,LAGAN VALLEY,19.51,30.7,474.0
N20003383,Rowallane_J1,SOUTH DOWN,37.24,48.5,375.0
N20002292,Killultagh_A4,SOUTH ANTRIM,68.59,79.8,450.0
N20001286,Collin_P4,BELFAST WEST,66.57,77.8,182.0
N20000475,Craigavon_P3,UPPER BANN,11.04,22.3,491.0
N20002134,Erne_North_D3,FERMANAGH AND SOUTH TYRONE,52.23,63.5,360.0
N20002631,Ballymena_H4,NORTH ANTRIM,9.06,20.3,338.0
N20002681,Braid_K2,NORTH ANTRIM,10.23,21.5,460.0
N20001565,Coleraine_E3,EAST LONDONDERRY,16.39,27.6,370.0
N20002524,Castlereagh_East_D4,BELFAST EAST,12.72,24.0,441.0
N20003325,Slieve_Croob_C4,SOUTH DOWN,51.56,62.8,334.0
N20003371,Rowallane_D4,SOUTH DOWN,18.09,29.3,564.0
N20003405,Downpatrick_D2,SOUTH DOWN,63.47,74.7,485.0
N20001199,Balmoral_E5,BELFAST SOUTH,42.51,53.7,433.0
N20002065,Erne_West_C2,FERMANAGH AND SOUTH TYRONE,25.45,36.7,579.0
N20001138,Botanic_T1,BELFAST SOUTH,44.09,55.3,386.0
N20001702,Ballymoney_F1,NORTH ANTRIM,16.04,27.3,583.0
N20001282,Collin_Q1,BELFAST WEST,72.79,84.0,401.0
N20000698,Cusher_J3,NEWRY AND ARMAGH,22.84,34.1,188.0
N20000988,Ormiston_N2,BELFAST EAST,15.47,26.7,608.0
N20000211,Glengormley_Urban_C1,SOUTH ANTRIM,22.95,34.2,482.0
N20000633,Banbridge_J4,UPPER BANN,19.0,30.2,337.0
N20002705,Coast_Road_F3,EAST ANTRIM,15.84,27.1,319.0
N20002491,Castlereagh_South_G3,BELFAST SOUTH,30.97,42.2,454.0
N20003397,Downpatrick_C1,SOUTH DOWN,42.7,53.9,599.0
N20001184,Balmoral_B1,BELFAST SOUTH,58.26,69.5,643.0
N20003300,The_Mournes_L3,SOUTH DOWN,13.98,25.2,553.0
N20000105,Ballyclare_C4,SOUTH ANTRIM,11.84,23.1,322.0
N20002200,Omagh_E3,WEST TYRONE,12.41,23.6,404.0
N20002948,Cookstown_A5,MID ULSTER,67.9,79.1,603.0
N20002995,Torrent_F1,MID ULSTER,66.26,77.5,454.0
N20000902,Titanic_R1,BELFAST EAST,23.62,34.9,488.0
N20000579,Lagan_River_J2,LAGAN VALLEY,12.45,23.7,497.0
N20002780,Carrick_Castle_D4,EAST ANTRIM,10.45,21.7,484.0
N20002818,Knockagh_E2,EAST ANTRIM,10.6,21.8,356.0
N20000477,Lurgan_B1,UPPER BANN,64.97,76.2,432.0
N20003411,Downpatrick_D4,SOUTH DOWN,55.11,66.3,574.0
N20001677,The_Glens_E4,EAST ANTRIM,65.06,76.3,274.0
N20002399,Lisburn_North_G1,LAGAN VALLEY,30.34,41.6,579.0
N20002022,Derg_F7,WEST TYRONE,17.1,28.3,436.0
N20002600,Ballymena_B5,NORTH ANTRIM,11.99,23.2,491.0
N20001640,Causeway_K3,EAST LONDONDERRY,10.88,22.1,411.0
N20002035,Erne_East_C2,FERMANAGH AND SOUTH TYRONE,33.78,45.0,372.0
N20002497,Castlereagh_South_H5,BELFAST SOUTH,45.93,57.2,372.0
N20003580,Bangor_West_A3,NORTH DOWN,17.47,28.7,423.0
N20002029,Erne_East_A1,FERMANAGH AND SOUTH TYRONE,28.2,39.4,498.0
N20001649,Causeway_L6,NORTH ANTRIM,11.08,22.3,286.0
N20002651,Braid_B4,NORTH ANTRIM,9.4,20.6,360.0
N20001078,Lisnasharragh_R5,BELFAST SOUTH,37.64,48.9,241.0
N20002863,Carntogher_D5,MID ULSTER,67.98,79.2,564.0
N20001081,Botanic_B1,BELFAST SOUTH,46.54,57.8,318.0
N20001249,Collin_C3,BELFAST WEST,20.34,31.6,500.0
N20001027,Lisnasharragh_C2,BELFAST SOUTH,31.51,42.7,311.0
N20000799,Castle_D2,BELFAST NORTH,62.16,73.4,441.0
N20002410,Lisburn_North_H4,LAGAN VALLEY,18.49,29.7,342.0
N20003576,Holywood_and_Clandeboye_L5,NORTH DOWN,18.54,29.8,382.0
N20001922,Faughan_D4,FOYLE,26.33,37.6,399.0
N20000076,Antrim_N1,SOUTH ANTRIM,29.72,41.0,310.0
N20003196,Newry_K4,NEWRY AND ARMAGH,61.86,73.1,351.0
N20001000,Ormiston_Q1,BELFAST EAST,10.77,22.0,302.0
N20003601,Bangor_West_G1,NORTH DOWN,15.49,26.7,255.0
N20002499,Castlereagh_South_J6,STRANGFORD,32.67,43.9,544.0
N20003650,Bangor_Central_J1,NORTH DOWN,13.84,25.1,692.0
N20000022,Dunsilly_C3,SOUTH ANTRIM,68.71,79.9,307.0
N20002039,Erne_East_A5,FERMANAGH AND SOUTH TYRONE,32.85,44.1,555.0
N20001833,Ballyarnett_J2,FOYLE,68.36,79.6,288.0
N20002440,Downshire_East_E1,LAGAN VALLEY,11.07,22.3,537.0
N20002175,West_Tyrone_E4,WEST TYRONE,52.29,63.5,445.0
N20003170,Newry_E1,NEWRY AND ARMAGH,56.91,68.1,334.0
N20000508,Lurgan_F5,UPPER BANN,61.22,72.5,313.0
N20000868,Titanic_D3,BELFAST EAST,14.8,26.0,292.0
N20001947,Sperrin_B1,WEST TYRONE,18.82,30.1,448.0
N20003453,Comber_D4,STRANGFORD,10.81,22.0,402.0
N20002253,Downshire_West_A2,LAGAN VALLEY,18.42,29.7,259.0
N20001994,Derg_A1,WEST TYRONE,69.08,80.3,424.0
N20000574,Lagan_River_F4,LAGAN VALLEY,14.6,25.8,608.0
N20002284,Downshire_West_G3,LAGAN VALLEY,13.23,24.5,663.0
N20000451,Craigavon_J2,UPPER BANN,19.57,30.8,545.0
N20002521,Castlereagh_East_F1,BELFAST EAST,10.33,21.6,391.0
N20002753,Larne_Lough_G4,EAST ANTRIM,9.56,20.8,339.0
N20002969,Cookstown_G4,MID ULSTER,20.58,31.8,403.0
N20002554,Bannside_B1,NORTH ANTRIM,8.34,19.6,276.0
N20003582,Bangor_West_C1,NORTH DOWN,17.94,29.2,371.0
N20000061,Antrim_H2,SOUTH ANTRIM,21.29,32.5,307.0
N20000941,Titanic_Z2,BELFAST SOUTH,20.34,31.6,519.0
N20001006,Ormiston_P4,BELFAST EAST,14.14,25.4,501.0
N20002574,Bannside_F3,NORTH ANTRIM,8.16,19.4,539.0
N20001179,Balmoral_A1,BELFAST SOUTH,45.52,56.8,252.0
N20001662,The_Glens_B5,NORTH ANTRIM,47.71,58.9,358.0
N20002642,Braid_B1,NORTH ANTRIM,42.78,54.0,441.0
N20000170,Macedon_C2,BELFAST NORTH,11.34,22.6,365.0
N20000470,Craigavon_N3,UPPER BANN,11.44,22.7,343.0
N20003669,Bangor_Central_P3,NORTH DOWN,12.58,23.8,498.0
N20001044,Lisnasharragh_H2,BELFAST EAST,13.18,24.4,379.0
N20003312,Slieve_Croob_A2,SOUTH DOWN,13.13,24.4,327.0
N20002236,Mid_Tyrone_C2,WEST TYRONE,52.97,64.2,489.0
N20001188,Balmoral_F2,BELFAST SOUTH,47.87,59.1,302.0
N20003382,Rowallane_G4,STRANGFORD,26.02,37.3,291.0
N20000201,Macedon_J3,BELFAST NORTH,33.44,44.7,471.0
N20001719,Ballymoney_H3,NORTH ANTRIM,68.19,79.4,412.0
N20003336,Slieve_Croob_E4,SOUTH DOWN,66.6,77.8,591.0
N20003752,Ards_Peninsula_D7,STRANGFORD,10.2,21.4,340.0
N20003372,Rowallane_H2,STRANGFORD,22.77,34.0,254.0
N20000876,Titanic_G1,BELFAST EAST,18.67,29.9,236.0
N20001196,Balmoral_E3,BELFAST SOUTH,45.99,57.2,327.0
N20003528,Newtownards_Q4,STRANGFORD,10.02,21.3,422.0
N20002352,Lisburn_South_F3,LAGAN VALLEY,14.73,26.0,455.0
N20002896,Magherafelt_C1,MID ULSTER,42.75,54.0,293.0
N20002110,Enniskillen_H1,FERMANAGH AND SOUTH TYRONE,23.99,35.2,210.0
N20000140,Three_Mile_Water_G1,EAST ANTRIM,29.73,41.0,609.0
N20002119,Enniskillen_G5,FERMANAGH AND SOUTH TYRONE,12.71,23.9,374.0
N20003508,Newtownards_N1,STRANGFORD,11.43,22.7,440.0
N20001073,Lisnasharragh_R2,BELFAST SOUTH,57.16,68.4,439.0
N20000400,Portadown_L2,UPPER BANN,28.25,39.5,389.0
N20000464,Craigavon_N2,UPPER BANN,14.76,26.0,411.0
N20003628,Bangor_Central_C1,NORTH DOWN,20.68,31.9,432.0
N20003315,Slieve_Croob_B1,SOUTH DOWN,52.8,64.0,503.0
N20001666,The_Glens_C4,NORTH ANTRIM,21.12,32.4,420.0
N20003739,Ards_Peninsula_B2,STRANGFORD,11.46,22.7,637.0
N20003433,Comber_E1,STRANGFORD,10.94,22.2,405.0
N20001126,Botanic_K3,BELFAST SOUTH,34.17,45.4,568.0
N20002452,Downshire_East_F4,LAGAN VALLEY,14.32,25.6,406.0
N20002514,Castlereagh_East_A4,BELFAST EAST,9.99,21.2,477.0
N20002817,Knockagh_E1,EAST ANTRIM,10.47,21.7,314.0
N20002496,Castlereagh_South_H4,BELFAST SOUTH,40.03,51.3,552.0
N20002922,Magherafelt_F2,MID ULSTER,33.8,45.0,394.0
N20000317,Armagh_D4,NEWRY AND ARMAGH,62.06,73.3,489.0
N20002664,Braid_F2,NORTH ANTRIM,19.19,30.4,453.0
N20002206,Omagh_E4,WEST TYRONE,19.55,30.8,247.0
N20001227,Balmoral_K4,BELFAST SOUTH,13.45,24.7,242.0
N20000377,Portadown_F1,UPPER BANN,22.49,33.7,388.0
N20001657,The_Glens_B2,NORTH ANTRIM,51.13,62.4,292.0
N20002692,Coast_Road_C2,EAST ANTRIM,24.03,35.3,378.0
N20000360,Portadown_B2,UPPER BANN,38.05,49.3,312.0
N20003363,Rowallane_C5,STRANGFORD,14.15,25.4,354.0
N20000679,Cusher_C2,NEWRY AND ARMAGH,10.53,21.8,588.0
N20002905,Magherafelt_A7,MID ULSTER,36.5,47.7,363.0
N20003223,Crotlieve_C4,SOUTH DOWN,68.77,80.0,342.0
N20000481,Lurgan_B2,UPPER BANN,67.93,79.2,528.0
N20002426,Downshire_East_A3,LAGAN VALLEY,19.04,30.3,378.0
N20002804,Knockagh_B2,EAST ANTRIM,9.57,20.8,553.0
N20002858,Carntogher_F4,MID ULSTER,58.74,70.0,411.0
N20001219,Balmoral_J5,BELFAST SOUTH,31.03,42.3,341.0
N20001656,The_Glens_A4,NORTH ANTRIM,58.34,69.6,559.0
N20003771,Ards_Peninsula_L1,STRANGFORD,33.09,44.3,605.0
N20002775,Carrick_Castle_C3,EAST ANTRIM,9.78,21.0,677.0
N20000764,Oldpark_R3,BELFAST NORTH,52.15,63.4,310.0
N20001230,Balmoral_L3,BELFAST SOUTH,51.0,62.2,496.0
N20002853,Carntogher_C3,MID ULSTER,20.45,31.7,584.0
N20000669,Cusher_B3,NEWRY AND ARMAGH,12.31,23.5,391.0
N20002093,Enniskillen_C3,FERMANAGH AND SOUTH TYRONE,34.3,45.5,459.0
N20003605,Bangor_West_F4,NORTH DOWN,15.9,27.1,606.0
N20000939,Titanic_Y2,BELFAST SOUTH,27.72,39.0,280.0
N20001961,Sperrin_C5,WEST TYRONE,42.49,53.7,453.0
N20000625,Banbridge_H2,UPPER BANN,36.9,48.1,364.0
N20002477,Castlereagh_South_D4,BELFAST SOUTH,31.14,42.4,344.0
N20002364,Lisburn_South_G4,LAGAN VALLEY,29.42,40.7,350.0
N20001292,Collin_R3,LAGAN VALLEY,26.04,37.3,438.0
N20003544,Holywood_and_Clandeboye_F2,NORTH DOWN,20.68,31.9,277.0
N20001799,Foyleside_G3,FOYLE,70.51,81.7,520.0
N20000289,Airport_J2,SOUTH ANTRIM,52.12,63.4,272.0
N20000563,Lagan_River_K1,LAGAN VALLEY,21.5,32.7,568.0
N20003439,Comber_C6,STRANGFORD,8.28,19.5,292.0
N20002900,Magherafelt_C2,MID ULSTER,49.41,60.6,294.0
N20003257,The_Mournes_A1,SOUTH DOWN,54.84,66.1,572.0
N20001124,Botanic_L2,BELFAST SOUTH,42.57,53.8,582.0
N20001307,Black_Mountain_C1,BELFAST WEST,61.57,72.8,416.0
N20000681,Cusher_E4,NEWRY AND ARMAGH,13.62,24.9,526.0
N20003082,Clogher_Valley_E4,FERMANAGH AND SOUTH TYRONE,52.6,63.8,266.0
N20000992,Ormiston_P1,BELFAST EAST,14.55,25.8,314.0
N20001101,Botanic_D3,BELFAST SOUTH,33.8,45.0,367.0
N20001572,Coleraine_E4,EAST LONDONDERRY,18.92,30.2,467.0
N20003761,Ards_Peninsula_H2,STRANGFORD,21.06,32.3,520.0
N20001715,Ballymoney_G1,NORTH ANTRIM,36.85,48.1,677.0
N20000754,Oldpark_R1,BELFAST NORTH,54.28,65.5,181.0
N20002508,Castlereagh_East_D1,BELFAST EAST,16.7,27.9,459.0
N20001441,Court_X3,BELFAST WEST,63.48,74.7,399.0
N20002238,Mid_Tyrone_C3,WEST TYRONE,63.01,74.2,497.0
N20001788,Foyleside_E5,FOYLE,76.8,88.0,598.0
N20003523,Newtownards_N2,STRANGFORD,11.4,22.6,469.0
N20003458,Comber_F2,STRANGFORD,10.0,21.2,290.0
N20000112,Ballyclare_C6,SOUTH ANTRIM,9.66,20.9,262.0
N20000056,Antrim_E4,SOUTH ANTRIM,21.33,32.6,356.0
N20002650,Braid_C4,NORTH ANTRIM,11.81,23.0,324.0
N20001099,Botanic_H1,BELFAST SOUTH,34.39,45.6,318.0
N20001157,Botanic_Q5,BELFAST SOUTH,46.79,58.0,405.0
N20002526,Castlereagh_East_H1,BELFAST EAST,13.58,24.8,420.0
N20003062,Dungannon_K2,FERMANAGH AND SOUTH TYRONE,52.21,63.4,753.0
N20002088,Enniskillen_F1,FERMANAGH AND SOUTH TYRONE,48.53,59.8,409.0
N20001072,Lisnasharragh_Q3,BELFAST SOUTH,50.54,61.8,439.0
N20001596,Coleraine_K4,EAST LONDONDERRY,14.3,25.5,509.0
N20003558,Holywood_and_Clandeboye_H2,NORTH DOWN,22.82,34.1,343.0
N20002927,Magherafelt_G4,MID ULSTER,59.56,70.8,392.0
N20000860,Titanic_C1,BELFAST EAST,8.95,20.2,426.0
N20000226,Glengormley_Urban_D3,SOUTH ANTRIM,22.33,33.6,500.0
N20001281,Collin_R1,BELFAST WEST,62.62,73.9,251.0
N20002525,Castlereagh_East_E4,BELFAST EAST,11.83,23.1,303.0
N20002696,Coast_Road_D2,EAST ANTRIM,22.72,34.0,350.0
N20001451,Benbradagh_A5,EAST LONDONDERRY,29.64,40.9,240.0
N20000301,Armagh_E2,NEWRY AND ARMAGH,59.5,70.7,507.0
N20003682,Bangor_East_and_Donaghadee_A3,NORTH DOWN,11.17,22.4,327.0
N20002740,Larne_Lough_C6,EAST ANTRIM,11.8,23.0,474.0
N20001501,Limavady_D4,EAST LONDONDERRY,31.28,42.5,500.0
N20001901,Waterside_N4,FOYLE,72.91,84.1,442.0
N20003166,Newry_C2,NEWRY AND ARMAGH,67.11,78.3,249.0
N20003563,Holywood_and_Clandeboye_H4,NORTH DOWN,21.18,32.4,273.0
N20002360,Lisburn_South_E6,LAGAN VALLEY,20.41,31.6,363.0
N20003010,Torrent_H6,MID ULSTER,64.43,75.7,421.0
N20000571,Lagan_River_D3,LAGAN VALLEY,17.54,28.8,493.0
N20002081,Enniskillen_A1,FERMANAGH AND SOUTH TYRONE,31.53,42.8,421.0
N20001120,Botanic_J4,BELFAST SOUTH,58.72,70.0,578.0
N20000732,Oldpark_E3,BELFAST NORTH,64.62,75.9,401.0
N20000117,Ballyclare_G2,SOUTH ANTRIM,8.47,19.7,292.0
N20000250,Glengormley_Urban_J5,BELFAST NORTH,60.7,71.9,286.0
N20002230,Mid_Tyrone_B6,WEST TYRONE,49.78,61.0,349.0
N20000964,Ormiston_E1,BELFAST EAST,12.42,23.7,350.0
N20001889,Waterside_L3,FOYLE,67.15,78.4,374.0
N20001514,Bann_A1,EAST LONDONDERRY,14.18,25.4,637.0
N20002291,Killultagh_A3,SOUTH ANTRIM,54.48,65.7,285.0
N20000705,Cusher_L2,NEWRY AND ARMAGH,49.55,60.8,359.0
N20001660,The_Glens_A5,NORTH ANTRIM,54.14,65.4,666.0
N20001637,Causeway_H5,EAST LONDONDERRY,30.32,41.6,415.0
N20003027,Dungannon_D3,FERMANAGH AND SOUTH TYRONE,27.31,38.5,348.0
N20002756,Larne_Lough_H2,EAST ANTRIM,12.76,24.0,320.0
N20001151,Botanic_Q3,BELFAST SOUTH,46.75,58.0,520.0
N20002748,Larne_Lough_F4,EAST ANTRIM,12.28,23.5,359.0
N20001335,Black_Mountain_K2,BELFAST WEST,69.85,81.1,262.0
N20001504,Limavady_E5,EAST LONDONDERRY,29.87,41.1,424.0
N20003409,Downpatrick_D3,SOUTH DOWN,57.72,69.0,377.0
N20000660,Banbridge_Q2,SOUTH DOWN,27.31,38.5,485.0
N20003518,Newtownards_L3,STRANGFORD,13.77,25.0,350.0
N20001506,Limavady_D6,EAST LONDONDERRY,22.07,33.3,378.0
N20002723,Coast_Road_H5,EAST ANTRIM,14.09,25.3,313.0
N20002424,Downshire_East_A1,LAGAN VALLEY,23.67,34.9,428.0
N20003519,Newtownards_Q1,STRANGFORD,11.89,23.1,302.0
N20001616,Causeway_F1,EAST LONDONDERRY,26.41,37.6,486.0
N20000258,Airport_B1,SOUTH ANTRIM,15.0,26.2,434.0
N20001517,Bann_B2,EAST LONDONDERRY,20.88,32.1,299.0
N20003072,Clogher_Valley_A5,FERMANAGH AND SOUTH TYRONE,30.97,42.2,347.0
N20001781,Foyleside_B4,FOYLE,72.23,83.5,413.0
N20002779,Carrick_Castle_B3,EAST ANTRIM,10.49,21.7,342.0
N20001648,Causeway_L5,NORTH ANTRIM,12.88,24.1,250.0
N20001137,Botanic_R2,BELFAST SOUTH,43.43,54.7,461.0
N20001860,Waterside_A5,FOYLE,42.58,53.8,308.0
N20000431,Craigavon_E1,UPPER BANN,64.11,75.3,383.0
N20001882,Waterside_G4,FOYLE,47.48,58.7,278.0
N20002166,West_Tyrone_G1,WEST TYRONE,59.22,70.5,218.0
N20000512,Lurgan_K1,UPPER BANN,54.42,65.6,397.0
N20003429,Downpatrick_K1,SOUTH DOWN,49.14,60.4,563.0
N20001972,Sperrin_E4,WEST TYRONE,65.94,77.2,318.0
N20000685,Cusher_D3,NEWRY AND ARMAGH,16.73,28.0,604.0
N20000490,Lurgan_E1,UPPER BANN,67.43,78.7,607.0
N20000758,Oldpark_Q1,BELFAST NORTH,71.75,83.0,417.0
N20002695,Coast_Road_D1,EAST ANTRIM,17.46,28.7,409.0
N20001271,Collin_H4,BELFAST WEST,64.0,75.2,361.0
N20002612,Ballymena_D5,NORTH ANTRIM,37.91,49.1,421.0
N20003564,Holywood_and_Clandeboye_H5,NORTH DOWN,27.58,38.8,331.0
N20000987,Ormiston_K1,BELFAST EAST,11.87,23.1,409.0
N20002454,Downshire_East_G3,LAGAN VALLEY,20.17,31.4,431.0
N20002300,Killultagh_F1,LAGAN VALLEY,20.76,32.0,400.0
N20001056,Lisnasharragh_P1,BELFAST EAST,13.91,25.1,475.0
N20003625,Bangor_Central_B2,NORTH DOWN,13.4,24.6,416.0
N20000435,Craigavon_D2,UPPER BANN,52.6,63.8,510.0
N20000658,Banbridge_P5,SOUTH DOWN,23.61,34.8,387.0
N20002446,Downshire_East_E5,LAGAN VALLEY,10.13,21.4,499.0
N20002543,Castlereagh_East_J4,STRANGFORD,13.28,24.5,226.0
N20001217,Balmoral_F4,BELFAST SOUTH,27.32,38.6,467.0
N20002017,Derg_G1,WEST TYRONE,29.7,40.9,462.0
N20002097,Enniskillen_C4,FERMANAGH AND SOUTH TYRONE,35.2,46.4,399.0
N20001156,Botanic_S4,BELFAST SOUTH,37.5,48.7,580.0
N20002104,Enniskillen_F4,FERMANAGH AND SOUTH TYRONE,42.76,54.0,347.0
N20000440,Craigavon_C3,UPPER BANN,18.09,29.3,316.0
N20002451,Downshire_East_G1,LAGAN VALLEY,9.16,20.4,497.0
N20001290,Collin_Q3,BELFAST WEST,75.61,86.8,902.0
N20001296,Collin_R5,LAGAN VALLEY,26.03,37.3,347.0
N20003330,Slieve_Croob_F2,SOUTH DOWN,31.66,42.9,467.0
