DZ21,con,catholic_bg_pct,soft,unity,lo90,hi90,band90_width,p_below50,maj_uncert
N20001136,BELFAST SOUTH,45.7,0.621,47.1,39.2,54.9,15.7,0.728,0.272
N20001137,BELFAST SOUTH,49.2,0.645,49.1,41.0,57.2,16.2,0.574,0.426
N20001138,BELFAST SOUTH,53.0,0.672,51.2,42.8,59.6,16.8,0.405,0.405
N20001139,BELFAST SOUTH,42.8,0.601,45.5,37.8,53.1,15.3,0.835,0.165
N20001140,BELFAST SOUTH,39.1,0.575,43.4,36.0,50.7,14.7,0.93,0.07
N20001141,BELFAST SOUTH,60.3,0.723,55.4,46.4,64.3,17.9,0.162,0.162
N20001142,BELFAST SOUTH,42.2,0.597,45.1,37.5,52.7,15.2,0.854,0.146
N20001143,BELFAST SOUTH,46.6,0.627,47.6,39.7,55.5,15.8,0.69,0.31
N20001144,BELFAST SOUTH,47.6,0.634,48.2,40.2,56.2,16.0,0.646,0.354
N20001145,BELFAST SOUTH,54.9,0.685,52.3,43.8,60.8,17.0,0.329,0.329
N20001147,BELFAST SOUTH,21.5,0.452,33.4,27.3,39.5,12.2,1.0,0.0
N20001148,BELFAST SOUTH,38.1,0.568,42.8,35.5,50.1,14.6,0.947,0.053
N20001149,BELFAST SOUTH,38.4,0.57,43.0,35.6,50.3,14.7,0.943,0.057
N20001150,BELFAST SOUTH,46.7,0.628,47.7,39.7,55.6,15.9,0.686,0.314
N20001151,BELFAST SOUTH,47.5,0.634,48.1,40.1,56.1,16.0,0.651,0.349
N20001152,BELFAST SOUTH,46.1,0.624,47.3,39.4,55.2,15.8,0.711,0.289
N20001153,BELFAST SOUTH,46.2,0.625,47.4,39.5,55.3,15.8,0.707,0.293
N20001154,BELFAST SOUTH,49.3,0.646,49.1,41.0,57.2,16.2,0.57,0.43
N20001155,BELFAST SOUTH,53.7,0.677,51.6,43.2,60.1,16.9,0.376,0.376
N20001156,BELFAST SOUTH,44.1,0.61,46.2,38.5,53.9,15.4,0.79,0.21
N20001157,BELFAST SOUTH,48.6,0.641,48.7,40.7,56.8,16.1,0.601,0.399
N20001158,BELFAST SOUTH,65.8,0.761,58.5,49.1,67.8,18.7,0.068,0.068
N20001159,BELFAST SOUTH,57.1,0.701,53.5,44.9,62.2,17.3,0.251,0.251
N20001160,BELFAST SOUTH,61.8,0.733,56.2,47.2,65.2,18.0,0.13,0.13
N20001161,BELFAST SOUTH,54.4,0.682,52.0,43.5,60.5,17.0,0.348,0.348
N20001162,BELFAST SOUTH,44.4,0.612,46.4,38.6,54.1,15.5,0.779,0.221
N20001163,BELFAST SOUTH,51.6,0.662,50.4,42.2,58.7,16.5,0.466,0.466
N20001164,BELFAST SOUTH,63.9,0.748,57.4,48.2,66.6,18.4,0.093,0.093
N20001165,BELFAST SOUTH,59.7,0.719,55.0,46.1,63.9,17.8,0.177,0.177
N20001166,BELFAST SOUTH,68.7,0.782,60.1,50.6,69.7,19.1,0.041,0.041
N20001167,BELFAST SOUTH,54.8,0.685,52.2,43.7,60.8,17.1,0.333,0.333
N20001168,BELFAST SOUTH,50.3,0.653,49.7,41.5,57.9,16.4,0.524,0.476
N20001169,BELFAST SOUTH,56.1,0.694,53.0,44.4,61.6,17.2,0.285,0.285
N20001170,BELFAST SOUTH,53.0,0.672,51.2,42.8,59.6,16.8,0.405,0.405
N20001171,BELFAST SOUTH,47.2,0.632,47.9,40.0,55.9,15.9,0.664,0.336
N20001172,BELFAST SOUTH,40.1,0.582,43.9,36.5,51.4,14.9,0.91,0.09
N20001173,BELFAST SOUTH,47.7,0.635,48.2,40.2,56.2,16.0,0.642,0.358
N20001174,BELFAST SOUTH,52.9,0.671,51.2,42.8,59.5,16.7,0.409,0.409
N20001175,BELFAST SOUTH,46.7,0.628,47.7,39.7,55.6,15.9,0.686,0.314
N20001176,BELFAST SOUTH,58.7,0.712,54.5,45.6,63.3,17.7,0.203,0.203
N20001177,BELFAST SOUTH,57.2,0.701,53.6,44.9,62.3,17.4,0.248,0.248
N20001178,BELFAST SOUTH,48.2,0.638,48.5,40.5,56.5,16.0,0.619,0.381
N20001179,BELFAST SOUTH,60.0,0.721,55.2,46.3,64.1,17.8,0.169,0.169
N20001180,BELFAST SOUTH,61.3,0.73,55.9,46.9,64.9,18.0,0.14,0.14
N20001181,BELFAST SOUTH,56.9,0.699,53.4,44.8,62.1,17.3,0.258,0.258
N20001182,BELFAST SOUTH,59.6,0.718,55.0,46.1,63.8,17.7,0.179,0.179
N20001183,BELFAST SOUTH,64.5,0.752,57.7,48.5,67.0,18.5,0.085,0.085
N20001184,BELFAST SOUTH,74.5,0.822,63.4,53.4,73.4,20.0,0.014,0.014
N20001185,BELFAST SOUTH,55.7,0.691,52.8,44.2,61.3,17.1,0.299,0.299
N20001186,BELFAST SOUTH,69.6,0.788,60.6,51.0,70.2,19.2,0.035,0.035
N20001187,BELFAST SOUTH,57.2,0.701,53.6,44.9,62.3,17.4,0.248,0.248
N20001188,BELFAST SOUTH,68.8,0.782,60.2,50.6,69.7,19.1,0.041,0.041
N20001189,BELFAST SOUTH,71.0,0.798,61.4,51.7,71.1,19.4,0.027,0.027
N20001190,BELFAST SOUTH,91.1,0.938,72.8,61.5,84.0,22.5,0.0,0.0
N20001191,BELFAST SOUTH,69.8,0.789,60.7,51.1,70.4,19.3,0.034,0.034
N20001192,BELFAST SOUTH,92.4,0.947,73.5,62.2,84.9,22.7,0.0,0.0
N20001193,BELFAST SOUTH,74.1,0.819,63.2,53.2,73.1,19.9,0.015,0.015
N20001194,BELFAST SOUTH,46.2,0.625,47.4,39.5,55.3,15.8,0.707,0.293
N20001195,BELFAST SOUTH,74.5,0.822,63.4,53.4,73.4,20.0,0.014,0.014
N20001196,BELFAST SOUTH,60.4,0.724,55.4,46.5,64.3,17.8,0.16,0.16
N20001197,BELFAST SOUTH,92.6,0.948,73.6,62.3,85.0,22.7,0.0,0.0
N20001198,BELFAST SOUTH,65.1,0.756,58.1,48.8,67.4,18.6,0.077,0.077
N20001199,BELFAST SOUTH,57.5,0.703,53.8,45.1,62.5,17.4,0.239,0.239
N20001200,BELFAST SOUTH,50.3,0.653,49.7,41.5,57.9,16.4,0.524,0.476
N20001201,BELFAST SOUTH,37.8,0.566,42.6,35.3,49.9,14.6,0.952,0.048
N20001202,BELFAST SOUTH,69.2,0.785,60.4,50.8,70.0,19.2,0.038,0.038
N20001203,BELFAST SOUTH,19.1,0.435,32.0,26.1,38.0,11.9,1.0,0.0
N20001204,BELFAST SOUTH,87.2,0.911,70.6,59.6,81.5,21.9,0.001,0.001
N20001205,BELFAST SOUTH,30.2,0.513,38.3,31.6,45.1,13.5,0.998,0.002
N20001206,BELFAST SOUTH,13.6,0.397,28.9,23.3,34.5,11.2,1.0,0.0
N20001207,BELFAST SOUTH,5.1,0.338,24.1,19.0,29.2,10.2,1.0,0.0
N20001208,BELFAST SOUTH,3.8,0.329,23.4,18.4,28.4,10.0,1.0,0.0
N20001209,BELFAST SOUTH,43.2,0.604,45.7,38.0,53.3,15.3,0.822,0.178
N20001210,BELFAST SOUTH,15.9,0.413,30.2,24.5,36.0,11.5,1.0,0.0
N20001211,BELFAST SOUTH,14.1,0.401,29.2,23.6,34.9,11.3,1.0,0.0
N20001212,BELFAST SOUTH,93.0,0.951,73.9,62.5,85.3,22.8,0.0,0.0
N20001213,BELFAST SOUTH,22.8,0.461,34.1,27.9,40.4,12.5,1.0,0.0
N20001214,BELFAST SOUTH,36.6,0.558,41.9,34.8,49.1,14.3,0.967,0.033
N20001215,BELFAST SOUTH,13.1,0.394,28.6,23.1,34.2,11.1,1.0,0.0
N20001216,BELFAST SOUTH,34.5,0.543,40.8,33.7,47.8,14.1,0.984,0.016
N20001217,BELFAST SOUTH,31.2,0.52,38.9,32.1,45.7,13.6,0.996,0.004
N20001218,BELFAST SOUTH,52.7,0.67,51.1,42.7,59.4,16.7,0.418,0.418
N20001219,BELFAST SOUTH,35.5,0.55,41.3,34.2,48.4,14.2,0.977,0.023
N20001220,BELFAST SOUTH,19.2,0.436,32.1,26.1,38.1,12.0,1.0,0.0
N20001221,BELFAST SOUTH,44.1,0.61,46.2,38.5,53.9,15.4,0.79,0.21
N20001222,BELFAST SOUTH,11.7,0.384,27.9,22.4,33.3,10.9,1.0,0.0
N20001223,BELFAST SOUTH,13.9,0.399,29.1,23.5,34.7,11.2,1.0,0.0
N20001224,BELFAST SOUTH,7.8,0.357,25.6,20.4,30.9,10.5,1.0,0.0
N20001225,BELFAST SOUTH,9.5,0.368,26.6,21.3,32.0,10.7,1.0,0.0
N20001226,BELFAST SOUTH,44.4,0.612,46.4,38.6,54.1,15.5,0.779,0.221
N20001227,BELFAST SOUTH,9.8,0.37,26.8,21.4,32.1,10.7,1.0,0.0
N20001228,BELFAST SOUTH,8.7,0.363,26.2,20.9,31.5,10.6,1.0,0.0
N20001229,BELFAST SOUTH,9.6,0.369,26.7,21.3,32.0,10.7,1.0,0.0
N20001230,BELFAST SOUTH,65.5,0.759,58.3,49.0,67.6,18.6,0.072,0.072
N20001231,LAGAN VALLEY,48.0,0.561,48.4,41.2,55.6,14.4,0.642,0.358
N20001232,BELFAST SOUTH,22.4,0.458,33.9,27.7,40.1,12.4,1.0,0.0
N20001233,BELFAST SOUTH,51.1,0.659,50.2,41.9,58.4,16.5,0.488,0.488
N20001234,LAGAN VALLEY,27.1,0.385,36.6,31.1,42.1,11.0,1.0,0.0
N20001235,BELFAST WEST,90.6,0.928,72.5,61.4,83.7,22.3,0.0,0.0
N20001239,BELFAST WEST,92.4,0.942,73.5,62.2,84.8,22.6,0.0,0.0
N20001240,BELFAST WEST,89.0,0.916,71.6,60.6,82.6,22.0,0.001,0.001
N20001241,BELFAST WEST,97.0,0.977,76.1,64.4,87.8,23.4,0.0,0.0
N20001242,BELFAST WEST,91.3,0.934,72.9,61.7,84.1,22.4,0.0,0.0
N20001246,BELFAST WEST,97.1,0.978,76.2,64.5,87.9,23.4,0.0,0.0
N20001247,BELFAST WEST,88.5,0.912,71.3,60.3,82.3,22.0,0.001,0.001
N20001248,BELFAST WEST,91.2,0.933,72.8,61.6,84.0,22.4,0.0,0.0
N20001249,BELFAST WEST,22.4,0.408,33.9,28.2,39.6,11.4,1.0,0.0
N20001250,BELFAST WEST,95.2,0.963,75.1,63.6,86.6,23.0,0.0,0.0
N20001251,BELFAST WEST,94.7,0.96,74.8,63.3,86.3,23.0,0.0,0.0
N20001252,BELFAST WEST,93.6,0.951,74.2,62.8,85.6,22.8,0.0,0.0
N20001253,BELFAST WEST,94.2,0.956,74.5,63.1,86.0,22.9,0.0,0.0
N20001254,BELFAST WEST,77.5,0.828,65.1,55.0,75.2,20.2,0.007,0.007
N20001255,BELFAST WEST,91.8,0.937,73.2,61.9,84.4,22.5,0.0,0.0
N20001256,BELFAST WEST,93.5,0.95,74.2,62.8,85.5,22.7,0.0,0.0
N20001257,BELFAST WEST,96.3,0.972,75.7,64.1,87.4,23.3,0.0,0.0
N20001258,BELFAST WEST,98.1,0.986,76.8,65.0,88.5,23.5,0.0,0.0
N20001259,BELFAST WEST,96.4,0.973,75.8,64.2,87.4,23.2,0.0,0.0
N20001260,BELFAST WEST,91.8,0.937,73.2,61.9,84.4,22.5,0.0,0.0
N20001261,BELFAST WEST,93.4,0.95,74.1,62.7,85.5,22.8,0.0,0.0
N20001262,BELFAST WEST,91.9,0.938,73.2,62.0,84.5,22.5,0.0,0.0
N20001263,BELFAST WEST,93.8,0.953,74.3,62.9,85.7,22.8,0.0,0.0
N20001264,BELFAST WEST,94.1,0.955,74.5,63.0,85.9,22.9,0.0,0.0
N20001265,BELFAST WEST,95.1,0.963,75.1,63.5,86.6,23.1,0.0,0.0
N20001266,BELFAST WEST,93.1,0.947,73.9,62.6,85.3,22.7,0.0,0.0
N20001267,BELFAST WEST,87.3,0.903,70.6,59.8,81.5,21.7,0.001,0.001
N20001268,BELFAST WEST,92.9,0.946,73.8,62.5,85.2,22.7,0.0,0.0
N20001269,BELFAST WEST,90.0,0.924,72.2,61.1,83.3,22.2,0.001,0.001
N20001270,BELFAST WEST,91.9,0.938,73.2,62.0,84.5,22.5,0.0,0.0
N20001271,BELFAST WEST,82.8,0.869,68.1,57.6,78.6,21.0,0.002,0.002
N20001272,BELFAST WEST,93.2,0.948,74.0,62.6,85.3,22.7,0.0,0.0
N20001273,BELFAST WEST,93.5,0.95,74.2,62.8,85.5,22.7,0.0,0.0
N20001274,BELFAST WEST,80.1,0.848,66.6,56.3,76.8,20.5,0.004,0.004
N20001275,BELFAST WEST,65.7,0.738,58.4,49.3,67.5,18.2,0.064,0.064
N20001276,BELFAST WEST,91.1,0.932,72.8,61.6,84.0,22.4,0.0,0.0
N20001277,BELFAST WEST,93.2,0.948,74.0,62.6,85.3,22.7,0.0,0.0
N20001278,BELFAST WEST,90.4,0.927,72.4,61.3,83.5,22.2,0.0,0.0
N20001279,BELFAST WEST,92.3,0.941,73.5,62.2,84.8,22.6,0.0,0.0
N20001280,BELFAST WEST,74.1,0.802,63.2,53.4,72.9,19.5,0.014,0.014
N20001281,BELFAST WEST,78.9,0.839,65.9,55.7,76.1,20.4,0.005,0.005
N20001282,BELFAST WEST,94.8,0.96,74.9,63.4,86.4,23.0,0.0,0.0
N20001283,BELFAST WEST,90.8,0.93,72.6,61.5,83.8,22.3,0.0,0.0
N20001285,BELFAST WEST,65.6,0.738,58.4,49.3,67.4,18.1,0.066,0.066
N20001286,BELFAST WEST,89.5,0.92,71.9,60.8,82.9,22.1,0.001,0.001
N20001287,BELFAST WEST,93.5,0.95,74.2,62.8,85.5,22.7,0.0,0.0
N20001288,BELFAST WEST,95.9,0.969,75.5,63.9,87.1,23.2,0.0,0.0
N20001289,BELFAST WEST,53.5,0.645,51.5,43.4,59.6,16.2,0.38,0.38
N20001290,BELFAST WEST,97.0,0.977,76.1,64.4,87.8,23.4,0.0,0.0
N20001291,BELFAST WEST,94.0,0.954,74.4,63.0,85.9,22.9,0.0,0.0
N20001292,LAGAN VALLEY,28.0,0.392,37.1,31.5,42.7,11.2,1.0,0.0
N20001294,LAGAN VALLEY,24.7,0.365,35.2,29.9,40.5,10.6,1.0,0.0
N20001296,LAGAN VALLEY,30.2,0.411,38.3,32.6,44.1,11.5,1.0,0.0
N20001297,BELFAST WEST,91.7,0.937,73.1,61.9,84.4,22.5,0.0,0.0
N20001298,BELFAST WEST,94.1,0.955,74.5,63.0,85.9,22.9,0.0,0.0
N20001300,BELFAST WEST,90.4,0.927,72.4,61.3,83.5,22.2,0.0,0.0
N20001301,BELFAST WEST,95.6,0.966,75.3,63.8,86.9,23.1,0.0,0.0
N20001303,BELFAST WEST,86.1,0.894,70.0,59.2,80.7,21.5,0.001,0.001
N20001304,BELFAST WEST,88.8,0.915,71.5,60.5,82.5,22.0,0.001,0.001
N20001305,BELFAST WEST,95.8,0.968,75.5,63.9,87.0,23.1,0.0,0.0
N20001306,BELFAST WEST,94.1,0.955,74.5,63.0,85.9,22.9,0.0,0.0
N20001307,BELFAST WEST,73.3,0.796,62.7,53.0,72.4,19.4,0.016,0.016
N20001308,BELFAST WEST,93.7,0.952,74.3,62.9,85.7,22.8,0.0,0.0
N20001309,BELFAST WEST,93.6,0.951,74.2,62.8,85.6,22.8,0.0,0.0
N20001310,BELFAST WEST,92.8,0.945,73.8,62.4,85.1,22.7,0.0,0.0
N20001311,BELFAST WEST,85.6,0.89,69.7,58.9,80.4,21.5,0.001,0.001
N20001312,BELFAST WEST,83.1,0.871,68.3,57.7,78.8,21.1,0.002,0.002
N20001313,BELFAST WEST,94.2,0.956,74.5,63.1,86.0,22.9,0.0,0.0
N20001314,BELFAST WEST,95.8,0.968,75.5,63.9,87.0,23.1,0.0,0.0
N20001315,BELFAST WEST,81.5,0.859,67.4,57.0,77.7,20.7,0.003,0.003
N20001316,BELFAST WEST,91.1,0.932,72.8,61.6,84.0,22.4,0.0,0.0
N20001318,BELFAST WEST,92.5,0.943,73.6,62.3,84.9,22.6,0.0,0.0
N20001319,BELFAST WEST,89.3,0.918,71.8,60.7,82.8,22.1,0.001,0.001
N20001320,BELFAST WEST,93.6,0.951,74.2,62.8,85.6,22.8,0.0,0.0
N20001321,BELFAST WEST,89.0,0.916,71.6,60.6,82.6,22.0,0.001,0.001
N20001322,BELFAST WEST,88.8,0.915,71.5,60.5,82.5,22.0,0.001,0.001
N20001323,BELFAST WEST,95.4,0.965,75.2,63.7,86.8,23.1,0.0,0.0
N20001324,BELFAST WEST,87.2,0.902,70.6,59.7,81.5,21.8,0.001,0.001
N20001325,BELFAST WEST,96.4,0.973,75.8,64.2,87.4,23.2,0.0,0.0
N20001326,BELFAST WEST,96.8,0.976,76.0,64.3,87.7,23.4,0.0,0.0
N20001327,BELFAST WEST,95.3,0.964,75.2,63.6,86.7,23.1,0.0,0.0
N20001328,BELFAST WEST,88.3,0.911,71.2,60.3,82.2,21.9,0.001,0.001
N20001329,BELFAST WEST,93.2,0.948,74.0,62.6,85.3,22.7,0.0,0.0
N20001330,BELFAST WEST,90.9,0.931,72.7,61.5,83.9,22.4,0.0,0.0
N20001333,BELFAST WEST,91.8,0.937,73.2,61.9,84.4,22.5,0.0,0.0
N20001334,BELFAST WEST,95.0,0.962,75.0,63.5,86.5,23.0,0.0,0.0
N20001335,BELFAST WEST,92.8,0.945,73.8,62.4,85.1,22.7,0.0,0.0
N20001336,BELFAST WEST,89.5,0.92,71.9,60.8,82.9,22.1,0.001,0.001
N20001338,BELFAST WEST,87.3,0.903,70.6,59.8,81.5,21.7,0.001,0.001
N20001339,BELFAST WEST,95.6,0.966,75.3,63.8,86.9,23.1,0.0,0.0
N20001340,BELFAST WEST,93.3,0.949,74.0,62.7,85.4,22.7,0.0,0.0
N20001342,BELFAST WEST,94.7,0.96,74.8,63.3,86.3,23.0,0.0,0.0
N20001343,BELFAST WEST,94.8,0.96,74.9,63.4,86.4,23.0,0.0,0.0
N20001345,BELFAST WEST,92.3,0.941,73.5,62.2,84.8,22.6,0.0,0.0
N20001346,BELFAST WEST,91.3,0.934,72.9,61.7,84.1,22.4,0.0,0.0
N20001347,BELFAST WEST,91.2,0.933,72.8,61.6,84.0,22.4,0.0,0.0
N20001348,BELFAST WEST,91.8,0.937,73.2,61.9,84.4,22.5,0.0,0.0
N20001351,BELFAST WEST,93.3,0.949,74.0,62.7,85.4,22.7,0.0,0.0
N20001352,BELFAST WEST,94.0,0.954,74.4,63.0,85.9,22.9,0.0,0.0
N20001354,BELFAST WEST,92.1,0.94,73.4,62.1,84.6,22.5,0.0,0.0
N20001356,BELFAST WEST,96.3,0.972,75.7,64.1,87.4,23.3,0.0,0.0
N20001358,BELFAST WEST,92.2,0.94,73.4,62.1,84.7,22.6,0.0,0.0
N20001359,BELFAST WEST,95.3,0.964,75.2,63.6,86.7,23.1,0.0,0.0
N20001360,BELFAST WEST,94.9,0.961,74.9,63.4,86.5,23.1,0.0,0.0
N20001361,BELFAST WEST,96.4,0.973,75.8,64.2,87.4,23.2,0.0,0.0
N20001362,BELFAST WEST,95.0,0.962,75.0,63.5,86.5,23.0,0.0,0.0
N20001363,BELFAST WEST,95.6,0.966,75.3,63.8,86.9,23.1,0.0,0.0
N20001365,BELFAST WEST,86.4,0.896,70.1,59.3,80.9,21.6,0.001,0.001
N20001366,BELFAST WEST,96.0,0.969,75.6,64.0,87.2,23.2,0.0,0.0
N20001368,BELFAST WEST,91.8,0.937,73.2,61.9,84.4,22.5,0.0,0.0
N20001370,BELFAST WEST,4.3,0.27,23.7,19.2,28.2,9.0,1.0,0.0
N20001371,BELFAST NORTH,31.8,0.458,39.2,33.0,45.4,12.4,0.998,0.002
N20001373,BELFAST NORTH,43.0,0.547,45.6,38.5,52.7,14.2,0.847,0.153
N20001375,BELFAST NORTH,2.0,0.221,22.4,18.2,26.5,8.3,1.0,0.0
N20001376,BELFAST WEST,8.1,0.299,25.8,21.1,30.6,9.5,1.0,0.0
N20001377,BELFAST NORTH,14.9,0.324,29.7,24.7,34.6,9.9,1.0,0.0
N20001378,BELFAST WEST,12.1,0.329,28.1,23.1,33.1,10.0,1.0,0.0
N20001379,BELFAST WEST,6.3,0.285,24.8,20.2,29.4,9.2,1.0,0.0
N20001380,BELFAST WEST,4.8,0.274,23.9,19.4,28.5,9.1,1.0,0.0
N20001381,BELFAST NORTH,3.7,0.235,23.3,19.1,27.6,8.5,1.0,0.0
N20001382,BELFAST NORTH,5.3,0.248,24.2,19.9,28.6,8.7,1.0,0.0
N20001383,BELFAST NORTH,9.0,0.277,26.3,21.8,30.9,9.1,1.0,0.0
N20001384,BELFAST NORTH,5.2,0.247,24.2,19.8,28.5,8.7,1.0,0.0
N20001385,BELFAST NORTH,14.6,0.321,29.5,24.6,34.4,9.8,1.0,0.0
N20001386,BELFAST WEST,6.3,0.285,24.8,20.2,29.4,9.2,1.0,0.0
N20001388,BELFAST WEST,4.4,0.271,23.7,19.2,28.2,9.0,1.0,0.0
N20001389,BELFAST WEST,5.6,0.28,24.4,19.8,29.0,9.2,1.0,0.0
N20001391,BELFAST WEST,3.1,0.261,23.0,18.5,27.4,8.9,1.0,0.0
N20001392,BELFAST WEST,4.8,0.274,23.9,19.4,28.5,9.1,1.0,0.0
N20001393,BELFAST NORTH,2.3,0.224,22.5,18.4,26.7,8.3,1.0,0.0
N20001394,BELFAST NORTH,10.5,0.289,27.2,22.5,31.8,9.3,1.0,0.0
N20001395,BELFAST NORTH,7.0,0.261,25.2,20.7,29.6,8.9,1.0,0.0
N20001396,BELFAST WEST,11.1,0.322,27.5,22.6,32.5,9.9,1.0,0.0
N20001397,BELFAST NORTH,8.9,0.276,26.3,21.7,30.8,9.1,1.0,0.0
N20001398,BELFAST WEST,6.1,0.283,24.7,20.1,29.3,9.2,1.0,0.0
N20001399,BELFAST NORTH,3.2,0.231,23.0,18.8,27.3,8.5,1.0,0.0
N20001400,BELFAST NORTH,11.4,0.296,27.7,23.0,32.4,9.4,1.0,0.0
N20001401,BELFAST WEST,11.1,0.322,27.5,22.6,32.5,9.9,1.0,0.0
N20001402,BELFAST WEST,15.0,0.351,29.7,24.5,34.9,10.4,1.0,0.0
N20001404,BELFAST NORTH,7.5,0.265,25.5,21.0,29.9,8.9,1.0,0.0
N20001405,BELFAST WEST,3.1,0.261,23.0,18.5,27.4,8.9,1.0,0.0
N20001406,BELFAST WEST,5.0,0.275,24.1,19.5,28.6,9.1,1.0,0.0
N20001407,BELFAST WEST,8.5,0.302,26.0,21.3,30.8,9.5,1.0,0.0
N20001408,BELFAST WEST,5.3,0.277,24.2,19.7,28.8,9.1,1.0,0.0
N20001409,BELFAST WEST,1.1,0.245,21.9,17.5,26.2,8.7,1.0,0.0
N20001410,BELFAST WEST,2.0,0.252,22.4,18.0,26.7,8.7,1.0,0.0
N20001411,BELFAST WEST,6.7,0.288,25.0,20.4,29.7,9.3,1.0,0.0
N20001412,BELFAST WEST,6.0,0.283,24.6,20.0,29.2,9.2,1.0,0.0
N20001413,BELFAST NORTH,22.5,0.384,34.0,28.5,39.5,11.0,1.0,0.0
N20001415,BELFAST WEST,4.1,0.268,23.6,19.1,28.0,8.9,1.0,0.0
N20001416,BELFAST WEST,4.8,0.274,23.9,19.4,28.5,9.1,1.0,0.0
N20001418,BELFAST WEST,45.5,0.584,47.0,39.5,54.4,14.9,0.746,0.254
N20001420,BELFAST WEST,85.4,0.889,69.6,58.9,80.3,21.4,0.001,0.001
N20001421,BELFAST WEST,70.9,0.778,61.4,51.8,70.9,19.1,0.025,0.025
N20001422,BELFAST WEST,65.2,0.734,58.1,49.1,67.2,18.1,0.07,0.07
N20001423,BELFAST WEST,86.6,0.898,70.2,59.4,81.1,21.7,0.001,0.001
N20001424,BELFAST WEST,9.3,0.308,26.5,21.7,31.3,9.6,1.0,0.0
N20001425,BELFAST WEST,78.9,0.839,65.9,55.7,76.1,20.4,0.005,0.005
N20001426,BELFAST WEST,91.6,0.936,73.1,61.8,84.3,22.5,0.0,0.0
N20001427,BELFAST WEST,90.9,0.931,72.7,61.5,83.9,22.4,0.0,0.0
N20001428,BELFAST WEST,83.5,0.874,68.5,57.9,79.0,21.1,0.002,0.002
N20001429,BELFAST WEST,93.5,0.95,74.2,62.8,85.5,22.7,0.0,0.0
N20001430,BELFAST WEST,80.2,0.849,66.6,56.3,76.9,20.6,0.004,0.004
N20001431,BELFAST WEST,90.5,0.928,72.5,61.3,83.6,22.3,0.0,0.0
N20001434,BELFAST WEST,92.0,0.939,73.3,62.0,84.6,22.6,0.0,0.0
N20001435,BELFAST WEST,80.1,0.848,66.6,56.3,76.8,20.5,0.004,0.004
N20001437,BELFAST WEST,90.2,0.925,72.3,61.2,83.4,22.2,0.001,0.001
N20001438,BELFAST WEST,95.2,0.963,75.1,63.6,86.6,23.0,0.0,0.0
N20001439,BELFAST WEST,82.4,0.866,67.9,57.4,78.3,20.9,0.003,0.003
N20001441,BELFAST WEST,80.7,0.853,66.9,56.6,77.2,20.6,0.004,0.004
N20001442,BELFAST WEST,94.9,0.961,74.9,63.4,86.5,23.1,0.0,0.0
N20001443,BELFAST WEST,88.8,0.915,71.5,60.5,82.5,22.0,0.001,0.001
N20001444,BELFAST WEST,95.0,0.962,75.0,63.5,86.5,23.0,0.0,0.0
N20001445,BELFAST WEST,81.5,0.859,67.4,57.0,77.7,20.7,0.003,0.003
N20001446,EAST LONDONDERRY,30.5,0.393,38.5,32.9,44.1,11.2,1.0,0.0
N20001447,EAST LONDONDERRY,57.4,0.628,53.7,45.8,61.6,15.8,0.221,0.221
N20001449,EAST LONDONDERRY,55.1,0.608,52.4,44.7,60.1,15.4,0.304,0.304
N20001450,EAST LONDONDERRY,58.3,0.636,54.2,46.2,62.2,16.0,0.193,0.193
N20001451,EAST LONDONDERRY,57.8,0.631,53.9,46.0,61.9,15.9,0.208,0.208
N20001452,EAST LONDONDERRY,57.7,0.63,53.9,45.9,61.8,15.9,0.211,0.211
N20001453,EAST LONDONDERRY,68.1,0.721,59.8,50.9,68.7,17.8,0.036,0.036
N20001456,EAST LONDONDERRY,91.6,0.927,73.1,61.9,84.2,22.3,0.0,0.0
N20001457,EAST LONDONDERRY,19.0,0.292,32.0,27.3,36.7,9.4,1.0,0.0
N20001458,EAST LONDONDERRY,63.5,0.681,57.2,48.7,65.7,17.0,0.083,0.083
N20001460,EAST LONDONDERRY,77.3,0.802,65.0,55.2,74.8,19.6,0.006,0.006
N20001461,EAST LONDONDERRY,39.2,0.469,43.4,37.1,49.7,12.6,0.957,0.043
N20001462,EAST LONDONDERRY,85.2,0.871,69.5,58.9,80.0,21.1,0.001,0.001
N20001465,EAST LONDONDERRY,73.0,0.764,62.5,53.2,71.9,18.7,0.014,0.014
N20001466,EAST LONDONDERRY,62.7,0.674,56.7,48.3,65.1,16.8,0.095,0.095
N20001467,EAST LONDONDERRY,8.7,0.202,26.2,22.1,30.2,8.1,1.0,0.0
N20001470,EAST LONDONDERRY,89.3,0.907,71.8,60.9,82.7,21.8,0.001,0.001
N20001472,EAST LONDONDERRY,95.1,0.957,75.1,63.6,86.5,22.9,0.0,0.0
N20001473,EAST LONDONDERRY,93.3,0.941,74.0,62.7,85.3,22.6,0.0,0.0
N20001474,EAST LONDONDERRY,88.7,0.901,71.4,60.6,82.3,21.7,0.001,0.001
N20001477,EAST LONDONDERRY,79.3,0.819,66.1,56.2,76.1,19.9,0.004,0.004
N20001478,EAST LONDONDERRY,83.8,0.858,68.7,58.3,79.0,20.7,0.002,0.002
N20001480,EAST LONDONDERRY,78.6,0.813,65.7,55.8,75.6,19.8,0.005,0.005
N20001481,EAST LONDONDERRY,67.7,0.718,59.5,50.7,68.4,17.7,0.039,0.039
