DZ21,yes,pop
N20001110,33.2,274.0
N20002832,13.9,409.99
N20002553,26.0,344.99
N20002505,10.8,350.02
N20003585,13.8,385.99
N20002279,15.0,228.06
N20002438,12.3,400.0
N20003603,14.3,386.01
N20003218,54.8,474.99
N20000970,16.5,432.04
N20002175,44.1,445.03
N20000044,27.8,390.99
N20002656,8.8,420.0
N20003209,30.5,417.0
N20002104,39.7,346.99
N20001157,33.5,405.01
N20001003,11.3,277.97
N20002909,34.8,540.0
N20001056,12.9,475.03
N20000286,51.2,420.0
N20003164,53.5,378.02
N20000983,15.8,510.05
N20001508,30.0,583.05
N20000051,44.6,370.98
N20001149,28.0,581.98
N20000467,31.3,372.06
N20001936,32.6,518.95
N20003404,38.0,244.01
N20002508,17.4,459.02
N20000874,10.5,221.03
N20000238,41.9,491.99
N20000246,47.4,416.98
N20000310,37.1,345.98
N20003009,49.8,636.99
N20000823,24.3,416.01
N20000933,20.1,333.0
N20001201,27.1,371.01
N20000796,47.5,568.02
N20000807,46.6,495.01
