DZ21,label,con,margin_rate,prot_pct,old65_pct,pop
N20003568,Holywood_and_Clandeboye_J2,NORTH DOWN,5.52,79.46,25.14,521.0
N20002266,Downshire_West_C3,LAGAN VALLEY,5.52,73.51,26.98,404.0
N20000820,Castle_G5,BELFAST NORTH,5.52,83.29,19.88,347.0
N20000166,Macedon_B1,EAST ANTRIM,5.52,65.15,34.24,330.0
N20001517,Bann_B2,EAST LONDONDERRY,5.52,66.56,22.07,299.0
N20002648,Braid_B2,NORTH ANTRIM,5.52,87.55,22.56,554.0
N20002567,Bannside_E3,NORTH ANTRIM,5.52,86.98,17.44,430.0
N20000124,Three_Mile_Water_A1,SOUTH ANTRIM,5.52,82.34,25.97,385.0
N20000229,Glengormley_Urban_E4,BELFAST NORTH,5.52,68.11,13.51,370.0
N20000989,Ormiston_L2,BELFAST EAST,5.52,84.46,17.8,354.0
N20000718,Oldpark_B3,BELFAST NORTH,5.52,80.66,12.79,305.0
N20003716,Bangor_East_and_Donaghadee_H4,NORTH DOWN,5.52,70.35,15.04,452.0
N20002278,Downshire_West_F1,LAGAN VALLEY,5.51,86.07,32.51,323.0
N20000672,Cusher_D1,NEWRY AND ARMAGH,5.51,82.66,29.15,271.0
N20002747,Larne_Lough_F3,EAST ANTRIM,5.51,83.27,25.6,496.0
N20002360,Lisburn_South_E6,LAGAN VALLEY,5.51,61.98,31.68,363.0
N20002938,Cookstown_C1,MID ULSTER,5.51,84.11,19.96,491.0
N20001610,Causeway_D3,EAST LONDONDERRY,5.51,68.61,31.61,446.0
N20000997,Ormiston_N3,BELFAST EAST,5.51,71.11,27.39,533.0
N20000876,Titanic_G1,BELFAST EAST,5.51,60.59,14.41,236.0
N20001020,Lisnasharragh_B2,BELFAST EAST,5.51,76.24,21.69,484.0
N20002821,Knockagh_E3,EAST ANTRIM,5.51,73.1,17.86,487.0
N20000575,Lagan_River_F5,LAGAN VALLEY,5.51,76.43,12.91,488.0
N20000005,Dunsilly_B2,SOUTH ANTRIM,5.51,87.23,23.02,556.0
N20000716,Oldpark_C1,BELFAST NORTH,5.51,72.97,19.66,529.0
N20002710,Coast_Road_H1,EAST ANTRIM,5.51,67.99,22.58,403.0
N20000107,Ballyclare_D5,SOUTH ANTRIM,5.51,74.61,15.79,323.0
N20000470,Craigavon_N3,UPPER BANN,5.51,81.92,17.49,343.0
N20003274,The_Mournes_E3,SOUTH DOWN,5.51,23.86,40.27,591.0
N20000608,Banbridge_C2,UPPER BANN,5.51,63.24,23.51,370.0
N20002647,Braid_C3,NORTH ANTRIM,5.51,84.86,21.26,555.0
N20000001,Dunsilly_A1,SOUTH ANTRIM,5.5,82.32,19.19,594.0
N20001407,Court_N1,BELFAST WEST,5.5,76.82,15.02,233.0
N20002438,Downshire_East_D1,LAGAN VALLEY,5.5,83.25,29.25,400.0
N20001411,Court_P2,BELFAST WEST,5.5,85.37,16.46,328.0
N20001003,Ormiston_Q2,BELFAST EAST,5.5,70.86,18.35,278.0
N20002348,Lisburn_South_D5,LAGAN VALLEY,5.5,62.8,21.34,328.0
N20002802,Knockagh_A1,EAST ANTRIM,5.5,89.04,22.19,757.0
N20000739,Oldpark_E5,BELFAST NORTH,5.5,78.93,22.99,261.0
N20002532,Castlereagh_East_G2,BELFAST EAST,5.5,74.68,22.22,387.0
N20001933,Faughan_F5,FOYLE,5.5,91.85,18.45,466.0
N20001496,Limavady_E2,EAST LONDONDERRY,5.5,24.64,26.09,207.0
N20002525,Castlereagh_East_E4,BELFAST EAST,5.5,79.87,27.39,303.0
N20002612,Ballymena_D5,NORTH ANTRIM,5.5,30.88,20.67,421.0
N20002902,Magherafelt_A6,MID ULSTER,5.5,40.05,23.17,397.0
N20003433,Comber_E1,STRANGFORD,5.5,85.43,28.15,405.0
N20000931,Titanic_T5,BELFAST SOUTH,5.5,54.77,12.31,398.0
N20002322,Killultagh_H3,LAGAN VALLEY,5.49,81.92,21.35,520.0
N20001227,Balmoral_K4,BELFAST SOUTH,5.49,70.66,16.12,242.0
N20003382,Rowallane_G4,STRANGFORD,5.49,50.86,30.58,291.0
N20000558,Lagan_River_B2,UPPER BANN,5.49,82.3,14.2,514.0
N20002829,Knockagh_H2,EAST ANTRIM,5.49,73.91,18.54,437.0
N20002384,Lisburn_North_B3,LAGAN VALLEY,5.49,65.97,15.97,382.0
N20003435,Comber_C3,STRANGFORD,5.49,79.81,16.67,312.0
N20000690,Cusher_G3,NEWRY AND ARMAGH,5.49,87.21,9.53,430.0
N20002435,Downshire_East_C1,LAGAN VALLEY,5.49,71.4,29.55,528.0
N20000278,Airport_C4,SOUTH ANTRIM,5.49,77.62,26.34,429.0
N20001658,The_Glens_C2,NORTH ANTRIM,5.49,75.05,23.92,485.0
N20002452,Downshire_East_F4,LAGAN VALLEY,5.49,80.05,23.15,406.0
N20003641,Bangor_Central_E5,NORTH DOWN,5.49,60.33,19.01,242.0
N20001000,Ormiston_Q1,BELFAST EAST,5.49,77.48,22.19,302.0
N20002374,Lisburn_South_K5,LAGAN VALLEY,5.49,71.03,17.44,390.0
N20002819,Knockagh_F2,EAST ANTRIM,5.49,74.27,21.48,447.0
N20001948,Sperrin_B2,EAST LONDONDERRY,5.49,79.56,24.31,543.0
N20000561,Lagan_River_B3,UPPER BANN,5.49,81.97,20.7,599.0
N20001504,Limavady_E5,EAST LONDONDERRY,5.49,43.4,18.63,424.0
N20002319,Killultagh_F4,LAGAN VALLEY,5.48,71.79,18.08,553.0
N20002192,Omagh_D1,WEST TYRONE,5.48,31.03,34.17,477.0
N20003370,Rowallane_G2,STRANGFORD,5.48,77.8,20.71,536.0
N20001382,Court_B4,BELFAST NORTH,5.48,77.31,27.18,379.0
N20002556,Bannside_B3,NORTH ANTRIM,5.48,82.16,18.84,398.0
N20003581,Bangor_West_A4,NORTH DOWN,5.48,59.58,26.89,569.0
N20000261,Airport_C1,SOUTH ANTRIM,5.48,81.7,27.23,705.0
N20000104,Ballyclare_C3,SOUTH ANTRIM,5.48,79.59,17.57,387.0
N20000212,Glengormley_Urban_A1,SOUTH ANTRIM,5.48,76.76,16.97,383.0
N20001875,Waterside_F2,FOYLE,5.48,63.95,37.21,516.0
N20001720,Ballymoney_K3,NORTH ANTRIM,5.48,76.71,22.26,584.0
N20001651,The_Glens_B1,NORTH ANTRIM,5.48,20.34,32.2,118.0
N20002363,Lisburn_South_H6,LAGAN VALLEY,5.48,56.94,18.12,425.0
N20000971,Ormiston_F4,BELFAST EAST,5.48,74.59,31.24,429.0
N20000144,Three_Mile_Water_D4,SOUTH ANTRIM,5.48,68.17,19.94,311.0
N20003385,Rowallane_G5,STRANGFORD,5.48,43.72,23.22,366.0
N20002425,Downshire_East_A2,LAGAN VALLEY,5.47,68.42,26.52,494.0
N20002027,Derg_H5,WEST TYRONE,5.47,68.62,20.0,325.0
N20002256,Downshire_West_A5,LAGAN VALLEY,5.47,69.65,27.64,369.0
N20000217,Glengormley_Urban_A3,SOUTH ANTRIM,5.47,69.78,25.45,503.0
N20000916,Titanic_Q3,BELFAST EAST,5.47,51.04,13.95,337.0
N20001002,Ormiston_P3,BELFAST EAST,5.47,79.46,30.36,224.0
N20001400,Court_F3,BELFAST NORTH,5.47,70.62,17.54,211.0
N20000585,Lagan_River_J3,UPPER BANN,5.47,75.97,27.65,387.0
N20000031,Dunsilly_B6,SOUTH ANTRIM,5.47,86.0,19.33,450.0
N20000048,Antrim_C4,SOUTH ANTRIM,5.47,44.97,35.32,487.0
N20000076,Antrim_N1,SOUTH ANTRIM,5.47,40.65,17.74,310.0
N20002414,Lisburn_North_J4,LAGAN VALLEY,5.47,61.81,16.71,419.0
N20000474,Craigavon_P2,UPPER BANN,5.46,79.19,21.64,596.0
N20002658,Braid_H1,NORTH ANTRIM,5.46,64.95,23.96,505.0
N20002284,Downshire_West_G3,LAGAN VALLEY,5.46,83.56,25.49,663.0
N20000636,Banbridge_H4,UPPER BANN,5.46,63.51,18.47,444.0
N20003528,Newtownards_Q4,STRANGFORD,5.46,84.6,22.27,422.0
N20000655,Banbridge_P3,SOUTH DOWN,5.46,90.15,22.99,335.0
N20002649,Braid_B3,NORTH ANTRIM,5.46,67.26,23.3,339.0
N20001494,Limavady_C3,EAST LONDONDERRY,5.46,46.15,41.21,364.0
N20001958,Sperrin_C3,WEST TYRONE,5.46,72.53,24.18,182.0
N20001612,Causeway_D4,EAST LONDONDERRY,5.46,46.28,16.53,363.0
N20002717,Coast_Road_E6,EAST ANTRIM,5.46,52.38,26.19,252.0
N20002276,Downshire_West_G2,LAGAN VALLEY,5.46,65.32,26.58,395.0
N20000080,Antrim_J5,SOUTH ANTRIM,5.46,61.1,22.79,509.0
N20001485,Limavady_F1,EAST LONDONDERRY,5.46,66.58,27.25,389.0
N20003670,Bangor_Central_N3,NORTH DOWN,5.46,61.28,8.42,297.0
N20000038,Antrim_B1,SOUTH ANTRIM,5.46,45.42,7.94,491.0
N20003624,Bangor_Central_A3,NORTH DOWN,5.46,53.68,19.38,516.0
N20001672,The_Glens_D4,NORTH ANTRIM,5.46,89.73,21.15,487.0
N20003379,Rowallane_F5,STRANGFORD,5.46,26.38,19.94,326.0
N20000030,Dunsilly_B5,SOUTH ANTRIM,5.45,81.84,25.37,402.0
N20003600,Bangor_West_E3,NORTH DOWN,5.45,76.58,25.23,333.0
N20003656,Bangor_Central_K3,NORTH DOWN,5.45,70.46,18.77,325.0
N20001894,Waterside_K2,FOYLE,5.45,71.47,28.22,326.0
N20003611,Bangor_West_J1,NORTH DOWN,5.45,68.68,26.92,364.0
N20003303,The_Mournes_P2,SOUTH DOWN,5.45,41.08,22.22,297.0
N20000158,Three_Mile_Water_G3,EAST ANTRIM,5.45,69.11,29.11,505.0
N20002455,Downshire_East_G4,SOUTH DOWN,5.45,67.6,19.86,287.0
N20002867,Moyola_B1,MID ULSTER,5.45,86.21,22.56,696.0
N20000973,Ormiston_H2,BELFAST EAST,5.45,64.48,21.24,259.0
N20002500,Castlereagh_East_A1,BELFAST EAST,5.45,85.79,19.69,767.0
N20002415,Lisburn_North_J5,LAGAN VALLEY,5.45,65.18,14.48,359.0
N20003492,Newtownards_D3,STRANGFORD,5.45,75.62,15.19,566.0
N20002430,Downshire_East_A5,LAGAN VALLEY,5.45,67.71,26.02,319.0
N20000115,Ballyclare_E5,SOUTH ANTRIM,5.45,82.8,14.84,593.0
N20002464,Castlereagh_South_B3,BELFAST SOUTH,5.44,47.35,34.54,359.0
N20002388,Lisburn_North_C5,LAGAN VALLEY,5.44,73.7,16.15,384.0
N20000928,Titanic_S4,BELFAST SOUTH,5.44,56.75,12.7,252.0
N20000414,Portadown_Q2,UPPER BANN,5.44,75.28,11.8,356.0
N20002731,Larne_Lough_C2,EAST ANTRIM,5.44,65.94,13.54,458.0
N20002405,Lisburn_North_H2,LAGAN VALLEY,5.44,57.67,28.47,404.0
N20000913,Titanic_S2,BELFAST SOUTH,5.44,55.28,11.79,246.0
N20002733,Larne_Lough_C3,EAST ANTRIM,5.44,61.51,6.62,317.0
N20003623,Bangor_Central_A2,NORTH DOWN,5.44,69.6,22.43,477.0
N20000059,Antrim_F3,SOUTH ANTRIM,5.44,30.12,16.87,332.0
N20002373,Lisburn_South_J4,LAGAN VALLEY,5.44,58.3,23.29,554.0
N20002679,Braid_F5,NORTH ANTRIM,5.44,90.32,23.12,372.0
N20000190,Macedon_G1,BELFAST NORTH,5.44,77.66,9.52,273.0
N20000266,Airport_C3,SOUTH ANTRIM,5.44,75.92,17.06,299.0
N20003628,Bangor_Central_C1,NORTH DOWN,5.44,62.27,29.86,432.0
N20003466,Comber_G5,STRANGFORD,5.43,85.47,13.88,461.0
N20000632,Banbridge_G3,UPPER BANN,5.43,50.45,14.2,331.0
N20001505,Limavady_G1,EAST LONDONDERRY,5.43,53.41,31.21,455.0
N20000173,Macedon_A3,BELFAST NORTH,5.43,47.67,32.75,516.0
N20002406,Lisburn_North_H3,LAGAN VALLEY,5.43,54.45,43.01,472.0
N20002370,Lisburn_South_K3,LAGAN VALLEY,5.43,71.12,14.59,329.0
N20000069,Antrim_L1,SOUTH ANTRIM,5.43,57.3,12.95,363.0
N20001879,Waterside_F4,FOYLE,5.43,69.35,29.72,434.0
N20000875,Titanic_E3,BELFAST EAST,5.43,55.71,6.86,350.0
N20000165,Macedon_A2,BELFAST NORTH,5.43,75.07,14.59,377.0
N20000583,Lagan_River_K3,LAGAN VALLEY,5.43,80.32,27.31,432.0
N20003544,Holywood_and_Clandeboye_F2,NORTH DOWN,5.43,70.4,26.35,277.0
N20000660,Banbridge_Q2,SOUTH DOWN,5.43,60.62,38.97,485.0
N20002832,Knockagh_G4,EAST ANTRIM,5.43,75.37,17.8,410.0
N20001557,Coleraine_C3,EAST LONDONDERRY,5.43,69.35,11.74,460.0
N20001074,Lisnasharragh_N6,BELFAST SOUTH,5.43,49.57,24.5,351.0
N20003558,Holywood_and_Clandeboye_H2,NORTH DOWN,5.43,51.31,20.12,343.0
N20003372,Rowallane_H2,STRANGFORD,5.43,62.6,18.9,254.0
N20000242,Glengormley_Urban_H3,BELFAST NORTH,5.43,60.66,16.39,366.0
N20001092,Botanic_E1,BELFAST SOUTH,5.43,77.38,16.67,336.0
N20002969,Cookstown_G4,MID ULSTER,5.43,71.22,27.05,403.0
N20000203,Macedon_J4,BELFAST NORTH,5.43,48.5,17.17,233.0
N20002846,Carntogher_A4,MID ULSTER,5.42,84.03,24.9,526.0
N20002822,Knockagh_F4,EAST ANTRIM,5.42,75.43,10.99,464.0
N20000045,Antrim_C3,SOUTH ANTRIM,5.42,42.23,21.24,386.0
N20003378,Rowallane_G3,STRANGFORD,5.42,54.95,17.86,364.0
N20001632,Causeway_H3,EAST LONDONDERRY,5.42,59.46,49.29,560.0
N20001054,Lisnasharragh_J4,BELFAST EAST,5.42,67.98,19.69,381.0
N20001578,Coleraine_G5,EAST LONDONDERRY,5.42,60.94,15.02,233.0
N20002259,Downshire_West_B2,LAGAN VALLEY,5.42,86.51,19.08,393.0
N20002754,Larne_Lough_H1,EAST ANTRIM,5.42,62.28,20.61,228.0
N20003638,Bangor_Central_E4,NORTH DOWN,5.42,64.27,25.6,375.0
N20000572,Lagan_River_E3,UPPER BANN,5.42,83.27,11.76,544.0
N20000274,Airport_G1,SOUTH ANTRIM,5.42,83.45,24.71,429.0
N20003642,Bangor_Central_C4,NORTH DOWN,5.42,48.54,19.09,309.0
N20002817,Knockagh_E1,EAST ANTRIM,5.42,72.61,17.83,314.0
N20001379,Court_J1,BELFAST WEST,5.41,78.45,17.68,413.0
N20000171,Macedon_C3,EAST ANTRIM,5.41,66.49,16.62,379.0
N20002346,Lisburn_South_F1,LAGAN VALLEY,5.41,61.44,19.28,306.0
N20000151,Three_Mile_Water_H2,SOUTH ANTRIM,5.41,74.46,25.73,513.0
N20001296,Collin_R5,LAGAN VALLEY,5.41,57.64,25.36,347.0
N20002588,Ballymena_A2,NORTH ANTRIM,5.41,27.71,10.12,415.0
N20001506,Limavady_D6,EAST LONDONDERRY,5.41,57.94,15.61,378.0
N20000573,Lagan_River_F3,LAGAN VALLEY,5.41,65.43,14.81,567.0
N20002569,Bannside_E5,NORTH ANTRIM,5.41,81.55,19.09,309.0
N20000580,Lagan_River_G3,UPPER BANN,5.4,76.77,25.27,637.0
N20002261,Downshire_West_B4,LAGAN VALLEY,5.4,79.89,17.28,353.0
N20003573,Holywood_and_Clandeboye_L3,NORTH DOWN,5.4,53.37,15.21,401.0
N20002593,Ballymena_D2,NORTH ANTRIM,5.4,25.43,16.06,523.0
N20002681,Braid_K2,NORTH ANTRIM,5.4,83.04,14.57,460.0
N20001017,Lisnasharragh_B1,BELFAST EAST,5.4,68.71,21.58,278.0
N20001203,Balmoral_G1,BELFAST SOUTH,5.4,62.78,17.78,360.0
N20002117,Enniskillen_G3,FERMANAGH AND SOUTH TYRONE,5.4,81.91,22.87,376.0
N20002935,Cookstown_B3,MID ULSTER,5.4,86.21,29.12,261.0
N20003663,Bangor_Central_N1,NORTH DOWN,5.4,67.75,10.06,338.0
N20000933,Titanic_U3,BELFAST EAST,5.4,49.25,8.11,333.0
N20003560,Holywood_and_Clandeboye_K2,NORTH DOWN,5.39,64.26,40.21,291.0
N20000795,Castle_C2,BELFAST NORTH,5.39,52.08,15.28,530.0
N20003480,Newtownards_B3,STRANGFORD,5.39,72.1,14.32,405.0
N20002119,Enniskillen_G5,FERMANAGH AND SOUTH TYRONE,5.39,83.42,20.86,374.0
N20003719,Bangor_East_and_Donaghadee_H6,NORTH DOWN,5.39,75.54,14.71,605.0
N20000072,Antrim_L2,SOUTH ANTRIM,5.39,61.07,24.38,447.0
N20002431,Downshire_East_B3,LAGAN VALLEY,5.39,69.48,17.53,308.0
N20001016,Ormiston_T4,BELFAST EAST,5.39,75.2,19.49,508.0
N20000187,Macedon_F4,BELFAST NORTH,5.39,83.88,20.39,304.0
N20000105,Ballyclare_C4,SOUTH ANTRIM,5.39,68.01,19.57,322.0
N20002153,West_Tyrone_A3,WEST TYRONE,5.39,69.28,25.87,433.0
N20001620,Causeway_F2,EAST LONDONDERRY,5.39,60.2,28.23,294.0
N20002357,Lisburn_South_H3,LAGAN VALLEY,5.39,46.7,21.2,349.0
N20002604,Ballymena_D4,NORTH ANTRIM,5.39,29.33,33.5,600.0
N20001714,Ballymoney_K1,NORTH ANTRIM,5.38,81.74,22.61,345.0
N20001408,Court_P1,BELFAST WEST,5.38,88.43,11.16,242.0
N20000633,Banbridge_J4,UPPER BANN,5.38,71.51,22.26,337.0
N20000571,Lagan_River_D3,LAGAN VALLEY,5.38,69.17,13.39,493.0
N20002361,Lisburn_South_G3,LAGAN VALLEY,5.38,35.69,13.75,269.0
N20002130,Erne_North_C3,FERMANAGH AND SOUTH TYRONE,5.38,71.04,22.97,518.0
N20003505,Newtownards_H2,STRANGFORD,5.38,70.75,11.07,506.0
N20002737,Larne_Lough_C4,EAST ANTRIM,5.38,63.19,10.65,432.0
N20002442,Downshire_East_D3,LAGAN VALLEY,5.38,80.05,22.27,431.0
N20000867,Titanic_E1,BELFAST EAST,5.38,65.44,11.74,298.0
N20003546,Holywood_and_Clandeboye_C1,NORTH DOWN,5.38,70.92,23.01,478.0
N20002913,Magherafelt_E1,MID ULSTER,5.38,76.6,22.28,359.0
N20001023,Lisnasharragh_A3,BELFAST EAST,5.38,63.93,13.26,377.0
N20002833,Knockagh_H4,EAST ANTRIM,5.37,72.36,13.66,322.0
N20002273,Downshire_West_C4,LAGAN VALLEY,5.37,66.52,28.91,460.0
N20003495,Newtownards_F4,STRANGFORD,5.37,66.07,19.82,333.0
N20001147,Botanic_T4,BELFAST SOUTH,5.37,39.16,15.66,332.0
N20000061,Antrim_H2,SOUTH ANTRIM,5.37,60.91,20.2,307.0
N20001713,Ballymoney_A5,NORTH ANTRIM,5.37,77.5,9.25,400.0
N20003381,Rowallane_H6,STRANGFORD,5.37,54.46,30.89,437.0
N20000617,Banbridge_E3,UPPER BANN,5.37,56.13,15.02,253.0
N20001045,Lisnasharragh_G2,BELFAST EAST,5.37,71.43,21.12,322.0
N20000909,Titanic_R2,BELFAST EAST,5.37,72.66,21.94,556.0
N20000123,Ballyclare_H3,SOUTH ANTRIM,5.37,85.23,17.1,386.0
N20002491,Castlereagh_South_G3,BELFAST SOUTH,5.37,50.22,32.82,454.0
N20001389,Court_G2,BELFAST WEST,5.37,77.81,12.83,374.0
N20000174,Macedon_D1,BELFAST NORTH,5.37,83.3,21.03,485.0
N20000177,Macedon_B5,EAST ANTRIM,5.37,34.93,20.89,292.0
N20003365,Rowallane_D3,STRANGFORD,5.37,56.82,23.04,447.0
N20000591,Lagan_River_N3,SOUTH DOWN,5.36,73.88,26.12,356.0
N20000645,Banbridge_L2,SOUTH DOWN,5.36,49.9,26.3,521.0
N20002021,Derg_F6,WEST TYRONE,5.36,58.52,27.65,311.0
N20002437,Downshire_East_C3,LAGAN VALLEY,5.36,68.41,17.38,535.0
N20002664,Braid_F2,NORTH ANTRIM,5.36,73.29,19.21,453.0
N20002427,Downshire_East_A4,LAGAN VALLEY,5.36,67.95,34.54,443.0
N20000051,Antrim_F1,SOUTH ANTRIM,5.36,16.71,20.75,371.0
N20000055,Antrim_E3,SOUTH ANTRIM,5.36,63.85,19.62,260.0
N20002958,Cookstown_B6,MID ULSTER,5.36,16.52,22.17,230.0
N20000102,Ballyclare_D3,SOUTH ANTRIM,5.36,79.06,11.29,363.0
N20000976,Ormiston_H3,BELFAST EAST,5.36,54.14,16.33,447.0
N20000096,Ballyclare_A3,SOUTH ANTRIM,5.36,83.84,13.79,464.0
N20001486,Limavady_B1,EAST LONDONDERRY,5.36,50.99,27.48,353.0
N20000908,Titanic_S1,BELFAST EAST,5.36,54.29,11.08,361.0
N20003027,Dungannon_D3,FERMANAGH AND SOUTH TYRONE,5.36,50.0,6.32,348.0
N20002560,Bannside_D1,NORTH ANTRIM,5.36,53.42,23.97,292.0
N20000874,Titanic_F3,BELFAST EAST,5.36,73.3,18.55,221.0
N20000383,Portadown_R2,UPPER BANN,5.35,67.75,28.41,521.0
N20002450,Downshire_East_F3,LAGAN VALLEY,5.35,80.1,20.39,407.0
N20000569,Lagan_River_G2,UPPER BANN,5.35,73.8,26.38,561.0
N20000627,Banbridge_H3,UPPER BANN,5.35,53.0,26.0,400.0
N20003619,Bangor_West_J3,NORTH DOWN,5.35,62.5,10.07,576.0
N20002578,Bannside_G2,NORTH ANTRIM,5.35,83.7,11.68,411.0
N20001106,Botanic_E4,BELFAST SOUTH,5.35,51.43,5.93,455.0
N20002836,Knockagh_J3,EAST ANTRIM,5.35,62.86,17.63,482.0
N20000263,Airport_B2,SOUTH ANTRIM,5.35,67.83,24.07,457.0
N20003771,Ards_Peninsula_L1,STRANGFORD,5.35,42.48,20.5,605.0
N20003708,Bangor_East_and_Donaghadee_G5,NORTH DOWN,5.35,72.19,14.92,543.0
N20002596,Ballymena_C2,NORTH ANTRIM,5.35,35.94,23.49,281.0
N20002598,Ballymena_D3,NORTH ANTRIM,5.35,19.75,23.25,314.0
N20002462,Castlereagh_South_C2,BELFAST SOUTH,5.35,57.99,23.2,388.0
N20003559,Holywood_and_Clandeboye_K1,NORTH DOWN,5.35,53.77,30.15,398.0
N20000941,Titanic_Z2,BELFAST SOUTH,5.35,57.42,13.29,519.0
N20000458,Craigavon_L1,UPPER BANN,5.35,48.48,29.09,330.0
N20001210,Balmoral_G4,BELFAST SOUTH,5.35,70.54,16.28,387.0
N20003668,Bangor_Central_L5,NORTH DOWN,5.35,68.48,11.68,368.0
N20001869,Waterside_E3,FOYLE,5.35,81.48,16.3,405.0
N20000582,Lagan_River_K2,LAGAN VALLEY,5.35,80.12,20.28,503.0
N20000094,Ballyclare_B4,SOUTH ANTRIM,5.35,82.61,5.69,299.0
N20000443,Craigavon_F3,UPPER BANN,5.35,48.55,5.47,311.0
N20000613,Banbridge_E2,UPPER BANN,5.35,60.29,23.1,277.0
N20002413,Lisburn_North_H5,LAGAN VALLEY,5.34,62.7,46.31,244.0
N20003675,Bangor_Central_P5,NORTH DOWN,5.34,72.45,4.95,323.0
N20002700,Coast_Road_F2,EAST ANTRIM,5.34,65.88,13.35,337.0
N20000008,Dunsilly_A5,SOUTH ANTRIM,5.34,43.36,24.8,512.0
N20000562,Lagan_River_C3,LAGAN VALLEY,5.34,85.75,19.83,358.0
N20001593,Coleraine_J6,EAST LONDONDERRY,5.34,74.41,17.63,465.0
N20001510,Limavady_G3,EAST LONDONDERRY,5.34,43.94,30.66,437.0
N20002528,Castlereagh_East_H2,BELFAST EAST,5.34,65.98,1.66,241.0
N20002111,Enniskillen_H2,FERMANAGH AND SOUTH TYRONE,5.34,44.03,43.24,377.0
N20002768,Carrick_Castle_C1,EAST ANTRIM,5.34,83.06,12.48,673.0
N20002426,Downshire_East_A3,LAGAN VALLEY,5.34,72.49,27.51,378.0
N20002453,Downshire_East_G2,LAGAN VALLEY,5.33,73.45,23.45,354.0
N20003742,Ards_Peninsula_D2,STRANGFORD,5.33,83.16,18.95,285.0
N20003723,Bangor_East_and_Donaghadee_J7,NORTH DOWN,5.33,78.09,19.43,283.0
N20000430,Craigavon_C1,UPPER BANN,5.33,71.3,17.39,345.0
N20002033,Erne_East_A4,FERMANAGH AND SOUTH TYRONE,5.33,71.49,28.1,242.0
N20003090,Clogher_Valley_G2,FERMANAGH AND SOUTH TYRONE,5.33,44.9,29.34,392.0
N20003603,Bangor_West_G2,NORTH DOWN,5.33,69.95,16.58,386.0
N20003557,Holywood_and_Clandeboye_G3,NORTH DOWN,5.33,64.6,2.65,226.0
N20001042,Lisnasharragh_F4,BELFAST SOUTH,5.33,38.42,47.07,393.0
N20002937,Cookstown_B4,MID ULSTER,5.33,58.33,28.29,516.0
N20000885,Titanic_B4,BELFAST EAST,5.33,59.29,9.62,312.0
N20002429,Downshire_East_B2,LAGAN VALLEY,5.33,72.34,13.71,394.0
N20001034,Lisnasharragh_B6,BELFAST EAST,5.33,80.67,19.33,445.0
N20001095,Botanic_F2,BELFAST SOUTH,5.33,66.97,17.42,442.0
N20001049,Lisnasharragh_N2,BELFAST SOUTH,5.32,68.4,21.18,288.0
N20000020,Dunsilly_D5,SOUTH ANTRIM,5.32,39.82,24.34,452.0
N20001666,The_Glens_C4,NORTH ANTRIM,5.32,66.43,19.52,420.0
N20002716,Coast_Road_F5,EAST ANTRIM,5.32,61.41,3.23,526.0
N20000670,Cusher_A2,NEWRY AND ARMAGH,5.32,85.0,11.94,360.0
N20001905,Waterside_P3,FOYLE,5.32,91.52,15.15,330.0
N20000161,Three_Mile_Water_K3,EAST ANTRIM,5.32,54.03,11.14,422.0
N20000649,Banbridge_N3,UPPER BANN,5.32,60.85,25.76,590.0
N20003292,The_Mournes_G4,SOUTH DOWN,5.32,73.08,22.91,598.0
N20001687,Ballymoney_B1,NORTH ANTRIM,5.32,73.1,14.29,420.0
N20002007,Derg_D1,WEST TYRONE,5.32,62.61,28.57,476.0
N20002527,Castlereagh_East_F4,BELFAST EAST,5.32,75.9,16.06,498.0
N20002472,Castlereagh_South_E1,BELFAST SOUTH,5.32,46.74,37.08,383.0
N20000501,Lurgan_H1,UPPER BANN,5.32,69.29,3.26,368.0
N20000800,Castle_E2,BELFAST NORTH,5.31,75.11,20.25,474.0
N20001708,Ballymoney_A4,NORTH ANTRIM,5.31,76.15,12.05,390.0
N20002694,Coast_Road_C4,EAST ANTRIM,5.31,59.89,25.71,354.0
N20000132,Three_Mile_Water_E1,EAST ANTRIM,5.31,61.34,17.61,494.0
N20002093,Enniskillen_C3,FERMANAGH AND SOUTH TYRONE,5.31,43.36,18.52,459.0
N20001482,Limavady_A2,EAST LONDONDERRY,5.31,43.41,29.55,599.0
N20000979,Ormiston_N1,BELFAST EAST,5.31,71.46,18.04,438.0
N20001383,Court_D2,BELFAST NORTH,5.31,81.64,11.59,414.0
N20002299,Killultagh_C5,LAGAN VALLEY,5.31,55.58,20.6,403.0
N20000016,Dunsilly_E1,SOUTH ANTRIM,5.31,36.67,22.78,360.0
N20003660,Bangor_Central_K5,NORTH DOWN,5.31,68.71,16.19,278.0
N20002619,Ballymena_H1,NORTH ANTRIM,5.31,74.2,15.75,438.0
N20001721,Ballymoney_J1,NORTH ANTRIM,5.3,58.47,16.25,443.0
N20000619,Banbridge_D6,UPPER BANN,5.3,28.96,15.15,297.0
N20003741,Ards_Peninsula_D1,STRANGFORD,5.3,81.4,21.22,344.0
N20002818,Knockagh_E2,EAST ANTRIM,5.3,74.44,11.24,356.0
N20002316,Killultagh_E7,LAGAN VALLEY,5.3,77.65,15.29,255.0
N20000975,Ormiston_G3,BELFAST EAST,5.3,66.8,25.25,491.0
N20003313,Slieve_Croob_D1,SOUTH DOWN,5.3,31.29,22.2,473.0
