DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20003735,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
N20003732,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
N20003733,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
N20003685,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003679,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20002743,Larne Lough,8.6,,,,,,,,8.6,,1
N20002752,Larne Lough,8.6,,,,,,,,8.6,,1
N20002750,Larne Lough,8.6,,,,,,,,8.6,,1
N20002749,Larne Lough,8.6,,,,,,,,8.6,,1
N20002753,Larne Lough,8.6,,,,,,,,8.6,,1
N20002748,Larne Lough,8.6,,,,,,,,8.6,,1
N20002751,Larne Lough,8.6,,,,,,,,8.6,,1
N20002757,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002754,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002755,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002756,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002760,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002761,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002762,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002759,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002758,Larne Lough,,,21.2,,12.4,,,,16.8,,2
N20002767,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002779,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20003680,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003682,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003681,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003621,Bangor Central,,,,,,,14.3,,14.3,,1
N20003538,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003537,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20002830,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002800,Carrick Castle,12.7,,7.0,,10.5,,17.6,,11.9,,4
N20002798,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002796,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002795,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002792,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002794,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002821,Knockagh,16.0,,2.3,,7.4,,11.8,,9.4,,4
N20002817,Knockagh,16.0,,7.0,,10.5,,11.8,,11.3,,4
N20002811,Knockagh,16.0,,7.0,,10.5,,11.8,,11.3,,4
N20002816,Knockagh,16.0,,7.0,,10.5,,11.8,,11.3,,4
N20002815,Knockagh,16.0,,7.0,,10.5,,11.8,,11.3,,4
N20002790,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002786,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002782,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002785,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002788,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002787,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002791,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002793,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002789,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002783,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002784,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002778,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002777,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002775,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002771,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002769,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002770,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002768,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002764,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002765,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002766,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002773,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002772,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002774,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002780,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002781,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002776,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002803,Knockagh,12.7,,7.0,,10.5,,11.8,,10.5,,4
N20002804,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002805,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002807,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002806,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002809,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002812,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002810,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002808,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002813,Knockagh,16.0,,7.0,,10.5,,11.8,,11.3,,4
N20002814,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002819,Knockagh,16.0,,2.3,,7.4,,11.8,,9.4,,4
N20002818,Knockagh,16.0,,2.3,,7.4,,11.8,,9.4,,4
N20002822,Knockagh,16.0,,2.3,,7.4,,11.8,,9.4,,4
N20002820,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002797,Carrick Castle,16.0,,7.0,,10.5,,17.6,,12.8,,4
N20002799,Carrick Castle,12.7,,7.0,,10.5,,17.6,,11.9,,4
N20002801,Carrick Castle,12.7,,7.0,,10.5,,17.6,,11.9,,4
N20002823,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002824,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20000121,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000135,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000144,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000151,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000148,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000136,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000142,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000145,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000147,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000139,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000137,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000138,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000146,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000128,Three Mile Water,44.4,,14.0,,16.2,72.2,,,24.9,72.2,3
N20000133,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000126,Three Mile Water,44.4,,14.0,,16.2,72.2,,,24.9,72.2,3
N20000125,Three Mile Water,44.4,,14.0,,21.4,,,,26.6,,3
N20002825,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002828,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002827,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002826,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002832,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002833,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002829,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002831,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002834,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002835,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002836,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20000140,Three Mile Water,12.7,,2.3,,7.4,,,,7.5,,3
N20000132,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000134,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000143,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000149,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000160,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000169,Macedon,44.4,,,,16.2,72.2,5.7,,22.1,72.2,3
N20000167,Macedon,44.4,,,,16.2,72.2,5.7,,22.1,72.2,3
N20000166,Macedon,44.4,,,,16.2,72.2,5.7,,22.1,72.2,3
N20000162,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000158,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000152,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000177,Macedon,,,,,16.2,72.2,5.7,,10.9,72.2,2
N20000172,Macedon,44.4,,,,16.2,72.2,5.7,,22.1,72.2,3
N20000178,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000186,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000185,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000179,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000183,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000184,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000182,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000181,Macedon,,,,,,69.9,5.7,,5.7,69.9,1
N20000174,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000176,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000175,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000171,Macedon,44.4,,,,16.2,72.2,5.7,,22.1,72.2,3
N20000163,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000168,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000170,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000159,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000150,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000155,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000161,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000153,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000165,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000154,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000156,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000157,Three Mile Water,44.4,,,,16.2,72.2,,,30.3,72.2,2
N20000164,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000173,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000180,Macedon,44.4,,,,,69.9,5.7,,25.1,69.9,2
N20000244,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000245,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000249,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000246,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000240,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000243,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000238,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000231,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000233,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000230,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000237,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000236,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000232,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000235,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000241,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000242,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000247,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000248,Glengormley Urban,,,14.0,,13.7,23.5,17.3,,15.0,23.5,3
N20000273,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000276,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000270,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000239,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000234,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000227,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000267,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000219,Glengormley Urban,5.2,100.0,14.0,,13.7,23.5,17.3,,12.6,61.8,4
N20000215,Glengormley Urban,5.2,100.0,14.0,,13.7,23.5,17.3,,12.6,61.8,4
N20000217,Glengormley Urban,5.2,100.0,14.0,,13.7,23.5,17.3,,12.6,61.8,4
N20000218,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000222,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000225,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000228,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000229,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000221,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000223,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000226,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000224,Glengormley Urban,44.4,,,,16.2,72.2,17.3,,26.0,72.2,3
N20000220,Glengormley Urban,5.2,100.0,,,13.7,23.5,17.3,,12.1,61.8,3
N20000216,Glengormley Urban,5.2,100.0,,,16.2,72.2,17.3,,12.9,86.1,3
N20000214,Glengormley Urban,44.4,,,,16.2,72.2,17.3,,26.0,72.2,3
N20000213,Glengormley Urban,5.2,100.0,,,16.2,72.2,17.3,,12.9,86.1,3
N20000212,Glengormley Urban,5.2,100.0,,,16.2,72.2,17.3,,12.9,86.1,3
N20000141,Three Mile Water,5.2,100.0,,,16.2,72.2,,,10.7,86.1,2
N20000129,Three Mile Water,5.2,100.0,,,16.2,72.2,,,10.7,86.1,2
N20000127,Three Mile Water,5.2,100.0,,,16.2,72.2,,,10.7,86.1,2
N20000131,Three Mile Water,5.2,100.0,,,16.2,72.2,,,10.7,86.1,2
N20000130,Three Mile Water,5.2,100.0,,,16.2,72.2,,,10.7,86.1,2
N20000211,Glengormley Urban,5.2,100.0,14.0,,13.7,23.5,17.3,,12.6,61.8,4
N20000262,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000266,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000265,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000269,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000271,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000272,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000275,Airport,,,14.0,,13.7,23.5,1.4,0.4,9.7,11.9,3
N20000261,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000259,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000257,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000260,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000031,Dunsilly,,,2.1,,,,5.5,8.0,3.8,8.0,2
N20000026,Dunsilly,,,2.1,,,,5.5,8.0,3.8,8.0,2
N20000119,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000118,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000116,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000117,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000114,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000112,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000113,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000115,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000120,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000122,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000123,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000124,Three Mile Water,,,14.0,,21.4,,,,17.7,,2
N20000106,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000101,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000100,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000086,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000087,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000094,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000092,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000093,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000090,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000097,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000103,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000095,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000098,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000102,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000107,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000108,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000105,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000111,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000109,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000110,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000104,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000096,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000099,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000091,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000005,Dunsilly,,,,,,,5.5,8.0,5.5,8.0,1
N20000002,Dunsilly,,,14.0,,21.4,,5.5,8.0,13.6,8.0,3
N20002679,Braid,,,,,2.1,7.7,11.4,62.9,6.8,35.3,2
N20002742,Larne Lough,8.6,,,,,,,,8.6,,1
N20002746,Larne Lough,8.6,,,,,,,,8.6,,1
N20000088,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20000089,Ballyclare,,,14.0,,21.4,,11.9,,15.8,,3
N20002802,Knockagh,12.7,,2.3,,7.4,,11.8,,8.6,,4
N20002763,Carrick Castle,,,21.2,,12.4,,17.6,,17.1,,3
N20002747,Larne Lough,8.6,,,,,,,,8.6,,1
N20002744,Larne Lough,8.6,,,,,,,,8.6,,1
N20002741,Larne Lough,8.6,,,,,,,,8.6,,1
N20002745,Larne Lough,8.6,,,,,,,,8.6,,1
N20002735,Larne Lough,,,,,55.6,,,,55.6,,1
N20002738,Larne Lough,,,,,,,,,,,0
N20002733,Larne Lough,,,,,,,,,,,0
N20002737,Larne Lough,,,,,,,,,,,0
N20002736,Larne Lough,8.6,,,,55.6,,,,32.1,,2
N20002732,Larne Lough,8.6,,,,55.6,,,,32.1,,2
N20002734,Larne Lough,,,,,55.6,,,,55.6,,1
N20002729,Larne Lough,,,,,55.6,,,,55.6,,1
N20002724,Coast Road,,,,,,,18.9,,18.9,,1
N20002721,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002720,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002715,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002713,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002712,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002711,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002719,Coast Road,,,,,,,18.9,,18.9,,1
N20002723,Coast Road,,,,,,,18.9,,18.9,,1
N20002722,Coast Road,,,,,,,18.9,,18.9,,1
N20002731,Larne Lough,,,,,,,,,,,0
N20002730,Larne Lough,,,,,,,,,,,0
N20002716,Coast Road,,,,,,,18.9,,18.9,,1
N20002710,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002704,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002706,Coast Road,,,,,,,18.9,,18.9,,1
N20002705,Coast Road,,,,,,,18.9,,18.9,,1
N20002700,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002699,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002702,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002708,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002703,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002697,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002698,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002709,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002701,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002707,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002714,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002725,Larne Lough,,,,,55.6,,,,55.6,,1
N20002718,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002717,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002727,Larne Lough,,,,,55.6,,,,55.6,,1
N20002728,Larne Lough,,,,,55.6,,,,55.6,,1
N20002726,Larne Lough,,,,,55.6,,,,55.6,,1
N20002693,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002695,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002696,Coast Road,,,,,55.6,,18.9,,37.2,,2
N20002694,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002692,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002740,Larne Lough,8.6,,,,,,,,8.6,,1
N20002668,Braid,,,,,2.1,7.7,11.4,62.9,6.8,35.3,2
N20002662,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20002690,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002649,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20002642,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20002688,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002689,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002691,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002739,Larne Lough,8.6,,,,,,,,8.6,,1
N20001667,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001680,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001679,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001677,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001673,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20002687,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002686,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20002685,Coast Road,,,,,10.6,100.0,18.9,,14.8,100.0,2
N20001682,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001684,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20002640,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20001683,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20002639,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20001723,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001721,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001725,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001719,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001724,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001722,Ballymoney,,,,,16.1,0.7,6.8,18.7,11.5,9.7,2
N20001718,Ballymoney,3.6,,,,16.1,0.7,6.8,18.7,8.8,9.7,3
N20001716,Ballymoney,3.6,,,,11.9,,6.8,18.7,7.4,18.7,3
N20001649,Causeway,3.6,,,,11.9,,13.8,49.9,9.8,49.9,3
N20001715,Ballymoney,3.6,,,,11.9,,6.8,18.7,7.4,18.7,3
N20001681,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001676,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001674,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001672,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001645,Causeway,3.6,,,,11.9,,13.8,49.9,9.8,49.9,3
N20001669,The Glens,44.1,,,,,,15.5,19.3,29.8,19.3,2
N20001670,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001671,The Glens,44.1,,,,,,15.5,19.3,29.8,19.3,2
N20001678,The Glens,3.6,,,,11.9,,15.5,19.3,10.3,19.3,3
N20001675,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001665,The Glens,,,,,,,15.5,19.3,15.5,19.3,1
N20001668,The Glens,44.1,,,,,,15.5,19.3,29.8,19.3,2
N20001659,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
N20001657,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
N20001661,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
N20001663,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
N20001662,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
N20001660,The Glens,44.1,,,,,36.1,15.5,19.3,29.8,27.7,2
N20001664,The Glens,,,,,,36.1,15.5,19.3,15.5,27.7,1
