DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20003367,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003366,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003369,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003374,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003378,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003389,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003385,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003379,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003380,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003373,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003312,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003382,Rowallane,2.7,47.1,,,9.2,4.6,,55.4,5.9,35.7,2
N20003311,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003314,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003316,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003320,Slieve Croob,5.9,5.3,,,9.2,4.6,29.5,14.0,14.9,8.0,3
N20003317,Slieve Croob,5.9,5.3,,,9.2,4.6,29.5,14.0,14.9,8.0,3
N20003313,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003315,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003318,Slieve Croob,5.9,5.3,,,9.2,4.6,29.5,14.0,14.9,8.0,3
N20003319,Slieve Croob,2.7,47.1,,,9.2,4.6,29.5,14.0,13.8,21.9,3
N20003321,Slieve Croob,5.9,5.3,,,9.2,4.6,29.5,14.0,14.9,8.0,3
N20003387,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003363,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003361,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003357,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003354,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003353,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003355,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003349,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003348,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003350,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003351,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003360,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20002445,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20003356,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20002439,Downshire East,4.2,,8.1,,11.2,,11.7,100.0,8.8,100.0,4
N20002499,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20002498,Castlereagh South,10.9,,0.6,,14.4,3.4,3.9,37.6,7.4,20.5,4
N20003347,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003463,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003464,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003465,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003466,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003468,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003462,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003471,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003470,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003467,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003472,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003469,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003473,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003358,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003352,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003359,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003365,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003383,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003384,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003388,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003390,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003392,Downpatrick,2.7,47.1,,1.0,10.8,,81.3,0.0,31.6,16.0,3
N20003395,Downpatrick,2.9,23.1,,19.2,54.2,11.6,81.3,0.0,46.1,13.5,3
N20003394,Downpatrick,2.9,23.1,,19.2,54.2,11.6,81.3,0.0,46.1,13.5,3
N20003393,Downpatrick,2.9,23.1,,19.2,54.2,11.6,81.3,0.0,46.1,13.5,3
N20003386,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003371,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003376,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003377,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003381,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003375,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003372,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003368,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003364,Rowallane,2.7,47.1,,1.0,10.8,,,55.4,6.8,34.5,2
N20003773,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003391,Downpatrick,2.9,23.1,,19.2,54.2,11.6,81.3,0.0,46.1,13.5,3
N20003779,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003778,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003777,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003775,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003776,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003780,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003774,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003770,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003769,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003768,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003765,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003764,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003766,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003767,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003771,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003772,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003763,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003760,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003759,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003756,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003761,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003762,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003758,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003757,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003755,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003750,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003753,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003751,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003743,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003749,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003748,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003747,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003745,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003742,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003741,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003746,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003752,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003754,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003460,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003457,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003459,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003458,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003454,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003453,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003455,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003435,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003439,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003447,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003450,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003449,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003444,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003445,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003438,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003434,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003436,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003441,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003440,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003437,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003443,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003451,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003452,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003446,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003448,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003442,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003433,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003432,Comber,12.7,,,,31.9,,29.3,,24.6,,3
N20003536,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003534,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003535,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003532,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003531,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003533,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003526,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003527,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003530,Newtownards,23.3,,,,31.5,,9.8,,21.5,,3
N20003529,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003528,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003525,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003744,Ards Peninsula,23.3,,5.8,,,,0.1,100.0,9.7,100.0,3
N20003740,Ards Peninsula,23.3,,5.8,,8.2,,0.1,100.0,9.3,100.0,4
N20003731,Ards Peninsula,23.3,,5.8,,8.2,,0.1,100.0,9.3,100.0,4
N20003678,Bangor Central,,,,,,,14.3,,14.3,,1
N20003476,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003479,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003482,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003489,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003487,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003491,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003488,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003484,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003481,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003480,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003477,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003738,Ards Peninsula,23.3,,5.8,,8.2,,0.1,100.0,9.3,100.0,4
N20003492,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003497,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003505,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003739,Ards Peninsula,23.3,,5.8,,8.2,,0.1,100.0,9.3,100.0,4
N20003515,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003520,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003519,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003511,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003507,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003498,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003501,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003506,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003502,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003512,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003509,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003517,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003514,Newtownards,23.3,,5.8,,8.2,,9.8,,11.8,,4
N20003522,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003521,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003524,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003516,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003518,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003510,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003500,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003499,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003504,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003513,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003503,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003496,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003493,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003495,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003485,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003486,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003478,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003483,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003490,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003494,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003508,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003523,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20002509,Castlereagh East,20.4,,,,23.9,,33.3,,25.9,,3
N20003475,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003474,Newtownards,23.3,,5.8,,31.5,,9.8,,17.6,,4
N20003620,Bangor West,,,,,,,,100.0,,100.0,0
N20003618,Bangor West,,,,,,,,100.0,,100.0,0
N20003617,Bangor West,,,,,,,,100.0,,100.0,0
N20003616,Bangor West,,,,,,,,100.0,,100.0,0
N20003569,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003547,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003544,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003539,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003540,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003546,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003591,Bangor West,,,,,,,,100.0,,100.0,0
N20003594,Bangor West,,,,,,,,100.0,,100.0,0
N20003588,Bangor West,,,,,,,,100.0,,100.0,0
N20003598,Bangor West,,,,,,,,100.0,,100.0,0
N20003600,Bangor West,,,,,,,,100.0,,100.0,0
N20003604,Bangor West,,,,,,,,100.0,,100.0,0
N20003612,Bangor West,,,,,,,,100.0,,100.0,0
N20003606,Bangor West,,,,,,,,100.0,,100.0,0
N20003607,Bangor West,,,,,,,,100.0,,100.0,0
N20003608,Bangor West,,,,,,,,100.0,,100.0,0
N20003609,Bangor West,,,,,,,,100.0,,100.0,0
N20003602,Bangor West,,,,,,,,100.0,,100.0,0
N20003597,Bangor West,,,,,,,,100.0,,100.0,0
N20003595,Bangor West,,,,,,,,100.0,,100.0,0
N20003587,Bangor West,,,,,,,,100.0,,100.0,0
N20003589,Bangor West,,,,,,,,100.0,,100.0,0
N20003580,Bangor West,,,,,,,,100.0,,100.0,0
N20003582,Bangor West,,,,,,,,100.0,,100.0,0
N20003585,Bangor West,,,,,,,,100.0,,100.0,0
N20003543,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003541,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003542,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003578,Bangor West,,,,,,,,100.0,,100.0,0
N20003579,Bangor West,,,,,,,,100.0,,100.0,0
N20003584,Bangor West,,,,,,,,100.0,,100.0,0
N20003581,Bangor West,,,,,,,,100.0,,100.0,0
N20003583,Bangor West,,,,,,,,100.0,,100.0,0
N20003642,Bangor Central,,,,,,,14.3,,14.3,,1
N20003640,Bangor Central,,,,,,,14.3,,14.3,,1
N20003632,Bangor Central,,,,,,,14.3,,14.3,,1
N20003628,Bangor Central,,,,,,,14.3,,14.3,,1
N20003624,Bangor Central,,,,,,,14.3,,14.3,,1
N20003623,Bangor Central,,,,,,,14.3,,14.3,,1
N20003630,Bangor Central,,,,,,,14.3,,14.3,,1
N20003626,Bangor Central,,,,,,,14.3,,14.3,,1
N20003639,Bangor Central,,,,,,,14.3,,14.3,,1
N20003633,Bangor Central,,,,,,,14.3,,14.3,,1
N20003631,Bangor Central,,,,,,,14.3,,14.3,,1
N20003636,Bangor Central,,,,,,,14.3,,14.3,,1
N20003644,Bangor Central,,,,,,,14.3,,14.3,,1
N20003647,Bangor Central,,,,,,,14.3,,14.3,,1
N20003650,Bangor Central,,,,,,,14.3,,14.3,,1
N20003648,Bangor Central,,,,,,,14.3,,14.3,,1
N20003653,Bangor Central,,,,,,,14.3,,14.3,,1
N20003651,Bangor Central,,,,,,,14.3,,14.3,,1
N20003649,Bangor Central,,,,,,,14.3,,14.3,,1
N20003596,Bangor West,,,,,,,,100.0,,100.0,0
N20003599,Bangor West,,,,,,,,100.0,,100.0,0
N20003592,Bangor West,,,,,,,,100.0,,100.0,0
N20003586,Bangor West,,,,,,,,100.0,,100.0,0
N20003593,Bangor West,,,,,,,,100.0,,100.0,0
N20003590,Bangor West,,,,,,,,100.0,,100.0,0
N20003601,Bangor West,,,,,,,,100.0,,100.0,0
N20003603,Bangor West,,,,,,,,100.0,,100.0,0
N20003605,Bangor West,,,,,,,,100.0,,100.0,0
N20003614,Bangor West,,,,,,,,100.0,,100.0,0
N20003610,Bangor West,,,,,,,,100.0,,100.0,0
N20003611,Bangor West,,,,,,,,100.0,,100.0,0
N20003613,Bangor West,,,,,,,,100.0,,100.0,0
N20003619,Bangor West,,,,,,,,100.0,,100.0,0
N20003615,Bangor West,,,,,,,,100.0,,100.0,0
N20003657,Bangor Central,,,,,,,14.3,,14.3,,1
N20003663,Bangor Central,,,,,,,14.3,,14.3,,1
N20003557,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003556,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003554,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003562,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003568,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003572,Holywood and Clandeboye,,,,,,,9.9,100.0,9.9,100.0,1
N20003677,Bangor Central,,,,,,,14.3,,14.3,,1
N20003674,Bangor Central,,,,,,,14.3,,14.3,,1
N20003670,Bangor Central,,,,,,,14.3,,14.3,,1
N20003671,Bangor Central,,,,,,,14.3,,14.3,,1
N20003675,Bangor Central,,,,,,,14.3,,14.3,,1
N20003673,Bangor Central,,,,,,,14.3,,14.3,,1
N20003676,Bangor Central,,,,,,,14.3,,14.3,,1
N20003672,Bangor Central,,,,,,,14.3,,14.3,,1
N20003668,Bangor Central,,,,,,,14.3,,14.3,,1
N20003667,Bangor Central,,,,,,,14.3,,14.3,,1
N20003662,Bangor Central,,,,,,,14.3,,14.3,,1
N20003664,Bangor Central,,,,,,,14.3,,14.3,,1
N20003665,Bangor Central,,,,,,,14.3,,14.3,,1
N20003666,Bangor Central,,,,,,,14.3,,14.3,,1
N20003659,Bangor Central,,,,,,,14.3,,14.3,,1
N20003660,Bangor Central,,,,,,,14.3,,14.3,,1
N20003656,Bangor Central,,,,,,,14.3,,14.3,,1
N20003654,Bangor Central,,,,,,,14.3,,14.3,,1
N20003655,Bangor Central,,,,,,,14.3,,14.3,,1
N20003658,Bangor Central,,,,,,,14.3,,14.3,,1
N20003661,Bangor Central,,,,,,,14.3,,14.3,,1
N20003712,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003716,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003708,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003709,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003710,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003714,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003717,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003719,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003669,Bangor Central,,,,,,,14.3,,14.3,,1
N20003706,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003697,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003702,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003699,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003701,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003703,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003705,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003652,Bangor Central,,,,,,,14.3,,14.3,,1
N20003698,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003695,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003646,Bangor Central,,,,,,,14.3,,14.3,,1
N20003645,Bangor Central,,,,,,,14.3,,14.3,,1
N20003643,Bangor Central,,,,,,,14.3,,14.3,,1
N20003692,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003694,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003696,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003691,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003690,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003635,Bangor Central,,,,,,,14.3,,14.3,,1
N20003641,Bangor Central,,,,,,,14.3,,14.3,,1
N20003634,Bangor Central,,,,,,,14.3,,14.3,,1
N20003638,Bangor Central,,,,,,,14.3,,14.3,,1
N20003637,Bangor Central,,,,,,,14.3,,14.3,,1
N20003627,Bangor Central,,,,,,,14.3,,14.3,,1
N20003629,Bangor Central,,,,,,,14.3,,14.3,,1
N20003622,Bangor Central,,,,,,,14.3,,14.3,,1
N20003625,Bangor Central,,,,,,,14.3,,14.3,,1
N20003687,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003684,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003683,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003686,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003689,Bangor East and Donaghadee,,,,,,,9.8,,9.8,,1
N20003688,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003693,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003700,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003713,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003723,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003720,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003707,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003704,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003711,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003715,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003718,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003725,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003722,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003728,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003729,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003727,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003724,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003726,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003721,Bangor East and Donaghadee,9.5,,,,8.2,,9.8,,9.2,,3
N20003730,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
N20003737,Ards Peninsula,9.5,,,,,,0.1,100.0,4.8,100.0,2
N20003736,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
N20003734,Ards Peninsula,9.5,,,,8.2,,0.1,100.0,5.9,100.0,3
