DZ21,yes,pop
N20001110,32.6,274.0
N20002832,17.9,409.99
N20002553,26.6,344.99
N20002505,15.8,350.02
N20003585,17.7,385.99
N20002279,18.8,228.06
N20002438,16.5,400.0
N20003603,18.5,386.01
N20003218,47.7,474.99
N20000970,20.1,432.04
N20002175,39.7,445.03
N20000044,28.3,390.99
N20002656,13.9,420.0
N20003209,30.0,417.0
N20002104,36.8,346.99
N20001157,32.9,405.01
N20001003,16.5,277.97
N20002909,33.1,540.0
N20001056,17.5,475.03
N20000286,45.1,420.0
N20003164,46.7,378.02
N20000983,19.3,510.05
N20001508,29.5,583.05
N20000051,40.6,370.98
N20001149,28.9,581.98
N20000467,30.5,372.06
N20001936,31.4,518.95
N20003404,35.6,244.01
N20002508,20.8,459.02
N20000874,15.9,221.03
N20000238,38.4,491.99
N20000246,42.4,416.98
N20000310,34.7,345.98
N20003009,44.0,636.99
N20000823,25.4,416.01
N20000933,23.3,333.0
N20001201,27.8,371.01
N20000796,42.4,568.02
N20000807,41.7,495.01
