id,title,provider,bestMatchScore,bestMatchCandidateTitle,titleJaccard,autoDecision,reason
already-on-site-review:84,Province Boundaries Generalised 50m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.00)"
already-on-site-review:290,Road & Rail Intersections - National 250k Map of Ireland,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.125,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.13)"
already-on-site-review:186,Settlements Generalised 100m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.00)"
already-on-site-review:187,Settlements Generalised 20m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.00)"
already-on-site-review:188,Settlements Generalised 50m - National Statistical Boundaries - 2015,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.00)"
already-on-site-review:758,Watercourse Start End Points - National 1m Map Of Ireland,Tailte/OSI/data.gov.ie,0.47,Counties of Ireland,0.111,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.47, jaccard 0.11)"
already-on-site-review:710,COVID-19 HPSC Detailed Statistics Profile,Tailte/OSI/data.gov.ie,0.46,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.00)"
already-on-site-review:712,COVID-19 HSE Daily Vaccination Figures,Tailte/OSI/data.gov.ie,0.46,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.00)"
already-on-site-review:714,COVID-19 HSE Weekly Vaccination Figures,Tailte/OSI/data.gov.ie,0.46,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.00)"
already-on-site-review:883,"Quaternary Geomorphology 1:50,000 Ireland (ROI) ITM",data.gov.ie,0.46,"Superficial Geology 1:250,000",0.182,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.18)"
already-on-site-review:884,"Quaternary Sediments 1:50,000 Ireland (ROI) ITM",data.gov.ie,0.46,"Superficial Geology 1:250,000",0.182,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.18)"
already-on-site-review:966,COVID-19 Laboratory Testing Time Series,Tailte/OSI/data.gov.ie,0.46,Counties of Ireland,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.46, jaccard 0.00)"
already-on-site-review:595,2019 Ortho OSNI,Open Data NI,0.45,NI Poultry Holdings (April 2019),0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.00)"
already-on-site-review:304,All Weather Pitches SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.125,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.13)"
already-on-site-review:314,Athletic Tracks SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:324,Bowling Green SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:331,Casual Trading SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:345,Cricket Pitches SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:379,Exercise Equipment SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:380,Fairy Trails SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:387,GAA Pitches SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:839,gsi-groundwater-recharge,data.gov.ie,0.45,"Superficial Geology 1:250,000",0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.00)"
already-on-site-review:655,Net Shoreline Movement,Open Data NI,0.45,NI Poultry Holdings (April 2019),0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.00)"
already-on-site-review:863,Noise Round 1 Dublin Agglomeration,data.gov.ie,0.45,Environmental Noise ? Belfast Agglomeration Lden (Round 3),0.333,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.33)"
already-on-site-review:887,Record of Protected Structures,data.gov.ie,0.45,Record Protected Structures (DCC),0.750,duplicate-skip,near-identical title (jaccard 0.75) + score 0.45
already-on-site-review:252,Road Schedule SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:442,Rugby Pitches SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:253,School Wardens Duty Points DCC,data.gov.ie,0.45,Wifi4eu Access Points (DCC),0.286,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.29)"
already-on-site-review:452,Soccer Pitches SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:123,Townlands 2015 SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.167,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.17)"
already-on-site-review:484,Traffic Data Site Names SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.111,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.11)"
already-on-site-review:497,Walking Trails SDCC,data.gov.ie,0.45,Monthly River Quality Data1 (SDCC),0.143,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.14)"
already-on-site-review:944,Wexford County Development Plan 2022 - 2028,data.gov.ie,0.45,Development Plan 2022 2028 (DCC),0.400,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.40)"
already-on-site-review:131,Local Electoral Areas 2019 SDCC,data.gov.ie,0.45,European Parliament Constituencies 2019,0.000,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.00)"
already-on-site-review:416,Parking Fines 2025 SDCC,data.gov.ie,0.45,Bicycle Parking Stands (SDCC),0.400,duplicate-skip,"tool bucket ""probable-variant-or-source-enrichment"" (variant/source; score 0.45, jaccard 0.40)"
already-on-site-review:560,1951 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:561,1962 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:562,1963 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:567,1968 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:572,1974 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:580,1990 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:581,1991 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:582,1997 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:594,2018 AP,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:605,Beaches - CCGBC,Open Data NI,0.44,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:788,"Bedrock Boreholes 1:50,000 Ireland (ROI) ITM (Verified)",data.gov.ie,0.44,"Bedrock Boreholes 1:50,000 (ROI)",0.667,duplicate-skip,"near-identical title (jaccard 0.67) in ""hold-low-confidence-variant-review"""
already-on-site-review:146,Bedrock boundary,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:147,Bedrock boundary,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:789,"Bedrock Geology 1:1,000,000 Ireland (ROI/NI) ITM",data.gov.ie,0.44,"Superficial Geology 1:250,000",0.300,escalate,"partial title overlap (jaccard 0.30) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:792,"Bedrock Geology 1:500,000 Ireland (ROI/NI) ITM",data.gov.ie,0.44,"Superficial Geology 1:250,000",0.273,publish-new,"low title overlap (jaccard 0.27) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:794,Bleeperbike API,data.gov.ie,0.44,Pedestrian And Cycle Counter Api For Dublin Region (DCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:97,Boundaries,data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:150,Boundary Line,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:151,Boundary Line,Open Data NI,0.44,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:613,Cemeteries and Old Graveyards in Causeway Coast and Glens Borough Council,Open Data NI,0.44,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:618,Community Centres in Causeway Coast and Glens Borough Council,Open Data NI,0.44,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:32,Constituency Boundaries - Generalised 100m - National Electoral Boundaries - 2017,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:33,Constituency Boundaries - Generalised 20m - National Electoral Boundaries - 2017,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:35,Constituency Boundaries Generalised 20m - National Electoral Boundaries - 2013,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:36,Constituency Boundaries Generalised 50m - National Electoral Boundaries - 2017,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:245,COVID-19 HPSC County Statistics Historic Point Geometry,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:104,District Electoral Divisions Boundaries,data.gov.ie,0.44,District Electoral Divisions/Wards 1970,0.750,duplicate-skip,"near-identical title (jaccard 0.75) in ""hold-low-confidence-variant-review"""
already-on-site-review:248,DLR Road Traffic Special Speed Limit Bye Laws 2024,data.gov.ie,0.44,Speed Signs (DLR),0.222,publish-new,"low title overlap (jaccard 0.22) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:626,Family Fun in Causeway Coast and Glens Borough Council,Open Data NI,0.44,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:629,Former NUTS III Areas,Open Data NI,0.44,Census Grid 2021 (1km),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:385,Fossit 1 - County,data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:69,Gaeltacht Language Planning Areas - National Administrative Boundaries - Ungeneralised - 2026,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:735,High Water Mark - National Water Marks - Ungeneralised 2026,Tailte/OSI/data.gov.ie,0.44,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
