id,title,provider,bestMatchScore,bestMatchCandidateTitle,titleJaccard,autoDecision,reason
already-on-site-review:983,tellus-em-3khz-merc,Tellus airborne standalone,0.43,Tellus Electromagnetic ? 3 kHz Apparent Conductivity,0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:984,tellus-em-3khz-rgba,Tellus airborne standalone,0.43,Tellus Electromagnetic ? 3 kHz Apparent Conductivity,0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:991,tellus-rad-k-merc,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:992,tellus-rad-k-rgba,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:993,tellus-rad-th-merc,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:994,tellus-rad-th-rgba,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:995,tellus-rad-total-merc,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:996,tellus-rad-total-rgba,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:997,tellus-rad-u-merc,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:998,tellus-rad-u-rgba,Tellus airborne standalone,0.43,Tellus Radiometric ? raw airborne flight-line data,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:806,Cork City Walks,data.gov.ie,0.43,2023,0.000,publish-new,weak-match bucket; no existing target (score 0.43)
already-on-site-review:303,Accessible Parking Spaces SDCC,data.gov.ie,0.42,Bicycle Parking Stands (SDCC),0.333,escalate,"partial title overlap (jaccard 0.33) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:332,Certificate of Registration Locations SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:616,Coastal Change Information Tool,Open Data NI,0.42,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:802,Community-Scale Flood Model Nodes - Current Scenario,data.gov.ie,0.42,National Coastal Flood Extents 2021 ? Current Scenario,0.300,escalate,"partial title overlap (jaccard 0.30) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:236,gsi-county-geological-heritage-sites-audited,data.gov.ie,0.42,"Superficial Geology 1:250,000",0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:394,Junctions and Pedestrian Crossings SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:407,Loading Bay Locations SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:211,National survey and assessment of the conservation status of Irish sea cliffs,data.gov.ie,0.42,ROI National Planning Applications,0.091,publish-new,"low title overlap (jaccard 0.09) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:270,Northern Ireland River Segments,Open Data NI,0.42,NIEA River Segments,0.400,escalate,"partial title overlap (jaccard 0.40) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:276,River and Lake Monitoring Points 2024,Open Data NI,0.42,WFD River & Lake Monitoring Sites ? 2nd Cycle,0.375,escalate,"partial title overlap (jaccard 0.38) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:277,River Blackwater Network Contribution,Open Data NI,0.42,Agricultural Critical Risk Areas (DAERA),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:440,Roscommon County Development Plan 2022-2028 - Settlement Hierarchy,data.gov.ie,0.42,Development Plan 2022 2028 (DCC),0.286,publish-new,"low title overlap (jaccard 0.29) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:447,Salt Bin Locations SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:117,Small Areas (Census 2011) FCC,data.gov.ie,0.42,Small Area 2011,0.200,publish-new,"low title overlap (jaccard 0.20) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:118,Small Areas (Census 2011)FCC,data.gov.ie,0.42,Small Area 2011,0.200,publish-new,"low title overlap (jaccard 0.20) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:458,Table A - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:460,Table A - Annual Budget 2018 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:461,Table A - Annual Budget 2019 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:463,Table B - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:464,Table B - Annual Budget 2017 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:465,Table B - Annual Budget 2018 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:466,Table B - Annual Budget 2019 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:468,Table C - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:469,Table D - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:470,Table D - Annual Budget 2017 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:471,Table D - Annual Budget 2018 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:472,Table D - Annual Budget 2019 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:473,Table E - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:474,Table E - Annual Budget 2017 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:475,Table E - Annual Budget 2018 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:476,Table E - Annual Budget 2019 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:477,Table F - Annual Budget 2016 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:478,Table F - Annual Budget 2017 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:479,Table F - Annual Budget 2018 SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:898,The Quarry Directory 2014 Ireland (ROI) ITM,data.gov.ie,0.42,Mineral Resources (Northern Ireland),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:907,Water Framework Directive Hydromorphological Status,data.gov.ie,0.42,WFD Surface Water Bodies ? Status 2015,0.250,publish-new,"low title overlap (jaccard 0.25) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:499,WEEE Collection Points SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:924,Derelict Sites Register SDCC,data.gov.ie,0.42,Monthly River Quality Data1 (SDCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:68,Gaeltacht Language Planning Areas - National Administrative Boundaries - Ungen. - 2024,Tailte/OSI/data.gov.ie,0.41,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:734,High Water Mark - National Water Marks - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,0.41,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:742,Low Water Mark - National Water Marks - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,0.41,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:700,Water Framework Directive 2nd Cycle Interim Status,Open Data NI,0.41,WFD River Water Bodies ? 2nd Cycle,0.300,escalate,"partial title overlap (jaccard 0.30) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:909,Water Framework Directive Transitional Waters Fish Ecological Status 2008 to recent,data.gov.ie,0.41,WFD Surface Water Bodies ? Status 2015,0.167,publish-new,"low title overlap (jaccard 0.17) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1085,INSPIRE Water Framework Directive Register of Protected Areas - Groundwater bodies for Drinking Water,data.gov.ie,0.41,Groundwater Drinking-Water Protected Areas (DWPAs),0.455,escalate,"partial title overlap (jaccard 0.45) in ""hold-context-overlap"" — signals ambiguous"
already-on-site-review:563,1964 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:564,1965 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:565,1966 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:566,1967 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:568,1970 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:569,1971 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:570,1972 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:571,1973 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:573,1974 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:574,1975 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:575,1976 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:576,1978 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:577,1979 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:578,1980 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:579,1983 OS 27 10K,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:598,Abstraction Licensing,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:302,Accessible Parking Spaces FCC,data.gov.ie,0.40,Accessible Parking Spaces (DCC),0.600,duplicate-skip,"near-identical title (jaccard 0.60) in ""hold-low-confidence-variant-review"""
already-on-site-review:599,Activity Centre CCGBC,Open Data NI,0.40,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:96,Administrative Areas,data.gov.ie,0.40,ROI National Planning Applications,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:782,Agriculture and High Amenity G,data.gov.ie,0.40,Pedestrian And Cycle Counter Api For Dublin Region (DCC),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:784,Anonymous LPIS and N&P for 2019,data.gov.ie,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:604,Baseline Definition,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:787,"Bedrock Boreholes 1:100,000 Ireland (ROI) ITM (Unverified)",data.gov.ie,0.40,"Bedrock Boreholes 1:50,000 (ROI)",0.500,escalate,"partial title overlap (jaccard 0.50) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:606,Bedrock Polygon,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:607,Bedrock Polygon,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:329,Burial Grounds SDCC,data.gov.ie,0.40,Monthly River Quality Data1 (SDCC),0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:98,Burren National Park Boundary Map,data.gov.ie,0.40,ROI National Planning Applications,0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:615,Coastal Cells,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:537,Community-Scale Modelled River Centrelines,data.gov.ie,0.40,NIFM River Flood Extents ? Current Scenario,0.100,publish-new,"low title overlap (jaccard 0.10) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:100,Connemara National Park Boundary Map,data.gov.ie,0.40,ROI National Planning Applications,0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:342,County Council Offices - Roscommon,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:224,COVID-19 HPSC HIU Latest Local Electoral Area Mapped,Tailte/OSI/data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:225,COVID-19 HPSC HIU Timeseries Local Electoral Area Mapped,Tailte/OSI/data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:193,Covid19CommunityCallReporter,data.gov.ie,0.40,ROI National Planning Applications,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:809,Cycle Lanes,data.gov.ie,0.40,Pedestrian And Cycle Counter Api For Dublin Region (DCC),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:619,Cycle NI Routes in Causeway Coast and Glens Borough Council Area,Open Data NI,0.40,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:349,Decarbonising Zones SDCC,data.gov.ie,0.40,Monthly River Quality Data1 (SDCC),0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:372,DLR Martello Towers - Location & Gun Range,data.gov.ie,0.40,Trim Trails (DLR),0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:622,E-Car Charge Points in Causeway Coast and Glens Borough Council,Open Data NI,0.40,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:623,EFS Agreements,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:624,EFS Schemes,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:386,Fossit 3 - Town,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:138,Galway County Council Polling Stations,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:766,GDA Cycle Network Survey 2013,data.gov.ie,0.40,Belfast Cycle Network,0.400,escalate,"partial title overlap (jaccard 0.40) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:107,Glenveagh National Park Boundary Map,data.gov.ie,0.40,ROI National Planning Applications,0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:195,Grasslands Monitoring Project 2006,data.gov.ie,0.40,ROI National Planning Applications,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:834,"Groundwater Subsoil Permeability 1:40,000 Ireland (ROI) ITM",data.gov.ie,0.40,"Superficial Geology 1:250,000",0.167,publish-new,"low title overlap (jaccard 0.17) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:198,Harbour Porpoise Surveys 2008,data.gov.ie,0.40,ROI National Planning Applications,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:393,Hedgerows,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:632,Historical Landuse Dataset,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:542,Irish Sea Pilot Project EUNIS Habitats,data.gov.ie,0.40,Habitat Network ? Wetland Habitat Networks (grouped),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:108,Killarney National Park Boundary Map,data.gov.ie,0.40,ROI National Planning Applications,0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:845,"Landslide Susceptibility Classification 1:50,000 Ireland (ROI) ITM",data.gov.ie,0.40,"Superficial Geology 1:250,000",0.167,publish-new,"low title overlap (jaccard 0.17) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:634,Leisure Centre - CCGBC,Open Data NI,0.40,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:402,Leisure Centres,data.gov.ie,0.40,Leisure Centres (DLR),0.667,duplicate-skip,"near-identical title (jaccard 0.67) in ""hold-low-confidence-variant-review"""
already-on-site-review:404,Libraries - Roscommon,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:406,Library Services SDCC,data.gov.ie,0.40,Monthly River Quality Data1 (SDCC),0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:140,Local Election Results 2014 - Roscommon,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:408,Locations,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:767,Luas Stop Locations,data.gov.ie,0.40,NI Pedestrian Crossings,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:641,"Marinas, Harbours and Slipways in Causeway Coast and Glens Borough Council",Open Data NI,0.40,Areas of Outstanding Natural Beauty (AONB),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:642,Mercury Potential Project,Open Data NI,0.40,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:850,Mineral Localities Ireland (ROI) ITM,data.gov.ie,0.40,Mineral Resources (Northern Ireland),0.286,publish-new,"low title overlap (jaccard 0.29) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:411,Municipal District,data.gov.ie,0.40,Counties of Ireland,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
