id,roiGroup,provider,organisation,category,title,cleanTitle,jurisdiction,topic,featureUnit,formats,proposedAction,proposedPlacement,runtimeDesired,runtimeConversion,confidence,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,residualBlockerCount,residualBlockers,resolvedBlockers,currentProviderUrl,waybackUrl,sourcePlacement,sourceProvenanceDraft,approvalState
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary17-5:01275,4. Open Data NI boundary and statistical-geography files,Open Data NI,"Department of Agriculture, Environment and Rural Affairs",tabular,Boundary,Boundary,Northern Ireland,boundary,features,HTML|JSON,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,needs-provider-context-review: publication policy assigned,https://admin.opendatani.gov.uk/dataset/boundary17-5,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary17-5,Browse/source/table record unless there is clear interactive map or query use.,"Department of Agriculture, Environment and Rural Affairs | Boundary | formats: HTML, JSON | current URL: https://admin.opendatani.gov.uk/dataset/boundary17-5 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary17-6:01276,4. Open Data NI boundary and statistical-geography files,Open Data NI,"Department of Agriculture, Environment and Rural Affairs",tabular,Boundary,Boundary,Northern Ireland,boundary,features,HTML|JSON,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,needs-provider-context-review: publication policy assigned,https://admin.opendatani.gov.uk/dataset/boundary17-6,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary17-6,Browse/source/table record unless there is clear interactive map or query use.,"Department of Agriculture, Environment and Rural Affairs | Boundary | formats: HTML, JSON | current URL: https://admin.opendatani.gov.uk/dataset/boundary17-6 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary17-7:01277,4. Open Data NI boundary and statistical-geography files,Open Data NI,"Department of Agriculture, Environment and Rural Affairs",tabular,Boundary,Boundary,Northern Ireland,boundary,features,HTML|JSON,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,needs-provider-context-review: publication policy assigned,https://admin.opendatani.gov.uk/dataset/boundary17-7,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary17-7,Browse/source/table record unless there is clear interactive map or query use.,"Department of Agriculture, Environment and Rural Affairs | Boundary | formats: HTML, JSON | current URL: https://admin.opendatani.gov.uk/dataset/boundary17-7 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-belfast-east:01278,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast East,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast East,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-east,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-east,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Belfast East | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-east | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-belfast-north:01279,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast North,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast North,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-north,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-north,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Belfast North | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-north | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-belfast-south-and-mid-down:01280,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast South and Mid Down,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast South and Mid Down,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-south-and-mid-down,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-south-and-mid-down,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Belfast South and Mid Down | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-south-and-mid-down | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-belfast-west:01281,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast West,OSNI OpenData - Parliamentary Constituencies 2023 - Belfast West,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-west,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-west,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Belfast West | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-belfast-west | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-east-antrim:01282,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - East Antrim,OSNI OpenData - Parliamentary Constituencies 2023 - East Antrim,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-antrim,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-antrim,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - East Antrim | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-antrim | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-east-londonderry:01283,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - East Londonderry,OSNI OpenData - Parliamentary Constituencies 2023 - East Londonderry,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-londonderry,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-londonderry,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - East Londonderry | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-east-londonderry | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-fermanagh-and-south-tyrone:01284,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Fermanagh and South Tyrone,OSNI OpenData - Parliamentary Constituencies 2023 - Fermanagh and South Tyrone,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-fermanagh-and-south-tyrone,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-fermanagh-and-south-tyrone,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Fermanagh and South Tyrone | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-fermanagh-and-south-tyrone | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-foyle:01285,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Foyle,OSNI OpenData - Parliamentary Constituencies 2023 - Foyle,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-foyle,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-foyle,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Foyle | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-foyle | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-lagan-valley:01286,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Lagan Valley,OSNI OpenData - Parliamentary Constituencies 2023 - Lagan Valley,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-lagan-valley,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-lagan-valley,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Lagan Valley | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-lagan-valley | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-mid-ulster:01287,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Mid Ulster,OSNI OpenData - Parliamentary Constituencies 2023 - Mid Ulster,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-mid-ulster,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-mid-ulster,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Mid Ulster | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-mid-ulster | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-newry-and-armagh:01288,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Newry and Armagh,OSNI OpenData - Parliamentary Constituencies 2023 - Newry and Armagh,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-newry-and-armagh,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-newry-and-armagh,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Newry and Armagh | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-newry-and-armagh | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-north-down:01289,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - North Down,OSNI OpenData - Parliamentary Constituencies 2023 - North Down,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-north-down,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-north-down,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - North Down | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-north-down | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-south-antrim:01290,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - South Antrim,OSNI OpenData - Parliamentary Constituencies 2023 - South Antrim,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-antrim,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-antrim,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - South Antrim | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-antrim | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-south-down:01291,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - South Down,OSNI OpenData - Parliamentary Constituencies 2023 - South Down,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-down,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-down,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - South Down | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-south-down | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-strangford:01292,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Strangford,OSNI OpenData - Parliamentary Constituencies 2023 - Strangford,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-strangford,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-strangford,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Strangford | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-strangford | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-upper-bann:01293,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - Upper Bann,OSNI OpenData - Parliamentary Constituencies 2023 - Upper Bann,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-upper-bann,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-upper-bann,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - Upper Bann | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-upper-bann | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-opendata-parliamentary-constituencies-2023-west-tyrone:01294,4. Open Data NI boundary and statistical-geography files,Open Data NI,Land & Property Services – Ordnance Survey of Northern Ireland,tabular,OSNI OpenData - Parliamentary Constituencies 2023 - West Tyrone,OSNI OpenData - Parliamentary Constituencies 2023 - West Tyrone,Northern Ireland,source-data,constituencies,PNG,source-download-only,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,geography-crosswalk-and-versioning: geography family inferred,https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-west-tyrone,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-west-tyrone,Browse/source/table record unless there is clear interactive map or query use.,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI OpenData - Parliamentary Constituencies 2023 - West Tyrone | formats: PNG | current URL: https://admin.opendatani.gov.uk/dataset/osni-opendata-parliamentary-constituencies-2023-west-tyrone | IA mirror/download link pending; do not expose local drive paths.,ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:property-vacancy-rates-by-parliamentary-constituency-and-sector:01295,5. Local authority planning/property/open-data layers,Open Data NI,Land & Property Services,tabular,Property Vacancy Rates by Parliamentary Constituency and Sector,Property Vacancy Rates by Parliamentary Constituency and Sector,Northern Ireland,election,constituencies,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,geography-matching: geography family inferred | local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://admin.opendatani.gov.uk/dataset/property-vacancy-rates-by-parliamentary-constituency-and-sector,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/property-vacancy-rates-by-parliamentary-constituency-and-sector,Browse/Books/Tables source record with IA hotlinked viewport/download.,Land & Property Services | Property Vacancy Rates by Parliamentary Constituency and Sector | formats: CSV | current URL: https://admin.opendatani.gov.uk/dataset/property-vacancy-rates-by-parliamentary-constituency-and-sector | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:covid-19-laboratory-testing-time-series:01296,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,COVID-19 Laboratory Testing Time Series,COVID-19 Laboratory Testing Time Series,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML|KML|ZIP,variant-child-map,Maps > boundary/geography variant,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.,45,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/covid-19-laboratory-testing-time-series,https://web.archive.org/web/*/https://data.gov.ie/dataset/covid-19-laboratory-testing-time-series,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | COVID-19 Laboratory Testing Time Series | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/covid-19-laboratory-testing-time-series | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:covid-19-noca-icubis-historic-time-series:01297,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,COVID-19 NOCA ICUBIS Historic Time Series,COVID-19 NOCA ICUBIS Historic Time Series,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML|KML|ZIP,variant-child-map,Maps > boundary/geography variant,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.,45,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/covid-19-noca-icubis-historic-time-series,https://web.archive.org/web/*/https://data.gov.ie/dataset/covid-19-noca-icubis-historic-time-series,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | COVID-19 NOCA ICUBIS Historic Time Series | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/covid-19-noca-icubis-historic-time-series | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:covid-19-sdu-acute-hospital-time-series-summary:01298,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,COVID-19 SDU Acute Hospital Time Series Summary,COVID-19 SDU Acute Hospital Time Series Summary,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML|KML|ZIP,variant-child-map,Maps > boundary/geography variant,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.,45,,,,,false,1,geography-crosswalk-and-versioning: needs exact geography crosswalk,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/covid-19-sdu-acute-hospital-time-series-summary,https://web.archive.org/web/*/https://data.gov.ie/dataset/covid-19-sdu-acute-hospital-time-series-summary,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | COVID-19 SDU Acute Hospital Time Series Summary | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/covid-19-sdu-acute-hospital-time-series-summary | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
