id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-water-points:00930,Tailte/OSI/data.gov.ie,High Value Dataset - Water Points,hold-special-format,https://data.gov.ie/dataset/high-value-dataset-water-points,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-water-points,pending-upload-or-linking,"Tailte Éireann | High Value Dataset - Water Points | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-water-points | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-water-single-stream:00931,Tailte/OSI/data.gov.ie,High Value Dataset - Water Single Stream,hold-special-format,https://data.gov.ie/dataset/high-value-dataset-water-single-stream,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-water-single-stream,pending-upload-or-linking,"Tailte Éireann | High Value Dataset - Water Single Stream | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-water-single-stream | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-way-gdf2:00932,Tailte/OSI/data.gov.ie,High Value Dataset - Way GDF2,hold-special-format,https://data.gov.ie/dataset/high-value-dataset-way-gdf2,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-way-gdf2,pending-upload-or-linking,"Tailte Éireann | High Value Dataset - Way GDF2 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-way-gdf2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-way-points:00933,Tailte/OSI/data.gov.ie,High Value Dataset - Way Points,hold-special-format,https://data.gov.ie/dataset/high-value-dataset-way-points,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-way-points,pending-upload-or-linking,"Tailte Éireann | High Value Dataset - Way Points | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-way-points | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-ways:00934,Tailte/OSI/data.gov.ie,High Value Dataset - Ways,hold-special-format,https://data.gov.ie/dataset/high-value-dataset-ways,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-ways,pending-upload-or-linking,"Tailte Éireann | High Value Dataset - Ways | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-ways | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-water-mark-national-water-marks1:00935,Tailte/OSI/data.gov.ie,High Water Mark - National Water Marks,hold-special-format,https://data.gov.ie/dataset/high-water-mark-national-water-marks1,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-water-mark-national-water-marks1,pending-upload-or-linking,"Tailte Éireann | High Water Mark - National Water Marks | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-water-mark-national-water-marks1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-water-mark-national-water-marks-ungeneralised-20241:00936,Tailte/OSI/data.gov.ie,High Water Mark - National Water Marks - Ungeneralised - 2024,hold-special-format,https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-20241,pending-upload-or-linking,"Tailte Éireann | High Water Mark - National Water Marks - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-water-mark-national-water-marks-ungeneralised-2026:00937,Tailte/OSI/data.gov.ie,High Water Mark - National Water Marks - Ungeneralised 2026,hold-special-format,https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-2026,pending-upload-or-linking,"Tailte Éireann | High Water Mark - National Water Marks - Ungeneralised 2026 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-water-mark-national-water-marks-ungeneralised-2026 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:hydro-nodes-national-250k-map-of-ireland1:00938,Tailte/OSI/data.gov.ie,Hydro Nodes - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/hydro-nodes-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/hydro-nodes-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Hydro Nodes - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/hydro-nodes-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:islands-national-1m-map-of-ireland1:00939,Tailte/OSI/data.gov.ie,Islands - National 1m Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/islands-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/islands-national-1m-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Islands - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/islands-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:islands-national-250k-map-of-ireland1:00940,Tailte/OSI/data.gov.ie,Islands - National 250K Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/islands-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/islands-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Islands - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/islands-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:lakes-amp-reservoirs-national-250k-map-of-ireland:00941,Tailte/OSI/data.gov.ie,Lakes & Reservoirs - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/lakes-amp-reservoirs-national-250k-map-of-ireland,https://web.archive.org/web/*/https://data.gov.ie/dataset/lakes-amp-reservoirs-national-250k-map-of-ireland,pending-upload-or-linking,"Tailte Éireann | Lakes & Reservoirs - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/lakes-amp-reservoirs-national-250k-map-of-ireland | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:landmask-national-250k-map-of-ireland1:00942,Tailte/OSI/data.gov.ie,Landmask - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/landmask-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/landmask-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Landmask - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/landmask-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:low-water-mark-national-water-marks1:00943,Tailte/OSI/data.gov.ie,Low Water Mark - National Water Marks,hold-special-format,https://data.gov.ie/dataset/low-water-mark-national-water-marks1,https://web.archive.org/web/*/https://data.gov.ie/dataset/low-water-mark-national-water-marks1,pending-upload-or-linking,"Tailte Éireann | Low Water Mark - National Water Marks | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/low-water-mark-national-water-marks1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:low-water-mark-national-water-marks-ungeneralised-20241:00944,Tailte/OSI/data.gov.ie,Low Water Mark - National Water Marks - Ungeneralised - 2024,hold-special-format,https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-20241,pending-upload-or-linking,"Tailte Éireann | Low Water Mark - National Water Marks - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:low-water-mark-national-water-marks-ungeneralised-2026:00945,Tailte/OSI/data.gov.ie,Low Water Mark - National Water Marks - Ungeneralised 2026,hold-special-format,https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-2026,pending-upload-or-linking,"Tailte Éireann | Low Water Mark - National Water Marks - Ungeneralised 2026 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/low-water-mark-national-water-marks-ungeneralised-2026 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:main-harbours-national-250k-map-of-ireland1:00946,Tailte/OSI/data.gov.ie,Main Harbours - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/main-harbours-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/main-harbours-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Main Harbours - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/main-harbours-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:motorway-access-exit-points-national-1m-map-of-ireland1:00947,Tailte/OSI/data.gov.ie,Motorway Access Exit Points - National 1m Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/motorway-access-exit-points-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/motorway-access-exit-points-national-1m-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Motorway Access Exit Points - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/motorway-access-exit-points-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:mountains-national-1m-map-of-ireland1:00948,Tailte/OSI/data.gov.ie,Mountains - National 1m Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/mountains-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/mountains-national-1m-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Mountains - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/mountains-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:other-harbours-national-250k-map-of-ireland1:00949,Tailte/OSI/data.gov.ie,Other Harbours - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/other-harbours-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/other-harbours-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Other Harbours - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/other-harbours-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:power-plant-national-250k-map-of-ireland1:00950,Tailte/OSI/data.gov.ie,Power Plant - National 250K Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/power-plant-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/power-plant-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Power Plant - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/power-plant-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:rail-network-national-250k-map-of-ireland1:00951,Tailte/OSI/data.gov.ie,Rail Network - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/rail-network-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/rail-network-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Rail Network - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/rail-network-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:railway-stations-national-250k-map-of-ireland1:00952,Tailte/OSI/data.gov.ie,Railway Stations - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/railway-stations-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/railway-stations-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Railway Stations - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/railway-stations-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:reservoirs-national-250k-map-of-ireland1:00953,Tailte/OSI/data.gov.ie,Reservoirs - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/reservoirs-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/reservoirs-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Reservoirs - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/reservoirs-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:runways-national-250k-map-of-ireland1:00954,Tailte/OSI/data.gov.ie,Runways - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/runways-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/runways-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Runways - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/runways-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sea-national-1m-map-of-ireland1:00955,Tailte/OSI/data.gov.ie,Sea - National 1m Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/sea-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/sea-national-1m-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Sea - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/sea-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:sea-area-national-250k-map-of-ireland1:00956,Tailte/OSI/data.gov.ie,Sea Area - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/sea-area-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/sea-area-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Sea Area - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/sea-area-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:shore-national-250k-map-of-ireland1:00957,Tailte/OSI/data.gov.ie,Shore - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/shore-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/shore-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Shore - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/shore-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:vegetation-areas-national-250k-map-of-ireland1:00958,Tailte/OSI/data.gov.ie,Vegetation Areas - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/vegetation-areas-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/vegetation-areas-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Vegetation Areas - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/vegetation-areas-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:water-national-250k-map-of-ireland1:00959,Tailte/OSI/data.gov.ie,Water - National 250k Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/water-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/water-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Water - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/water-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:watercourse-start-end-points-national-1m-map-of-ireland1:00960,Tailte/OSI/data.gov.ie,Watercourse Start End Points - National 1m Map Of Ireland,hold-special-format,https://data.gov.ie/dataset/watercourse-start-end-points-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/watercourse-start-end-points-national-1m-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Watercourse Start End Points - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/watercourse-start-end-points-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:waterfalls-national-250k-map-of-ireland1:00961,Tailte/OSI/data.gov.ie,Waterfalls - National 250K Map of Ireland,hold-special-format,https://data.gov.ie/dataset/waterfalls-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/waterfalls-national-250k-map-of-ireland1,pending-upload-or-linking,"Tailte Éireann | Waterfalls - National 250K Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/waterfalls-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:n6-galway-city-ring-road-n6-gcrr:00962,data.gov.ie,N6 Galway City Ring Road (N6 GCRR),local-authority-batch-review,https://data.gov.ie/dataset/n6-galway-city-ring-road-n6-gcrr,https://web.archive.org/web/*/https://data.gov.ie/dataset/n6-galway-city-ring-road-n6-gcrr,pending-upload-or-linking,"Galway City Council | N6 Galway City Ring Road (N6 GCRR) | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/n6-galway-city-ring-road-n6-gcrr | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:new-roads:00963,data.gov.ie,New Roads,local-authority-batch-review,https://data.gov.ie/dataset/new-roads,https://web.archive.org/web/*/https://data.gov.ie/dataset/new-roads,pending-upload-or-linking,"Galway City Council | New Roads | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/new-roads | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:public-transportation-corridor:00964,data.gov.ie,Public Transportation Corridor,local-authority-batch-review,https://data.gov.ie/dataset/public-transportation-corridor,https://web.archive.org/web/*/https://data.gov.ie/dataset/public-transportation-corridor,pending-upload-or-linking,"Galway City Council | Public Transportation Corridor | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/public-transportation-corridor | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:road-improvements:00965,data.gov.ie,Road Improvements,local-authority-batch-review,https://data.gov.ie/dataset/road-improvements,https://web.archive.org/web/*/https://data.gov.ie/dataset/road-improvements,pending-upload-or-linking,"Galway City Council | Road Improvements | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/road-improvements | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:tuam-road-bus-and-cycle-corridor:00966,data.gov.ie,Tuam Road Bus and Cycle Corridor,local-authority-batch-review,https://data.gov.ie/dataset/tuam-road-bus-and-cycle-corridor,https://web.archive.org/web/*/https://data.gov.ie/dataset/tuam-road-bus-and-cycle-corridor,pending-upload-or-linking,"Galway City Council | Tuam Road Bus and Cycle Corridor | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/tuam-road-bus-and-cycle-corridor | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:34th-dail-general-election-29-november-2024-election-results:00967,data.gov.ie,34th Dáil General Election Results 29 November 2024,enrich-existing-election,https://data.gov.ie/dataset/34th-dail-general-election-29-november-2024-election-results,https://web.archive.org/web/*/https://data.gov.ie/dataset/34th-dail-general-election-29-november-2024-election-results,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | 34th Dáil General Election Results 29 November 2024 | formats: XLSX | current URL: https://data.gov.ie/dataset/34th-dail-general-election-29-november-2024-election-results | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:candidate-details-for-general-election-2016:00968,data.gov.ie,Candidate Details for General Election 2016,enrich-existing-election,https://data.gov.ie/dataset/candidate-details-for-general-election-2016,https://web.archive.org/web/*/https://data.gov.ie/dataset/candidate-details-for-general-election-2016,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Candidate Details for General Election 2016 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/candidate-details-for-general-election-2016 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:candidate-details-for-general-election-2020:00969,data.gov.ie,Candidate Details for General Election 2020,enrich-existing-election,https://data.gov.ie/dataset/candidate-details-for-general-election-2020,https://web.archive.org/web/*/https://data.gov.ie/dataset/candidate-details-for-general-election-2020,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Candidate Details for General Election 2020 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/candidate-details-for-general-election-2020 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:first-preference-votes-of-the-general-election-of-february-2011:00970,data.gov.ie,First preference votes of the general election of February 2011,enrich-existing-election,https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-february-2011,https://web.archive.org/web/*/https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-february-2011,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | First preference votes of the general election of February 2011 | formats: CSV | current URL: https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-february-2011 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:first-preference-votes-of-the-general-election-of-may-2002:00971,data.gov.ie,First preference votes of the general election of May 2002,enrich-existing-election,https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2002,https://web.archive.org/web/*/https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2002,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | First preference votes of the general election of May 2002 | formats: CSV | current URL: https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2002 | IA mirror/download link pending; do not expose local drive paths."
