DZ2021_cd,OA_CODE_dominant,OA_CODE_point
N20001635,95JJ190003,95JJ190009
N20001636,95UU020001,95UU020001
N20001637,95JJ190002,95JJ190002
N20001638,95JJ080005,95JJ080005
N20001639,95UU050002,95UU050001
N20001640,95JJ090001,95JJ090001
N20001641,95JJ090004,95JJ090004
N20001642,95EE020003,95EE020001
N20001643,95EE020004,95EE020004
N20001644,95JJ090001,95JJ090001
N20001645,95EE050004,95EE050004
N20001646,95EE050001,95EE050001
N20001647,95JJ080007,95JJ080007
N20001648,95EE050001,95EE050004
N20001649,95EE110002,95EE110002
N20001650,95EE050003,95EE050003
N20001651,95UU030002,95UU030002
N20001652,95UU130001,95UU130002
N20001653,95UU060001,95UU060001
N20001654,95UU060004,95UU060004
N20001655,95UU060002,95UU060002
N20001656,95UU120003,95UU120003
N20001657,95UU030001,95UU030001
N20001658,95UU150001,95UU130002
N20001659,95UU030002,95UU030003
N20001660,95UU140005,95UU140005
N20001661,95UU120004,95UU120004
N20001662,95UU140003,95UU120001
N20001663,95UU140004,95UU120001
N20001664,95UU140001,95UU140001
N20001665,95UU110002,95UU110001
N20001666,95UU150001,95UU150001
N20001667,95UU110002,95UU110002
N20001668,95UU110001,95UU110001
N20001669,95UU150002,95UU150002
N20001670,95EE150004,95EE150004
N20001671,95UU010001,95UU010002
N20001672,95EE150004,95EE150004
N20001673,95UU100002,95UU100001
N20001674,95EE150003,95EE150003
N20001675,95UU100001,95UU100001
N20001676,95EE150003,95EE150003
N20001677,95UU080004,95UU080004
N20001678,95EE010001,95EE010001
N20001679,95UU090001,95UU090001
N20001680,95UU090001,95UU090001
N20001681,95EE010003,95EE010002
N20001682,95UU090004,95UU090004
N20001683,95EE010004,95EE010004
N20001684,95UU090003,95UU090003
N20001685,95EE050001,95EE020004
N20001686,95EE080002,95EE080002
N20001687,95EE120005,95EE120005
N20001688,95EE120006,95EE120006
N20001689,95EE080001,95EE080003
N20001690,95EE120001,95EE120006
N20001691,95EE130003,95EE080002
N20001692,95EE030002,95EE030002
N20001693,95EE120002,95EE120002
N20001694,95EE120005,95EE120005
N20001695,95EE030004,95EE030004
N20001696,95EE030006,95EE030006
N20001697,95EE030005,95EE030005
N20001698,95EE080005,95EE080005
N20001699,95EE130002,95EE130002
N20001700,95EE130004,95EE130004
N20001701,95EE030001,95EE030001
N20001702,95EE070003,95EE070005
N20001703,95EE130005,95EE130005
N20001704,95EE070005,95EE070005
N20001705,95EE140004,95EE140004
N20001706,95EE070001,95EE070001
N20001707,95EE140001,95EE140001
N20001708,95EE140002,95EE140002
N20001709,95EE140002,95EE140002
N20001710,95EE140006,95EE140006
N20001711,95EE140006,95EE140002
N20001712,95EE050003,95EE050003
N20001713,95EE160002,95EE160002
N20001714,95EE090004,95EE090004
N20001715,95EE110003,95EE110001
N20001716,95EE110004,95EE110004
N20001717,95EE160003,95EE160003
N20001718,95EE060001,95EE060001
N20001719,95EE060003,95EE060003
N20001720,95EE090002,95EE090002
N20001721,95EE040001,95EE040004
N20001722,95EE090001,95EE090001
N20001723,95EE040001,95EE040001
N20001724,95EE040002,95EE060003
N20001725,95EE040002,95EE040002
N20001726,95EE160005,95EE160005
N20001727,95EE090001,95EE090001
N20001728,95EE090003,95EE100003
N20001729,95EE100003,95EE100003
N20001730,95EE100002,95EE100002
N20001731,95EE100001,95EE100001
N20001732,95MM120010,95MM120010
N20001733,95MM120011,95MM120011
N20001734,95MM040007,95MM040007
N20001735,95MM040002,95MM040002
N20001736,95MM100007,95MM100005
N20001737,95MM040001,95MM040001
N20001738,95MM300007,95MM300007
N20001739,95MM040005,95MM040005
N20001740,95MM040004,95MM040004
N20001741,95MM270006,95MM270006
N20001742,95MM100008,95MM100008
N20001743,95MM270008,95MM280001
N20001744,95MM100007,95MM100007
N20001745,95MM270008,95MM270008
N20001746,95MM300001,95MM300004
N20001747,95MM040006,95MM300005
N20001748,95MM300006,95MM300006
N20001749,95MM100001,95MM100001
N20001750,95MM280001,95MM280002
N20001751,95MM050003,95MM050003
N20001752,95MM100003,95MM100003
N20001753,95MM110001,95MM110001
N20001754,95MM280002,95MM280002
N20001755,95MM110002,95MM110002
N20001756,95MM280001,95MM280001
N20001757,95MM110004,95MM110004
N20001758,95MM050007,95MM050006
N20001759,95MM050004,95MM050004
N20001760,95MM110004,95MM110004
N20001761,95MM280007,95MM280006
N20001762,95MM110001,95MM110001
N20001763,95MM110006,95MM110006
N20001764,95MM280005,95MM280006
N20001765,95MM050001,95MM050001
N20001766,95MM050002,95MM050002
N20001767,95MM120012,95MM120012
N20001768,95MM120001,95MM120001
N20001769,95MM260008,95MM260008
N20001770,95MM260009,95MM260009
N20001771,95MM020001,95MM020001
N20001772,95MM020002,95MM020002
N20001773,95MM120002,95MM120002
N20001774,95MM120004,95MM120004
N20001775,95MM260002,95MM220003
N20001776,95MM260002,95MM260002
N20001777,95MM220006,95MM220006
N20001778,95MM260005,95MM260005
N20001779,95MM120006,95MM120005
N20001780,95MM120009,95MM120007
N20001781,95MM220004,95MM220002
N20001782,95MM120003,95MM120003
N20001783,95MM170010,95MM170010
N20001784,95MM220005,95MM220005
N20001785,95MM170002,95MM170003
N20001786,95MM120010,95MM120010
N20001787,95MM170007,95MM170007
N20001788,95MM170006,95MM170006
N20001789,95MM220005,95MM220005
N20001790,95MM270010,95MM270010
N20001791,95MM170007,95MM170007
N20001792,95MM170008,95MM170008
N20001793,95MM230005,95MM230005
N20001794,95MM170004,95MM230006
N20001795,95MM230001,95MM230001
N20001796,95MM170009,95MM170009
N20001797,95MM270002,95MM270002
N20001798,95MM270002,95MM270002
N20001799,95MM230002,95MM230008
N20001800,95MM230004,95MM230004
N20001801,95MM270003,95MM270003
N20001802,95MM270004,95MM270005
N20001803,95MM130019,95MM130019
N20001804,95MM130001,95MM130001
N20001805,95MM130006,95MM130006
N20001806,95MM130004,95MM130004
N20001807,95MM130001,95MM130006
N20001808,95MM130008,95MM130008
N20001809,95MM130007,95MM130007
N20001810,95MM130007,95MM130007
N20001811,95MM250001,95MM250001
N20001812,95MM250001,95MM130005
N20001813,95MM250001,95MM250001
N20001814,95MM130008,95MM130007
N20001815,95MM250004,95MM250004
N20001816,95MM130009,95MM130011
N20001817,95MM250016,95MM250003
N20001818,95MM250002,95MM250002
N20001819,95MM130011,95MM130013
N20001820,95MM250001,95MM250001
N20001821,95MM250004,95MM250005
N20001822,95MM250004,95MM250016
N20001823,95MM250002,95MM250002
N20001824,95MM020003,95MM020003
N20001825,95MM130012,95MM130012
N20001826,95MM130014,95MM130014
N20001827,95MM130015,95MM130015
N20001828,95MM130015,95MM130015
N20001829,95MM250002,95MM250002
N20001830,95MM240004,95MM240005
N20001831,95MM130016,95MM130018
N20001832,95MM250006,95MM250006
N20001833,95MM250007,95MM250007
N20001834,95MM020006,95MM020006
N20001835,95MM250009,95MM250009
N20001836,95MM240006,95MM240005
N20001837,95MM250014,95MM250014
N20001838,95MM240001,95MM240001
N20001839,95MM250008,95MM250008
N20001840,95MM020008,95MM020008
N20001841,95MM250013,95MM250013
N20001842,95MM060001,95MM250015
N20001843,95MM060007,95MM060007
N20001844,95MM240003,95MM240003
N20001845,95MM060004,95MM060004
N20001846,95MM060002,95MM060002
N20001847,95MM020009,95MM020010
N20001848,95MM060006,95MM060006
N20001849,95MM220003,95MM220003
N20001850,95MM160009,95MM160009
N20001851,95MM160008,95MM160008
N20001852,95MM070007,95MM070008
N20001853,95MM070004,95MM070004
N20001854,95MM140002,95MM140001
N20001855,95MM070001,95MM070001
N20001856,95MM070005,95MM190008
N20001857,95MM070006,95MM070006
N20001858,95MM160001,95MM160001
N20001859,95MM190008,95MM190008
N20001860,95MM140003,95MM070001
N20001861,95MM160001,95MM160001
N20001862,95MM200007,95MM200010
N20001863,95MM190009,95MM190009
N20001864,95MM200008,95MM200009
N20001865,95MM200010,95MM200011
N20001866,95MM140005,95MM140005
N20001867,95MM190002,95MM190004
N20001868,95MM200009,95MM200009
N20001869,95MM140006,95MM140006
N20001870,95MM140008,95MM140008
N20001871,95MM160001,95MM190003
N20001872,95MM160001,95MM160001
N20001873,95MM200010,95MM200001
N20001874,95MM140009,95MM140009
N20001875,95MM200002,95MM200001
N20001876,95MM200003,95MM200003
N20001877,95MM290001,95MM140007
N20001878,95MM190007,95MM160001
N20001879,95MM190005,95MM190005
N20001880,95MM290004,95MM290004
N20001881,95MM290002,95MM290002
N20001882,95MM290003,95MM290003
N20001883,95MM290005,95MM290005
N20001884,95MM010010,95MM010010
N20001885,95MM080003,95MM080003
N20001886,95MM080005,95MM080005
N20001887,95MM080002,95MM080002
N20001888,95MM010009,95MM010010
N20001889,95MM180004,95MM290009
N20001890,95MM290008,95MM290008
N20001891,95MM010010,95MM080008
N20001892,95MM180005,95MM180005
N20001893,95MM010003,95MM010003
N20001894,95MM010011,95MM010011
N20001895,95MM080007,95MM080007
N20001896,95MM080007,95MM080007
N20001897,95MM080008,95MM080008
N20001898,95MM010004,95MM010004
N20001899,95MM010003,95MM010003
N20001900,95MM180009,95MM080006
N20001901,95MM180004,95MM180004
N20001902,95MM180009,95MM180009
N20001903,95MM010005,95MM010005
N20001904,95MM180004,95MM180004
N20001905,95MM010007,95MM010007
N20001906,95MM010006,95MM010008
N20001907,95MM180009,95MM180009
N20001908,95MM150011,95MM150011
N20001909,95MM160003,95MM160003
N20001910,95MM160005,95MM160005
N20001911,95MM160007,95MM160007
N20001912,95MM160007,95MM160007
N20001913,95MM160007,95MM160007
N20001914,95MM150001,95MM150002
N20001915,95MM150004,95MM150004
N20001916,95MM150005,95MM150007
N20001917,95MM150004,95MM150004
N20001918,95MM150009,95MM150009
N20001919,95MM150006,95MM150006
N20001920,95MM150010,95MM150005
N20001921,95MM160008,95MM160008
N20001922,95MM160001,95MM160001
N20001923,95MM090002,95MM090002
N20001924,95MM090004,95MM090004
N20001925,95MM210005,95MM210005
N20001926,95MM210005,95MM210005
N20001927,95MM090003,95MM090003
N20001928,95MM210001,95MM210001
N20001929,95MM180002,95MM180002
N20001930,95MM210009,95MM210009
N20001931,95MM210008,95MM210008
N20001932,95MM210002,95MM210002
N20001933,95MM180001,95MM180001
N20001934,95MM180001,95MM180001
N20001935,95MM180001,95MM180004
N20001936,95MM090004,95MM090005
N20001937,95MM090005,95MM090005
N20001938,95MM180003,95MM180003
N20001939,95ZZ130006,95ZZ130006
N20001940,95MM180001,95MM180001
N20001941,95ZZ130002,95ZZ130003
N20001942,95MM090008,95MM090008
N20001943,95MM090001,95MM090001
N20001944,95MM090007,95MM090001
N20001945,95ZZ130002,95ZZ130002
N20001946,95MM030001,95MM030001
N20001947,95ZZ130003,95ZZ130003
N20001948,95MM030007,95MM030007
N20001949,95MM030004,95MM030004
N20001950,95ZZ130004,95ZZ130005
N20001951,95ZZ010005,95ZZ010005
N20001952,95ZZ050002,95ZZ050001
N20001953,95MM030005,95MM030005
N20001954,95ZZ050004,95MM030006
N20001955,95ZZ010005,95ZZ010005
N20001956,95MM030003,95MM030003
N20001957,95ZZ010004,95ZZ010004
N20001958,95ZZ010001,95ZZ010001
N20001959,95ZZ050003,95ZZ050003
N20001960,95ZZ100001,95ZZ100001
N20001961,95ZZ010004,95ZZ010003
N20001962,95ZZ100002,95ZZ100002
N20001963,95ZZ100005,95ZZ100005
N20001964,95ZZ100004,95ZZ100004
N20001965,95ZZ100003,95ZZ100003
N20001966,95ZZ100004,95ZZ100004
N20001967,95ZZ100004,95ZZ100004
N20001968,95ZZ010006,95ZZ010006
N20001969,95ZZ100007,95ZZ100007
N20001970,95ZZ160009,95ZZ160009
N20001971,95ZZ050004,95ZZ050004
N20001972,95ZZ060001,95ZZ060001
N20001973,95ZZ100004,95ZZ060003
N20001974,95ZZ160001,95ZZ160001
N20001975,95ZZ060002,95ZZ020002
N20001976,95ZZ060004,95ZZ060004
N20001977,95ZZ160008,95ZZ160008
N20001978,95ZZ020004,95ZZ020005
N20001979,95ZZ020001,95ZZ020001
N20001980,95ZZ020006,95ZZ140008
N20001981,95ZZ110002,95ZZ110002
N20001982,95ZZ060005,95ZZ060006
N20001983,95ZZ020003,95ZZ020003
N20001984,95ZZ140008,95ZZ140008
N20001985,95ZZ140002,95ZZ140004
N20001986,95ZZ140003,95ZZ140003
N20001987,95ZZ140005,95ZZ140005
N20001988,95ZZ150003,95ZZ150003
N20001989,95ZZ110003,95ZZ110003
N20001990,95ZZ110005,95ZZ110006
N20001991,95ZZ150003,95ZZ150004
N20001992,95ZZ150005,95ZZ150005
N20001993,95ZZ110004,95ZZ110004
N20001994,95ZZ160002,95ZZ160002
N20001995,95ZZ160006,95ZZ160006
N20001996,95ZZ070004,95ZZ070004
N20001997,95ZZ140006,95ZZ140006
N20001998,95ZZ070004,95ZZ070004
N20001999,95ZZ070005,95ZZ070005
N20002000,95ZZ120001,95ZZ120003
N20002001,95ZZ120004,95ZZ120004
N20002002,95ZZ120006,95ZZ120006
N20002003,95ZZ070006,95ZZ070006
N20002004,95ZZ120007,95ZZ120007
N20002005,95ZZ070001,95ZZ070001
N20002006,95ZZ120007,95ZZ120007
N20002007,95ZZ150001,95ZZ150001
N20002008,95ZZ070001,95ZZ070001
N20002009,95ZZ090003,95ZZ090003
N20002010,95ZZ090001,95ZZ090005
N20002011,95ZZ090003,95ZZ090006
N20002012,95ZZ030006,95ZZ030006
N20002013,95ZZ070003,95ZZ070003
N20002014,95ZZ030002,95ZZ030002
N20002015,95ZZ080001,95ZZ080001
N20002016,95ZZ030005,95ZZ030005
N20002017,95ZZ090004,95ZZ090001
N20002018,95ZZ080001,95ZZ080001
N20002019,95ZZ080004,95ZZ080004
N20002020,95ZZ080003,95ZZ030003
N20002021,95ZZ030004,95ZZ030004
N20002022,95ZZ030001,95ZZ030001
N20002023,95ZZ080002,95ZZ080002
N20002024,95ZZ090004,95ZZ040001
N20002025,95ZZ040006,95ZZ040006
N20002026,95ZZ080002,95ZZ080002
N20002027,95ZZ080006,95ZZ080006
N20002028,95ZZ040005,95ZZ040005
N20002029,95PP050003,95PP050003
N20002030,95PP050003,95PP050002
N20002031,95PP050004,95PP050004
N20002032,95PP180004,95PP180001
N20002033,95PP180004,95PP180004
N20002034,95PP180002,95PP180002
N20002035,95PP180001,95PP180006
N20002036,95PP180005,95PP180002
N20002037,95PP100006,95PP100006
N20002038,95PP210005,95PP210005
N20002039,95PP180003,95PP180003
N20002040,95PP170003,95PP170003
N20002041,95PP180002,95PP180007
N20002042,95PP170002,95PP170002
N20002043,95PP170001,95PP170001
N20002044,95PP100001,95PP100001
N20002045,95PP170007,95PP170007
N20002046,95PP100003,95PP170005
N20002047,95PP170008,95PP170008
N20002048,95PP100002,95PP100002
N20002049,95PP210003,95PP210003
N20002050,95PP210001,95PP210001
N20002051,95PP100005,95PP100003
N20002052,95PP190001,95PP190001
N20002053,95PP190002,95PP190004
N20002054,95PP190005,95PP190003
N20002055,95PP190002,95PP190007
N20002056,95PP190001,95PP190001
N20002057,95PP020005,95PP020005
N20002058,95PP020006,95PP020006
N20002059,95PP020001,95PP020001
N20002060,95PP070005,95PP070005
N20002061,95PP070001,95PP070001
N20002062,95PP070006,95PP070006
N20002063,95PP020002,95PP020002
N20002064,95PP040005,95PP070006
N20002065,95PP040004,95PP040004
N20002066,95PP070005,95PP040006
N20002067,95PP040006,95PP040005
N20002068,95PP040001,95PP040003
N20002069,95PP040003,95PP040003
N20002070,95PP040002,95PP120003
N20002071,95PP120003,95PP120003
N20002072,95PP120004,95PP120004
N20002073,95PP120005,95PP120005
N20002074,95PP120001,95PP120001
N20002075,95PP080002,95PP080002
N20002076,95PP120002,95PP120002
N20002077,95PP080005,95PP080005
N20002078,95PP080005,95PP080005
N20002079,95PP080001,95PP080001
N20002080,95PP080007,95PP080006
N20002081,95PP160001,95PP160001
N20002082,95PP160003,95PP160003
N20002083,95PP160004,95PP160003
N20002084,95PP110005,95PP110005
N20002085,95PP200008,95PP200008
N20002086,95PP110005,95PP110005
N20002087,95PP220007,95PP200008
N20002088,95PP110005,95PP110005
N20002089,95PP110006,95PP110006
N20002090,95PP060004,95PP060004
N20002091,95PP110008,95PP110001
N20002092,95PP060002,95PP060001
N20002093,95PP060003,95PP060003
N20002094,95PP200009,95PP200009
N20002095,95PP090002,95PP090002
N20002096,95PP200001,95PP200001
N20002097,95PP060008,95PP060008
N20002098,95PP090005,95PP110003
N20002099,95PP110004,95PP110002
N20002100,95PP150002,95PP150002
N20002101,95PP090003,95PP090003
N20002102,95PP110002,95PP110002
N20002103,95PP200004,95PP200005
N20002104,95PP060006,95PP060006
N20002105,95PP200003,95PP200005
N20002106,95PP220007,95PP220007
N20002107,95PP200002,95PP200002
N20002108,95PP220008,95PP220007
N20002109,95PP150004,95PP150004
N20002110,95PP060009,95PP060009
N20002111,95PP200007,95PP200007
N20002112,95PP220001,95PP220001
N20002113,95PP060008,95PP060008
N20002114,95PP220006,95PP220002
N20002115,95PP220003,95PP220003
N20002116,95PP220005,95PP220005
N20002117,95PP150003,95PP150003
N20002118,95PP150004,95PP150004
N20002119,95PP150007,95PP150007
N20002120,95PP150007,95PP150007
N20002121,95PP030004,95PP030004
N20002122,95PP140007,95PP140005
N20002123,95PP140003,95PP140005
N20002124,95PP140004,95PP140004
N20002125,95PP030006,95PP030006
N20002126,95PP140001,95PP140001
N20002127,95PP140001,95PP140001
N20002128,95PP030007,95PP030007
N20002129,95PP140002,95PP140002
N20002130,95PP140009,95PP140009
N20002131,95PP030003,95PP030003
N20002132,95PP130003,95PP130006
N20002133,95PP130002,95PP130002
N20002134,95PP130005,95PP130005
N20002135,95PP130003,95PP130003
N20002136,95PP130004,95PP130004
N20002137,95PP030002,95PP030002
N20002138,95PP130001,95PP130001
N20002139,95PP010004,95PP010004
N20002140,95PP010005,95PP010005
N20002141,95PP010006,95PP010006
N20002142,95PP230003,95PP230003
N20002143,95PP010007,95PP010007
N20002144,95PP230001,95PP230001
N20002145,95PP010001,95PP010007
N20002146,95PP230002,95PP230002
N20002147,95PP230006,95PP230006
N20002148,95PP230002,95PP230001
N20002149,95PP060010,95PP060010
N20002150,95YY100005,95YY100005
N20002151,95YY100001,95YY100001
N20002152,95YY080004,95YY080004
N20002153,95YY100004,95YY100004
N20002154,95YY080003,95YY080003
N20002155,95YY080001,95YY080001
N20002156,95YY100004,95YY100004
N20002157,95YY080005,95YY080005
N20002158,95YY030004,95YY030004
N20002159,95YY030002,95YY030001
N20002160,95YY080005,95YY080005
N20002161,95YY030002,95YY030006
N20002162,95YY030003,95YY060002
N20002163,95YY060002,95YY060002
N20002164,95YY160001,95YY160005
N20002165,95YY030006,95YY030006
N20002166,95YY060003,95YY060003
N20002167,95YY060004,95YY060004
N20002168,95YY160004,95YY160004
N20002169,95YY060006,95YY060006
N20002170,95YY110003,95YY110003
N20002171,95YY110002,95YY110002
N20002172,95YY110005,95YY110005
N20002173,95YY160003,95YY160004
N20002174,95YY210002,95YY210002
N20002175,95YY210001,95YY210001
N20002176,95YY160002,95YY160002
N20002177,95YY110001,95YY110001
N20002178,95YY210002,95YY210002
N20002179,95YY210003,95YY210003
N20002180,95YY210005,95YY210005
N20002181,95YY190005,95YY190005
N20002182,95YY140004,95YY140004
N20002183,95YY150003,95YY150003
N20002184,95YY150006,95YY150005
N20002185,95YY140004,95YY020007
N20002186,95YY140005,95YY150008
N20002187,95YY140008,95YY140008
N20002188,95YY190005,95YY190006
N20002189,95YY020001,95YY020001
N20002190,95YY140007,95YY140007
N20002191,95YY140003,95YY140003
N20002192,95YY150002,95YY150002
N20002193,95YY190002,95YY190002
N20002194,95YY130001,95YY130001
N20002195,95YY150002,95YY150002
N20002196,95YY020005,95YY020004
N20002197,95YY020006,95YY020006
N20002198,95YY190003,95YY190003
N20002199,95YY050004,95YY050004
N20002200,95YY020006,95YY090002
N20002201,95YY090003,95YY090003
N20002202,95YY130001,95YY130001
N20002203,95YY130004,95YY130004
N20002204,95YY130003,95YY130003
N20002205,95YY050002,95YY050007
N20002206,95YY090006,95YY090006
N20002207,95YY090005,95YY090005
N20002208,95YY040003,95YY040005
N20002209,95YY090008,95YY090004
N20002210,95YY040001,95YY040004
N20002211,95YY050003,95YY050003
N20002212,95YY040002,95YY040002
N20002213,95YY040007,95YY040006
N20002214,95YY130008,95YY130008
N20002215,95YY130006,95YY130006
N20002216,95YY040006,95YY040005
N20002217,95YY090008,95YY090005
N20002218,95YY040006,95YY050005
N20002219,95YY040007,95YY040007
N20002220,95YY090008,95YY050006
N20002221,95YY170005,95YY170005
N20002222,95YY120002,95YY120002
N20002223,95YY170001,95YY170001
N20002224,95YY170002,95YY170002
N20002225,95YY170003,95YY170003
N20002226,95YY120003,95YY120003
N20002227,95YY120004,95YY120003
N20002228,95YY070006,95YY170003
N20002229,95YY170004,95YY070001
N20002230,95YY120005,95YY120005
N20002231,95YY200004,95YY200004
N20002232,95YY070004,95YY070004
N20002233,95YY120005,95YY120005
N20002234,95YY070001,95YY070001
N20002235,95YY070005,95YY070005
N20002236,95YY120005,95YY150003
N20002237,95YY200005,95YY200005
N20002238,95YY140002,95YY140002
N20002239,95YY070005,95YY070005
N20002240,95YY200003,95YY200001
N20002241,95YY200002,95YY200002
N20002242,95YY010003,95YY010003
N20002243,95YY180005,95YY180005
N20002244,95YY180001,95YY010005
N20002245,95YY010002,95YY010002
N20002246,95YY010003,95YY010003
N20002247,95YY010003,95YY010003
N20002248,95YY180004,95YY180004
N20002249,95YY010004,95YY010004
N20002250,95YY180003,95YY180003
N20002251,95YY180004,95YY180004
N20002252,95SS050004,95SS050004
N20002253,95SS050003,95SS050003
N20002254,95SS050008,95SS050008
N20002255,95SS050009,95SS050009
N20002256,95SS050001,95SS050001
N20002257,95SS050002,95SS050002
N20002258,95SS230002,95SS230002
N20002259,95SS230003,95SS230003
N20002260,95SS050002,95SS050002
N20002261,95SS230003,95SS230003
N20002262,95SS240009,95SS240009
N20002263,95SS240010,95SS240010
N20002264,95SS240001,95SS240001
N20002265,95SS240004,95SS240007
N20002266,95SS240005,95SS240005
N20002267,95SS240011,95SS240011
N20002268,95SS210005,95SS210005
N20002269,95SS230011,95SS230007
N20002270,95SS240006,95SS240007
N20002271,95SS240006,95SS240006
N20002272,95SS240003,95SS240007
N20002273,95SS240003,95SS240003
N20002274,95SS230010,95SS230010
N20002275,95SS240003,95SS240003
N20002276,95SS210002,95SS210002
N20002277,95SS150002,95SS150002
N20002278,95SS150005,95SS150005
N20002279,95SS150005,95SS150005
N20002280,95SS150006,95SS150006
N20002281,95SS150010,95SS150008
N20002282,95SS150009,95SS150009
N20002283,95SS150008,95SS150008
N20002284,95SS210003,95SS210003
N20002285,95SS150003,95SS150010
N20002286,95SS150001,95SS150001
N20002287,95SS110009,95SS110009
N20002288,95SS110003,95SS110003
N20002289,95SS110008,95SS110008
N20002290,95SS110003,95SS110011
N20002291,95SS110009,95SS110009
N20002292,95SS110003,95SS110003
N20002293,95SS110002,95SS110002
N20002294,95SS110007,95SS110007
N20002295,95SS110005,95SS110005
N20002296,95SS110008,95SS110008
N20002297,95SS040009,95SS040009
N20002298,95SS010007,95SS110006
N20002299,95SS010007,95SS010007
N20002300,95SS010011,95SS010011
N20002301,95SS040008,95SS010010
N20002302,95SS010010,95SS010010
N20002303,95SS010001,95SS010001
N20002304,95SS010002,95SS010002
N20002305,95SS020002,95SS020002
N20002306,95SS040008,95SS040008
N20002307,95SS020002,95SS020002
N20002308,95SS040008,95SS040008
N20002309,95SS040008,95SS040008
N20002310,95SS040008,95SS020002
N20002311,95SS010004,95SS010004
N20002312,95SS040011,95SS040011
N20002313,95SS040012,95SS040012
N20002314,95SS040010,95SS040010
N20002315,95SS040012,95SS040012
N20002316,95SS040010,95SS040010
N20002317,95SS010001,95SS010001
N20002318,95SS010002,95SS010002
N20002319,95SS010001,95SS010001
N20002320,95SS210001,95SS210001
N20002321,95SS210001,95SS210008
N20002322,95SS210007,95SS210007
N20002323,95SS210008,95SS210008
N20002324,95SS210004,95SS210004
N20002325,95SS210009,95SS210009
N20002326,95SS020001,95SS020001
N20002327,95SS020005,95SS020003
N20002328,95SS020003,95SS040013
N20002329,95SS040016,95SS040017
N20002330,95SS020006,95SS020009
N20002331,95SS020007,95SS020007
N20002332,95SS020008,95SS040002
N20002333,95SS020009,95SS020010
N20002334,95SS040001,95SS040002
N20002335,95SS040001,95SS040001
N20002336,95SS040016,95SS040004
N20002337,95SS020011,95SS020011
N20002338,95SS200006,95SS200006
N20002339,95SS200003,95SS200003
N20002340,95SS040007,95SS040007
N20002341,95SS040006,95SS040003
N20002342,95SS040016,95SS040016
N20002343,95SS200006,95SS200006
N20002344,95SS040005,95SS040005
N20002345,95SS170005,95SS170006
N20002346,95SS200008,95SS200008
N20002347,95SS170011,95SS170011
N20002348,95SS170010,95SS170010
N20002349,95SS040016,95SS040016
N20002350,95SS170009,95SS170009
N20002351,95SS040016,95SS040016
N20002352,95SS200002,95SS200002
N20002353,95SS170007,95SS170007
N20002354,95SS170001,95SS170001
N20002355,95SS280005,95SS280002
N20002356,95SS280001,95SS280001
N20002357,95SS280004,95SS280004
N20002358,95SS170002,95SS170002
N20002359,95SS280002,95SS280002
N20002360,95SS170002,95SS170002
N20002361,95SS250002,95SS250002
N20002362,95SS250003,95SS250001
N20002363,95SS280005,95SS280009
N20002364,95SS170003,95SS170003
N20002365,95SS250001,95SS250001
N20002366,95SS180002,95SS180002
N20002367,95SS170004,95SS250005
N20002368,95SS250006,95SS250005
N20002369,95SS170003,95SS170004
N20002370,95SS250007,95SS250008
N20002371,95SS250007,95SS250007
N20002372,95SS180001,95SS180001
N20002373,95SS180006,95SS180005
N20002374,95SS250007,95SS250007
N20002375,95SS180010,95SS180010
N20002376,95SS070009,95SS270007
N20002377,95SS070008,95SS070008
N20002378,95SS070017,95SS070007
N20002379,95SS270007,95SS270002
N20002380,95SS270004,95SS270004
N20002381,95SS070017,95SS070017
N20002382,95SS270003,95SS270003
N20002383,95SS070015,95SS070015
N20002384,95SS070014,95SS070014
N20002385,95SS070002,95SS070002
N20002386,95SS190009,95SS190005
N20002387,95SS070015,95SS070001
N20002388,95SS190007,95SS190007
N20002389,95SS190008,95SS190008
N20002390,95SS220002,95SS220003
N20002391,95SS220005,95SS220005
N20002392,95SS220005,95SS220005
N20002393,95SS220004,95SS220004
N20002394,95SS220010,95SS220006
N20002395,95SS220008,95SS220008
N20002396,95SS120009,95SS120009
N20002397,95SS120002,95SS120002
N20002398,95SS220009,95SS220009
N20002399,95SS220008,95SS220008
N20002400,95SS220007,95SS220007
N20002401,95SS120003,95SS120003
N20002402,95SS220001,95SS220001
N20002403,95SS190008,95SS190008
N20002404,95SS300005,95SS300001
N20002405,95SS120005,95SS120005
N20002406,95SS120007,95SS120007
N20002407,95SS190002,95SS190002
N20002408,95SS300008,95SS300008
N20002409,95SS190004,95SS190001
N20002410,95SS300009,95SS300009
N20002411,95SS130008,95SS130008
N20002412,95SS300003,95SS300002
N20002413,95SS300004,95SS300004
N20002414,95SS190004,95SS130010
N20002415,95SS130009,95SS130010
N20002416,95SS200007,95SS200007
N20002417,95SS300004,95SS300003
N20002418,95SS130001,95SS130001
N20002419,95SS130006,95SS130006
N20002420,95SS130003,95SS130005
N20002421,95SS130006,95SS130006
N20002422,95SS180002,95SS280001
N20002423,95SS130006,95SS130006
N20002424,95SS090009,95SS090010
N20002425,95SS090003,95SS090003
N20002426,95SS090002,95SS090002
N20002427,95SS140004,95SS140004
N20002428,95SS140006,95SS140006
N20002429,95SS140007,95SS140007
N20002430,95SS090001,95SS090001
N20002431,95SS140008,95SS140001
N20002432,95SS140006,95SS140006
N20002433,95SS090006,95SS090006
N20002434,95SS090006,95SS090006
N20002435,95SS140002,95SS140001
N20002436,95SS140003,95SS140003
