SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00002044,95JJ15W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002071,95JJ20S1,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Coleraine
N00002035,95JJ13S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002046,95JJ15W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002033,95JJ13S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002070,95JJ20S1,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Coleraine
N00002076,95JJ20S2,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Coleraine
N00002077,95JJ20S2,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Bann
N00002075,95JJ20S2,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Bann
N00002072,95JJ20S1,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Bann
N00001982,95JJ06W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Bann
N00002074,95JJ20S2,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Coleraine
N00002073,95JJ20S2,COLERAINE AREA C,BANN,COLERAINE CENTRAL,Coleraine
N00001983,95JJ06W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001985,95JJ06W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001984,95JJ06W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001980,95JJ06W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002087,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002088,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002083,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002084,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00002085,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Bann
N00002086,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Bann
N00002089,95JJ22W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Bann
N00002082,95JJ21W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001959,95JJ03S1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001958,95JJ03S1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001960,95JJ03S1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001962,95JJ03S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001956,95JJ03S1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001964,95JJ03S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001963,95JJ03S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00002080,95JJ21W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00002079,95JJ21W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001973,95JJ05W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001975,95JJ05W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001977,95JJ05W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001976,95JJ05W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001978,95JJ05W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE CENTRAL,Coleraine
N00001992,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00002081,95JJ21W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00002078,95JJ21W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001988,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001989,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001991,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001990,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001993,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001987,95JJ07W1,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001961,95JJ03S2,COLERAINE AREA C,COLERAINE TOWN,COLERAINE EAST,Coleraine
N00001996,95JJ08S1,COLERAINE AREA B,THE SKERRIES,COLERAINE EAST,Causeway
N00002030,95JJ13S1,COLERAINE AREA B,THE SKERRIES,COLERAINE CENTRAL,Coleraine
N00000650,95EE02W1,BALLYMONEY AREA B,BUSHVALE,BUSHVALE,Causeway
N00000648,95EE02W1,BALLYMONEY AREA B,BUSHVALE,BUSHVALE,Causeway
N00000649,95EE02W1,BALLYMONEY AREA B,BUSHVALE,BUSHVALE,Causeway
N00000661,95EE05W1,BALLYMONEY AREA B,BUSHVALE,BUSHVALE,Causeway
N00000656,95EE03W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000653,95EE03W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000652,95EE03W1,BALLYMONEY AREA B,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000693,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000654,95EE03W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000690,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000691,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000692,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000699,95EE13W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000676,95EE08W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000674,95EE08W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000694,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000695,95EE12W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000675,95EE08W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000698,95EE13W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000697,95EE13W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000704,95EE14W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000703,95EE14W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00001997,95JJ08S1,COLERAINE AREA B,THE SKERRIES,COLERAINE EAST,Causeway
N00001942,95JJ01W1,COLERAINE AREA A,BANN,BANN,Bann
N00001943,95JJ01W1,COLERAINE AREA A,BANN,BANN,Bann
N00000711,95EE16W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000701,95EE14W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000702,95EE14W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000705,95EE14W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BANN VALLEY,Ballymoney
N00000673,95EE07W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000700,95EE13W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000677,95EE08W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000696,95EE13W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000672,95EE07W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000655,95EE03W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000671,95EE07W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000670,95EE07W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000651,95EE03W1,BALLYMONEY AREA C,BALLYMONEY TOWN,BALLYMONEY TOWN,Ballymoney
N00000663,95EE05W1,BALLYMONEY AREA B,BUSHVALE,BUSHVALE,Ballymoney
N00000681,95EE09W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000710,95EE16W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000679,95EE09W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000713,95EE16W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000712,95EE16W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00001944,95JJ01W1,COLERAINE AREA A,BANN,BANN,Bann
N00001946,95JJ01W1,COLERAINE AREA A,BANN,BANN,Bann
N00002013,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00002057,95JJ17W1,COLERAINE AREA A,BANN,BANN,Bann
N00002056,95JJ17W1,COLERAINE AREA A,BANN,BANN,Bann
N00002054,95JJ17W1,COLERAINE AREA A,BANN,BANN,Bann
N00002055,95JJ17W1,COLERAINE AREA A,BANN,BANN,Bann
N00002058,95JJ17W1,COLERAINE AREA A,BANN,BANN,Bann
N00002010,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00002009,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00002008,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00002011,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00003591,95TT11S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00002012,95JJ10W1,COLERAINE AREA A,BANN,BANN,Bann
N00003590,95TT11S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003579,95TT09S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003578,95TT09S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003588,95TT11S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003589,95TT11S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003583,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003580,95TT09S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003584,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003586,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003582,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003557,95TT06W1,MAGHERAFELT AREA A,MOYOLA,MOYOLA,Carntogher
N00003585,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003558,95TT06W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003562,95TT06W1,MAGHERAFELT AREA A,MOYOLA,MOYOLA,Carntogher
N00003581,95TT10W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003615,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003587,95TT11S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003592,95TT11S2,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003614,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003613,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003617,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003616,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003559,95TT06W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003561,95TT06W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003560,95TT06W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003623,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003622,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003532,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003536,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003620,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00000625,95DD22S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000629,95DD22S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000630,95DD22S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00003619,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003621,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00000627,95DD22S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000682,95EE10W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000684,95EE10W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00003618,95TT16W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00003612,95TT15W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Carntogher
N00002023,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002022,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002027,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002025,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002026,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002024,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00002021,95JJ12W1,COLERAINE AREA A,BANN,BANN,Bann
N00001945,95JJ01W1,COLERAINE AREA A,BANN,BANN,Bann
N00000714,95EE16W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000685,95EE10W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000680,95EE09W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000678,95EE09W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000658,95EE04W1,BALLYMONEY AREA B,BANN VALLEY,BANN VALLEY,Ballymoney
N00000683,95EE10W1,BALLYMONEY AREA A,BANN VALLEY,BANN VALLEY,Ballymoney
N00000557,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000561,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000562,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000535,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000534,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000575,95DD15W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000580,95DD15W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000579,95DD15W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000578,95DD15W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000634,95DD23W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000581,95DD15W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000536,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000539,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000550,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Braid
N00000553,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000551,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000554,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000555,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000556,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000549,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000619,95DD21W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000620,95DD21W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000514,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000511,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000622,95DD21W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000621,95DD21W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000565,95DD13W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000564,95DD13W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000531,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000563,95DD13W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000642,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000638,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000639,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000566,95DD13W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000641,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000637,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000552,95DD11W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Braid
N00000518,95DD07S1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000521,95DD07S1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000520,95DD07S1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000523,95DD07S2,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000519,95DD07S1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000524,95DD07S2,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000522,95DD07S2,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000525,95DD07S2,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000631,95DD23W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000632,95DD23W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000633,95DD23W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000586,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000588,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000587,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000583,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000500,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000614,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000617,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000508,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000506,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000507,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000505,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000510,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000509,95DD05W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000640,95DD24W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000530,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000533,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000529,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000616,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000615,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000597,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000599,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000528,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000532,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000526,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000618,95DD21W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000478,95DD01W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000527,95DD08W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA SOUTH,Ballymena
N00000498,95DD03W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000494,95DD03W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000598,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000612,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000613,95DD20W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Ballymena
N00000600,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000499,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000501,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000502,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000602,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000601,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000596,95DD18W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000504,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000503,95DD04W1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000497,95DD03W1,BALLYMENA AREA B,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000491,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000490,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000492,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000482,95DD02S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000484,95DD02S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000483,95DD02S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000485,95DD02S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000486,95DD02S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000489,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000487,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000488,95DD02S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000572,95DD14S2,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000568,95DD14S1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000569,95DD14S1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000570,95DD14S1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000571,95DD14S2,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000574,95DD14S2,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000573,95DD14S2,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000496,95DD03W1,BALLYMENA AREA B,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000495,95DD03W1,BALLYMENA AREA B,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000493,95DD03W1,BALLYMENA AREA B,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000479,95DD01W1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Ballymena
N00000477,95DD01W1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Ballymena
N00000481,95DD01W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000517,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000515,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000512,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000513,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000516,95DD06W1,BALLYMENA AREA D,BALLYMENA TOWN,BALLYMENA NORTH,Ballymena
N00000480,95DD01W1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Ballymena
N00000567,95DD14S1,BALLYMENA AREA B,THE MAIN,BALLYMENA NORTH,Bannside
N00000538,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
