SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00001659,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001682,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001683,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001686,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001685,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001687,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001654,95HH02S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001649,95HH02S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001653,95HH02S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001652,95HH02S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001680,95HH06S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001684,95HH06S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001677,95HH06S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001679,95HH06S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001651,95HH02S2,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001718,95HH12W1,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001720,95HH12W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001719,95HH12W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001732,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001714,95HH11W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001715,95HH11W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001717,95HH12W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001716,95HH12W1,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001666,95HH04S2,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001669,95HH04S2,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001667,95HH04S2,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001661,95HH04S1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001662,95HH04S1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001746,95HH17W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001745,95HH17W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001744,95HH17W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001749,95HH17W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001676,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001664,95HH04S1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001663,95HH04S1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001665,95HH04S1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001670,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001671,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001672,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001675,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001673,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001695,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001701,95HH09W1,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001702,95HH09W1,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001694,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001710,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001747,95HH17W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00003934,95WW06S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00004075,95WW22S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004077,95WW22S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003922,95WW04S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003921,95WW04S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003917,95WW04S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004029,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004027,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004026,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004030,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004032,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004031,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004033,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004044,95WW19S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004028,95WW17W1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004045,95WW19S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004043,95WW19S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004046,95WW19S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004070,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004069,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004067,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004049,95WW19S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004047,95WW19S2,NEWTOWNABBEY AREA C,BALLYCLARE,UNIVERSITY,Three Mile Water
N00004042,95WW19S1,NEWTOWNABBEY AREA C,BALLYCLARE,UNIVERSITY,Three Mile Water
N00003932,95WW06S1,NEWTOWNABBEY AREA C,BALLYCLARE,BALLYCLARE,Three Mile Water
N00001711,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001707,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001690,95HH07W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001709,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001708,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001692,95HH07W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001691,95HH07W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001689,95HH07W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001698,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001688,95HH07W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001700,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001699,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001697,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Three Mile Water
N00004051,95WW19S3,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00001706,95HH10W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00004048,95WW19S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004052,95WW19S3,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004050,95WW19S3,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004072,95WW21S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004086,95WW23S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N00004085,95WW23S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N00004084,95WW23S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N00004088,95WW23S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004089,95WW23S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004091,95WW23S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004090,95WW23S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004087,95WW23S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N00003890,95WW01S1,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N00003889,95WW01S1,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N00003894,95WW01S2,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N00003984,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003982,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003985,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003988,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003987,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00004000,95WW14W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00004007,95WW14W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003983,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003981,95WW12W1,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N00003966,95WW10S1,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003972,95WW10S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003971,95WW10S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003891,95WW01S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003892,95WW01S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003895,95WW01S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003893,95WW01S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00004074,95WW21S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N00004073,95WW21S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00003969,95WW10S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003970,95WW10S2,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00004071,95WW21S2,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004065,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004068,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00004066,95WW21S1,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N00003965,95WW10S1,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003968,95WW10S1,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00003918,95WW04S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003915,95WW04S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003916,95WW04S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003914,95WW04S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003920,95WW04S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003967,95WW10S1,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00004014,95WW15S2,NEWTOWNABBEY AREA D,SHORE ROAD,ANTRIM LINE,Macedon
N00003964,95WW10S1,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N00004008,95WW15S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004010,95WW15S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004020,95WW16S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004019,95WW16S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004018,95WW16S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004009,95WW15S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004013,95WW15S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004016,95WW15S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004012,95WW15S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004021,95WW16S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004025,95WW16S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004017,95WW16S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003928,95WW05S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004022,95WW16S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003929,95WW05S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004041,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004035,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004034,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004036,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004038,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004037,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004060,95WW20S2,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00003926,95WW05S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003923,95WW05S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004040,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004039,95WW18W1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003927,95WW05S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003925,95WW05S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004062,95WW20S3,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004064,95WW20S3,NEWTOWNABBEY AREA D,BALLYCLARE,ANTRIM LINE,Glengormley Urban
N00004063,95WW20S3,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00003957,95WW09S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003959,95WW09S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003952,95WW08S2,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003924,95WW05S1,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003930,95WW05S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003931,95WW05S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003949,95WW08S1,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003948,95WW08S1,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003951,95WW08S1,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003953,95WW08S2,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003956,95WW08S2,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00004023,95WW16S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00004024,95WW16S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003950,95WW08S1,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00004015,95WW15S2,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
N00003962,95WW09S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003963,95WW09S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003954,95WW08S2,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003955,95WW08S2,NEWTOWNABBEY AREA D,MANSE ROAD,ANTRIM LINE,Glengormley Urban
N00003960,95WW09S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003919,95WW04S2,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00003961,95WW09S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00004078,95WW22S1,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004083,95WW22S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003958,95WW09S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Glengormley Urban
N00004080,95WW22S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004082,95WW22S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004079,95WW22S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004076,95WW22S1,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00004081,95WW22S2,NEWTOWNABBEY AREA D,MANSE ROAD,UNIVERSITY,Three Mile Water
N00003938,95WW07S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Three Mile Water
N00004058,95WW20S2,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004055,95WW20S1,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004054,95WW20S1,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004059,95WW20S2,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004056,95WW20S1,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00004053,95WW20S1,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00000029,95AA04W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000123,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000121,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000118,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000119,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00004057,95WW20S1,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Airport
N00000120,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000080,95AA12W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Dunsilly
N00000081,95AA12W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Dunsilly
N00003993,95WW13S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003992,95WW13S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003991,95WW13S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003990,95WW13S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003947,95WW07S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003946,95WW07S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003945,95WW07S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003910,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003940,95WW07S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003942,95WW07S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003941,95WW07S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003939,95WW07S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003943,95WW07S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003911,95WW03S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003937,95WW06S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003936,95WW06S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003935,95WW06S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003901,95WW02S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003900,95WW02S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003903,95WW02S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003904,95WW02S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003902,95WW02S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003896,95WW02S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003906,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003913,95WW03S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003912,95WW03S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003907,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003909,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003908,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003905,95WW03S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003944,95WW07S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003899,95WW02S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003897,95WW02S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003997,95WW13S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003898,95WW02S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003994,95WW13S1,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N00003998,95WW13S2,ANTRIM AREA B,BALLYCLARE,BALLYCLARE,Ballyclare
N00003999,95WW13S2,ANTRIM AREA B,BALLYCLARE,BALLYCLARE,Ballyclare
N00003996,95WW13S2,ANTRIM AREA B,BALLYCLARE,BALLYCLARE,Ballyclare
N00000084,95AA12W1,ANTRIM AREA B,ANTRIM NORTH WEST,ANTRIM SOUTH EAST,Dunsilly
N00003995,95WW13S2,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Dunsilly
N00003150,95QQ14S2,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Braid
