SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00000517,Ballyloughan,394,55.84,9.6,51,16.2,74.6,49.3
N00000518,Broughshane_1,311,48.87,13.5,44,11.6,80.1,48.6
N00000519,Broughshane_1,260,48.85,8.5,50,6.2,90.4,48.2
N00000520,Broughshane_1,612,53.76,8.3,45,2.5,90.8,34.7
N00000521,Broughshane_1,413,50.36,9.4,39,7.0,84.3,37.7
N00000522,Broughshane_2,451,54.99,10.2,40,5.3,90.7,36.9
N00000523,Broughshane_2,397,53.90,12.1,41,4.0,91.4,47.6
N00000524,Broughshane_2,488,49.18,12.3,39,6.8,87.1,50.0
N00000525,Broughshane_2,431,51.74,11.8,41,3.2,90.3,40.2
N00000526,Castle Demesne,260,48.08,10.0,37,41.2,48.1,28.0
N00000527,Castle Demesne,344,47.67,11.3,31,24.1,61.6,24.7
N00000528,Castle Demesne,247,45.34,8.5,37,32.4,58.7,23.0
N00000529,Castle Demesne,238,50.84,8.4,48,35.7,55.0,25.4
N00000530,Castle Demesne,292,54.11,8.6,44,41.8,54.5,34.5
N00000531,Castle Demesne,317,52.37,10.7,37,58.0,33.1,19.4
N00000532,Castle Demesne,214,48.60,6.1,38,55.1,40.7,20.4
N00000533,Castle Demesne,214,61.68,2.3,71,20.6,74.3,22.0
N00000534,Craigywarren,490,46.73,13.3,39,5.5,89.6,43.7
N00000535,Craigywarren,519,49.71,12.1,41,3.9,90.9,36.4
N00000536,Craigywarren,392,46.17,9.4,40,9.9,83.7,39.9
N00000537,Craigywarren,413,49.88,11.4,46,1.7,94.7,40.9
N00000538,Craigywarren,395,50.13,12.7,44,6.3,90.1,44.1
N00000539,Craigywarren,381,47.51,13.9,43,13.4,81.1,38.1
N00000540,Cullybackey,291,49.14,9.3,52,1.7,94.2,31.5
N00000541,Cullybackey,407,51.35,11.3,40,1.7,93.6,46.2
N00000542,Cullybackey,265,59.25,7.5,51,1.5,92.5,44.3
N00000543,Cullybackey,389,52.19,13.9,37,3.1,85.6,26.5
N00000544,Cullybackey,273,54.95,11.0,38,8.4,84.2,23.6
N00000545,Cullybackey,288,53.47,8.7,41,4.5,86.1,33.2
N00000546,Cullybackey,280,50.71,10.4,40,6.1,88.2,22.5
N00000547,Cullybackey,327,51.38,14.1,32,2.1,89.9,23.7
N00000548,Cullybackey,285,47.72,13.7,36,6.7,84.9,23.1
N00000549,Dunclug,215,54.88,14.9,45,47.9,43.3,18.8
N00000550,Dunclug,429,53.38,9.8,35,48.7,41.3,41.3
N00000551,Dunclug,269,51.67,19.0,26,50.9,38.7,24.7
N00000552,Dunclug,254,50.79,9.1,35,60.6,34.3,29.6
N00000553,Dunclug,347,52.45,19.9,29,58.5,31.7,22.5
N00000554,Dunclug,250,50.00,13.6,28,64.0,30.0,15.1
N00000555,Dunclug,251,56.18,10.8,32,67.7,22.7,22.1
N00000556,Dunclug,348,58.05,17.0,25,57.5,35.3,23.9
N00000557,Dunminning,552,49.46,14.9,36,34.1,61.2,36.2
N00000558,Dunminning,466,48.07,11.4,42,4.1,90.3,41.2
N00000559,Dunminning,322,47.52,11.2,46,7.1,85.7,38.1
N00000560,Dunminning,413,46.25,17.4,42,1.9,95.2,33.8
N00000561,Dunminning,493,48.28,15.2,37,31.2,67.5,39.6
N00000562,Dunminning,364,48.35,16.8,41,4.1,88.2,33.1
N00000563,Fair Green,923,49.84,13.2,33,54.8,36.8,26.4
N00000564,Fair Green,323,48.61,9.6,41,62.8,31.0,27.8
N00000565,Fair Green,218,51.38,5.5,47,36.2,56.9,32.9
N00000566,Fair Green,320,53.75,7.5,46,66.6,28.1,43.0
N00000567,Galgorm_1,517,50.29,13.9,40,5.8,87.6,45.3
N00000568,Galgorm_1,369,53.39,18.4,36,0.8,91.1,31.7
N00000569,Galgorm_1,380,56.05,12.1,40,2.9,90.5,25.7
N00000570,Galgorm_1,337,49.55,12.8,39,5.3,85.8,56.1
N00000571,Galgorm_2,303,48.84,12.9,47,1.3,95.4,47.2
N00000572,Galgorm_2,572,53.32,17.0,42,10.5,82.5,54.2
N00000573,Galgorm_2,364,49.45,10.7,44,18.7,76.1,63.1
N00000574,Galgorm_2,435,49.89,16.1,40,10.3,82.8,56.4
N00000575,Glenravel,462,46.75,11.5,37,11.3,86.6,37.2
N00000576,Glenravel,344,50.29,14.5,33,94.5,4.1,36.4
N00000577,Glenravel,434,50.23,15.7,38,78.6,21.0,37.8
N00000578,Glenravel,718,52.37,13.9,34,90.5,7.5,45.5
N00000579,Glenravel,480,51.25,18.3,32,87.5,8.1,42.5
N00000580,Glenravel,474,51.05,9.5,36,9.1,87.6,35.9
N00000581,Glenravel,539,46.75,15.4,35,47.5,46.8,40.3
N00000582,Glenwhirry,401,50.12,12.2,43,3.2,92.3,39.3
N00000583,Glenwhirry,305,46.89,13.1,46,14.4,81.0,39.6
N00000584,Glenwhirry,493,51.32,12.4,42,11.2,83.2,43.5
N00000585,Glenwhirry,477,49.69,14.7,40,4.8,88.7,35.9
N00000586,Glenwhirry,446,47.76,11.9,39,22.0,75.1,43.7
N00000587,Glenwhirry,465,46.67,15.9,40,25.4,66.5,40.6
N00000588,Glenwhirry,394,48.48,13.7,34,5.3,92.4,47.9
N00000589,Grange,639,51.80,15.0,33,78.7,19.1,39.1
N00000590,Grange,416,51.44,14.9,42,2.2,92.8,37.3
N00000591,Grange,454,50.66,13.4,41,41.6,55.1,38.4
N00000592,Grange,480,51.67,13.1,33,13.8,80.4,41.1
N00000593,Grange,576,48.09,14.8,33,76.2,21.5,41.2
N00000594,Grange,371,50.13,16.7,41,7.5,88.4,36.5
N00000595,Grange,525,49.52,15.4,37,27.8,68.0,42.2
N00000596,Harryville,293,49.49,8.9,53,8.9,83.3,36.5
N00000597,Harryville,235,49.36,15.3,41,6.4,86.8,15.3
N00000598,Harryville,287,47.39,5.2,35,18.8,67.9,26.4
N00000599,Harryville,223,47.98,8.5,42,6.7,84.8,14.3
N00000600,Harryville,350,55.14,9.4,49,8.9,83.4,31.5
N00000601,Harryville,283,50.53,8.5,42,6.4,87.6,39.2
N00000602,Harryville,214,54.67,3.7,62,2.3,93.5,34.6
N00000603,Kells_1,414,53.62,9.4,44,5.3,92.3,41.0
N00000604,Kells_1,340,51.18,14.1,37,2.9,91.2,37.6
N00000605,Kells_1,488,51.23,11.5,33,5.1,88.9,37.6
N00000606,Kells_1,352,51.14,15.3,30,6.0,86.9,42.8
N00000607,Kells_1,310,52.58,12.9,35,1.9,89.4,21.6
N00000608,Kells_2,365,48.22,12.6,45,10.1,84.4,43.4
N00000609,Kells_2,375,51.20,16.3,45,7.5,88.0,36.6
N00000610,Kells_2,419,48.69,12.2,36,5.7,86.6,46.0
N00000611,Kells_2,301,49.50,11.3,47,1.3,92.0,41.2
N00000612,Moat,543,48.99,10.7,40,6.6,85.6,19.4
N00000613,Moat,236,52.54,11.0,38,9.3,83.5,21.7
N00000614,Moat,217,52.53,11.1,46,5.5,88.5,19.0
N00000615,Moat,139,50.36,5.8,44,7.9,83.5,24.0
N00000616,Moat,301,53.49,9.6,40,6.3,84.7,18.6
N00000617,Moat,310,51.29,14.8,38,7.7,84.2,17.8
N00000618,Park,621,52.33,13.4,33,27.7,61.0,25.6
N00000619,Park,371,50.94,11.3,50,40.4,57.4,49.5
N00000620,Park,372,50.81,13.7,42,35.5,57.0,41.4
N00000621,Park,390,50.77,10.0,35,39.2,53.1,34.9
N00000622,Park,385,53.77,10.4,38,35.6,53.2,38.7
N00000623,Portglenone_1,332,45.78,13.0,45,42.5,55.1,32.2
N00000624,Portglenone_1,469,52.67,14.7,41,4.9,93.0,37.2
N00000625,Portglenone_1,262,50.38,12.2,35,61.5,36.3,32.7
N00000626,Portglenone_1,492,51.22,14.4,40,45.9,51.8,42.0
N00000627,Portglenone_2,456,47.37,12.3,37,32.2,65.1,39.6
N00000628,Portglenone_2,415,48.43,13.7,38,25.8,71.8,32.8
N00000629,Portglenone_2,438,49.09,12.3,35,40.0,56.8,39.1
N00000630,Portglenone_2,272,54.04,12.9,41,44.9,52.9,23.1
N00000631,Slemish,406,45.57,15.8,39,6.7,88.9,38.2
N00000632,Slemish,474,50.00,12.4,40,13.7,78.1,40.5
N00000633,Slemish,325,47.08,9.5,44,10.2,83.4,44.6
N00000634,Slemish,495,48.69,14.3,40,3.0,89.7,45.0
N00000635,Slemish,410,50.24,14.9,43,28.3,66.8,34.1
N00000636,Slemish,399,51.13,12.0,42,12.5,83.2,34.1
N00000637,Summerfield,832,52.76,11.4,37,56.1,37.9,38.3
N00000638,Summerfield,398,50.25,18.1,36,58.3,36.4,37.5
N00000639,Summerfield,408,49.51,12.0,44,81.6,16.7,41.3
N00000640,Summerfield,343,48.69,13.4,35,76.4,14.3,29.0
N00000641,Summerfield,341,50.44,13.5,46,78.9,17.6,52.7
N00000642,Summerfield,389,52.96,15.7,30,61.4,33.9,37.1
N00000643,Ballyhoe and Corkey,477,51.15,15.3,36,94.3,5.5,31.9
N00000644,Ballyhoe and Corkey,548,47.26,14.4,31,94.0,5.3,31.5
N00000645,Ballyhoe and Corkey,451,50.33,18.0,37,89.6,8.6,27.6
N00000646,Ballyhoe and Corkey,419,48.69,19.3,31,86.6,11.2,27.8
N00000647,Benvardin,723,50.48,11.5,35,5.7,90.5,24.3
N00000648,Benvardin,381,50.13,18.1,39,10.8,81.9,30.8
N00000649,Benvardin,389,49.36,13.1,44,4.9,89.2,36.2
N00000650,Benvardin,602,49.17,10.3,35,4.2,87.4,39.0
N00000651,Carnany,278,55.40,15.5,33,17.6,68.7,14.4
N00000652,Carnany,533,51.97,15.9,36,16.1,78.8,42.7
N00000653,Carnany,309,53.72,18.1,42,16.2,78.3,39.6
N00000654,Carnany,269,50.93,9.3,38,14.9,79.2,24.6
N00000655,Carnany,368,50.54,8.4,39,19.0,73.6,38.3
N00000656,Carnany,242,49.59,9.1,47,16.5,80.2,28.6
N00000657,Clogh Mills,851,51.94,14.7,37,32.2,63.6,31.8
N00000658,Clogh Mills,364,45.33,13.2,43,62.4,34.3,33.5
N00000659,Clogh Mills,391,50.13,12.8,39,37.3,57.8,29.1
N00000660,Clogh Mills,387,52.45,11.4,38,31.5,64.3,23.3
N00000661,Dervock,384,50.78,13.8,45,14.1,82.0,35.2
N00000662,Dervock,352,50.57,12.2,43,8.2,83.2,27.0
N00000663,Dervock,395,47.09,11.9,42,11.4,81.8,35.0
N00000664,Dervock,378,50.26,11.6,41,7.7,87.8,33.8
N00000665,Dunloy,485,52.78,16.7,32,89.5,9.5,30.3
N00000666,Dunloy,439,48.97,17.3,36,37.1,60.8,25.8
N00000667,Dunloy,538,49.07,19.0,28,94.2,4.5,32.0
N00000668,Dunloy,323,50.15,12.4,39,95.4,3.7,18.6
N00000669,Dunloy,493,49.29,15.2,29,93.9,4.9,32.2
N00000670,Fairhill,292,53.08,13.7,44,15.8,79.1,24.8
N00000671,Fairhill,239,54.39,7.1,57,9.6,85.4,22.7
N00000672,Fairhill,324,54.63,11.7,43,34.3,61.4,35.1
N00000673,Fairhill,943,52.28,12.9,31,12.6,78.2,28.0
N00000674,Glebe,316,53.80,9.8,49,21.2,72.5,50.0
N00000675,Glebe,387,52.71,14.2,46,11.6,80.9,53.3
N00000676,Glebe,721,55.06,10.5,46,14.4,79.3,37.1
N00000677,Glebe,295,51.86,8.5,41,21.0,70.8,26.5
N00000678,Killoquin Lower,531,49.72,14.1,35,41.2,54.0,27.3
N00000679,Killoquin Lower,561,49.91,16.6,39,17.1,79.1,36.0
N00000680,Killoquin Lower,413,49.39,16.5,34,73.1,23.5,26.1
N00000681,Killoquin Lower,385,48.83,12.5,40,11.7,78.7,27.3
N00000682,Killoquin Upper,485,47.22,14.8,35,64.5,33.0,34.7
N00000683,Killoquin Upper,391,49.87,9.0,38,24.3,72.4,32.5
N00000684,Killoquin Upper,595,50.42,13.1,32,72.4,24.4,29.6
N00000685,Killoquin Upper,326,50.61,15.6,30,70.6,27.3,20.7
N00000686,Knockaholet,499,50.10,16.2,35,38.9,57.5,31.8
N00000687,Knockaholet,379,50.13,12.7,41,12.1,83.4,23.1
N00000688,Knockaholet,407,44.96,10.3,38,62.2,31.9,35.6
N00000689,Knockaholet,392,48.98,15.8,42,24.5,71.9,31.4
N00000690,Newhill,282,50.71,13.1,39,19.1,74.1,30.6
N00000691,Newhill,303,54.46,9.9,29,5.9,87.1,18.4
N00000692,Newhill,244,52.46,10.7,41,7.0,86.5,16.5
N00000693,Newhill,287,52.96,8.4,41,11.8,82.6,27.8
N00000694,Newhill,873,54.64,15.1,30,16.7,77.8,32.7
N00000695,Newhill,518,52.70,11.8,35,11.2,80.1,31.1
N00000696,Route,180,47.78,5.0,47,31.7,62.8,25.7
N00000697,Route,380,51.84,15.5,44,13.7,78.4,51.2
N00000698,Route,451,51.66,10.4,44,15.3,80.3,41.0
N00000699,Route,256,55.08,4.3,60,14.8,78.5,27.8
N00000700,Route,262,45.80,13.0,42,50.8,43.5,22.9
N00000701,Seacon,235,48.94,12.8,37,4.3,86.8,20.7
N00000702,Seacon,771,51.62,11.9,32,17.8,75.4,39.6
N00000703,Seacon,342,47.95,12.0,45,8.5,81.3,31.2
N00000704,Seacon,656,48.63,13.9,41,10.2,83.2,37.4
N00000705,Seacon,680,52.79,14.6,33,22.2,72.2,42.5
N00000706,Stranocum,437,48.05,15.8,35,33.0,60.9,21.1
N00000707,Stranocum,360,49.72,13.9,38,6.9,86.9,31.5
N00000708,Stranocum,466,47.21,8.2,38,32.6,61.8,31.5
N00000709,Stranocum,465,49.46,13.8,40,8.8,83.9,34.5
N00000710,The Vow,345,51.01,14.2,38,10.7,84.9,30.4
N00000711,The Vow,522,49.81,9.4,32,9.6,83.7,38.4
N00000712,The Vow,385,48.83,16.6,39,25.2,71.4,37.7
N00000713,The Vow,421,46.08,15.9,39,54.2,42.5,30.9
N00000714,The Vow,453,49.23,17.2,37,42.6,52.5,30.7
N00000715,Ballydown_1,656,49.85,11.3,32,34.6,57.8,45.0
N00000716,Ballydown_1,897,52.29,15.2,43,21.0,72.7,52.1
N00000717,Ballydown_1,576,50.69,9.9,37,26.0,64.9,52.3
N00000718,Ballydown_2,1923,49.66,13.6,33,35.9,57.2,53.0
N00000719,Ballydown_2,260,47.69,17.7,40,28.5,62.3,61.2
N00000720,Ballydown_2,484,49.17,16.5,38,29.5,64.5,60.8
N00000721,Ballyward,460,48.26,17.8,35,60.7,36.5,37.3
N00000722,Ballyward,495,49.70,14.3,33,15.8,79.6,35.0
N00000723,Ballyward,445,47.19,16.2,33,93.0,4.7,29.8
N00000724,Ballyward,495,47.88,13.9,37,56.4,39.6,37.0
N00000725,Ballyward,477,49.27,12.8,35,52.4,44.4,33.7
N00000726,Ballyward,445,44.94,16.0,34,65.8,31.2,28.2
N00000727,Banbridge West,274,51.09,9.5,41,43.4,51.8,26.1
N00000728,Banbridge West,495,49.09,12.9,29,42.8,50.3,48.3
N00000729,Banbridge West,355,50.14,17.7,36,27.9,63.7,39.9
N00000730,Banbridge West,305,50.49,16.4,41,25.2,71.1,35.2
N00000731,Banbridge West,267,53.56,12.4,43,50.2,46.8,24.4
N00000732,Banbridge West,569,53.25,9.5,29,43.1,49.0,44.9
N00000733,Banbridge West,325,52.00,19.1,40,36.9,53.5,38.4
N00000734,Banbridge West,416,51.44,17.8,28,36.1,56.0,30.6
N00000735,Bannside,422,48.58,14.9,42,33.9,61.6,38.6
N00000736,Bannside,382,51.83,14.4,36,60.5,36.1,32.8
N00000737,Bannside,382,50.79,12.8,43,15.2,80.4,40.5
N00000738,Bannside,432,49.07,12.0,35,65.0,31.9,37.3
N00000739,Bannside,444,49.32,12.6,39,27.7,69.1,37.6
N00000740,Bannside,567,49.91,16.0,37,26.8,66.7,40.4
N00000741,Dromore North,345,51.01,6.1,49,15.7,78.0,62.4
N00000742,Dromore North,286,52.10,10.5,39,21.0,72.0,45.9
N00000743,Dromore North,270,53.33,15.2,38,9.3,84.1,25.5
N00000744,Dromore North,283,54.77,11.7,38,15.9,76.0,38.9
N00000745,Dromore North,470,49.15,14.5,37,19.1,73.4,53.1
N00000746,Dromore North,508,51.77,10.0,41,21.5,70.3,29.6
N00000747,Dromore North,401,54.86,10.2,35,21.4,68.6,49.7
N00000748,Dromore South_1,454,51.76,12.3,38,17.2,75.6,56.1
N00000749,Dromore South_1,387,55.30,8.5,41,8.5,82.2,35.4
N00000750,Dromore South_1,319,53.29,10.7,39,16.6,72.1,38.6
N00000751,Dromore South_1,464,53.02,7.8,31,17.5,70.7,49.8
N00000752,Dromore South_1,412,51.46,11.9,37,15.5,76.9,52.3
N00000753,Dromore South_2,436,48.85,15.8,39,18.1,72.2,48.7
N00000754,Dromore South_2,436,49.08,14.2,32,14.7,75.5,52.2
N00000755,Dromore South_2,391,48.85,21.2,35,8.2,84.9,56.3
N00000756,Dromore South_2,366,50.82,11.5,38,15.8,76.2,43.0
N00000757,Dromore South_2,451,52.11,17.3,33,10.0,84.3,55.1
N00000758,Edenderry,471,56.69,13.0,28,58.4,36.1,25.3
N00000759,Edenderry,304,50.33,22.0,37,55.3,40.8,42.3
N00000760,Edenderry,250,48.80,8.8,48,34.0,61.6,21.9
N00000761,Edenderry,421,55.11,10.2,33,44.4,48.9,27.1
N00000762,Edenderry,222,52.25,6.8,46,43.7,53.6,27.6
N00000763,Edenderry,410,53.66,11.7,31,48.0,43.4,31.2
N00000764,Edenderry,278,53.96,15.8,37,50.7,45.0,37.4
N00000765,Edenderry,413,48.67,14.8,29,47.2,43.1,24.5
N00000766,Fort,776,52.84,8.8,52,30.7,65.1,33.8
N00000767,Fort,312,52.24,17.6,37,20.5,72.8,39.2
N00000768,Fort,276,54.71,12.3,39,11.2,80.8,36.0
N00000769,Fort,393,49.11,18.1,41,33.6,62.1,51.5
N00000770,Fort,374,48.93,20.9,35,32.1,63.4,51.7
N00000771,Fort,233,53.22,5.6,45,27.5,63.1,29.2
N00000772,Gilford,456,52.41,16.0,40,25.9,69.1,40.4
N00000773,Gilford,420,52.14,13.6,32,35.7,56.4,36.6
N00000774,Gilford,1023,50.24,12.1,36,44.3,49.2,30.2
N00000775,Gilford,296,46.28,14.2,41,10.8,83.8,30.9
N00000776,Gilford,327,48.01,13.8,35,73.1,22.3,14.5
N00000777,Gransha,912,49.89,13.6,37,10.9,84.6,39.9
N00000778,Gransha,432,50.93,16.2,40,28.7,66.0,41.8
N00000779,Gransha,564,50.00,12.1,36,21.1,68.3,42.5
N00000780,Gransha,531,45.95,13.4,37,10.9,82.7,48.0
N00000781,Gransha,508,49.41,12.0,30,12.0,77.6,55.2
N00000782,Gransha,526,49.62,17.5,35,4.0,91.8,41.4
N00000783,Katesbridge,565,46.55,14.0,37,44.8,51.5,35.0
N00000784,Katesbridge,437,51.49,10.8,37,26.3,70.0,40.5
N00000785,Katesbridge,332,49.70,13.0,43,13.6,81.3,33.1
N00000786,Katesbridge,384,53.91,13.3,40,4.7,90.6,41.5
N00000787,Katesbridge,437,48.28,11.7,34,25.9,65.7,39.2
N00000788,Katesbridge,427,46.37,13.3,37,52.7,42.2,41.5
N00000789,Lawrencetown,997,50.05,11.8,32,63.6,32.4,34.5
N00000790,Lawrencetown,530,50.38,11.3,40,52.6,42.5,42.5
N00000791,Lawrencetown,347,48.13,10.7,47,55.6,37.5,39.8
N00000792,Lawrencetown,399,50.88,16.3,38,18.5,73.7,47.1
N00000793,Lawrencetown,451,50.55,14.2,39,62.1,37.7,39.8
N00000794,Loughbrickland,467,51.18,16.5,41,42.0,51.6,43.2
N00000795,Loughbrickland,539,46.20,14.1,36,26.5,72.5,42.7
N00000796,Loughbrickland,351,52.42,16.2,37,63.8,32.8,37.6
N00000797,Loughbrickland,349,53.01,8.3,42,35.0,57.6,38.4
N00000798,Loughbrickland,527,48.77,15.7,38,43.5,52.4,40.9
N00000799,Loughbrickland,475,50.95,13.5,35,7.4,88.2,38.6
N00000800,Quilly,428,50.00,13.6,42,22.9,73.4,45.5
N00000801,Quilly,529,47.07,16.1,39,9.5,86.4,51.7
N00000802,Quilly,272,49.26,12.1,43,16.9,76.1,46.2
N00000803,Quilly,398,46.48,12.6,43,17.1,76.4,41.7
N00000804,Quilly,422,47.63,10.0,44,7.8,85.1,48.7
N00000805,Quilly,383,48.83,11.0,46,14.6,79.9,46.7
N00000806,Rathfriland,341,53.08,14.4,37,37.5,59.2,28.3
N00000807,Rathfriland,521,52.40,13.8,31,37.6,57.0,35.0
N00000808,Rathfriland,243,50.21,7.8,54,24.3,68.7,28.7
N00000809,Rathfriland,557,53.14,10.2,38,44.0,51.2,31.1
N00000810,Rathfriland,434,49.08,11.5,35,46.1,50.2,38.7
N00000811,Rathfriland,345,49.86,13.6,37,31.0,64.9,22.1
N00000812,Rathfriland,299,52.17,10.0,35,40.5,54.8,24.9
N00000813,Seapatrick,491,48.07,11.2,34,23.8,70.1,39.5
N00000814,Seapatrick,258,46.90,10.5,46,14.7,80.6,42.8
N00000815,Seapatrick,487,49.90,18.3,40,20.7,72.9,54.5
N00000816,Seapatrick,558,49.46,11.1,45,24.9,70.1,42.5
N00000817,Seapatrick,256,51.56,12.5,49,29.7,64.8,66.5
N00000818,Seapatrick,324,46.91,9.0,41,22.5,74.4,37.3
N00000819,The Cut,253,52.96,9.1,41,34.8,58.9,24.5
N00000820,The Cut,375,49.33,7.7,31,27.7,64.3,35.8
N00000821,The Cut,269,51.67,10.0,40,38.3,53.9,25.7
N00000822,The Cut,209,55.50,8.1,44,44.5,48.3,37.8
N00000823,The Cut,365,52.60,12.3,43,36.2,58.6,42.4
