SA2011,DZ2021_cd_dominant,DZ2021_cd_point
N00003725,N20003144,N20003144
N00003726,N20003151,N20003148
N00003727,N20003131,N20003131
N00003728,N20003152,N20003152
N00003729,N20003153,N20003153
N00003730,N20003153,N20003153
N00003731,N20003140,N20003140
N00003732,N20003140,N20003140
N00003733,N20003153,N20003150
N00003734,N20003182,N20003182
N00003735,N20003186,N20003186
N00003736,N20003186,N20003186
N00003737,N20003182,N20003182
N00003738,N20003183,N20003183
N00003739,N20003176,N20003176
N00003740,N20003177,N20003177
N00003741,N20003174,N20003174
N00003742,N20003176,N20003176
N00003743,N20003227,N20003227
N00003744,N20003224,N20003224
N00003745,N20003227,N20003229
N00003746,N20003197,N20003197
N00003747,N20003233,N20003233
N00003748,N20003222,N20003222
N00003749,N20003155,N20003155
N00003750,N20003156,N20003156
N00003751,N20003156,N20003156
N00003752,N20003223,N20003223
N00003753,N20003117,N20003117
N00003754,N20003123,N20003123
N00003755,N20003200,N20003200
N00003756,N20003173,N20003173
N00003757,N20003115,N20003115
N00003758,N20003114,N20003114
N00003759,N20003117,N20003117
N00003760,N20003120,N20003120
N00003761,N20003211,N20003211
N00003762,N20003208,N20003208
N00003763,N20003208,N20003208
N00003764,N20003214,N20003214
N00003765,N20003212,N20003215
N00003766,N20003207,N20003207
N00003767,N20003207,N20003207
N00003768,N20003198,N20003198
N00003769,N20003193,N20003193
N00003770,N20003195,N20003195
N00003771,N20003195,N20003195
N00003772,N20003185,N20003185
N00003773,N20003185,N20003185
N00003774,N20003188,N20003188
N00003775,N20003194,N20003194
N00003776,N20003161,N20003164
N00003777,N20003164,N20003164
N00003778,N20003170,N20003170
N00003779,N20003161,N20003161
N00003780,N20003157,N20003157
N00003781,N20003157,N20003157
N00003782,N20003108,N20003112
N00003783,N20003161,N20003161
N00003784,N20003202,N20003202
N00003785,N20003205,N20003205
N00003786,N20003194,N20003194
N00003787,N20003200,N20003200
N00003788,N20003199,N20003199
N00003789,N20003204,N20003204
N00003790,N20003201,N20003201
N00003791,N20003138,N20003138
N00003792,N20003203,N20003206
N00003793,N20003135,N20003135
N00003794,N20003139,N20003139
N00003795,N20003149,N20003149
N00003796,N20003149,N20003149
N00003797,N20003145,N20003145
N00003798,N20003142,N20003143
N00003799,N20003297,N20003297
N00003800,N20003300,N20003300
N00003801,N20003300,N20003300
N00003802,N20003300,N20003300
N00003803,N20003300,N20003300
N00003804,N20003293,N20003293
N00003805,N20003304,N20003304
N00003806,N20003301,N20003301
N00003807,N20003304,N20003303
N00003808,N20003306,N20003306
N00003809,N20003308,N20003308
N00003810,N20003305,N20003305
N00003811,N20003307,N20003307
N00003812,N20003309,N20003309
N00003813,N20003309,N20003309
N00003814,N20003309,N20003299
N00003815,N20003299,N20003299
N00003816,N20003302,N20003302
N00003817,N20003291,N20003291
N00003818,N20003291,N20003290
N00003819,N20003310,N20003310
N00003820,N20003282,N20003282
N00003821,N20003290,N20003290
N00003822,N20003310,N20003310
N00003823,N20003209,N20003209
N00003824,N20003216,N20003216
N00003825,N20003226,N20003216
N00003826,N20003226,N20003226
N00003827,N20003219,N20003219
N00003828,N20003125,N20003125
N00003829,N20003107,N20003107
N00003830,N20003128,N20003128
N00003831,N20003128,N20003128
N00003832,N20003104,N20003104
N00003833,N20003125,N20003125
N00003834,N20003244,N20003244
N00003835,N20003256,N20003256
N00003836,N20003230,N20003230
N00003837,N20003256,N20003256
N00003838,N20003254,N20003254
N00003839,N20003232,N20003232
N00003840,N20003295,N20003295
N00003841,N20003253,N20003253
N00003842,N20003250,N20003250
N00003843,N20003255,N20003255
N00003844,N20003240,N20003240
N00003845,N20003240,N20003243
N00003846,N20003251,N20003251
N00003847,N20003253,N20003253
N00003848,N20003246,N20003246
N00003849,N20003142,N20003142
N00003850,N20003148,N20003141
N00003851,N20003133,N20003133
N00003852,N20003136,N20003136
N00003853,N20003130,N20003130
N00003854,N20003127,N20003127
N00003855,N20003133,N20003134
N00003856,N20003130,N20003130
N00003857,N20003213,N20003213
N00003858,N20003232,N20003232
N00003859,N20003213,N20003217
N00003860,N20003230,N20003230
N00003861,N20003280,N20003280
N00003862,N20003261,N20003261
N00003863,N20003179,N20003190
N00003864,N20003187,N20003187
N00003865,N20003190,N20003190
N00003866,N20003189,N20003189
N00003867,N20003189,N20003197
N00003868,N20003192,N20003192
N00003869,N20003180,N20003180
N00003870,N20003181,N20003181
N00003871,N20003169,N20003169
N00003872,N20003178,N20003178
N00003873,N20003184,N20003184
N00003874,N20003102,N20003105
N00003875,N20003106,N20003106
N00003876,N20003103,N20003105
N00003877,N20003108,N20003102
N00003878,N20003103,N20003103
N00003879,N20003101,N20003101
N00003880,N20003212,N20003212
N00003881,N20003165,N20003165
N00003882,N20003160,N20003160
N00003883,N20003168,N20003168
N00003884,N20003158,N20003158
N00003885,N20003154,N20003154
N00003886,N20003154,N20003161
N00003887,N20000188,N20000186
N00003888,N20000208,N20000206
N00003889,N20000188,N20000186
N00003890,N20000178,N20000178
N00003891,N20000176,N20000176
N00003892,N20000175,N20000175
N00003893,N20000179,N20000179
N00003894,N20000179,N20000179
N00003895,N20000179,N20000175
N00003896,N20000105,N20000105
N00003897,N20000097,N20000097
N00003898,N20000110,N20000110
N00003899,N20000109,N20000109
N00003900,N20000093,N20000093
N00003901,N20000095,N20000093
N00003902,N20000097,N20000097
N00003903,N20000092,N20000092
N00003904,N20000090,N20000093
N00003905,N20000108,N20000108
N00003906,N20000103,N20000103
N00003907,N20000108,N20000108
N00003908,N20000108,N20000108
N00003909,N20000107,N20000107
N00003910,N20000115,N20000115
N00003911,N20000100,N20000102
N00003912,N20000092,N20000092
N00003913,N20000092,N20000092
N00003914,N20000156,N20000156
N00003915,N20000154,N20000154
N00003916,N20000156,N20000156
N00003917,N20000154,N20000154
N00003918,N20000154,N20000154
N00003919,N20000157,N20000157
N00003920,N20000156,N20000151
N00003921,N20000148,N20000148
N00003922,N20000151,N20000151
N00003923,N20000234,N20000234
N00003924,N20000222,N20000222
N00003925,N20000222,N20000222
N00003926,N20000227,N20000227
N00003927,N20000232,N20000232
N00003928,N20000236,N20000236
N00003929,N20000228,N20000228
N00003930,N20000217,N20000222
N00003931,N20000228,N20000228
N00003932,N20000125,N20000125
N00003933,N20000089,N20000089
N00003934,N20000121,N20000121
N00003935,N20000087,N20000087
N00003936,N20000086,N20000100
N00003937,N20000100,N20000100
N00003938,N20000124,N20000124
N00003939,N20000120,N20000120
N00003940,N20000122,N20000120
N00003941,N20000122,N20000122
N00003942,N20000122,N20000122
N00003943,N20000100,N20000100
N00003944,N20000111,N20000111
N00003945,N20000114,N20000114
N00003946,N20000114,N20000114
N00003947,N20000120,N20000115
N00003948,N20000221,N20000226
N00003949,N20000226,N20000226
N00003950,N20000223,N20000223
N00003951,N20000221,N20000221
N00003952,N20000218,N20000218
N00003953,N20000224,N20000224
N00003954,N20000220,N20000220
N00003955,N20000220,N20000218
N00003956,N20000223,N20000223
N00003957,N20000213,N20000213
N00003958,N20000213,N20000213
N00003959,N20000218,N20000218
N00003960,N20000216,N20000216
N00003961,N20000213,N20000214
N00003962,N20000173,N20000164
N00003963,N20000220,N20000220
N00003964,N20000180,N20000165
N00003965,N20000165,N20000165
N00003966,N20000180,N20000180
N00003967,N20000164,N20000164
N00003968,N20000165,N20000165
N00003969,N20000168,N20000168
N00003970,N20000170,N20000170
N00003971,N20000176,N20000176
N00003972,N20000174,N20000174
N00003973,N20000256,N20000256
N00003974,N20000256,N20000256
N00003975,N20000256,N20000256
N00003976,N20000252,N20000252
N00003977,N20000254,N20000254
N00003978,N20000246,N20000246
N00003979,N20000249,N20000249
N00003980,N20000253,N20000253
N00003981,N20000181,N20000181
N00003982,N20000185,N20000185
N00003983,N20000181,N20000181
N00003984,N20000183,N20000183
N00003985,N20000184,N20000184
N00003986,N20000183,N20000183
N00003987,N20000192,N20000182
N00003988,N20000187,N20000187
N00003989,N20000183,N20000183
N00003990,N20000117,N20000117
N00003991,N20000122,N20000099
N00003992,N20000122,N20000122
N00003993,N20000122,N20000122
N00003994,N20000099,N20000099
N00003995,N20000002,N20000002
N00003996,N20000099,N20000099
N00003997,N20000087,N20000087
N00003998,N20000099,N20000099
N00003999,N20000099,N20000099
N00004000,N20000192,N20000190
N00004001,N20000189,N20000189
N00004002,N20000189,N20000189
N00004003,N20000192,N20000190
N00004004,N20000195,N20000195
N00004005,N20000195,N20000195
N00004006,N20000195,N20000195
N00004007,N20000182,N20000182
N00004008,N20000244,N20000244
N00004009,N20000238,N20000238
N00004010,N20000245,N20000250
N00004011,N20000250,N20000250
N00004012,N20000231,N20000231
N00004013,N20000238,N20000238
N00004014,N20000173,N20000173
N00004015,N20000224,N20000224
N00004016,N20000231,N20000231
N00004017,N20000240,N20000240
N00004018,N20000246,N20000246
N00004019,N20000243,N20000243
N00004020,N20000245,N20000245
N00004021,N20000233,N20000233
N00004022,N20000229,N20000229
N00004023,N20000230,N20000230
N00004024,N20000230,N20000230
N00004025,N20000230,N20000237
N00004026,N20000139,N20000136
N00004027,N20000136,N20000136
N00004028,N20000139,N20000139
N00004029,N20000136,N20000142
N00004030,N20000139,N20000139
N00004031,N20000147,N20000147
N00004032,N20000142,N20000145
N00004033,N20000147,N20000147
N00004034,N20000237,N20000236
N00004035,N20000241,N20000241
N00004036,N20000242,N20000242
N00004037,N20000247,N20000247
N00004038,N20000248,N20000248
N00004039,N20000234,N20000232
N00004040,N20000239,N20000239
N00004041,N20000241,N20000241
N00004042,N20000133,N20000133
N00004043,N20000133,N20000133
N00004044,N20000139,N20000139
N00004045,N20000137,N20000137
N00004046,N20000138,N20000138
N00004047,N20000126,N20000126
N00004048,N20000134,N20000134
N00004049,N20000133,N20000133
N00004050,N20000149,N20000149
N00004051,N20000132,N20000132
N00004052,N20000143,N20000143
N00004053,N20000266,N20000278
N00004054,N20000265,N20000265
N00004055,N20000262,N20000262
N00004056,N20000278,N20000278
N00004057,N20000262,N20000262
N00004058,N20000262,N20000262
N00004059,N20000278,N20000272
N00004060,N20000270,N20000270
N00004061,N20000251,N20000251
N00004062,N20000270,N20000227
N00004063,N20000262,N20000215
N00004064,N20000215,N20000219
N00004065,N20000153,N20000153
N00004066,N20000161,N20000153
N00004067,N20000146,N20000146
N00004068,N20000161,N20000161
N00004069,N20000146,N20000146
N00004070,N20000153,N20000153
N00004071,N20000150,N20000150
N00004072,N20000159,N20000159
N00004073,N20000161,N20000161
N00004074,N20000171,N20000171
N00004075,N20000135,N20000135
N00004076,N20000130,N20000130
N00004077,N20000144,N20000144
N00004078,N20000144,N20000129
N00004079,N20000129,N20000129
N00004080,N20000129,N20000129
N00004081,N20000130,N20000130
N00004082,N20000129,N20000129
N00004083,N20000129,N20000129
N00004084,N20000166,N20000166
N00004085,N20000167,N20000167
N00004086,N20000169,N20000169
N00004087,N20000172,N20000172
N00004088,N20000162,N20000162
N00004089,N20000158,N20000158
N00004090,N20000140,N20000140
N00004091,N20000140,N20000140
N00004092,N20000204,N20000204
N00004093,N20000205,N20000205
N00004094,N20000208,N20000208
N00004095,N20000210,N20000210
N00004096,N20000199,N20000199
N00004097,N20000201,N20000201
N00004098,N20000199,N20000199
N00004099,N20000203,N20000203
N00004100,N20000207,N20000207
N00004101,N20000206,N20000200
N00004102,N20000202,N20000202
N00004103,N20000205,N20000205
N00004104,N20000191,N20000191
N00004105,N20000193,N20000193
N00004106,N20000194,N20000194
N00004107,N20000200,N20000200
N00004108,N20000194,N20000197
N00004109,N20000200,N20000200
N00004110,N20003710,N20003710
N00004111,N20003701,N20003702
N00004112,N20003701,N20003701
N00004113,N20003721,N20003721
N00004114,N20003709,N20003709
N00004115,N20003709,N20003709
N00004116,N20003714,N20003714
N00004117,N20003719,N20003719
N00004118,N20003712,N20003712
N00004119,N20003712,N20003712
N00004120,N20003712,N20003712
N00004121,N20003716,N20003716
N00004122,N20003719,N20003719
N00004123,N20003626,N20003626
N00004124,N20003634,N20003634
N00004125,N20003630,N20003630
N00004126,N20003629,N20003629
N00004127,N20003630,N20003630
N00004128,N20003621,N20003621
N00004129,N20003622,N20003622
N00004130,N20003627,N20003627
N00004131,N20003690,N20003690
N00004132,N20003685,N20003685
N00004133,N20003691,N20003691
N00004134,N20003696,N20003694
N00004135,N20003689,N20003689
N00004136,N20003721,N20003721
N00004137,N20003706,N20003706
N00004138,N20003685,N20003685
N00004139,N20003695,N20003695
N00004140,N20003652,N20003652
N00004141,N20003698,N20003698
N00004142,N20003705,N20003705
N00004143,N20003701,N20003701
N00004144,N20003699,N20003699
N00004145,N20003698,N20003695
N00004146,N20003708,N20003703
N00004147,N20003708,N20003708
N00004148,N20003648,N20003648
N00004149,N20003650,N20003648
N00004150,N20003644,N20003644
N00004151,N20003647,N20003647
N00004152,N20003650,N20003650
N00004153,N20003650,N20003650
N00004154,N20003650,N20003650
N00004155,N20003648,N20003648
N00004156,N20003648,N20003648
N00004157,N20003658,N20003658
N00004158,N20003655,N20003655
N00004159,N20003655,N20003655
N00004160,N20003660,N20003660
N00004161,N20003659,N20003659
N00004162,N20003660,N20003660
N00004163,N20003669,N20003669
N00004164,N20003672,N20003672
N00004165,N20003667,N20003667
N00004166,N20003661,N20003661
N00004167,N20003662,N20003659
N00004168,N20003662,N20003662
N00004169,N20003645,N20003645
N00004170,N20003645,N20003645
N00004171,N20003647,N20003647
N00004172,N20003646,N20003645
N00004173,N20003641,N20003646
N00004174,N20003647,N20003647
N00004175,N20003639,N20003647
N00004176,N20003639,N20003639
N00004177,N20003639,N20003639
N00004178,N20003638,N20003641
N00004179,N20003586,N20003586
N00004180,N20003584,N20003584
N00004181,N20003583,N20003583
N00004182,N20003581,N20003583
N00004183,N20003586,N20003586
N00004184,N20003584,N20003584
N00004185,N20003595,N20003595
N00004186,N20003582,N20003582
N00004187,N20003637,N20003637
N00004188,N20003637,N20003637
N00004189,N20003691,N20003691
N00004190,N20003694,N20003692
N00004191,N20003634,N20003627
N00004192,N20003635,N20003635
N00004193,N20003625,N20003625
N00004194,N20003625,N20003625
N00004195,N20003616,N20003616
N00004196,N20003569,N20003569
N00004197,N20003609,N20003609
N00004198,N20003617,N20003617
N00004199,N20003619,N20003619
N00004200,N20003554,N20003556
N00004201,N20003556,N20003556
N00004202,N20003619,N20003620
N00004203,N20003611,N20003611
N00004204,N20003613,N20003613
N00004205,N20003620,N20003619
N00004206,N20003618,N20003618
N00004207,N20003569,N20003569
N00004208,N20003677,N20003677
N00004209,N20003568,N20003568
N00004210,N20003569,N20003569
N00004211,N20003678,N20003678
N00004212,N20003669,N20003672
N00004213,N20003663,N20003663
N00004214,N20003670,N20003670
N00004215,N20003664,N20003664
N00004216,N20003665,N20003665
N00004217,N20003666,N20003666
N00004218,N20003664,N20003664
N00004219,N20003548,N20003548
N00004220,N20003539,N20003544
N00004221,N20003569,N20003569
N00004222,N20003569,N20003569
N00004223,N20003569,N20003569
N00004224,N20003537,N20003537
N00004225,N20003539,N20003539
N00004226,N20003545,N20003545
N00004227,N20003546,N20003546
N00004228,N20003546,N20003546
N00004229,N20003547,N20003547
N00004230,N20003547,N20003547
N00004231,N20003538,N20003538
N00004232,N20003546,N20003546
N00004233,N20003541,N20003541
N00004234,N20003542,N20003542
N00004235,N20003569,N20003569
N00004236,N20003549,N20003549
N00004237,N20003549,N20003549
N00004238,N20003550,N20003550
N00004239,N20003548,N20003548
N00004240,N20003553,N20003553
N00004241,N20003553,N20003553
N00004242,N20003548,N20003548
N00004243,N20003616,N20003616
N00004244,N20003616,N20003616
N00004245,N20003612,N20003612
N00004246,N20003595,N20003600
N00004247,N20003604,N20003604
N00004248,N20003608,N20003608
N00004249,N20003606,N20003606
N00004250,N20003609,N20003609
N00004251,N20003608,N20003608
N00004252,N20003685,N20003683
N00004253,N20003684,N20003684
N00004254,N20003685,N20003685
N00004255,N20003686,N20003686
N00004256,N20003685,N20003679
N00004257,N20003680,N20003680
N00004258,N20003682,N20003682
N00004259,N20003685,N20003685
N00004260,N20003685,N20003685
N00004261,N20003642,N20003642
N00004262,N20003632,N20003632
N00004263,N20003642,N20003642
N00004264,N20003624,N20003636
N00004265,N20003632,N20003632
N00004266,N20003621,N20003621
N00004267,N20003624,N20003624
N00004268,N20003623,N20003623
N00004269,N20003636,N20003636
N00004270,N20003564,N20003564
N00004271,N20003559,N20003559
N00004272,N20003561,N20003561
N00004273,N20003566,N20003566
N00004274,N20003559,N20003559
N00004275,N20003566,N20003561
N00004276,N20003566,N20003565
N00004277,N20003575,N20003575
N00004278,N20003574,N20003574
N00004279,N20003575,N20003567
N00004280,N20003555,N20003555
N00004281,N20003555,N20003555
N00004282,N20003552,N20003552
N00004283,N20003553,N20003553
N00004284,N20003567,N20003567
N00004285,N20003565,N20003565
N00004286,N20003569,N20003569
N00004287,N20003571,N20003573
N00004288,N20003573,N20003573
N00004289,N20003570,N20003570
N00004290,N20003569,N20003569
N00004291,N20003576,N20003576
N00004292,N20003571,N20003571
N00004293,N20003563,N20003563
N00004294,N20003576,N20003576
N00004295,N20003541,N20003541
N00004296,N20003541,N20003541
N00004297,N20003628,N20003628
N00004298,N20003581,N20003581
N00004299,N20003581,N20003581
N00004300,N20003541,N20003541
N00004301,N20003578,N20003578
N00004302,N20003578,N20003578
N00004303,N20003614,N20003614
N00004304,N20003615,N20003615
N00004305,N20003614,N20003614
N00004306,N20003592,N20003592
N00004307,N20003596,N20003599
N00004308,N20003605,N20003605
N00004309,N20003615,N20003615
N00004310,N20003605,N20003615
N00004311,N20003599,N20003599
N00004312,N20003601,N20003601
N00004313,N20003602,N20003602
N00004314,N20003597,N20003597
N00004315,N20003603,N20003603
N00004316,N20003602,N20003602
N00004317,N20003603,N20003603
N00004318,N20003603,N20003603
N00004319,N20003610,N20003610
N00004320,N20003592,N20003593
N00004321,N20003591,N20003591
N00004322,N20003594,N20003594
N00004323,N20003594,N20003591
N00004324,N20003585,N20003585
N00004325,N20003588,N20003588
N00004326,N20003587,N20003587
N00004327,N20003587,N20003587
N00004328,N20003598,N20003600
N00004329,N20003656,N20003656
N00004330,N20003649,N20003649
N00004331,N20003649,N20003649
N00004332,N20003596,N20003596
N00004333,N20003605,N20003605
N00004334,N20003653,N20003653
N00004335,N20003653,N20003653
N00004336,N20003651,N20003651
N00004337,N20003657,N20003657
N00004338,N20002245,N20002245
N00004339,N20002245,N20002245
N00004340,N20002246,N20002246
N00004341,N20002249,N20002249
N00004342,N20002250,N20002250
N00004343,N20002189,N20002189
N00004344,N20002196,N20002196
N00004345,N20002195,N20002195
N00004346,N20002196,N20002207
N00004347,N20002196,N20002196
N00004348,N20002197,N20002197
N00004349,N20002185,N20002185
N00004350,N20002161,N20002159
N00004351,N20002162,N20002162
N00004352,N20002158,N20002165
N00004353,N20002165,N20002161
N00004354,N20002165,N20002165
N00004355,N20002210,N20002210
N00004356,N20002213,N20002213
N00004357,N20002219,N20002216
N00004358,N20002210,N20002210
N00004359,N20002219,N20002219
N00004360,N20002211,N20002211
N00004361,N20002199,N20002199
N00004362,N20002220,N20002218
N00004363,N20002160,N20002160
N00004364,N20002163,N20002163
N00004365,N20002162,N20002162
N00004366,N20002163,N20002163
N00004367,N20002174,N20002174
N00004368,N20002234,N20002232
N00004369,N20002234,N20002234
N00004370,N20002231,N20002235
N00004371,N20002232,N20002232
N00004372,N20002239,N20002239
N00004373,N20002228,N20002228
N00004374,N20002155,N20002155
N00004375,N20002154,N20002154
N00004376,N20002155,N20002155
N00004377,N20002160,N20002160
N00004378,N20002195,N20002195
N00004379,N20002196,N20002200
N00004380,N20002201,N20002201
N00004381,N20002209,N20002209
N00004382,N20002207,N20002207
N00004383,N20002206,N20002206
N00004384,N20002196,N20002196
N00004385,N20002220,N20002220
N00004386,N20002151,N20002151
N00004387,N20002150,N20002150
N00004388,N20002156,N20002156
N00004389,N20002156,N20002156
N00004390,N20002151,N20002151
N00004391,N20002177,N20002177
N00004392,N20002165,N20002171
N00004393,N20002165,N20002165
N00004394,N20002172,N20002170
N00004395,N20002172,N20002172
N00004396,N20002177,N20002177
N00004397,N20002226,N20002226
N00004398,N20002226,N20002222
N00004399,N20002226,N20002226
N00004400,N20002227,N20002227
N00004401,N20002230,N20002230
N00004402,N20002214,N20002214
N00004403,N20002215,N20002215
N00004404,N20002194,N20002194
N00004405,N20002204,N20002204
N00004406,N20002191,N20002191
N00004407,N20002182,N20002182
N00004408,N20002182,N20002182
N00004409,N20002187,N20002187
N00004410,N20002232,N20002232
N00004411,N20002238,N20002238
N00004412,N20002190,N20002190
N00004413,N20002184,N20002184
N00004414,N20002195,N20002195
N00004415,N20002184,N20002183
N00004416,N20002184,N20002184
N00004417,N20002164,N20002164
N00004418,N20002176,N20002176
N00004419,N20002173,N20002173
N00004420,N20002168,N20002168
N00004421,N20002164,N20002164
N00004422,N20002223,N20002223
N00004423,N20002224,N20002224
N00004424,N20002225,N20002225
N00004425,N20002229,N20002225
N00004426,N20002221,N20002221
N00004427,N20002244,N20002244
N00004428,N20002251,N20002251
N00004429,N20002250,N20002250
N00004430,N20002248,N20002248
N00004431,N20002248,N20002248
N00004432,N20002198,N20002198
N00004433,N20002193,N20002193
N00004434,N20002198,N20002198
N00004435,N20002181,N20002181
N00004436,N20002240,N20002240
N00004437,N20002243,N20002243
N00004438,N20002240,N20002240
N00004439,N20002231,N20002231
N00004440,N20002231,N20002237
N00004441,N20002175,N20002175
N00004442,N20002178,N20002178
N00004443,N20002179,N20002178
N00004444,N20002174,N20002174
N00004445,N20002180,N20002180
N00004446,N20001958,N20001958
N00004447,N20001961,N20001961
N00004448,N20001988,N20001959
N00004449,N20001961,N20001961
N00004450,N20001951,N20001951
N00004451,N20001968,N20001968
N00004452,N20001979,N20001979
N00004453,N20001982,N20001982
N00004454,N20001983,N20001983
N00004455,N20001978,N20001978
N00004456,N20001978,N20001978
N00004457,N20001980,N20001980
N00004458,N20002025,N20002022
N00004459,N20002015,N20002015
N00004460,N20002021,N20002021
N00004461,N20002008,N20002008
N00004462,N20002012,N20002012
N00004463,N20002024,N20002024
N00004464,N20002025,N20002025
N00004465,N20002015,N20002015
N00004466,N20002026,N20002026
N00004467,N20002028,N20002028
N00004468,N20002025,N20002025
N00004469,N20001950,N20001959
N00004470,N20001948,N20001952
N00004471,N20001959,N20001959
N00004472,N20001989,N20001954
N00004473,N20001971,N20001971
N00004474,N20001975,N20001975
N00004475,N20001973,N20001988
N00004476,N20001982,N20001982
N00004477,N20001982,N20001982
N00004478,N20002008,
N00004479,N20002005,N20002006
N00004480,N20002008,N20002008
N00004481,N20001998,N20001998
N00004482,N20002005,N20002005
N00004483,N20001998,N20001998
N00004484,N20002015,N20002015
N00004485,N20002026,N20002026
N00004486,N20002020,N20002020
N00004487,N20002019,N20002019
N00004488,N20002023,N20002023
N00004489,N20002026,N20002026
N00004490,N20002017,N20002017
N00004491,N20002017,N20002011
N00004492,N20002017,N20002017
N00004493,N20002024,N20002017
N00004494,N20002010,N20002010
N00004495,N20002011,N20002011
N00004496,N20001961,N20001961
N00004497,N20001961,N20001961
N00004498,N20001961,N20001964
N00004499,N20001966,N20001966
N00004500,N20001969,N20001969
N00004501,N20001990,N20001990
N00004502,N20001981,N20001981
N00004503,N20001989,N20001989
N00004504,N20001989,N20001989
N00004505,N20001990,N20001990
N00004506,N20001991,N20001991
N00004507,N20002000,N20002000
N00004508,N20001998,N20001998
N00004509,N20002001,N20002001
N00004510,N20002006,N20002006
N00004511,N20002002,N20002002
N00004512,N20002006,N20002006
N00004513,N20001947,N20001947
N00004514,N20001941,N20001941
N00004515,N20001941,N20001947
N00004516,N20001950,N20001950
N00004517,N20001948,N20001948
N00004518,N20001941,N20001941
N00004519,N20001985,N20001985
N00004520,N20001997,N20001997
N00004521,N20001984,N20001984
N00004522,N20001986,N20001986
N00004523,N20001986,N20001986
N00004524,N20001984,N20001984
N00004525,N20001986,N20001986
N00004526,N20002008,N20002008
N00004527,N20002024,N20002024
N00004528,N20001991,N20001991
N00004529,N20001988,N20001988
N00004530,N20001992,N20001992
N00004531,N20002007,N20002007
N00004532,N20001994,N20001994
N00004533,N20001977,N20001984
N00004534,N20001995,N20001996
N00004535,N20001970,N20001970
N00004536,N20001976,N20001980
N00004537,N20001977,N20001977
