SA2011,sex,religion_brought_up_in,count
N00004246,Female,Protestant and Other Christian,127
N00004246,Female,Other religions and none,13
N00004247,Male,Catholic,10
N00004247,Male,Protestant and Other Christian,125
N00004247,Male,Other religions and none,10
N00004247,Female,Catholic,24
N00004247,Female,Protestant and Other Christian,140
N00004247,Female,Other religions and none,6
N00004248,Male,Catholic,4
N00004248,Male,Protestant and Other Christian,78
N00004248,Male,Other religions and none,24
N00004248,Female,Catholic,6
N00004248,Female,Protestant and Other Christian,99
N00004248,Female,Other religions and none,25
N00004249,Male,Catholic,14
N00004249,Male,Protestant and Other Christian,84
N00004249,Male,Other religions and none,12
N00004249,Female,Catholic,20
N00004249,Female,Protestant and Other Christian,116
N00004249,Female,Other religions and none,12
N00004250,Male,Catholic,3
N00004250,Male,Protestant and Other Christian,89
N00004250,Male,Other religions and none,16
N00004250,Female,Catholic,1
N00004250,Female,Protestant and Other Christian,111
N00004250,Female,Other religions and none,24
N00004251,Male,Catholic,5
N00004251,Male,Protestant and Other Christian,112
N00004251,Male,Other religions and none,17
N00004251,Female,Catholic,5
N00004251,Female,Protestant and Other Christian,107
N00004251,Female,Other religions and none,21
N00004252,Male,Catholic,8
N00004252,Male,Protestant and Other Christian,109
N00004252,Male,Other religions and none,16
N00004252,Female,Catholic,13
N00004252,Female,Protestant and Other Christian,140
N00004252,Female,Other religions and none,16
N00004253,Male,Catholic,14
N00004253,Male,Protestant and Other Christian,117
N00004253,Male,Other religions and none,14
N00004253,Female,Catholic,10
N00004253,Female,Protestant and Other Christian,117
N00004253,Female,Other religions and none,21
N00004254,Male,Catholic,6
N00004254,Male,Protestant and Other Christian,111
N00004254,Male,Other religions and none,14
N00004254,Female,Catholic,22
N00004254,Female,Protestant and Other Christian,124
N00004254,Female,Other religions and none,7
N00004255,Male,Catholic,4
N00004255,Male,Protestant and Other Christian,91
N00004255,Male,Other religions and none,4
N00004255,Female,Catholic,8
N00004255,Female,Protestant and Other Christian,108
N00004255,Female,Other religions and none,4
N00004256,Male,Catholic,29
N00004256,Male,Protestant and Other Christian,344
N00004256,Male,Other religions and none,47
N00004256,Female,Catholic,25
N00004256,Female,Protestant and Other Christian,367
N00004256,Female,Other religions and none,48
N00004257,Male,Catholic,4
N00004257,Male,Protestant and Other Christian,90
N00004257,Male,Other religions and none,12
N00004257,Female,Catholic,7
N00004257,Female,Protestant and Other Christian,103
N00004257,Female,Other religions and none,10
N00004258,Male,Catholic,16
N00004258,Male,Protestant and Other Christian,108
N00004258,Male,Other religions and none,18
N00004258,Female,Catholic,24
N00004258,Female,Protestant and Other Christian,131
N00004258,Female,Other religions and none,11
N00004259,Male,Catholic,6
N00004259,Male,Protestant and Other Christian,89
N00004259,Male,Other religions and none,12
N00004259,Female,Catholic,10
N00004259,Female,Protestant and Other Christian,74
N00004259,Female,Other religions and none,8
N00004260,Male,Catholic,12
N00004260,Male,Protestant and Other Christian,131
N00004260,Male,Other religions and none,16
N00004260,Female,Catholic,10
N00004260,Female,Protestant and Other Christian,137
N00004260,Female,Other religions and none,8
N00004261,Male,Catholic,26
N00004261,Male,Protestant and Other Christian,55
N00004261,Male,Other religions and none,27
N00004261,Female,Catholic,34
N00004261,Female,Protestant and Other Christian,75
N00004261,Female,Other religions and none,16
N00004262,Male,Catholic,53
N00004262,Male,Protestant and Other Christian,84
N00004262,Male,Other religions and none,33
N00004262,Female,Catholic,44
N00004262,Female,Protestant and Other Christian,50
N00004262,Female,Other religions and none,17
N00004263,Male,Catholic,32
N00004263,Male,Protestant and Other Christian,67
N00004263,Male,Other religions and none,25
N00004263,Female,Catholic,32
N00004263,Female,Protestant and Other Christian,53
N00004263,Female,Other religions and none,17
N00004264,Male,Catholic,68
N00004264,Male,Protestant and Other Christian,147
N00004264,Male,Other religions and none,60
N00004264,Female,Catholic,65
N00004264,Female,Protestant and Other Christian,151
N00004264,Female,Other religions and none,42
N00004265,Male,Catholic,20
N00004265,Male,Protestant and Other Christian,74
N00004265,Male,Other religions and none,30
N00004265,Female,Catholic,15
N00004265,Female,Protestant and Other Christian,65
N00004265,Female,Other religions and none,18
N00004266,Male,Catholic,20
N00004266,Male,Protestant and Other Christian,110
N00004266,Male,Other religions and none,29
N00004266,Female,Catholic,28
N00004266,Female,Protestant and Other Christian,112
N00004266,Female,Other religions and none,25
N00004267,Male,Catholic,52
N00004267,Male,Protestant and Other Christian,172
N00004267,Male,Other religions and none,61
N00004267,Female,Catholic,61
N00004267,Female,Protestant and Other Christian,176
N00004267,Female,Other religions and none,40
N00004268,Male,Catholic,15
N00004268,Male,Protestant and Other Christian,102
N00004268,Male,Other religions and none,45
N00004268,Female,Catholic,23
N00004268,Female,Protestant and Other Christian,118
N00004268,Female,Other religions and none,21
N00004269,Male,Catholic,22
N00004269,Male,Protestant and Other Christian,88
N00004269,Male,Other religions and none,43
N00004269,Female,Catholic,34
N00004269,Female,Protestant and Other Christian,103
N00004269,Female,Other religions and none,27
N00004270,Male,Catholic,58
N00004270,Male,Protestant and Other Christian,146
N00004270,Male,Other religions and none,82
N00004270,Female,Catholic,47
N00004270,Female,Protestant and Other Christian,104
N00004270,Female,Other religions and none,24
N00004271,Male,Catholic,34
N00004271,Male,Protestant and Other Christian,80
N00004271,Male,Other religions and none,25
N00004271,Female,Catholic,41
N00004271,Female,Protestant and Other Christian,87
N00004271,Female,Other religions and none,24
N00004272,Male,Catholic,55
N00004272,Male,Protestant and Other Christian,44
N00004272,Male,Other religions and none,20
N00004272,Female,Catholic,51
N00004272,Female,Protestant and Other Christian,59
N00004272,Female,Other religions and none,23
N00004273,Male,Catholic,49
N00004273,Male,Protestant and Other Christian,110
N00004273,Male,Other religions and none,17
N00004273,Female,Catholic,59
N00004273,Female,Protestant and Other Christian,150
N00004273,Female,Other religions and none,12
N00004274,Male,Catholic,42
N00004274,Male,Protestant and Other Christian,61
N00004274,Male,Other religions and none,24
N00004274,Female,Catholic,49
N00004274,Female,Protestant and Other Christian,98
N00004274,Female,Other religions and none,22
N00004275,Male,Catholic,50
N00004275,Male,Protestant and Other Christian,54
N00004275,Male,Other religions and none,22
N00004275,Female,Catholic,52
N00004275,Female,Protestant and Other Christian,81
N00004275,Female,Other religions and none,18
N00004276,Male,Catholic,57
N00004276,Male,Protestant and Other Christian,128
N00004276,Male,Other religions and none,36
N00004276,Female,Catholic,58
N00004276,Female,Protestant and Other Christian,151
N00004276,Female,Other religions and none,28
N00004277,Male,Catholic,34
N00004277,Male,Protestant and Other Christian,92
N00004277,Male,Other religions and none,19
N00004277,Female,Catholic,44
N00004277,Female,Protestant and Other Christian,106
N00004277,Female,Other religions and none,14
N00004278,Male,Catholic,32
N00004278,Male,Protestant and Other Christian,73
N00004278,Male,Other religions and none,24
N00004278,Female,Catholic,26
N00004278,Female,Protestant and Other Christian,91
N00004278,Female,Other religions and none,25
N00004279,Male,Catholic,21
N00004279,Male,Protestant and Other Christian,116
N00004279,Male,Other religions and none,12
N00004279,Female,Catholic,36
N00004279,Female,Protestant and Other Christian,128
N00004279,Female,Other religions and none,12
N00004280,Male,Catholic,36
N00004280,Male,Protestant and Other Christian,93
N00004280,Male,Other religions and none,19
N00004280,Female,Catholic,37
N00004280,Female,Protestant and Other Christian,110
N00004280,Female,Other religions and none,23
N00004281,Male,Catholic,47
N00004281,Male,Protestant and Other Christian,139
N00004281,Male,Other religions and none,33
N00004281,Female,Catholic,45
N00004281,Female,Protestant and Other Christian,145
N00004281,Female,Other religions and none,15
N00004282,Male,Catholic,24
N00004282,Male,Protestant and Other Christian,74
N00004282,Male,Other religions and none,18
N00004282,Female,Catholic,29
N00004282,Female,Protestant and Other Christian,69
N00004282,Female,Other religions and none,15
N00004283,Male,Catholic,43
N00004283,Male,Protestant and Other Christian,94
N00004283,Male,Other religions and none,18
N00004283,Female,Catholic,60
N00004283,Female,Protestant and Other Christian,103
N00004283,Female,Other religions and none,22
N00004284,Male,Catholic,45
N00004284,Male,Protestant and Other Christian,122
N00004284,Male,Other religions and none,19
N00004284,Female,Catholic,53
N00004284,Female,Protestant and Other Christian,114
N00004284,Female,Other religions and none,11
N00004285,Male,Catholic,35
N00004285,Male,Protestant and Other Christian,118
N00004285,Male,Other religions and none,20
N00004285,Female,Catholic,50
N00004285,Female,Protestant and Other Christian,121
N00004285,Female,Other religions and none,14
N00004286,Male,Catholic,19
N00004286,Male,Protestant and Other Christian,120
N00004286,Male,Other religions and none,15
N00004286,Female,Catholic,26
N00004286,Female,Protestant and Other Christian,124
N00004286,Female,Other religions and none,13
N00004287,Male,Catholic,56
N00004287,Male,Protestant and Other Christian,194
N00004287,Male,Other religions and none,37
N00004287,Female,Catholic,72
N00004287,Female,Protestant and Other Christian,223
N00004287,Female,Other religions and none,33
N00004288,Male,Catholic,30
N00004288,Male,Protestant and Other Christian,62
N00004288,Male,Other religions and none,18
N00004288,Female,Catholic,32
N00004288,Female,Protestant and Other Christian,70
N00004288,Female,Other religions and none,8
N00004289,Male,Catholic,29
N00004289,Male,Protestant and Other Christian,57
N00004289,Male,Other religions and none,17
N00004289,Female,Catholic,31
N00004289,Female,Protestant and Other Christian,69
N00004289,Female,Other religions and none,17
N00004290,Male,Catholic,69
N00004290,Male,Protestant and Other Christian,163
N00004290,Male,Other religions and none,26
N00004290,Female,Catholic,72
N00004290,Female,Protestant and Other Christian,224
N00004290,Female,Other religions and none,29
N00004291,Male,Catholic,19
N00004291,Male,Protestant and Other Christian,127
N00004291,Male,Other religions and none,14
N00004291,Female,Catholic,16
N00004291,Female,Protestant and Other Christian,147
N00004291,Female,Other religions and none,20
N00004292,Male,Catholic,18
N00004292,Male,Protestant and Other Christian,55
N00004292,Male,Other religions and none,15
N00004292,Female,Catholic,16
N00004292,Female,Protestant and Other Christian,80
N00004292,Female,Other religions and none,20
N00004293,Male,Catholic,28
N00004293,Male,Protestant and Other Christian,58
N00004293,Male,Other religions and none,13
N00004293,Female,Catholic,43
N00004293,Female,Protestant and Other Christian,78
N00004293,Female,Other religions and none,16
N00004294,Male,Catholic,65
