DZ2021_cd,DZ2021_nm,lgd1993
N20000410,Portadown_P3,CRAIGAVON
N20000409,Portadown_P2,CRAIGAVON
N20000412,Portadown_P4,CRAIGAVON
N20000417,Portadown_Q4,CRAIGAVON
N20000420,Portadown_R5,CRAIGAVON
N20000475,Craigavon_P3,CRAIGAVON
N20000471,Craigavon_N4,CRAIGAVON
N20000470,Craigavon_N3,CRAIGAVON
N20000468,Craigavon_K3,CRAIGAVON
N20000469,Craigavon_P1,CRAIGAVON
N20000474,Craigavon_P2,CRAIGAVON
N20000473,Craigavon_L4,CRAIGAVON
N20000467,Craigavon_L3,CRAIGAVON
N20000465,Craigavon_L2,CRAIGAVON
N20000569,Lagan_River_G2,CRAIGAVON
N20000594,Banbridge_A1,CRAIGAVON
N20000598,Banbridge_B1,BANBRIDGE
N20000602,Banbridge_B4,BANBRIDGE
N20000601,Banbridge_B3,BANBRIDGE
N20000600,Banbridge_B2,BANBRIDGE
N20000595,Banbridge_A2,BANBRIDGE
N20000596,Banbridge_A3,BANBRIDGE
N20000597,Banbridge_A4,BANBRIDGE
N20000605,Banbridge_F1,BANBRIDGE
N20000606,Banbridge_F2,BANBRIDGE
N20000629,Banbridge_F3,BANBRIDGE
N20000686,Cusher_F4,ARMAGH
N20000682,Cusher_F1,ARMAGH
N20000684,Cusher_F3,ARMAGH
N20000683,Cusher_F2,ARMAGH
N20000679,Cusher_C2,ARMAGH
N20000678,Cusher_C1,ARMAGH
N20000672,Cusher_D1,ARMAGH
N20000667,Cusher_A1,ARMAGH
N20000670,Cusher_A2,ARMAGH
N20000675,Cusher_A3,ARMAGH
N20000680,Cusher_C3,ARMAGH
N20000685,Cusher_D3,ARMAGH
N20000677,Cusher_B6,ARMAGH
N20000673,Cusher_B5,ARMAGH
N20000669,Cusher_B3,ARMAGH
N20000665,Cusher_E2,ARMAGH
N20000676,Cusher_D2,ARMAGH
N20000664,Cusher_E1,ARMAGH
N20000419,Portadown_R4,CRAIGAVON
N20000402,Portadown_K4,CRAIGAVON
N20000390,Portadown_G4,CRAIGAVON
N20000389,Portadown_K1,CRAIGAVON
N20000416,Portadown_R3,ARMAGH
N20000401,Portadown_J3,ARMAGH
N20000408,Portadown_J4,ARMAGH
N20000418,Portadown_J5,ARMAGH
N20000674,Cusher_E3,ARMAGH
N20000666,Cusher_B1,ARMAGH
N20000668,Cusher_B2,ARMAGH
N20000671,Cusher_B4,ARMAGH
N20000681,Cusher_E4,ARMAGH
N20000306,Armagh_B1,ARMAGH
N20000307,Armagh_B2,ARMAGH
N20000311,Armagh_B3,ARMAGH
N20000314,Armagh_B4,ARMAGH
N20000315,Armagh_C4,ARMAGH
N20000319,Armagh_F2,ARMAGH
N20000320,Armagh_F3,ARMAGH
N20000323,Armagh_F5,ARMAGH
N20000321,Armagh_F4,ARMAGH
N20000318,Armagh_D5,ARMAGH
N20000317,Armagh_D4,ARMAGH
N20000316,Armagh_D3,ARMAGH
N20000312,Armagh_D2,ARMAGH
N20000313,Armagh_F1,ARMAGH
N20000309,Armagh_D1,ARMAGH
N20000303,Armagh_C1,ARMAGH
N20000308,Armagh_C3,ARMAGH
N20000304,Armagh_C2,ARMAGH
N20000302,Armagh_A6,ARMAGH
N20000310,Armagh_J1,ARMAGH
N20000322,Armagh_D6,ARMAGH
N20000305,Armagh_E3,ARMAGH
N20000301,Armagh_E2,ARMAGH
N20000299,Armagh_E1,ARMAGH
N20003062,Dungannon_K2,DUNGANNON
N20000297,Armagh_A3,ARMAGH
N20000300,Armagh_A5,ARMAGH
N20000298,Armagh_A4,ARMAGH
N20000296,Armagh_A2,ARMAGH
N20000295,Armagh_A1,ARMAGH
N20003059,Dungannon_J2,DUNGANNON
N20003058,Dungannon_J1,DUNGANNON
N20003060,Dungannon_J3,DUNGANNON
N20003061,Dungannon_J4,DUNGANNON
N20003082,Clogher_Valley_E4,DUNGANNON
N20003077,Clogher_Valley_E2,DUNGANNON
N20003057,Dungannon_K1,DUNGANNON
N20003054,Dungannon_D5,DUNGANNON
N20003053,Dungannon_H6,DUNGANNON
N20003050,Dungannon_F6,DUNGANNON
N20003042,Dungannon_F4,DUNGANNON
N20003035,Dungannon_F2,DUNGANNON
N20003041,Dungannon_F3,DUNGANNON
N20003043,Dungannon_F5,DUNGANNON
N20003044,Dungannon_H1,DUNGANNON
N20003038,Dungannon_C3,DUNGANNON
N20003037,Dungannon_C2,DUNGANNON
N20003040,Dungannon_E2,DUNGANNON
N20003039,Dungannon_E1,DUNGANNON
N20003046,Dungannon_E4,DUNGANNON
N20003045,Dungannon_E3,DUNGANNON
N20003047,Dungannon_H2,DUNGANNON
N20003052,Dungannon_H5,DUNGANNON
N20003049,Dungannon_H3,DUNGANNON
N20003051,Dungannon_H4,DUNGANNON
N20003036,Dungannon_G3,DUNGANNON
N20003048,Dungannon_D4,DUNGANNON
N20003056,Dungannon_G5,DUNGANNON
N20003055,Dungannon_G4,DUNGANNON
N20000361,Portadown_A4,DUNGANNON
N20000357,Portadown_A2,DUNGANNON
N20000356,Portadown_A1,CRAIGAVON
N20000362,Portadown_A5,DUNGANNON
N20000369,Portadown_J2,ARMAGH
N20000367,Portadown_J1,ARMAGH
N20000363,Portadown_B3,CRAIGAVON
N20000366,Portadown_B6,CRAIGAVON
N20000383,Portadown_R2,CRAIGAVON
N20000368,Portadown_R1,CRAIGAVON
N20000380,Portadown_C4,CRAIGAVON
N20000372,Portadown_C2,CRAIGAVON
N20000364,Portadown_B4,CRAIGAVON
N20000360,Portadown_B2,CRAIGAVON
N20000358,Portadown_B1,CRAIGAVON
N20000359,Portadown_A3,CRAIGAVON
N20000421,Craigavon_A1,CRAIGAVON
N20002984,Torrent_D2,COOKSTOWN
N20002989,Torrent_D3,DUNGANNON
N20003015,Torrent_D5,DUNGANNON
N20003017,Torrent_D7,DUNGANNON
N20003021,Dungannon_G2,DUNGANNON
N20003016,Torrent_D6,DUNGANNON
N20003000,Torrent_D4,DUNGANNON
N20003012,Torrent_F5,DUNGANNON
N20003008,Torrent_H5,DUNGANNON
N20003010,Torrent_H6,DUNGANNON
N20003013,Torrent_F6,DUNGANNON
N20002997,Torrent_F2,DUNGANNON
N20003001,Torrent_H1,DUNGANNON
N20003006,Torrent_F4,DUNGANNON
N20003005,Torrent_H4,DUNGANNON
N20003003,Torrent_H3,DUNGANNON
N20003002,Torrent_H2,DUNGANNON
N20002999,Torrent_F3,DUNGANNON
N20003011,Torrent_H7,DUNGANNON
N20003019,Dungannon_G1,DUNGANNON
N20003027,Dungannon_D3,DUNGANNON
N20003018,Dungannon_D1,DUNGANNON
N20003020,Dungannon_A1,DUNGANNON
N20003026,Dungannon_A3,DUNGANNON
N20003024,Dungannon_D2,DUNGANNON
N20003022,Dungannon_A2,DUNGANNON
N20003031,Dungannon_A6,DUNGANNON
N20003034,Dungannon_C1,DUNGANNON
N20003029,Dungannon_A5,DUNGANNON
N20003028,Dungannon_A4,DUNGANNON
N20003023,Dungannon_B1,DUNGANNON
N20003030,Dungannon_B3,DUNGANNON
N20003033,Dungannon_F1,DUNGANNON
N20003032,Dungannon_B4,DUNGANNON
N20003025,Dungannon_B2,DUNGANNON
N20003004,Torrent_G2,DUNGANNON
N20003009,Torrent_G3,DUNGANNON
N20002994,Torrent_G1,DUNGANNON
N20002996,Torrent_B6,DUNGANNON
N20002985,Torrent_B3,COOKSTOWN
N20002983,Torrent_C1,COOKSTOWN
N20002988,Torrent_B5,COOKSTOWN
N20002995,Torrent_F1,DUNGANNON
N20002993,Torrent_C4,DUNGANNON
N20002991,Torrent_C3,DUNGANNON
N20002986,Torrent_C2,COOKSTOWN
N20002979,Torrent_B1,COOKSTOWN
N20002981,Torrent_B2,COOKSTOWN
N20002969,Cookstown_G4,COOKSTOWN
N20002968,Cookstown_G3,COOKSTOWN
N20002964,Cookstown_H3,COOKSTOWN
N20002960,Cookstown_F3,COOKSTOWN
N20002947,Cookstown_C5,COOKSTOWN
N20002954,Cookstown_B5,COOKSTOWN
N20002958,Cookstown_B6,COOKSTOWN
N20002957,Cookstown_F2,COOKSTOWN
N20002950,Cookstown_C6,COOKSTOWN
N20002953,Cookstown_D4,COOKSTOWN
N20002949,Cookstown_D3,COOKSTOWN
N20002955,Cookstown_D5,COOKSTOWN
N20002956,Cookstown_F1,COOKSTOWN
N20002961,Cookstown_H1,COOKSTOWN
N20002962,Cookstown_F4,COOKSTOWN
N20002963,Cookstown_H2,COOKSTOWN
N20002965,Cookstown_H4,COOKSTOWN
N20002943,Cookstown_D2,COOKSTOWN
N20002932,Cookstown_B1,COOKSTOWN
N20002935,Cookstown_B3,COOKSTOWN
N20002941,Cookstown_D1,COOKSTOWN
N20002938,Cookstown_C1,COOKSTOWN
N20002945,Cookstown_C3,COOKSTOWN
N20002946,Cookstown_C4,COOKSTOWN
N20002940,Cookstown_C2,COOKSTOWN
N20002934,Cookstown_B2,COOKSTOWN
N20002937,Cookstown_B4,COOKSTOWN
N20002942,Cookstown_G1,COOKSTOWN
N20002951,Cookstown_G2,COOKSTOWN
N20002939,Cookstown_E3,COOKSTOWN
N20002933,Cookstown_E1,COOKSTOWN
N20002959,Cookstown_E5,COOKSTOWN
N20002952,Cookstown_E4,COOKSTOWN
N20002982,Torrent_D1,COOKSTOWN
N20002977,Torrent_A3,COOKSTOWN
N20002978,Torrent_A4,COOKSTOWN
N20002976,Torrent_A2,COOKSTOWN
N20002980,Torrent_A5,COOKSTOWN
N20002975,Torrent_A1,COOKSTOWN
N20002936,Cookstown_E2,COOKSTOWN
N20000477,Lurgan_B1,CRAIGAVON
N20000479,Lurgan_A3,CRAIGAVON
N20000478,Lurgan_A2,CRAIGAVON
N20000476,Lurgan_A1,CRAIGAVON
N20002293,Killultagh_C1,LISBURN
N20002299,Killultagh_C5,LISBURN
N20002295,Killultagh_C3,LISBURN
N20002300,Killultagh_F1,LISBURN
N20002317,Killultagh_C6,LISBURN
N20002319,Killultagh_F4,LISBURN
N20002304,Killultagh_F3,LISBURN
N20002303,Killultagh_F2,LISBURN
N20002302,Killultagh_G2,LISBURN
N20002320,Killultagh_H1,LISBURN
N20002321,Killultagh_H2,LISBURN
N20002318,Killultagh_G4,LISBURN
N20002298,Killultagh_C4,LISBURN
N20002294,Killultagh_C2,LISBURN
N20002287,Killultagh_B1,LISBURN
N20002291,Killultagh_A3,LISBURN
N20002292,Killultagh_A4,LISBURN
N20002290,Killultagh_A2,LISBURN
N20002288,Killultagh_A1,LISBURN
N20000282,Airport_F3,ANTRIM
N20000287,Airport_H3,ANTRIM
N20000290,Airport_H5,ANTRIM
N20000293,Airport_F4,ANTRIM
N20000294,Airport_J5,ANTRIM
N20000292,Airport_J4,ANTRIM
N20000291,Airport_J3,ANTRIM
N20000286,Airport_J1,ANTRIM
N20000289,Airport_J2,ANTRIM
N20000288,Airport_H4,ANTRIM
N20000284,Airport_H2,ANTRIM
N20000283,Airport_H1,ANTRIM
N20000279,Airport_F2,ANTRIM
N20000281,Airport_G3,ANTRIM
N20000280,Airport_G2,ANTRIM
N20000278,Airport_C4,ANTRIM
N20000285,Airport_G4,ANTRIM
N20002289,Killultagh_B2,LISBURN
N20000724,Oldpark_D2,BELFAST
N20001378,Court_C4,BELFAST
N20001309,Black_Mountain_D2,BELFAST
N20001323,Black_Mountain_H1,BELFAST
N20001325,Black_Mountain_F3,BELFAST
N20001317,Black_Mountain_F1,BELFAST
N20001308,Black_Mountain_D1,BELFAST
N20001402,Court_L1,BELFAST
N20001405,Court_L3,BELFAST
N20001403,Court_L2,BELFAST
N20001417,Court_R2,BELFAST
N20001422,Court_J4,BELFAST
N20001424,Court_R3,BELFAST
N20001299,Black_Mountain_A3,BELFAST
N20001297,Black_Mountain_A1,BELFAST
N20001416,Court_R1,BELFAST
N20001298,Black_Mountain_A2,BELFAST
N20001302,Black_Mountain_A5,BELFAST
N20001301,Black_Mountain_A4,BELFAST
N20001306,Black_Mountain_A6,BELFAST
N20001310,Black_Mountain_E1,BELFAST
N20001320,Black_Mountain_F2,BELFAST
N20001314,Black_Mountain_E3,BELFAST
N20001319,Black_Mountain_J2,BELFAST
N20001316,Black_Mountain_E4,BELFAST
N20001313,Black_Mountain_E2,BELFAST
N20001305,Black_Mountain_B4,BELFAST
N20001300,Black_Mountain_B1,BELFAST
N20001303,Black_Mountain_B2,BELFAST
N20001436,Court_T2,BELFAST
N20001304,Black_Mountain_B3,BELFAST
N20001442,Court_T3,BELFAST
N20001439,Court_X2,BELFAST
N20001441,Court_X3,BELFAST
N20001311,Black_Mountain_C2,BELFAST
N20001312,Black_Mountain_C3,BELFAST
N20001307,Black_Mountain_C1,BELFAST
N20001318,Black_Mountain_J1,BELFAST
N20001321,Black_Mountain_J3,BELFAST
N20001324,Black_Mountain_J5,BELFAST
N20001322,Black_Mountain_J4,BELFAST
N20001315,Black_Mountain_C4,BELFAST
N20001096,Botanic_E2,BELFAST
N20001104,Botanic_G1,BELFAST
N20001098,Botanic_E3,BELFAST
N20001092,Botanic_E1,BELFAST
N20001445,Court_X5,BELFAST
N20001443,Court_X4,BELFAST
N20001437,Court_S5,BELFAST
N20001440,Court_S6,BELFAST
N20001432,Court_S4,BELFAST
N20001421,Court_S2,BELFAST
N20001415,Court_P3,BELFAST
N20001425,Court_U1,BELFAST
N20001426,Court_P4,BELFAST
N20001434,Court_U3,BELFAST
N20001435,Court_X1,BELFAST
N20001427,Court_U2,BELFAST
N20001428,Court_T1,BELFAST
N20001420,Court_N4,BELFAST
N20001419,Court_N3,BELFAST
N20001407,Court_N1,BELFAST
N20001404,Court_J3,BELFAST
N20001413,Court_N2,BELFAST
N20001401,Court_J2,BELFAST
N20001394,Court_F2,BELFAST
N20001400,Court_F3,BELFAST
N20001393,Court_H2,BELFAST
N20001397,Court_H3,BELFAST
N20001408,Court_P1,BELFAST
N20001411,Court_P2,BELFAST
N20001410,Court_S1,BELFAST
N20001409,Court_K4,BELFAST
N20001399,Court_H4,BELFAST
N20001395,Court_G3,BELFAST
N20001387,Court_G1,BELFAST
N20001383,Court_D2,BELFAST
N20001390,Court_H1,BELFAST
N20001385,Court_D3,BELFAST
N20000770,Oldpark_Q3,BELFAST
N20000767,Oldpark_N4,BELFAST
N20000761,Oldpark_L4,BELFAST
N20000749,Oldpark_N2,BELFAST
N20000755,Oldpark_N3,BELFAST
N20000751,Oldpark_H3,BELFAST
N20000768,Oldpark_P3,BELFAST
N20000762,Oldpark_P2,BELFAST
N20000765,Oldpark_Q2,BELFAST
N20000758,Oldpark_Q1,BELFAST
N20000752,Oldpark_J3,BELFAST
N20000760,Oldpark_P1,BELFAST
N20000756,Oldpark_K4,BELFAST
N20000753,Oldpark_K3,BELFAST
N20001374,Court_B1,BELFAST
N20001375,Court_B2,BELFAST
N20001382,Court_B4,BELFAST
N20001377,Court_B3,BELFAST
N20001381,Court_D1,BELFAST
N20001384,Court_F1,BELFAST
N20001379,Court_J1,BELFAST
N20001376,Court_C3,BELFAST
N20001386,Court_E2,BELFAST
N20001392,Court_E5,BELFAST
N20001391,Court_E4,BELFAST
N20001388,Court_E3,BELFAST
N20001380,Court_E1,BELFAST
N20001373,Court_A3,BELFAST
N20000742,Oldpark_K2,BELFAST
N20000737,Oldpark_K1,BELFAST
N20000736,Oldpark_F3,BELFAST
N20001371,Court_A2,BELFAST
N20001370,Court_A1,BELFAST
N20001372,Court_C2,BELFAST
N20001369,Court_C1,BELFAST
N20000731,Oldpark_D4,BELFAST
N20000725,Oldpark_D3,BELFAST
N20000728,Oldpark_F1,BELFAST
N20000730,Oldpark_F2,BELFAST
N20000729,Oldpark_E2,BELFAST
N20000723,Oldpark_C3,BELFAST
N20000722,Oldpark_C2,BELFAST
N20000726,Oldpark_E1,BELFAST
N20000727,Oldpark_C4,BELFAST
N20000733,Oldpark_E4,BELFAST
N20000744,Oldpark_J2,BELFAST
N20000743,Oldpark_J1,BELFAST
N20000739,Oldpark_E5,BELFAST
N20000735,Oldpark_G2,BELFAST
N20000740,Oldpark_H1,BELFAST
N20000748,Oldpark_H2,BELFAST
N20000746,Oldpark_N1,BELFAST
N20000741,Oldpark_G4,BELFAST
N20000732,Oldpark_E3,BELFAST
N20000827,Castle_J5,BELFAST
N20000816,Castle_J4,BELFAST
N20000820,Castle_G5,BELFAST
N20000819,Castle_G4,BELFAST
N20000716,Oldpark_C1,BELFAST
N20000717,Oldpark_B2,BELFAST
N20000714,Oldpark_B1,BELFAST
N20000806,Castle_G2,BELFAST
N20000805,Castle_G1,BELFAST
N20000809,Castle_G3,BELFAST
N20000807,Castle_J1,BELFAST
N20000796,Castle_D1,BELFAST
N20000711,Oldpark_A1,BELFAST
N20000718,Oldpark_B3,BELFAST
N20000720,Oldpark_B4,BELFAST
N20000721,Oldpark_A5,BELFAST
N20000719,Oldpark_A4,BELFAST
N20000713,Oldpark_A3,BELFAST
N20000715,Oldpark_D1,BELFAST
N20000712,Oldpark_A2,BELFAST
N20000277,Airport_E6,NEWTOWNABBEY
N20000251,Glengormley_Urban_L2,NEWTOWNABBEY
N20000255,Glengormley_Urban_L4,NEWTOWNABBEY
N20000256,Glengormley_Urban_L5,NEWTOWNABBEY
N20000253,Glengormley_Urban_K3,NEWTOWNABBEY
N20000252,Glengormley_Urban_L3,NEWTOWNABBEY
N20000254,Glengormley_Urban_K4,NEWTOWNABBEY
N20000250,Glengormley_Urban_J5,NEWTOWNABBEY
N20000787,Castle_A1,BELFAST
N20000788,Castle_A2,BELFAST
N20000201,Macedon_J3,NEWTOWNABBEY
N20000196,Macedon_J2,NEWTOWNABBEY
N20000189,Macedon_J1,NEWTOWNABBEY
N20000190,Macedon_G1,NEWTOWNABBEY
N20000192,Macedon_G2,NEWTOWNABBEY
N20000195,Macedon_G4,NEWTOWNABBEY
N20000194,Macedon_K1,NEWTOWNABBEY
N20000193,Macedon_G3,NEWTOWNABBEY
N20000187,Macedon_F4,NEWTOWNABBEY
N20000191,Macedon_E4,NEWTOWNABBEY
N20000198,Macedon_K3,NEWTOWNABBEY
N20000197,Macedon_K2,NEWTOWNABBEY
N20000200,Macedon_K4,NEWTOWNABBEY
N20000204,Macedon_J5,NEWTOWNABBEY
N20000202,Macedon_K5,NEWTOWNABBEY
N20000199,Macedon_G5,NEWTOWNABBEY
N20000203,Macedon_J4,NEWTOWNABBEY
N20000205,Macedon_H3,NEWTOWNABBEY
N20000206,Macedon_H4,NEWTOWNABBEY
N20000210,Macedon_L4,NEWTOWNABBEY
N20000208,Macedon_L2,NEWTOWNABBEY
N20000792,Castle_B3,BELFAST
N20000793,Castle_B4,BELFAST
N20000791,Castle_B2,BELFAST
N20000790,Castle_B1,BELFAST
N20000209,Macedon_L3,NEWTOWNABBEY
N20000207,Macedon_L1,NEWTOWNABBEY
N20000789,Castle_A3,BELFAST
N20000797,Castle_C3,BELFAST
N20000799,Castle_D2,BELFAST
N20000802,Castle_F1,BELFAST
N20000808,Castle_D3,BELFAST
N20000812,Castle_F3,BELFAST
N20000814,Castle_J2,BELFAST
N20000815,Castle_J3,BELFAST
N20000824,Castle_L3,BELFAST
N20000822,Castle_L2,BELFAST
N20000818,Castle_L1,BELFAST
N20000823,Castle_K2,BELFAST
N20000817,Castle_H5,BELFAST
N20000811,Castle_H3,BELFAST
N20000810,Castle_H2,BELFAST
N20000804,Castle_H1,BELFAST
N20000803,Castle_F2,BELFAST
N20000801,Castle_E3,BELFAST
N20000813,Castle_H4,BELFAST
N20000821,Castle_K1,BELFAST
N20000800,Castle_E2,BELFAST
N20000798,Castle_E1,BELFAST
N20000795,Castle_C2,BELFAST
N20000794,Castle_C1,BELFAST
N20000188,Macedon_H2,NEWTOWNABBEY
N20003545,Holywood_and_Clandeboye_F3,NORTH DOWN
N20003548,Holywood_and_Clandeboye_D1,NORTH DOWN
N20003549,Holywood_and_Clandeboye_D2,NORTH DOWN
N20003551,Holywood_and_Clandeboye_D3,NORTH DOWN
N20003553,Holywood_and_Clandeboye_E2,NORTH DOWN
N20003567,Holywood_and_Clandeboye_K4,NORTH DOWN
N20003575,Holywood_and_Clandeboye_K5,NORTH DOWN
N20003573,Holywood_and_Clandeboye_L3,NORTH DOWN
N20003574,Holywood_and_Clandeboye_L4,NORTH DOWN
N20003570,Holywood_and_Clandeboye_L1,NORTH DOWN
N20003566,Holywood_and_Clandeboye_H6,NORTH DOWN
N20003565,Holywood_and_Clandeboye_K3,NORTH DOWN
N20003560,Holywood_and_Clandeboye_K2,NORTH DOWN
N20003555,Holywood_and_Clandeboye_E3,NORTH DOWN
N20003550,Holywood_and_Clandeboye_E1,NORTH DOWN
N20003552,Holywood_and_Clandeboye_H1,NORTH DOWN
N20003558,Holywood_and_Clandeboye_H2,NORTH DOWN
N20003561,Holywood_and_Clandeboye_H3,NORTH DOWN
N20003559,Holywood_and_Clandeboye_K1,NORTH DOWN
N20003563,Holywood_and_Clandeboye_H4,NORTH DOWN
N20003564,Holywood_and_Clandeboye_H5,NORTH DOWN
N20003571,Holywood_and_Clandeboye_L2,NORTH DOWN
N20003576,Holywood_and_Clandeboye_L5,NORTH DOWN
N20000946,Ormiston_A1,NORTH DOWN
N20000947,Ormiston_A2,BELFAST
N20000945,Ormiston_B1,BELFAST
N20000948,Ormiston_B2,BELFAST
N20000949,Ormiston_A3,BELFAST
N20000951,Ormiston_A4,BELFAST
N20000950,Ormiston_B3,BELFAST
N20000956,Ormiston_B4,BELFAST
N20000954,Ormiston_A5,BELFAST
N20000953,Ormiston_C2,BELFAST
N20000952,Ormiston_C1,BELFAST
N20000955,Ormiston_C3,BELFAST
N20003577,Holywood_and_Clandeboye_L6,NORTH DOWN
N20002500,Castlereagh_East_A1,CASTLEREAGH
N20002503,Castlereagh_East_C2,CASTLEREAGH
N20002502,Castlereagh_East_C1,CASTLEREAGH
N20002501,Castlereagh_East_A2,CASTLEREAGH
N20002510,Castlereagh_East_E1,CASTLEREAGH
N20002511,Castlereagh_East_A3,CASTLEREAGH
N20002505,Castlereagh_East_B1,CASTLEREAGH
N20002523,Castlereagh_East_F3,CASTLEREAGH
N20002513,Castlereagh_East_B3,CASTLEREAGH
N20002515,Castlereagh_East_B4,CASTLEREAGH
N20002518,Castlereagh_East_B5,CASTLEREAGH
N20002526,Castlereagh_East_H1,CASTLEREAGH
N20002527,Castlereagh_East_F4,CASTLEREAGH
N20002514,Castlereagh_East_A4,CASTLEREAGH
N20002522,Castlereagh_East_F2,CASTLEREAGH
N20002521,Castlereagh_East_F1,CASTLEREAGH
N20002517,Castlereagh_East_E3,CASTLEREAGH
N20002529,Castlereagh_East_F5,CASTLEREAGH
N20002530,Castlereagh_East_E5,CASTLEREAGH
N20002525,Castlereagh_East_E4,CASTLEREAGH
N20002520,Castlereagh_East_C6,CASTLEREAGH
N20002512,Castlereagh_East_E2,CASTLEREAGH
N20002506,Castlereagh_East_C4,CASTLEREAGH
N20002507,Castlereagh_East_C5,CASTLEREAGH
N20002504,Castlereagh_East_C3,CASTLEREAGH
N20002508,Castlereagh_East_D1,CASTLEREAGH
N20002516,Castlereagh_East_D2,CASTLEREAGH
N20002519,Castlereagh_East_D3,CASTLEREAGH
N20002524,Castlereagh_East_D4,CASTLEREAGH
N20000980,Ormiston_L1,BELFAST
N20000989,Ormiston_L2,CASTLEREAGH
N20000996,Ormiston_L3,CASTLEREAGH
N20000991,Ormiston_J5,CASTLEREAGH
N20000992,Ormiston_P1,CASTLEREAGH
N20000986,Ormiston_J4,BELFAST
N20000977,Ormiston_J1,BELFAST
N20000981,Ormiston_J3,BELFAST
N20000978,Ormiston_J2,BELFAST
N20000960,Ormiston_C4,BELFAST
N20000967,Ormiston_F3,BELFAST
N20000965,Ormiston_C5,BELFAST
N20000959,Ormiston_F1,BELFAST
N20000963,Ormiston_F2,BELFAST
N20000971,Ormiston_F4,BELFAST
N20000970,Ormiston_G1,BELFAST
N20000974,Ormiston_G2,BELFAST
N20000983,Ormiston_G4,BELFAST
N20000979,Ormiston_N1,BELFAST
N20000982,Ormiston_F5,BELFAST
N20000997,Ormiston_N3,BELFAST
N20000988,Ormiston_N2,BELFAST
N20000995,Ormiston_R1,BELFAST
N20000993,Ormiston_K3,BELFAST
N20000985,Ormiston_H5,BELFAST
N20000975,Ormiston_G3,BELFAST
N20000973,Ormiston_H2,BELFAST
N20000976,Ormiston_H3,BELFAST
N20000984,Ormiston_H4,BELFAST
N20000902,Titanic_R1,BELFAST
N20000897,Titanic_K4,BELFAST
N20000909,Titanic_R2,BELFAST
N20000923,Titanic_R3,BELFAST
N20000990,Ormiston_K2,BELFAST
N20000987,Ormiston_K1,BELFAST
N20000994,Ormiston_K4,BELFAST
N20001017,Lisnasharragh_B1,BELFAST
N20000935,Titanic_X2,BELFAST
N20000929,Titanic_R4,BELFAST
N20000920,Titanic_Q5,BELFAST
N20000926,Titanic_X1,BELFAST
N20000917,Titanic_Q4,BELFAST
N20000937,Titanic_X3,BELFAST
N20000932,Titanic_W2,BELFAST
N20000936,Titanic_W3,BELFAST
N20001018,Lisnasharragh_A1,BELFAST
N20000940,Titanic_Z1,BELFAST
N20000938,Titanic_U4,BELFAST
N20000933,Titanic_U3,BELFAST
N20000930,Titanic_U2,BELFAST
N20000919,Titanic_T3,BELFAST
N20000921,Titanic_T4,BELFAST
N20000925,Titanic_U1,BELFAST
N20000927,Titanic_W1,BELFAST
N20000914,Titanic_T1,BELFAST
N20000903,Titanic_N3,BELFAST
N20000910,Titanic_L4,BELFAST
N20000908,Titanic_S1,BELFAST
N20000901,Titanic_L2,BELFAST
N20000905,Titanic_L3,BELFAST
N20000900,Titanic_N2,BELFAST
N20000899,Titanic_J4,BELFAST
N20000906,Titanic_J5,BELFAST
N20000915,Titanic_T2,BELFAST
N20000911,Titanic_N4,BELFAST
N20000907,Titanic_Q2,BELFAST
N20000916,Titanic_Q3,BELFAST
N20000898,Titanic_Q1,BELFAST
N20000895,Titanic_K3,BELFAST
N20000888,Titanic_J2,BELFAST
N20000879,Titanic_E4,BELFAST
N20000871,Titanic_E2,BELFAST
N20000878,Titanic_J1,BELFAST
N20000875,Titanic_E3,BELFAST
N20000874,Titanic_F3,BELFAST
N20000880,Titanic_F5,BELFAST
N20000891,Titanic_J3,BELFAST
N20000892,Titanic_N1,BELFAST
N20000893,Titanic_L1,BELFAST
N20000884,Titanic_B3,BELFAST
N20000873,Titanic_F2,BELFAST
N20000877,Titanic_F4,BELFAST
N20000870,Titanic_F1,BELFAST
N20000867,Titanic_E1,BELFAST
N20000864,Titanic_C5,BELFAST
N20000862,Titanic_C3,BELFAST
N20000861,Titanic_C2,BELFAST
N20000863,Titanic_C4,BELFAST
N20000869,Titanic_D4,BELFAST
N20000865,Titanic_D1,BELFAST
N20000866,Titanic_D2,BELFAST
N20000868,Titanic_D3,BELFAST
N20000872,Titanic_D5,BELFAST
N20000876,Titanic_G1,BELFAST
N20000883,Titanic_G3,BELFAST
N20000889,Titanic_K1,BELFAST
N20000881,Titanic_G2,BELFAST
N20000890,Titanic_K2,BELFAST
N20000966,Ormiston_E2,BELFAST
N20000964,Ormiston_E1,BELFAST
N20000972,Ormiston_H1,BELFAST
N20000969,Ormiston_E4,BELFAST
N20000968,Ormiston_E3,BELFAST
N20000961,Ormiston_D3,BELFAST
N20000962,Ormiston_D4,BELFAST
N20000958,Ormiston_D2,BELFAST
N20000957,Ormiston_D1,BELFAST
N20000858,Titanic_A2,BELFAST
N20000859,Titanic_A3,BELFAST
N20000856,Titanic_A1,BELFAST
N20000825,Castle_Q1,BELFAST
N20000857,Titanic_B1,BELFAST
N20000860,Titanic_C1,BELFAST
N20000829,Castle_K4,BELFAST
N20000835,Castle_P1,BELFAST
N20000844,Castle_T2,BELFAST
N20000842,Castle_T1,BELFAST
N20000845,Castle_S3,BELFAST
