DZ21,population,catholic_bg_pct
N20002905,456,48.6
N20002906,331,79.7
N20002907,587,33.3
N20002908,755,63.6
N20002909,652,54.3
N20002910,538,56.0
N20002911,781,61.8
N20002912,702,50.5
N20002913,451,19.3
N20002914,573,39.1
N20002915,672,35.8
N20002916,628,82.0
N20002917,637,63.0
N20002920,670,40.6
N20002922,516,46.2
N20002923,520,51.2
N20002924,640,40.7
N20002926,605,27.4
N20002927,507,82.9
N20002928,831,42.7
N20002930,704,80.6
N20002931,539,25.7
N20002932,482,26.7
N20002933,493,80.1
N20002934,502,19.0
N20002935,311,10.8
N20002937,623,36.4
N20002938,660,8.8
N20002939,309,15.9
N20002940,582,36.2
N20002941,672,53.9
N20002942,657,43.9
N20002943,532,57.9
N20002945,215,81.1
N20002946,374,74.1
N20002947,274,50.4
N20002948,810,91.3
N20002949,501,69.5
N20002950,431,61.4
N20002953,575,62.3
N20002954,708,68.2
N20002956,675,90.9
N20002957,592,76.2
N20002958,288,73.2
N20002960,421,24.1
N20002961,520,73.1
N20002962,572,66.5
N20002964,618,56.1
N20002965,461,67.5
N20002967,575,26.9
N20002968,389,15.0
N20002969,494,21.3
N20002970,629,89.2
N20002971,765,60.0
N20002972,542,91.1
N20002973,721,76.3
N20002974,527,64.8
N20002979,565,18.3
N20002982,655,86.4
N20002983,504,73.5
N20002984,589,75.3
N20002986,582,64.5
N20002988,466,66.1
N20002989,550,88.0
N20002990,661,82.1
N20002991,486,94.8
N20002993,764,89.3
N20002994,597,20.8
N20002995,575,94.1
N20002997,620,92.9
N20002998,721,87.9
N20002999,485,89.8
N20003001,381,94.5
N20003002,409,82.9
N20003003,313,85.8
N20003004,490,38.6
N20003005,231,87.5
N20003006,728,86.9
N20003007,416,83.7
N20003009,791,82.9
N20003010,585,91.4
N20003012,561,92.6
N20003013,722,87.3
N20003014,351,91.1
N20003018,556,73.3
N20003019,539,56.9
N20003020,655,84.5
N20003021,490,77.7
N20003022,669,84.6
N20003025,541,88.4
N20003026,396,84.6
N20003027,502,38.9
N20003028,430,84.0
N20003030,643,86.7
N20003031,733,72.2
N20003032,692,83.7
N20003033,584,90.4
N20003034,339,73.1
N20003035,363,92.6
N20003036,467,47.2
N20003037,370,81.4
N20003038,535,65.3
N20003039,785,55.4
N20003040,751,44.7
N20003041,677,89.7
N20003042,656,81.1
N20003043,609,54.5
N20003044,450,53.3
N20003045,505,47.7
N20003046,636,57.6
N20003047,543,55.1
N20003048,748,18.5
N20003049,482,40.2
N20003050,859,52.0
N20003051,424,43.7
N20003052,394,10.8
N20003053,536,2.5
N20003054,463,40.6
N20003055,483,32.2
N20003056,793,40.7
N20003057,732,46.0
N20003058,528,75.6
N20003060,286,74.4
N20003061,516,84.0
N20003062,1017,69.1
N20003063,1067,91.5
N20003064,697,86.3
N20003065,819,62.2
N20003066,602,46.6
N20003068,453,88.1
N20003070,701,42.2
N20003071,583,54.4
N20003072,433,43.6
N20003073,768,74.8
N20003074,711,48.9
N20003076,392,83.5
N20003077,553,52.2
N20003079,736,66.4
N20003080,421,36.6
N20003081,627,47.5
N20003082,376,69.5
N20003083,468,53.8
N20003084,586,28.1
N20003085,491,48.1
N20003086,528,56.0
N20003087,279,57.5
N20003088,576,54.5
N20003089,799,61.5
N20003090,488,48.0
N20003091,510,50.1
N20003092,689,44.2
N20003093,609,44.3
N20003094,580,14.6
N20003095,550,23.6
N20003097,535,15.6
N20003100,525,40.6
N20003102,550,32.3
N20003103,837,54.9
N20003104,682,51.1
N20003105,706,35.0
N20003107,807,78.3
N20003108,308,56.9
N20003109,433,57.5
N20003110,722,71.8
N20003111,580,84.9
N20003112,452,86.2
N20003113,790,73.2
N20003114,472,87.1
N20003115,919,92.2
N20003118,337,85.3
N20003119,268,74.8
N20003120,463,88.8
N20003123,537,91.7
N20003124,755,96.4
N20003125,719,36.2
N20003126,879,91.8
N20003127,712,89.0
N20003128,809,81.1
N20003129,770,95.6
N20003131,590,92.7
N20003133,930,94.4
N20003134,345,92.0
N20003135,553,94.3
N20003136,517,89.7
N20003137,754,94.0
N20003138,460,93.9
N20003143,502,96.2
N20003147,568,90.5
N20003149,929,95.1
N20003151,472,94.4
N20003152,441,93.3
N20003153,725,95.0
N20003154,721,51.9
N20003155,737,83.8
N20003156,634,87.8
N20003157,592,94.0
N20003158,366,77.4
N20003159,408,90.1
N20003160,456,88.0
N20003161,591,78.8
N20003162,444,90.3
N20003163,478,82.6
N20003164,472,89.9
N20003165,552,89.0
N20003166,323,93.5
N20003167,514,95.1
N20003168,430,85.8
N20003169,763,90.7
N20003170,472,84.1
N20003171,304,84.0
N20003172,452,79.1
N20003173,589,91.2
N20003174,372,83.2
N20003175,430,88.1
N20003176,580,87.5
N20003177,520,89.6
N20003179,376,73.0
N20003180,567,85.8
N20003181,450,87.5
N20003182,529,90.1
N20003183,504,92.1
N20003184,560,95.5
N20003185,504,87.3
N20003187,468,88.6
N20003188,503,94.2
N20003189,581,88.1
N20003190,281,74.0
N20003191,574,93.4
N20003192,469,91.9
N20003193,513,85.5
N20003194,651,95.0
N20003195,522,89.4
N20003196,524,84.8
N20003197,793,91.6
N20003198,546,91.4
N20003199,344,89.2
N20003200,1062,92.5
N20003202,593,93.4
N20003204,747,92.4
N20003205,583,96.1
N20003207,603,88.4
N20003208,459,33.3
N20003209,563,46.1
N20003210,481,68.4
N20003211,604,86.5
N20003213,838,60.6
N20003215,705,62.5
N20003216,735,81.8
N20003217,526,91.2
N20003218,650,92.2
N20003219,511,85.8
N20003221,843,88.7
N20003222,608,87.2
N20003223,482,90.9
N20003224,432,94.6
N20003225,760,94.9
N20003228,563,87.3
N20003229,545,85.3
N20003231,679,94.3
N20003232,443,90.1
N20003233,616,91.1
N20003237,560,89.0
N20003238,536,83.8
N20003239,613,90.2
N20003241,657,82.2
N20003242,444,77.4
N20003243,582,89.1
N20003244,608,91.7
N20003247,238,85.8
N20003248,430,84.0
N20003249,300,82.3
N20003250,517,87.4
N20003252,421,88.6
N20003253,472,81.7
N20003254,391,86.1
N20003255,459,73.9
N20003256,468,77.7
N20003257,711,73.5
N20003260,594,93.9
N20003261,689,66.3
N20003262,585,72.6
N20003263,513,76.8
N20003264,508,71.8
N20003265,474,80.7
N20003267,408,80.8
N20003268,570,64.2
N20003269,490,81.8
N20003271,409,67.6
N20003272,615,69.5
N20003273,585,67.3
N20003274,700,70.5
N20003275,479,61.9
N20003276,662,85.8
N20003279,356,66.9
N20003281,601,60.2
N20003282,746,64.6
N20003283,616,72.8
N20003285,433,25.7
N20003287,538,4.3
N20003288,678,36.8
N20003289,563,56.7
N20003290,684,63.2
N20003292,755,23.9
N20003293,811,41.8
N20003294,503,59.8
N20003295,578,80.8
N20003296,416,57.1
N20003297,639,40.1
N20003298,485,9.2
N20003299,652,76.9
N20003300,702,13.5
N20003301,583,27.0
N20003302,635,88.4
N20003303,420,46.9
N20003304,866,57.2
N20003305,325,18.5
N20003306,439,13.8
N20003307,378,14.8
N20003308,509,44.6
N20003311,627,34.4
N20003312,392,12.2
N20003313,579,63.4
N20003314,419,14.2
N20003315,686,87.0
N20003316,353,9.9
N20003317,855,57.4
N20003319,997,83.0
N20003320,453,49.6
N20003323,486,54.2
N20003324,848,72.6
N20003325,440,73.4
N20003326,586,67.8
N20003327,692,73.9
N20003328,779,67.7
N20003330,586,44.0
N20003332,528,85.1
N20003334,466,75.1
N20003336,798,90.6
N20003338,723,60.1
N20003340,475,50.0
N20003341,679,78.7
N20003342,703,92.9
N20003343,626,75.2
N20003344,459,93.0
N20003345,401,95.0
N20003347,518,14.6
N20003349,758,34.2
N20003351,351,19.9
N20003352,547,41.0
N20003353,480,23.9
N20003354,428,23.1
N20003355,656,34.2
N20003357,536,60.2
N20003358,676,9.8
N20003360,383,21.8
N20003361,443,27.1
N20003362,427,16.2
N20003363,425,12.1
N20003364,398,55.7
N20003365,532,36.5
N20003366,581,10.9
N20003369,555,4.8
N20003370,680,12.5
N20003371,673,21.0
N20003372,328,31.1
N20003373,480,38.5
N20003374,281,28.7
N20003375,391,29.8
N20003378,467,34.3
N20003379,416,59.5
N20003380,564,70.4
N20003381,510,39.8
N20003382,357,36.0
N20003383,466,54.4
N20003384,528,70.3
N20003385,454,48.6
N20003386,455,33.8
N20003387,639,35.9
N20003388,581,70.5
N20003389,401,40.4
N20003390,422,71.5
N20003391,590,72.0
N20003393,660,68.2
N20003394,638,86.0
N20003395,695,56.2
N20003396,637,71.7
N20003397,709,61.8
N20003398,485,81.8
N20003399,615,85.8
N20003400,449,86.7
N20003401,492,76.1
N20003402,386,83.7
N20003403,424,75.0
N20003404,316,59.8
N20003405,577,91.2
N20003406,412,75.4
N20003407,375,83.1
N20003408,264,72.4
N20003409,469,88.7
N20003410,460,83.2
N20003411,815,81.7
N20003412,547,89.1
N20003414,764,80.0
N20003415,225,83.8
N20003417,546,88.1
N20003419,672,90.5
N20003420,737,80.4
N20003421,695,94.3
N20003422,541,77.0
N20003423,584,84.7
N20003424,476,69.5
N20003425,422,90.2
N20003428,548,87.6
N20003429,685,72.7
N20003430,464,86.7
N20003431,492,85.0
N20003432,278,6.8
N20003433,485,5.2
N20003434,364,5.4
N20003435,392,2.8
N20003436,633,6.9
N20003437,491,5.7
N20003438,463,3.4
N20003439,326,4.8
N20003440,513,9.0
N20003441,340,4.9
N20003442,312,5.1
N20003443,461,9.1
N20003444,429,10.3
N20003445,359,6.8
N20003446,329,7.2
N20003447,347,4.6
N20003448,773,4.9
N20003449,240,12.6
N20003450,408,8.7
N20003451,377,9.2
N20003452,467,4.7
N20003453,451,6.5
N20003454,429,6.8
N20003455,349,13.1
N20003456,518,5.9
N20003457,517,3.9
N20003458,329,5.2
N20003459,368,5.2
N20003460,440,5.6
N20003461,338,5.4
N20003462,346,5.8
N20003463,742,5.8
N20003464,320,7.4
N20003465,569,12.4
N20003466,559,6.1
N20003467,858,5.8
N20003468,602,14.5
N20003469,721,8.6
N20003471,693,25.6
N20003473,583,7.4
N20003475,588,6.3
N20003476,591,9.5
N20003478,509,5.7
N20003479,383,5.6
N20003480,509,5.9
N20003481,356,6.7
N20003482,495,15.0
N20003483,433,7.5
N20003484,590,5.2
N20003485,331,9.0
N20003486,449,10.3
N20003487,547,7.6
N20003488,687,8.0
N20003489,371,9.9
N20003490,461,8.3
N20003491,613,8.4
N20003492,684,8.2
N20003493,598,10.3
N20003494,508,8.7
N20003495,419,12.7
N20003496,577,9.8
N20003497,398,4.6
N20003498,350,13.0
N20003499,322,17.7
N20003500,244,18.2
N20003501,463,8.7
N20003502,697,10.6
N20003503,395,22.5
N20003504,497,17.6
N20003505,709,9.3
N20003506,652,10.2
N20003508,515,9.6
N20003509,369,7.7
N20003510,183,12.3
N20003511,383,8.9
N20003512,321,7.4
N20003513,241,11.8
N20003514,565,7.9
N20003515,496,5.1
N20003516,390,8.7
N20003517,323,6.4
N20003518,447,13.7
N20003519,360,9.4
N20003520,535,6.1
N20003521,547,9.4
N20003522,320,12.0
N20003523,537,5.1
N20003524,340,10.1
N20003525,374,10.0
N20003526,376,9.2
N20003527,349,8.1
N20003528,493,5.4
N20003529,314,16.5
N20003530,361,3.5
N20003531,426,8.2
N20003532,554,6.9
N20003533,546,5.3
N20003534,434,7.3
N20003535,553,7.9
N20003536,705,5.5
N20003537,595,14.7
N20003538,587,15.6
N20003539,348,25.0
N20003540,364,15.4
N20003541,336,7.9
N20003542,423,8.1
N20003543,345,10.5
N20003544,354,21.9
N20003545,609,18.9
N20003546,639,13.8
N20003547,677,16.3
N20003548,673,19.7
N20003549,630,24.9
N20003550,603,23.0
N20003551,429,23.5
N20003552,336,25.3
N20003553,814,30.3
N20003554,1201,11.8
N20003555,477,20.0
N20003556,482,14.4
N20003557,289,12.5
N20003558,397,27.6
N20003559,462,31.1
N20003560,381,24.9
N20003561,480,35.5
N20003562,756,8.7
N20003563,296,29.7
N20003564,381,27.5
N20003565,422,27.3
N20003566,363,28.9
N20003567,550,29.3
N20003568,646,6.6
N20003569,889,12.9
N20003570,278,27.9
N20003571,492,21.9
N20003572,511,5.3
N20003573,528,25.8
N20003574,426,27.0
N20003575,382,25.4
N20003576,552,19.6
N20003577,404,22.8
N20003578,649,15.5
N20003579,332,15.7
N20003580,504,21.5
N20003581,714,28.2
N20003582,436,17.8
N20003583,399,36.8
N20003585,444,14.4
N20003586,647,32.6
N20003587,397,14.5
N20003588,396,14.6
N20003589,490,17.5
N20003590,311,25.9
N20003591,263,16.5
N20003592,428,16.9
N20003593,295,18.4
N20003594,522,12.2
N20003595,553,13.5
N20003596,432,15.0
N20003597,328,21.4
N20003598,343,12.9
N20003599,515,18.5
N20003600,412,14.1
N20003601,315,16.1
N20003602,431,17.8
N20003603,488,13.4
N20003605,743,15.0
N20003606,257,15.0
N20003607,421,3.9
N20003608,244,7.2
N20003609,491,3.1
N20003610,254,14.1
N20003611,440,12.0
N20003613,403,12.1
N20003615,649,11.1
N20003616,613,6.4
N20003617,428,8.4
N20003618,435,5.4
N20003619,735,15.8
N20003620,722,15.2
N20003622,481,10.0
N20003623,545,13.0
N20003624,602,20.5
N20003625,517,9.4
N20003626,520,14.7
N20003627,438,12.1
N20003628,510,21.6
N20003629,501,14.2
N20003631,385,19.2
N20003632,575,23.1
N20003634,433,11.4
N20003635,461,11.7
N20003636,274,18.4
N20003637,476,15.8
N20003638,471,13.9
N20003639,449,10.1
N20003640,316,28.5
N20003641,283,15.6
N20003642,353,27.6
N20003643,330,9.3
N20003644,494,13.1
N20003645,609,11.5
N20003646,458,7.4
N20003647,580,16.6
N20003648,418,10.8
N20003649,554,17.4
N20003650,792,9.9
N20003652,585,13.9
N20003653,412,10.5
N20003654,424,11.1
N20003655,524,9.2
N20003656,440,8.4
N20003657,351,10.4
N20003658,374,8.1
N20003660,403,7.1
N20003661,415,10.7
N20003662,362,6.4
N20003663,445,14.2
N20003664,539,6.2
N20003665,232,9.5
N20003666,459,5.0
N20003667,548,9.6
N20003668,486,6.2
N20003669,625,11.5
N20003670,360,9.1
N20003671,379,13.3
N20003672,334,9.2
N20003673,719,8.1
N20003675,437,8.7
N20003676,573,12.1
N20003677,439,8.4
N20003678,507,11.9
N20003680,485,8.7
N20003682,373,7.0
N20003683,307,7.4
N20003684,516,8.4
N20003686,342,12.6
N20003687,398,9.0
N20003688,362,5.0
N20003689,378,9.3
N20003690,335,6.7
N20003691,431,8.1
N20003692,189,5.3
N20003694,459,9.9
N20003695,530,11.3
N20003696,569,10.6
N20003697,560,9.2
N20003698,610,9.3
N20003699,465,12.5
N20003700,621,8.9
N20003701,546,12.0
N20003703,394,11.3
N20003704,520,5.6
N20003705,460,10.4
N20003706,411,9.3
N20003707,374,9.1
N20003708,670,12.3
N20003709,605,11.5
N20003710,227,15.3
N20003711,224,9.5
N20003712,632,10.2
N20003714,676,5.5
N20003715,269,7.8
N20003716,584,9.9
N20003717,466,11.4
N20003718,436,9.9
N20003719,734,12.8
N20003720,468,4.6
N20003721,418,8.0
N20003723,354,3.6
N20003724,315,5.1
N20003725,591,5.7
N20003726,324,4.7
N20003728,660,5.7
N20003729,619,7.4
N20003730,433,5.0
N20003731,388,6.2
N20003732,489,6.1
N20003735,545,2.6
N20003737,383,4.2
N20003738,631,6.0
N20003739,776,9.4
N20003740,485,4.2
N20003741,435,3.2
N20003742,373,4.6
N20003743,709,5.9
N20003744,401,10.0
N20003745,439,1.7
N20003746,471,6.6
N20003747,486,5.7
N20003749,360,5.6
N20003750,444,2.9
N20003751,384,1.2
N20003752,377,6.1
N20003753,435,6.2
N20003754,488,5.4
N20003755,480,10.6
N20003756,543,49.8
N20003757,661,7.4
N20003758,750,5.1
N20003759,409,63.5
N20003761,638,25.0
N20003762,371,4.1
N20003764,368,0.9
N20003766,716,5.1
N20003767,368,17.1
N20003768,465,5.1
N20003769,475,33.0
N20003770,377,20.5
N20003771,729,48.6
N20003772,508,31.4
N20003773,730,64.6
N20003774,421,56.7
N20003776,449,90.0
N20003777,448,88.4
N20003779,447,77.5
N20003780,447,60.3
