SA2011,lgd1993,catholic_pct_1971,lgd1971_pop
N00002971,FERMANAGH,52.5,51008
N00002980,FERMANAGH,52.5,51008
N00002981,FERMANAGH,52.5,51008
N00002986,FERMANAGH,52.5,51008
N00002982,FERMANAGH,52.5,51008
N00002984,FERMANAGH,52.5,51008
N00002979,FERMANAGH,52.5,51008
N00002985,FERMANAGH,52.5,51008
N00002946,FERMANAGH,52.5,51008
N00002947,FERMANAGH,52.5,51008
N00002943,FERMANAGH,52.5,51008
N00002944,FERMANAGH,52.5,51008
N00002945,FERMANAGH,52.5,51008
N00002948,FERMANAGH,52.5,51008
N00003006,FERMANAGH,52.5,51008
N00003061,FERMANAGH,52.5,51008
N00004445,OMAGH,62.1,41159
N00004444,OMAGH,62.1,41159
N00002914,FERMANAGH,52.5,51008
N00003015,FERMANAGH,52.5,51008
N00002997,FERMANAGH,52.5,51008
N00002994,FERMANAGH,52.5,51008
N00002993,FERMANAGH,52.5,51008
N00002996,FERMANAGH,52.5,51008
N00002999,FERMANAGH,52.5,51008
N00002998,FERMANAGH,52.5,51008
N00002995,FERMANAGH,52.5,51008
N00004363,OMAGH,62.1,41159
N00004441,OMAGH,62.1,41159
N00004377,OMAGH,62.1,41159
N00003002,FERMANAGH,52.5,51008
N00003001,FERMANAGH,52.5,51008
N00003000,FERMANAGH,52.5,51008
N00003005,FERMANAGH,52.5,51008
N00003004,FERMANAGH,52.5,51008
N00002928,FERMANAGH,52.5,51008
N00002927,FERMANAGH,52.5,51008
N00004489,STRABANE,56.9,35028
N00004466,STRABANE,56.9,35028
N00004467,STRABANE,56.9,35028
N00004374,OMAGH,62.1,41159
N00004376,OMAGH,62.1,41159
N00004468,STRABANE,56.9,35028
N00004390,OMAGH,62.1,41159
N00004387,OMAGH,62.1,41159
N00004386,OMAGH,62.1,41159
N00004435,OMAGH,62.1,41159
N00004404,OMAGH,62.1,41159
N00004402,OMAGH,62.1,41159
N00004403,OMAGH,62.1,41159
N00004388,OMAGH,62.1,41159
N00004389,OMAGH,62.1,41159
N00004375,OMAGH,62.1,41159
N00004364,OMAGH,62.1,41159
N00004366,OMAGH,62.1,41159
N00004365,OMAGH,62.1,41159
N00004351,OMAGH,62.1,41159
N00004354,OMAGH,62.1,41159
N00004353,OMAGH,62.1,41159
N00004350,OMAGH,62.1,41159
N00004339,OMAGH,62.1,41159
N00004352,OMAGH,62.1,41159
N00004421,OMAGH,62.1,41159
N00004341,OMAGH,62.1,41159
N00004420,OMAGH,62.1,41159
N00004342,OMAGH,62.1,41159
N00004340,OMAGH,62.1,41159
N00004369,OMAGH,62.1,41159
N00004338,OMAGH,62.1,41159
N00004347,OMAGH,62.1,41159
N00004346,OMAGH,62.1,41159
N00004384,OMAGH,62.1,41159
N00004382,OMAGH,62.1,41159
N00004385,OMAGH,62.1,41159
N00004383,OMAGH,62.1,41159
N00004381,OMAGH,62.1,41159
N00004360,OMAGH,62.1,41159
N00004362,OMAGH,62.1,41159
N00004357,OMAGH,62.1,41159
N00004359,OMAGH,62.1,41159
N00004358,OMAGH,62.1,41159
N00004355,OMAGH,62.1,41159
N00004356,OMAGH,62.1,41159
N00004361,OMAGH,62.1,41159
N00004405,OMAGH,62.1,41159
N00004434,OMAGH,62.1,41159
N00004433,OMAGH,62.1,41159
N00004432,OMAGH,62.1,41159
N00004345,OMAGH,62.1,41159
N00004414,OMAGH,62.1,41159
N00004378,OMAGH,62.1,41159
N00004380,OMAGH,62.1,41159
N00004379,OMAGH,62.1,41159
N00004348,OMAGH,62.1,41159
N00004344,OMAGH,62.1,41159
N00004349,OMAGH,62.1,41159
N00004407,OMAGH,62.1,41159
N00004406,OMAGH,62.1,41159
N00004408,OMAGH,62.1,41159
N00004416,OMAGH,62.1,41159
N00004343,OMAGH,62.1,41159
N00004413,OMAGH,62.1,41159
N00004415,OMAGH,62.1,41159
N00004409,OMAGH,62.1,41159
N00004412,OMAGH,62.1,41159
N00004411,OMAGH,62.1,41159
N00004410,OMAGH,62.1,41159
N00004371,OMAGH,62.1,41159
N00004401,OMAGH,62.1,41159
N00004400,OMAGH,62.1,41159
N00004368,OMAGH,62.1,41159
N00004425,OMAGH,62.1,41159
N00004373,OMAGH,62.1,41159
N00004370,OMAGH,62.1,41159
N00004372,OMAGH,62.1,41159
N00004440,OMAGH,62.1,41159
N00004436,OMAGH,62.1,41159
N00004439,OMAGH,62.1,41159
N00002102,COOKSTOWN,49.2,26624
N00002101,COOKSTOWN,49.2,26624
N00002099,COOKSTOWN,49.2,26624
N00002134,COOKSTOWN,49.2,26624
N00002135,COOKSTOWN,49.2,26624
N00002132,COOKSTOWN,49.2,26624
N00002144,COOKSTOWN,49.2,26624
N00002147,COOKSTOWN,49.2,26624
N00002146,COOKSTOWN,49.2,26624
N00002795,DUNGANNON,52.3,41073
N00002145,COOKSTOWN,49.2,26624
N00002143,COOKSTOWN,49.2,26624
N00002794,DUNGANNON,52.3,41073
N00002792,DUNGANNON,52.3,41073
N00002868,DUNGANNON,52.3,41073
N00002836,DUNGANNON,52.3,41073
N00002837,DUNGANNON,52.3,41073
N00002796,DUNGANNON,52.3,41073
N00002793,DUNGANNON,52.3,41073
N00002812,DUNGANNON,52.3,41073
N00004430,OMAGH,62.1,41159
N00004438,OMAGH,62.1,41159
N00004437,OMAGH,62.1,41159
N00004431,OMAGH,62.1,41159
N00004427,OMAGH,62.1,41159
N00004428,OMAGH,62.1,41159
N00004429,OMAGH,62.1,41159
N00002797,DUNGANNON,52.3,41073
N00002799,DUNGANNON,52.3,41073
N00002798,DUNGANNON,52.3,41073
N00002811,DUNGANNON,52.3,41073
N00002807,DUNGANNON,52.3,41073
N00002809,DUNGANNON,52.3,41073
N00002810,DUNGANNON,52.3,41073
N00002801,DUNGANNON,52.3,41073
N00002808,DUNGANNON,52.3,41073
N00002813,DUNGANNON,52.3,41073
N00002834,DUNGANNON,52.3,41073
N00002832,DUNGANNON,52.3,41073
N00002833,DUNGANNON,52.3,41073
N00002835,DUNGANNON,52.3,41073
N00002829,DUNGANNON,52.3,41073
N00002831,DUNGANNON,52.3,41073
N00002830,DUNGANNON,52.3,41073
N00002806,DUNGANNON,52.3,41073
N00002805,DUNGANNON,52.3,41073
N00002803,DUNGANNON,52.3,41073
N00002802,DUNGANNON,52.3,41073
N00002826,DUNGANNON,52.3,41073
N00002828,DUNGANNON,52.3,41073
N00002827,DUNGANNON,52.3,41073
N00002804,DUNGANNON,52.3,41073
N00002800,DUNGANNON,52.3,41073
N00002840,DUNGANNON,52.3,41073
N00002876,DUNGANNON,52.3,41073
N00002877,DUNGANNON,52.3,41073
N00002875,DUNGANNON,52.3,41073
N00002839,DUNGANNON,52.3,41073
N00002838,DUNGANNON,52.3,41073
N00004419,OMAGH,62.1,41159
N00004418,OMAGH,62.1,41159
N00004417,OMAGH,62.1,41159
N00004392,OMAGH,62.1,41159
N00004394,OMAGH,62.1,41159
N00004396,OMAGH,62.1,41159
N00004391,OMAGH,62.1,41159
N00004395,OMAGH,62.1,41159
N00004393,OMAGH,62.1,41159
N00004367,OMAGH,62.1,41159
N00004443,OMAGH,62.1,41159
N00004442,OMAGH,62.1,41159
N00003063,FERMANAGH,52.5,51008
N00003064,FERMANAGH,52.5,51008
N00002878,DUNGANNON,52.3,41073
N00002942,FERMANAGH,52.5,51008
N00002939,FERMANAGH,52.5,51008
N00003066,FERMANAGH,52.5,51008
N00003065,FERMANAGH,52.5,51008
N00003062,FERMANAGH,52.5,51008
N00003025,FERMANAGH,52.5,51008
N00003028,FERMANAGH,52.5,51008
N00002938,FERMANAGH,52.5,51008
N00002941,FERMANAGH,52.5,51008
N00002937,FERMANAGH,52.5,51008
N00002978,FERMANAGH,52.5,51008
N00003030,FERMANAGH,52.5,51008
N00003029,FERMANAGH,52.5,51008
N00003026,FERMANAGH,52.5,51008
N00003021,FERMANAGH,52.5,51008
N00003019,FERMANAGH,52.5,51008
N00003020,FERMANAGH,52.5,51008
N00003018,FERMANAGH,52.5,51008
N00003022,FERMANAGH,52.5,51008
N00003023,FERMANAGH,52.5,51008
N00003024,FERMANAGH,52.5,51008
N00002975,FERMANAGH,52.5,51008
N00002977,FERMANAGH,52.5,51008
N00002976,FERMANAGH,52.5,51008
N00003034,FERMANAGH,52.5,51008
N00003036,FERMANAGH,52.5,51008
N00002974,FERMANAGH,52.5,51008
N00002973,FERMANAGH,52.5,51008
N00003050,FERMANAGH,52.5,51008
N00003048,FERMANAGH,52.5,51008
N00003035,FERMANAGH,52.5,51008
N00003052,FERMANAGH,52.5,51008
N00003047,FERMANAGH,52.5,51008
N00003049,FERMANAGH,52.5,51008
N00003051,FERMANAGH,52.5,51008
N00002940,FERMANAGH,52.5,51008
N00000414,ARMAGH,44.5,47618
N00000412,ARMAGH,44.5,47618
N00000411,ARMAGH,44.5,47618
N00000413,ARMAGH,44.5,47618
N00003032,FERMANAGH,52.5,51008
N00003038,FERMANAGH,52.5,51008
N00003037,FERMANAGH,52.5,51008
N00003033,FERMANAGH,52.5,51008
N00002965,FERMANAGH,52.5,51008
N00002960,FERMANAGH,52.5,51008
N00002966,FERMANAGH,52.5,51008
N00002962,FERMANAGH,52.5,51008
N00002964,FERMANAGH,52.5,51008
N00002963,FERMANAGH,52.5,51008
N00002988,FERMANAGH,52.5,51008
N00002961,FERMANAGH,52.5,51008
N00002992,FERMANAGH,52.5,51008
N00003031,FERMANAGH,52.5,51008
N00003027,FERMANAGH,52.5,51008
N00003012,FERMANAGH,52.5,51008
N00003011,FERMANAGH,52.5,51008
N00003009,FERMANAGH,52.5,51008
N00003008,FERMANAGH,52.5,51008
N00003010,FERMANAGH,52.5,51008
N00003007,FERMANAGH,52.5,51008
N00002952,FERMANAGH,52.5,51008
N00002949,FERMANAGH,52.5,51008
N00002951,FERMANAGH,52.5,51008
N00002950,FERMANAGH,52.5,51008
N00002953,FERMANAGH,52.5,51008
N00003040,FERMANAGH,52.5,51008
N00003044,FERMANAGH,52.5,51008
N00003054,FERMANAGH,52.5,51008
N00003060,FERMANAGH,52.5,51008
N00003053,FERMANAGH,52.5,51008
N00003055,FERMANAGH,52.5,51008
N00003058,FERMANAGH,52.5,51008
N00003056,FERMANAGH,52.5,51008
N00002931,FERMANAGH,52.5,51008
N00002989,FERMANAGH,52.5,51008
N00002930,FERMANAGH,52.5,51008
N00002932,FERMANAGH,52.5,51008
N00003057,FERMANAGH,52.5,51008
N00002933,FERMANAGH,52.5,51008
N00002936,FERMANAGH,52.5,51008
N00002990,FERMANAGH,52.5,51008
N00002987,FERMANAGH,52.5,51008
N00002991,FERMANAGH,52.5,51008
N00002920,FERMANAGH,52.5,51008
N00002935,FERMANAGH,52.5,51008
N00002919,FERMANAGH,52.5,51008
