code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income Deprivation_score,Income Deprivation_rank,Employment Deprivation_score,Employment Deprivation_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank
95PP060001,Castlecoole 1,Fermanagh,15.84,2726,6,0.22,2389,0.12,2506,1.87,2666,22.66,1833
95PP060002,Castlecoole 1,Fermanagh,10.53,3659,8,0.18,2909,0.07,4126,1.82,2758,9.65,3356
95PP060003,Castlecoole 1,Fermanagh,10.58,3652,8,0.15,3199,0.09,3444,1.63,3130,22.09,1869
95PP060004,Castlecoole 2,Fermanagh,6.42,4360,9,0.05,4599,0.06,4284,3.25,1323,5.26,4132
95PP060005,Castlecoole 2,Fermanagh,9.64,3824,8,0.15,3213,0.08,3739,1.8,2794,1.89,4763
95PP060006,Castlecoole 2,Fermanagh,7.17,4238,9,0.13,3535,0.08,3880,1.29,3866,15.36,2583
95PP060007,Castlecoole 2,Fermanagh,14.35,2987,6,0.22,2462,0.14,1930,1.07,4272,20.43,2026
95PP060008,Castlecoole 2,Fermanagh,5.18,4590,10,0.04,4729,0.06,4386,2.07,2360,11.81,3020
95PP060009,Castlecoole 2,Fermanagh,18.45,2340,5,0.27,1966,0.12,2422,0.98,4438,42.37,709
95PP060010,Castlecoole 1,Fermanagh,23.98,1718,4,0.38,1259,0.14,1989,2.34,1965,24.23,1699
95PP060011,Castlecoole 1,Fermanagh,28.39,1350,3,0.46,779,0.15,1776,2.07,2354,47.61,528
95PP070001,Derrygonnelly,Fermanagh,9.87,3788,8,0.12,3695,0.05,4568,6.28,482,2.3,4691
95PP070002,Derrygonnelly,Fermanagh,12.31,3327,7,0.09,4112,0.07,3964,7.87,172,4.33,4294
95PP070003,Derrygonnelly,Fermanagh,18.7,2317,5,0.23,2306,0.11,2752,6.89,339,12.22,2960
95PP070004,Derrygonnelly,Fermanagh,31.48,1113,3,0.45,837,0.18,1259,6.69,387,3.43,4469
95PP070005,Derrygonnelly,Fermanagh,17.38,2486,5,0.21,2550,0.08,3599,8.59,90,1.2,4883
95PP070006,Derrygonnelly,Fermanagh,12.8,3241,7,0.12,3642,0.07,3993,7.72,188,2.12,4721
95PP080001,Derrylin,Fermanagh,13.31,3149,7,0.13,3531,0.04,4740,8.56,92,0.48,4972
95PP080002,Derrylin,Fermanagh,12.51,3300,7,0.16,3128,0.04,4803,7.61,197,1.55,4826
95PP080003,Derrylin,Fermanagh,14.25,3009,6,0.18,2799,0.07,4133,4.86,831,15.27,2597
95PP080004,Derrylin,Fermanagh,16.13,2681,6,0.25,2136,0.09,3542,5.85,573,14.54,2673
95PP080005,Derrylin,Fermanagh,10.78,3610,8,0.14,3338,0.06,4307,5.99,540,5.08,4162
95PP080006,Derrylin,Fermanagh,12.85,3234,7,0.14,3356,0.07,4148,7.8,179,1.82,4775
95PP080007,Derrylin,Fermanagh,16.48,2636,6,0.16,3158,0.07,4183,10.29,25,4.31,4301
95PP090001,Devenish,Fermanagh,42.84,534,2,0.51,591,0.18,1283,0.96,4454,46.1,569
95PP090002,Devenish,Fermanagh,38.12,731,2,0.45,861,0.19,1024,0.94,4481,23.64,1768
95PP090003,Devenish,Fermanagh,30.11,1221,3,0.38,1263,0.17,1472,0.82,4668,44,640
95PP090004,Devenish,Fermanagh,41.02,618,2,0.42,1012,0.21,830,1.08,4258,33.64,1080
95PP090005,Devenish,Fermanagh,33.5,988,2,0.35,1404,0.18,1318,0.59,4941,44.33,633
95PP090006,Devenish,Fermanagh,53.91,234,1,0.62,284,0.21,859,1.27,3894,75.69,94
95PP100001,Donagh,Fermanagh,13.02,3196,7,0.23,2330,0.07,4095,4.89,821,2.84,4581
95PP100002,Donagh,Fermanagh,14.07,3036,7,0.16,3153,0.07,4153,8.39,108,1.96,4743
95PP100003,Donagh,Fermanagh,13.07,3190,7,0.18,2876,0.08,3890,5.11,763,6.35,3938
95PP100004,Donagh,Fermanagh,23.78,1739,4,0.31,1652,0.15,1863,6.06,526,5.05,4168
95PP100005,Donagh,Fermanagh,16.5,2628,6,0.18,2877,0.1,3183,7.63,196,12.86,2881
95PP100006,Donagh,Fermanagh,17.75,2440,5,0.24,2204,0.11,2897,6.59,404,5.77,4023
95PP110001,Erne,Fermanagh,33.03,1018,3,0.48,723,0.19,1113,1.06,4303,33.83,1071
95PP110002,Erne,Fermanagh,8.78,3979,8,0.11,3818,0.08,3652,0.99,4405,22.54,1844
95PP110003,Erne,Fermanagh,24.36,1690,4,0.28,1856,0.17,1386,0.93,4509,47.98,517
95PP110004,Erne,Fermanagh,20.11,2172,5,0.28,1875,0.12,2499,1.35,3743,29.04,1338
95PP110005,Erne,Fermanagh,7.87,4123,9,0.09,4094,0.04,4742,1.95,2539,13.32,2818
95PP110006,Erne,Fermanagh,31.51,1112,3,0.5,624,0.12,2409,1.24,3975,57.62,304
95PP110007,Erne,Fermanagh,34.15,952,2,0.4,1148,0.19,1081,0.92,4523,51.67,416
95PP110008,Erne,Fermanagh,27.21,1442,3,0.38,1282,0.18,1236,1.23,3990,27.14,1475
95PP120001,Florence Court and Kinawley,Fermanagh,19.17,2280,5,0.28,1915,0.1,3262,7.05,298,9.62,3362
95PP120002,Florence Court and Kinawley,Fermanagh,17.66,2456,5,0.21,2554,0.09,3586,8.87,70,2.23,4706
95PP120003,Florence Court and Kinawley,Fermanagh,13.69,3090,7,0.21,2495,0.07,3963,6.55,410,1.77,4794
95PP120004,Florence Court and Kinawley,Fermanagh,13.57,3111,7,0.12,3628,0.06,4290,8.65,82,3.86,4395
95PP120005,Florence Court and Kinawley,Fermanagh,18.91,2302,5,0.2,2622,0.11,2918,7.37,236,15.96,2507
95PP120006,Florence Court and Kinawley,Fermanagh,12.16,3361,7,0.17,3005,0.07,4196,6.46,440,0.7,4947
95PP130001,Irvinestown,Fermanagh,40.81,625,2,0.52,568,0.16,1537,3.13,1384,51.72,415
95PP130002,Irvinestown,Fermanagh,18.89,2303,5,0.26,2046,0.11,2957,5.47,666,6.51,3912
95PP130003,Irvinestown,Fermanagh,30.01,1225,3,0.43,944,0.18,1176,3.95,1075,17.94,2291
95PP130004,Irvinestown,Fermanagh,36.52,815,2,0.52,577,0.18,1220,3.37,1279,36.75,939
95PP130005,Irvinestown,Fermanagh,24.18,1705,4,0.39,1202,0.13,2284,3.17,1366,19.56,2114
95PP130006,Irvinestown,Fermanagh,14.42,2976,6,0.19,2729,0.09,3390,3.26,1320,10.27,3253
95PP130007,Irvinestown,Fermanagh,40.27,644,2,0.49,677,0.25,471,2.89,1504,67.53,170
95PP140001,Kesh Ederney and Lack 2,Fermanagh,17.89,2414,5,0.22,2455,0.11,2813,5.38,699,24.93,1643
95PP140002,Kesh Ederney and Lack 1,Fermanagh,15.68,2761,6,0.21,2493,0.09,3459,7.22,260,2.61,4628
95PP140003,Kesh Ederney and Lack 1,Fermanagh,22.85,1855,4,0.27,2012,0.12,2518,9.68,39,4.59,4254
95PP140004,Kesh Ederney and Lack 1,Fermanagh,21.52,2003,4,0.3,1758,0.18,1265,5.46,669,3.01,4553
95PP140005,Kesh Ederney and Lack 1,Fermanagh,16.44,2638,6,0.12,3623,0.1,3208,8.45,103,0.11,5011
95PP140006,Kesh Ederney and Lack 2,Fermanagh,25.13,1624,4,0.21,2516,0.19,1139,6.11,517,30.66,1238
95PP140007,Kesh Ederney and Lack 2,Fermanagh,17.86,2422,5,0.18,2816,0.12,2386,6.66,391,11.21,3114
95PP140008,Kesh Ederney and Lack 1,Fermanagh,36.52,816,2,0.62,275,0.18,1272,5.39,696,31.08,1209
95PP140009,Kesh Ederney and Lack 2,Fermanagh,10.21,3719,8,0.1,3929,0.06,4325,6.43,449,10.98,3153
95PP150001,Lisbellaw,Fermanagh,6.36,4372,9,0.06,4563,0.06,4264,4.06,1047,3.54,4449
95PP150002,Lisbellaw,Fermanagh,9.42,3870,8,0.14,3436,0.06,4302,4.22,995,3.82,4400
95PP150003,Lisbellaw,Fermanagh,10.43,3676,8,0.15,3198,0.08,3779,4.12,1027,14.21,2707
95PP150004,Lisbellaw,Fermanagh,10.99,3574,8,0.11,3727,0.09,3335,4.7,864,8.2,3598
95PP150005,Lisbellaw,Fermanagh,15.31,2820,6,0.15,3252,0.11,2853,4.11,1034,15.23,2601
95PP150006,Lisbellaw,Fermanagh,16.67,2593,6,0.22,2419,0.13,2369,4.14,1021,2.6,4629
95PP150007,Lisbellaw,Fermanagh,7.89,4119,9,0.11,3844,0.04,4721,5.51,649,2.35,4683
95PP150008,Lisbellaw,Fermanagh,9.43,3868,8,0.13,3566,0.08,3914,4.14,1019,9.14,3447
95PP160001,Lisnarrick,Fermanagh,12.54,3295,7,0.1,3916,0.1,3127,6.64,396,8.55,3533
95PP160002,Lisnarrick,Fermanagh,12.24,3348,7,0.13,3462,0.09,3472,6.65,395,3.61,4436
95PP160003,Lisnarrick,Fermanagh,12.01,3383,7,0.11,3842,0.11,2871,6.14,512,6.49,3913
95PP160004,Lisnarrick,Fermanagh,11.49,3478,7,0.1,3936,0.06,4313,6.81,359,12.25,2953
95PP160005,Lisnarrick,Fermanagh,9.97,3767,8,0.12,3674,0.07,4154,4.71,862,10.57,3214
95PP170001,Lisnaskea,Fermanagh,28.66,1333,3,0.34,1485,0.19,1117,2.37,1927,38.34,870
95PP170002,Lisnaskea,Fermanagh,35.16,890,2,0.54,495,0.18,1320,2.72,1618,18.33,2241
95PP170003,Lisnaskea,Fermanagh,16.67,2592,6,0.25,2142,0.09,3286,2.47,1817,8.95,3470
95PP170004,Lisnaskea,Fermanagh,20.27,2155,5,0.36,1377,0.11,2821,3.22,1333,11.38,3088
95PP170005,Lisnaskea,Fermanagh,12.06,3374,7,0.2,2660,0.08,3752,2.95,1474,1.44,4844
95PP170006,Lisnaskea,Fermanagh,36.42,821,2,0.56,447,0.17,1418,2.78,1571,40.73,764
95PP170007,Lisnaskea,Fermanagh,22.31,1912,4,0.31,1685,0.16,1650,2.75,1606,19.57,2112
95PP170008,Lisnaskea,Fermanagh,12.55,3294,7,0.15,3178,0.08,3639,3.46,1250,7.24,3778
95PP180001,Maguires Bridge,Fermanagh,12.7,3260,7,0.18,2864,0.1,3209,3.76,1134,10.23,3261
95PP180002,Maguires Bridge,Fermanagh,9.96,3769,8,0.13,3483,0.08,3783,3.81,1120,6.93,3839
95PP180003,Maguires Bridge,Fermanagh,11.32,3503,7,0.1,3896,0.06,4262,7.16,268,3.93,4373
95PP180004,Maguires Bridge,Fermanagh,13.68,3096,7,0.18,2903,0.1,3265,5.76,597,2.65,4622
95PP180005,Maguires Bridge,Fermanagh,9.16,3912,8,0.12,3636,0.06,4278,4.2,1006,20.87,1984
95PP180006,Maguires Bridge,Fermanagh,26.18,1536,4,0.37,1336,0.18,1228,3.2,1344,26.54,1519
95PP180007,Maguires Bridge,Fermanagh,12.26,3342,7,0.17,2998,0.08,3614,5.46,670,0.43,4980
95PP190001,Newtownbutler,Fermanagh,18.22,2368,5,0.21,2508,0.06,4276,9.88,32,3.56,4443
95PP190002,Newtownbutler,Fermanagh,22.18,1923,4,0.27,1990,0.13,2146,6.45,444,2.72,4607
95PP190003,Newtownbutler,Fermanagh,42.19,564,2,0.59,362,0.24,534,5.03,785,8.38,3568
95PP190004,Newtownbutler,Fermanagh,32.96,1026,3,0.47,765,0.17,1487,5.58,634,4.53,4264
95PP190005,Newtownbutler,Fermanagh,24.5,1679,4,0.31,1638,0.13,2187,4.92,815,27.76,1427
95PP190006,Newtownbutler,Fermanagh,21.58,1997,4,0.33,1564,0.09,3504,4.95,807,7.08,3797
95PP190007,Newtownbutler,Fermanagh,21.1,2045,5,0.21,2502,0.11,2869,7.67,192,3.49,4460
95PP200001,Portora,Fermanagh,33.35,997,2,0.43,957,0.23,585,1.35,3725,24.16,1711
95PP200002,Portora,Fermanagh,37.02,792,2,0.46,826,0.24,508,0.58,4958,83.62,46
95PP200003,Portora,Fermanagh,28.52,1343,3,0.34,1489,0.18,1214,0.6,4928,56.88,314
95PP200004,Portora,Fermanagh,22.58,1888,4,0.29,1784,0.14,2062,1.1,4210,46.64,551
95PP200005,Portora,Fermanagh,27.62,1417,3,0.37,1295,0.16,1624,0.87,4603,44.75,612
95PP200006,Portora,Fermanagh,30.6,1177,3,0.42,1038,0.18,1221,1.67,3068,27.86,1418
95PP200007,Portora,Fermanagh,13.19,3167,7,0.15,3188,0.1,3227,0.98,4437,19.15,2155
95PP200008,Portora,Fermanagh,10.54,3658,8,0.11,3729,0.08,3708,2.46,1830,7.52,3723
95PP200009,Portora,Fermanagh,6.38,4367,9,0.05,4656,0.04,4705,1.62,3158,2.51,4648
95PP210001,Rosslea,Fermanagh,16.62,2604,6,0.18,2855,0.07,4112,7.95,154,0.59,4960
95PP210002,Rosslea,Fermanagh,20.64,2113,5,0.27,1936,0.07,4006,9.83,35,0.28,4996
95PP210003,Rosslea,Fermanagh,12.72,3255,7,0.17,3030,0.04,4716,6.22,496,4.66,4240
95PP210004,Rosslea,Fermanagh,25.07,1630,4,0.32,1599,0.11,2694,9.5,47,2,4736
95PP210005,Rosslea,Fermanagh,23.4,1789,4,0.3,1776,0.11,2794,9.54,45,0.78,4941
95PP210006,Rosslea,Fermanagh,41.43,602,2,0.69,159,0.17,1409,5.41,682,15.64,2547
95PP220001,Rossorry,Fermanagh,10.81,3600,8,0.12,3711,0.08,3700,1.39,3632,36.04,974
95PP220002,Rossorry,Fermanagh,5.7,4495,9,0.07,4343,0.06,4430,1.68,3045,6.74,3874
95PP220003,Rossorry,Fermanagh,8.14,4086,9,0.14,3351,0.07,4143,2.18,2177,12.52,2916
95PP220004,Rossorry,Fermanagh,8.1,4088,9,0.11,3825,0.08,3892,1.84,2714,4.3,4303
95PP220005,Rossorry,Fermanagh,29.63,1257,3,0.44,898,0.18,1217,2.3,2010,43.37,664
95PP220006,Rossorry,Fermanagh,19.88,2197,5,0.35,1402,0.12,2572,2.39,1900,27.54,1441
95PP220007,Rossorry,Fermanagh,6.52,4343,9,0.09,3994,0.07,3951,1.5,3397,15.18,2606
95PP220008,Rossorry,Fermanagh,39.18,678,2,0.47,774,0.26,433,1.1,4221,58.55,282
95PP230001,Tempo,Fermanagh,13.21,3165,7,0.1,3863,0.11,2814,6.16,506,5.58,4053
95PP230002,Tempo,Fermanagh,12.4,3313,7,0.15,3259,0.09,3367,5.58,636,2.25,4702
95PP230003,Tempo,Fermanagh,18.21,2371,5,0.22,2428,0.1,3149,7.87,171,3.42,4474
95PP230004,Tempo,Fermanagh,21.47,2010,4,0.18,2833,0.17,1459,6.52,418,18.27,2252
95PP230005,Tempo,Fermanagh,26.4,1508,4,0.46,800,0.12,2393,4.95,806,11.92,2999
95PP230006,Tempo,Fermanagh,12.51,3299,7,0.13,3458,0.09,3569,5.12,760,12.1,2976
95QQ010001,Antiville,Larne,21.79,1973,4,0.18,2872,0.17,1400,2.53,1759,21.46,1931
95QQ010002,Antiville,Larne,31.85,1083,3,0.4,1185,0.19,1027,2.06,2367,43.07,676
95QQ010003,Antiville,Larne,46.04,422,1,0.6,346,0.22,728,2.52,1762,34.8,1033
95QQ010004,Antiville,Larne,37.21,784,2,0.46,799,0.2,904,2.58,1725,31.85,1177
95QQ010005,Antiville,Larne,34.58,924,2,0.39,1217,0.16,1560,2.67,1648,42.35,710
95QQ010006,Antiville,Larne,32.17,1065,3,0.35,1454,0.19,1135,1.83,2744,34.83,1030
95QQ020001,Ballycarry,Larne,9.11,3921,8,0.04,4716,0.06,4229,7.07,291,7.43,3737
95QQ020002,Ballycarry,Larne,12.82,3239,7,0.13,3490,0.09,3423,6.41,452,11.18,3117
95QQ020003,Ballycarry,Larne,14.4,2980,6,0.12,3709,0.13,2227,5.5,657,12.26,2951
95QQ020004,Ballycarry,Larne,10.58,3649,8,0.13,3562,0.07,3999,3.99,1066,8.24,3591
95QQ020005,Ballycarry,Larne,18.52,2329,5,0.28,1883,0.12,2420,3.81,1121,9.77,3333
95QQ020006,Ballycarry,Larne,6.88,4295,9,0.05,4602,0.07,4187,3.93,1084,4.64,4244
95QQ030001,Ballyloran,Larne,33.66,978,2,0.42,1016,0.16,1565,3.41,1265,23.49,1779
95QQ030002,Ballyloran,Larne,26.5,1495,3,0.33,1569,0.13,2330,3.07,1406,33.73,1075
95QQ030003,Ballyloran,Larne,53.91,233,1,0.62,277,0.23,593,2.83,1549,92.17,16
95QQ030004,Ballyloran,Larne,38.66,708,2,0.41,1107,0.25,460,3.65,1180,19.54,2117
95QQ030005,Ballyloran,Larne,28.78,1325,3,0.3,1752,0.17,1498,3.42,1262,21.44,1934
95QQ040001,Blackcave,Larne,27.79,1397,3,0.36,1357,0.16,1638,2.65,1667,18.38,2235
95QQ040002,Blackcave,Larne,28.45,1348,3,0.34,1463,0.17,1391,1.98,2507,9.94,3308
95QQ040003,Blackcave,Larne,25.41,1597,4,0.31,1701,0.14,1915,1.85,2701,3.87,4391
95QQ040004,Blackcave,Larne,16.66,2596,6,0.2,2605,0.12,2558,2.77,1586,8.12,3611
95QQ040005,Blackcave,Larne,35.77,866,2,0.5,648,0.14,2122,2.29,2026,51.32,431
95QQ040006,Blackcave,Larne,15.52,2790,6,0.16,3102,0.1,2995,2.46,1823,2.37,4677
95QQ050001,Carncastle,Larne,7.38,4209,9,0.09,4015,0.07,4080,3.74,1142,3.02,4550
95QQ050002,Carncastle,Larne,6.17,4405,9,0.05,4662,0.07,4180,4.14,1020,1.95,4748
95QQ050003,Carncastle,Larne,13.11,3180,7,0.22,2420,0.08,3623,3.53,1224,20.76,1996
95QQ050004,Carncastle,Larne,8.96,3944,8,0.08,4263,0.08,3812,6.03,533,10.12,3284
95QQ050005,Carncastle,Larne,6.38,4368,9,0.02,4965,0.05,4679,5.64,621,19.83,2086
95QQ050006,Carncastle,Larne,8.02,4101,9,0.08,4234,0.07,4099,5.7,611,14.57,2672
95QQ050007,Carncastle,Larne,11.79,3414,7,0.15,3214,0.1,3058,4.4,952,12.94,2866
95QQ050008,Carncastle,Larne,4.47,4719,10,0.03,4862,0.06,4480,3.29,1306,2.12,4723
95QQ060001,Carnlough,Larne,30.13,1217,3,0.39,1193,0.2,997,5.92,553,10.98,3151
95QQ060002,Carnlough,Larne,19.88,2198,5,0.18,2910,0.12,2423,8.47,101,19.85,2082
95QQ060003,Carnlough,Larne,20.28,2154,5,0.28,1892,0.11,2749,5.91,556,6.98,3828
95QQ060004,Carnlough,Larne,21.07,2052,5,0.24,2216,0.1,3145,6.73,383,71.95,124
95QQ060005,Carnlough,Larne,25.78,1565,4,0.31,1645,0.17,1437,4.98,799,10.49,3218
95QQ060006,Carnlough,Larne,16.94,2550,6,0.14,3353,0.13,2293,6.49,431,8.61,3522
95QQ070001,Central Larne,Larne,10.44,3673,8,0.07,4393,0.08,3777,1.56,3265,17.34,2346
95QQ070002,Central Larne,Larne,20.85,2079,5,0.26,2076,0.11,2940,1.33,3782,45.94,577
95QQ070003,Central Larne,Larne,47.94,363,1,0.55,476,0.29,254,1.56,3269,67.89,166
95QQ070004,Central Larne,Larne,27.05,1461,3,0.42,1053,0.14,2017,1.45,3518,30.97,1222
95QQ070005,Central Larne,Larne,45.96,425,1,0.53,515,0.22,748,1.32,3800,53.03,384
95QQ070006,Central Larne,Larne,31.97,1076,3,0.32,1597,0.2,970,1.46,3477,22.7,1830
95QQ070007,Central Larne,Larne,17.17,2514,6,0.21,2531,0.12,2571,2.14,2249,13.65,2776
95QQ070008,Central Larne,Larne,39.23,674,2,0.4,1172,0.23,646,1.6,3187,83.58,47
95QQ070009,Central Larne,Larne,11.72,3435,7,0.15,3253,0.06,4292,1.67,3067,14.21,2708
95QQ080001,Craigy Hill,Larne,24.65,1667,4,0.31,1677,0.15,1851,2.86,1525,29.78,1292
95QQ080002,Craigy Hill,Larne,50.37,308,1,0.57,416,0.39,55,2.57,1736,21.65,1914
95QQ080003,Craigy Hill,Larne,22.92,1844,4,0.25,2150,0.17,1440,2.89,1503,18.15,2269
95QQ080004,Craigy Hill,Larne,27.91,1384,3,0.33,1541,0.19,1143,2.66,1662,24.05,1723
95QQ080005,Craigy Hill,Larne,34.99,904,2,0.45,870,0.22,692,3,1442,16.82,2403
95QQ080006,Craigy Hill,Larne,32.18,1064,3,0.37,1314,0.19,1078,3.15,1377,28.08,1405
95QQ090001,Gardenmore,Larne,10.16,3729,8,0.17,2923,0.09,3340,2.03,2429,18.17,2267
95QQ090002,Gardenmore,Larne,17.56,2466,5,0.23,2380,0.15,1753,1.82,2770,49.34,480
95QQ090003,Gardenmore,Larne,32.45,1043,3,0.43,984,0.22,729,1.64,3114,54.05,361
95QQ090004,Gardenmore,Larne,23.79,1737,4,0.42,1019,0.17,1349,1.49,3408,19.66,2107
95QQ090005,Gardenmore,Larne,9.25,3896,8,0.06,4463,0.1,3162,2.94,1476,8.14,3606
95QQ090006,Gardenmore,Larne,7.82,4132,9,0.07,4402,0.07,4008,2.4,1894,4.97,4183
95QQ090007,Gardenmore,Larne,7.45,4196,9,0.1,3937,0.07,4166,2.29,2036,9.19,3434
95QQ100001,Glenarm,Larne,16.7,2585,6,0.14,3371,0.1,3023,7.21,261,13.13,2838
95QQ100002,Glenarm,Larne,21.55,2000,4,0.23,2304,0.13,2159,5.3,725,24.34,1694
95QQ100003,Glenarm,Larne,24.34,1692,4,0.35,1452,0.15,1768,5.88,567,14.39,2685
95QQ100004,Glenarm,Larne,17.67,2453,5,0.14,3413,0.06,4319,11.11,15,3.29,4499
95QQ100005,Glenarm,Larne,13.39,3136,7,0.09,4032,0.09,3436,6.79,363,11.09,3130
95QQ110001,Glynn,Larne,24.11,1709,4,0.36,1354,0.17,1489,2.83,1542,18.86,2186
95QQ110002,Glynn,Larne,8.82,3972,8,0.09,4037,0.09,3516,3.64,1185,4.95,4185
95QQ110003,Glynn,Larne,9.92,3777,8,0.09,4113,0.12,2606,2.9,1497,3.63,4430
95QQ110004,Glynn,Larne,9.69,3817,8,0.07,4423,0.06,4260,7.07,289,1.96,4741
95QQ110005,Glynn,Larne,12.04,3379,7,0.04,4714,0.06,4439,8.83,73,6.27,3946
95QQ110006,Glynn,Larne,10.99,3575,8,0.11,3793,0.12,2632,2.42,1875,12.27,2950
95QQ120001,Harbour,Larne,11.12,3546,8,0.08,4257,0.11,2801,2.06,2363,20.73,2001
95QQ120002,Harbour,Larne,22.29,1913,4,0.22,2418,0.18,1203,1.86,2685,17.77,2310
95QQ120003,Harbour,Larne,8.27,4056,9,0.1,3907,0.04,4718,1.91,2607,1.43,4845
95QQ120004,Harbour,Larne,17.46,2475,5,0.19,2718,0.14,2106,2.18,2180,15.25,2598
95QQ120005,Harbour,Larne,21.28,2027,5,0.23,2343,0.15,1772,2.25,2098,21.38,1943
95QQ120006,Harbour,Larne,26.31,1522,4,0.41,1075,0.16,1607,2.41,1884,6.85,3854
95QQ130001,Island Magee,Larne,14.04,3038,7,0.08,4213,0.08,3660,8.93,69,9.78,3332
95QQ130002,Island Magee,Larne,16.96,2543,6,0.12,3675,0.09,3576,10.64,21,4.52,4265
95QQ130003,Island Magee,Larne,11.7,3439,7,0.07,4410,0.11,2852,6.56,407,10.96,3158
95QQ130004,Island Magee,Larne,10.66,3639,8,0.15,3221,0.08,3776,3.73,1150,1.87,4766
95QQ130005,Island Magee,Larne,8.81,3975,8,0.06,4549,0.08,3885,4.45,938,3.8,4402
95QQ130006,Island Magee,Larne,18.89,2304,5,0.25,2129,0.12,2610,3.72,1158,18.48,2223
95QQ130007,Island Magee,Larne,16.8,2573,6,0.15,3196,0.07,3962,13.43,7,2.35,4682
95QQ140001,Kilwaughter 2,Larne,7.57,4174,9,0.01,4982,0.06,4317,5.64,622,4.14,4330
95QQ140002,Kilwaughter 1,Larne,15.15,2847,6,0.23,2353,0.1,3206,3.97,1071,19.66,2106
95QQ140003,Kilwaughter 1,Larne,10.07,3752,8,0.1,3977,0.08,3786,3.87,1099,14.39,2686
95QQ140004,Kilwaughter 1,Larne,6.08,4422,9,0.06,4504,0.06,4390,2.87,1514,10.97,3154
95QQ140005,Kilwaughter 1,Larne,8.01,4105,9,0.09,4141,0.08,3846,2.32,1988,27.14,1474
95QQ140006,Kilwaughter 2,Larne,26.21,1529,4,0.27,2007,0.21,858,4.14,1023,16.38,2461
95QQ140007,Kilwaughter 1,Larne,11.16,3541,8,0.12,3701,0.09,3485,3.62,1192,8.29,3579
95QQ140008,Kilwaughter 2,Larne,12.97,3214,7,0.1,3855,0.08,3917,5,794,26.34,1536
95QQ140009,Kilwaughter 2,Larne,10.94,3584,8,0.06,4540,0.06,4376,7.52,211,14.17,2710
95QQ140010,Kilwaughter 2,Larne,12.69,3262,7,0.08,4220,0.06,4426,7.01,311,0.97,4919
95QQ150001,Town Parks,Larne,24.03,1714,4,0.31,1641,0.15,1803,1.7,3006,13.73,2769
95QQ150002,Town Parks,Larne,16.85,2566,6,0.17,2914,0.11,2941,1.69,3022,26.92,1490
95QQ150003,Town Parks,Larne,14.02,3044,7,0.16,3097,0.08,3601,1.57,3260,32.63,1133
95QQ150004,Town Parks,Larne,23.12,1820,4,0.33,1570,0.14,2084,1.54,3311,18,2286
95QQ150005,Town Parks,Larne,14.53,2951,6,0.13,3558,0.09,3507,2,2478,26.12,1552
95QQ150006,Town Parks,Larne,24.43,1685,4,0.36,1371,0.12,2387,1.73,2933,11.91,3000
95RR010001,Aghanloo 2,Limavady,15.66,2765,6,0.18,2874,0.1,3025,6.32,477,18.25,2255
95RR010002,Aghanloo 2,Limavady,11.84,3407,7,0.09,3993,0.1,3200,3.94,1081,22.93,1817
95RR010003,Aghanloo 2,Limavady,27.05,1460,3,0.39,1223,0.19,1131,2.7,1630,8.24,3587
95RR010004,Aghanloo 2,Limavady,14.38,2984,6,0.12,3684,0.13,2342,5.62,627,7.4,3744
95RR010005,Aghanloo 1,Limavady,7.4,4205,9,0.09,4136,0.1,3029,1.59,3209,16.6,2432
95RR010006,Aghanloo 1,Limavady,12.86,3232,7,0.13,3581,0.14,1966,1.76,2865,15.16,2611
95RR010007,Aghanloo 1,Limavady,9.94,3774,8,0.18,2803,0.08,3913,2.14,2240,7.69,3695
95RR010008,Aghanloo 1,Limavady,27.4,1431,3,0.44,882,0.19,1030,2.48,1807,28.2,1399
95RR020001,Ballykelly,Limavady,9.02,3936,8,0.07,4297,0.08,3603,3.66,1177,18.56,2216
95RR020002,Ballykelly,Limavady,16.6,2609,6,0.19,2747,0.15,1765,2.92,1485,11.02,3146
95RR020003,Ballykelly,Limavady,24.89,1652,4,0.3,1728,0.19,1073,3.43,1259,30.2,1265
95RR020004,Ballykelly,Limavady,21.61,1995,4,0.26,2078,0.14,1994,2.31,1996,51.19,437
95RR020005,Ballykelly,Limavady,26.05,1545,4,0.42,1047,0.17,1384,2.77,1582,26.14,1551
95RR030001,Coolessan,Limavady,45.35,445,1,0.53,526,0.22,674,1.54,3315,76.01,92
95RR030002,Coolessan,Limavady,41.57,596,2,0.59,364,0.19,1152,1.49,3414,54.82,345
95RR030003,Coolessan,Limavady,37.31,774,2,0.46,798,0.21,873,1.77,2843,80.44,62
95RR030004,Coolessan,Limavady,53.08,256,1,0.58,385,0.31,155,1.2,4038,76.57,83
95RR030005,Coolessan,Limavady,42.15,565,2,0.56,442,0.22,733,1.37,3684,30.08,1273
95RR040001,Dungiven,Limavady,19.37,2258,5,0.29,1815,0.14,2093,3.01,1437,18.29,2250
95RR040002,Dungiven,Limavady,26.29,1523,4,0.28,1853,0.2,906,3.11,1397,2.36,4681
95RR040003,Dungiven,Limavady,24.07,1711,4,0.4,1157,0.16,1574,2.62,1688,3.99,4354
95RR040004,Dungiven,Limavady,50.8,293,1,0.71,142,0.3,213,2.78,1573,10.03,3296
