code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income Deprivation_score,Income Deprivation_rank,Employment Deprivation_score,Employment Deprivation_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank
95NN110007,Drumaness 2,Down,11.07,3559,8,0.12,3613,0.09,3276,4.7,866,14.81,2649
95NN110008,Drumaness 1,Down,23.5,1773,4,0.26,2092,0.13,2215,3.53,1221,29.78,1291
95NN120001,Dundrum,Down,13.54,3116,7,0.12,3698,0.09,3392,5.48,662,7.37,3750
95NN120002,Dundrum,Down,39.07,681,2,0.5,653,0.25,448,4.17,1012,18.01,2285
95NN120003,Dundrum,Down,10.48,3669,8,0.09,4020,0.06,4471,4.67,873,42.64,696
95NN120004,Dundrum,Down,33.04,1016,3,0.5,628,0.16,1576,4.05,1053,25.61,1588
95NN120005,Dundrum,Down,13.17,3171,7,0.14,3422,0.07,3954,4.06,1049,46.86,545
95NN120006,Dundrum,Down,39.04,686,2,0.52,559,0.21,815,4.05,1052,28.87,1352
95NN120007,Dundrum,Down,16.93,2555,6,0.2,2625,0.12,2605,5.05,779,6.48,3916
95NN130001,Dunmore,Down,19.71,2216,5,0.13,3472,0.15,1860,8.75,79,3.82,4401
95NN130002,Dunmore,Down,7.5,4185,9,0.08,4175,0.05,4506,6.04,530,4.24,4315
95NN130003,Dunmore,Down,10.37,3692,8,0.08,4168,0.11,2727,5.32,722,4.78,4218
95NN130004,Dunmore,Down,9.75,3808,8,0.12,3643,0.08,3746,6.07,522,6.87,3852
95NN130005,Dunmore,Down,18.88,2306,5,0.19,2697,0.11,2921,9.58,42,9.74,3338
95NN130006,Dunmore,Down,6.85,4299,9,0.07,4381,0.08,3772,2.65,1672,3.26,4506
95NN130007,Dunmore,Down,9.23,3900,8,0.08,4158,0.08,3656,5.15,754,19.13,2159
95NN140001,Killough 1,Down,23.36,1793,4,0.23,2363,0.15,1741,5.57,638,20.23,2039
95NN140002,Killough 1,Down,17.89,2416,5,0.24,2245,0.12,2629,6.56,406,9.73,3342
95NN140003,Killough 1,Down,12.26,3343,7,0.1,3913,0.08,3689,5.13,759,31.92,1174
95NN140004,Killough 2,Down,18.63,2324,5,0.19,2733,0.11,2733,7.2,266,11.84,3015
95NN140005,Killough 2,Down,14.35,2988,6,0,5012,0,5016,7.82,175,0.01,5021
95NN140006,Killough 2,Down,14.44,2972,6,0.1,3923,0.1,3212,6.86,346,28.41,1389
95NN140007,Killough 2,Down,24.8,1657,4,0.25,2177,0.16,1689,7.2,262,28.07,1407
95NN140008,Killough 1,Down,28.47,1346,3,0.37,1303,0.18,1245,5.19,743,10.95,3160
95NN140009,Killough 1,Down,32.08,1068,3,0.35,1445,0.22,761,4.92,813,30.31,1259
95NN150001,Killyleagh,Down,13.41,3133,7,0.13,3480,0.11,2898,3.24,1327,11.99,2992
95NN150002,Killyleagh,Down,9.85,3793,8,0.1,3941,0.07,4158,3.61,1196,3.74,4416
95NN150003,Killyleagh,Down,20.24,2162,5,0.26,2055,0.12,2587,2.98,1462,41.76,729
95NN150004,Killyleagh,Down,27.88,1387,3,0.38,1249,0.17,1393,3.36,1281,18.25,2253
95NN150005,Killyleagh,Down,23.79,1738,4,0.34,1457,0.13,2139,3.37,1278,31.65,1186
95NN150006,Killyleagh,Down,28.1,1373,3,0.37,1292,0.18,1183,3.16,1372,10.27,3255
95NN150007,Killyleagh,Down,22.21,1920,4,0.3,1754,0.15,1865,3.16,1371,31.99,1172
95NN150008,Killyleagh,Down,20.98,2065,5,0.28,1855,0.14,2042,3.16,1375,31.01,1219
95NN160001,Kilmore 2,Down,8.18,4079,9,0.09,4026,0.05,4624,5.77,595,11.85,3011
95NN160002,Kilmore 1,Down,6.89,4292,9,0.09,4132,0.07,4219,2.89,1505,12.99,2861
95NN160003,Kilmore 1,Down,11.75,3427,7,0.14,3388,0.1,3254,5.39,694,8.28,3583
95NN160004,Kilmore 1,Down,8.93,3952,8,0.08,4167,0.08,3645,4.75,855,6.33,3940
95NN160005,Kilmore 2,Down,9.33,3884,8,0.09,4022,0.08,3874,5.76,596,5.89,4002
95NN160006,Kilmore 1,Down,7.55,4178,9,0.09,4123,0.06,4461,4.77,847,5.35,4109
95NN160007,Kilmore 2,Down,8.36,4042,9,0.09,4013,0.04,4684,4.39,955,10.91,3165
95NN160008,Kilmore 2,Down,8.55,4016,8,0.1,3872,0.06,4304,4.41,950,12.55,2911
95NN170001,Murlough,Down,19.3,2266,5,0.28,1861,0.11,2904,2.25,2085,19.54,2118
95NN170002,Murlough,Down,23.68,1754,4,0.29,1803,0.14,1949,2.79,1565,58.79,276
95NN170003,Murlough,Down,38.73,701,2,0.52,579,0.17,1385,1.89,2642,40.25,791
95NN170004,Murlough,Down,42.94,530,2,0.58,395,0.23,624,1.83,2730,32.98,1114
95NN170005,Murlough,Down,28.07,1374,3,0.4,1158,0.18,1185,1.98,2494,16.2,2480
95NN170006,Murlough,Down,20.06,2179,5,0.27,1986,0.12,2405,2.13,2252,66.11,184
95NN170007,Murlough,Down,15.71,2755,6,0.2,2570,0.09,3448,3.51,1230,17.29,2356
95NN180001,Quoile 1,Down,17.91,2410,5,0.21,2503,0.09,3370,2.13,2259,32.22,1156
95NN180002,Quoile 2,Down,10.7,3634,8,0.11,3798,0.1,3274,2.7,1633,22.26,1860
95NN180003,Quoile 2,Down,9.62,3831,8,0.14,3372,0.08,3869,2.75,1603,8.53,3538
95NN180004,Quoile 1,Down,30.48,1188,3,0.34,1487,0.18,1223,1.98,2498,63.35,221
95NN180005,Quoile 1,Down,34.41,935,2,0.43,963,0.2,958,1.71,2987,72.07,123
95NN180006,Quoile 2,Down,12.34,3324,7,0.14,3435,0.12,2525,2.53,1758,19.65,2108
95NN180007,Quoile 1,Down,15.8,2737,6,0.1,3860,0.13,2289,2.35,1946,30.98,1220
95NN190001,Saintfield 2,Down,6.47,4348,9,0.09,4145,0.09,3471,2.08,2348,21.63,1917
95NN190002,Saintfield 2,Down,3.44,4885,10,0.04,4754,0.03,4924,2.63,1684,7.83,3670
95NN190003,Saintfield 1,Down,5.02,4626,10,0.04,4809,0.07,3982,2.93,1482,2.52,4647
95NN190004,Saintfield 1,Down,8.29,4053,9,0.14,3407,0.08,3901,2.08,2334,22.62,1837
95NN190005,Saintfield 2,Down,3.84,4828,10,0.05,4669,0.03,4840,3.32,1292,0.39,4985
95NN190006,Saintfield 1,Down,12.71,3258,7,0.26,2101,0.07,4035,2.44,1849,10.09,3291
95NN190007,Saintfield 1,Down,7.49,4188,9,0.13,3479,0.06,4367,2.75,1602,7.6,3708
95NN190008,Saintfield 1,Down,4.33,4745,10,0.06,4460,0.05,4513,2.51,1775,2.75,4601
95NN190009,Saintfield 2,Down,7.05,4261,9,0.07,4380,0.08,3815,4.69,870,6.95,3835
95NN200001,Seaforde,Down,16.89,2561,6,0.16,3168,0.1,3013,6.48,433,20.14,2051
95NN200002,Seaforde,Down,13.05,3192,7,0.11,3807,0.09,3501,5.5,655,19.97,2069
95NN200003,Seaforde,Down,17.04,2537,6,0.14,3358,0.1,3222,7.97,150,3.93,4374
95NN200004,Seaforde,Down,15.1,2856,6,0.14,3340,0.13,2205,5.91,555,13.1,2841
95NN200005,Seaforde,Down,26.1,1540,4,0.28,1910,0.22,765,4.99,797,23.81,1746
95NN200006,Seaforde,Down,13.42,3131,7,0.13,3478,0.1,3169,6.41,450,5.01,4174
95NN200007,Seaforde,Down,13.9,3058,7,0.08,4209,0.11,2797,7.03,304,15.34,2586
95NN210001,Shimna,Down,33.8,969,2,0.44,930,0.2,986,2.1,2303,36.45,958
95NN210002,Shimna,Down,16.03,2699,6,0.18,2801,0.1,3107,1.71,2979,84.05,42
95NN210003,Shimna,Down,36.49,817,2,0.55,470,0.23,626,2.11,2283,12.65,2903
95NN210004,Shimna,Down,6.26,4392,9,0.04,4744,0.07,4125,2.22,2135,7.87,3658
95NN210005,Shimna,Down,11.33,3501,7,0.12,3602,0.09,3317,2.43,1864,11.89,3003
95NN210006,Shimna,Down,11.54,3465,7,0.16,3038,0.08,3699,2.07,2356,21.76,1899
95NN210007,Shimna,Down,35.31,883,2,0.55,481,0.21,877,1.76,2867,77.87,81
95NN210008,Shimna,Down,37.3,775,2,0.41,1115,0.22,727,1.58,3227,94.78,8
95NN220001,Strangford,Down,15.9,2718,6,0.1,3914,0.11,2844,7.54,208,12.75,2893
95NN220002,Strangford,Down,17.47,2473,5,0.22,2413,0.11,2880,4.24,991,27.36,1453
95NN220003,Strangford,Down,12.92,3223,7,0.15,3292,0.08,3653,4.67,874,8.64,3519
95NN220004,Strangford,Down,16.64,2598,6,0.17,2970,0.11,2917,6.62,398,16.47,2448
95NN220005,Strangford,Down,15.91,2715,6,0.18,2826,0.12,2524,4.66,878,9.48,3379
95NN220006,Strangford,Down,23.38,1791,4,0.28,1896,0.15,1884,7.57,202,18.47,2224
95NN230001,Tollymore 1,Down,22.53,1892,4,0.29,1814,0.12,2586,7.24,258,12.73,2895
95NN230002,Tollymore 1,Down,18.35,2356,5,0.17,3033,0.14,2110,5.69,613,13.36,2812
95NN230003,Tollymore 2,Down,14.28,3000,6,0.18,2784,0.1,3233,3.86,1103,20.37,2028
95NN230004,Tollymore 2,Down,38.53,716,2,0.52,557,0.22,671,3.56,1211,26.86,1494
95NN230005,Tollymore 2,Down,19.32,2263,5,0.29,1795,0.14,2090,3.14,1379,5.14,4151
95NN230006,Tollymore 1,Down,19.27,2268,5,0.25,2114,0.13,2306,6.2,501,1.35,4859
95NN230007,Tollymore 2,Down,13.18,3170,7,0.12,3595,0.1,3061,4.87,828,16.75,2413
95OO010001,Altmore,Dungannon,14.27,3004,6,0.16,3120,0.1,3129,5.82,578,3.86,4394
95OO010002,Altmore,Dungannon,29.67,1254,3,0.35,1428,0.16,1577,8.51,98,0.96,4921
95OO010003,Altmore,Dungannon,16.94,2551,6,0.19,2753,0.12,2650,7.07,290,1.22,4875
95OO010004,Altmore,Dungannon,25.46,1594,4,0.25,2168,0.14,1941,9.26,56,1.9,4759
95OO010005,Altmore,Dungannon,23.65,1757,4,0.31,1695,0.12,2477,7.75,184,0.35,4991
95OO020001,Augher,Dungannon,14.28,3002,6,0.1,3900,0.07,4085,9.01,66,3.87,4392
95OO020002,Augher,Dungannon,14.64,2929,6,0.1,3893,0.09,3579,8.07,140,9.21,3431
95OO020003,Augher,Dungannon,19.55,2234,5,0.27,1960,0.11,2903,6.22,497,15.65,2545
95OO020004,Augher,Dungannon,18.24,2365,5,0.18,2818,0.14,2007,6.68,389,9.06,3454
95OO020005,Augher,Dungannon,13.52,3118,7,0.12,3618,0.07,4020,7.25,256,3.39,4480
95OO030001,Aughnacloy,Dungannon,18.25,2364,5,0.19,2687,0.11,2768,7.02,308,5.44,4084
95OO030002,Aughnacloy,Dungannon,17.72,2447,5,0.19,2707,0.13,2325,4.89,822,31.31,1202
95OO030003,Aughnacloy,Dungannon,20.95,2070,5,0.3,1760,0.12,2392,4.41,951,15.04,2624
95OO030004,Aughnacloy,Dungannon,26.57,1490,3,0.37,1290,0.13,2143,4.42,944,30,1277
95OO030005,Aughnacloy,Dungannon,20.32,2151,5,0.19,2723,0.14,2108,8.3,117,3.17,4525
95OO030006,Aughnacloy,Dungannon,13.2,3166,7,0.15,3299,0.08,3750,5.59,631,7.26,3775
95OO040001,Ballygawley,Dungannon,21.86,1958,4,0.22,2382,0.13,2239,7.15,271,3.43,4472
95OO040002,Ballygawley,Dungannon,11.78,3418,7,0.13,3499,0.07,3934,6.48,434,7.7,3693
95OO040003,Ballygawley,Dungannon,19.66,2221,5,0.3,1778,0.13,2203,5.22,739,6.12,3968
95OO040004,Ballygawley,Dungannon,20.4,2141,5,0.27,1980,0.12,2613,5.39,692,23.65,1765
95OO040005,Ballygawley,Dungannon,31.21,1137,3,0.33,1550,0.19,1100,10.3,24,3.27,4502
95OO040006,Ballygawley,Dungannon,28.31,1354,3,0.38,1277,0.17,1492,6.74,379,6.72,3878
95OO050001,Ballysaggart,Dungannon,33.1,1013,3,0.44,907,0.14,2087,1.94,2560,58.63,280
95OO050002,Ballysaggart,Dungannon,44.25,486,1,0.57,415,0.2,956,1.54,3327,63.1,224
95OO050003,Ballysaggart,Dungannon,17.38,2488,5,0.23,2355,0.1,3000,1.65,3100,18.68,2200
95OO050004,Ballysaggart,Dungannon,24.51,1677,4,0.32,1576,0.14,2034,2.3,2013,15.84,2519
95OO050005,Ballysaggart,Dungannon,33.51,987,2,0.43,967,0.17,1335,1.66,3077,44.72,617
95OO050006,Ballysaggart,Dungannon,31.03,1150,3,0.42,1036,0.15,1885,2.11,2294,25.5,1597
95OO060001,Benburb,Dungannon,16.88,2563,6,0.16,3163,0.11,2966,7.03,301,2.14,4718
95OO060002,Benburb,Dungannon,11.51,3471,7,0.13,3507,0.09,3481,5.44,675,3.39,4479
95OO060003,Benburb,Dungannon,16.29,2654,6,0.18,2848,0.12,2475,5.31,723,9.37,3394
95OO060004,Benburb,Dungannon,16.17,2674,6,0.22,2393,0.11,2840,3.11,1396,7.51,3728
95OO060005,Benburb,Dungannon,15.17,2840,6,0.19,2666,0.11,2937,3.44,1255,13.6,2779
95OO060006,Benburb,Dungannon,15.08,2857,6,0.18,2779,0.11,2795,5.82,579,7.99,3634
95OO070001,Caledon,Dungannon,17.85,2427,5,0.12,3666,0.11,2905,9.3,50,1.38,4853
95OO070002,Caledon,Dungannon,14.56,2944,6,0.14,3378,0.07,4128,6.85,349,14.62,2666
95OO070003,Caledon,Dungannon,31.64,1099,3,0.41,1063,0.18,1251,5.42,678,31.27,1203
95OO070004,Caledon,Dungannon,14.29,2998,6,0.14,3343,0.11,2766,5.83,575,3.01,4551
95OO070005,Caledon,Dungannon,17.45,2480,5,0.13,3489,0.09,3467,9.88,33,8.48,3551
95OO070006,Caledon,Dungannon,16.78,2576,6,0.18,2810,0.09,3299,7.36,238,1.81,4781
95OO080001,Castlecaulfield,Dungannon,17.46,2474,5,0.2,2648,0.14,2024,2.95,1471,36.45,959
95OO080002,Castlecaulfield,Dungannon,15.76,2743,6,0.23,2362,0.12,2564,4.15,1017,5.23,4136
95OO080003,Castlecaulfield,Dungannon,15.5,2795,6,0.14,3342,0.12,2468,6.52,420,10.58,3211
95OO080004,Castlecaulfield,Dungannon,15.11,2851,6,0.17,2956,0.11,2916,5.75,599,8.39,3566
95OO080005,Castlecaulfield,Dungannon,12.68,3266,7,0.15,3240,0.09,3453,4.02,1062,10.16,3279
95OO080006,Castlecaulfield,Dungannon,16.64,2602,6,0.19,2669,0.13,2178,4.05,1051,10.93,3162
95OO090001,Clogher,Dungannon,19.35,2260,5,0.14,3383,0.11,2913,9.58,43,6.07,3978
95OO090002,Clogher,Dungannon,16.69,2588,6,0.17,2988,0.11,2976,6.38,462,12.06,2981
95OO090003,Clogher,Dungannon,39.26,672,2,0.53,529,0.22,688,5.97,543,36.54,950
95OO090004,Clogher,Dungannon,13.41,3134,7,0.1,3892,0.05,4585,9.36,49,1.46,4840
95OO090005,Clogher,Dungannon,16.52,2625,6,0.14,3418,0.07,4155,8.97,68,6.96,3833
95OO100001,Coalisland North,Dungannon,21.11,2044,5,0.33,1523,0.11,2765,2.62,1691,8.61,3525
95OO100002,Coalisland North,Dungannon,31.08,1148,3,0.47,775,0.16,1686,3.69,1166,20.63,2008
95OO100003,Coalisland North,Dungannon,29.91,1233,3,0.4,1170,0.21,808,2.23,2114,11.6,3053
95OO100004,Coalisland North,Dungannon,41.62,595,2,0.54,499,0.25,450,1.85,2696,24.07,1719
95OO100005,Coalisland North,Dungannon,25.11,1625,4,0.41,1060,0.16,1586,1.58,3231,15.22,2602
95OO100006,Coalisland North,Dungannon,29.81,1245,3,0.5,626,0.15,1867,3.34,1288,16.82,2402
95OO100007,Coalisland North,Dungannon,23.88,1730,4,0.33,1521,0.15,1777,4.12,1026,12.02,2986
95OO110001,Coalisland South,Dungannon,36.87,802,2,0.35,1412,0.25,446,2.55,1748,15.7,2535
95OO110002,Coalisland South,Dungannon,39.94,656,2,0.5,638,0.18,1308,1.75,2897,24.08,1717
95OO110003,Coalisland South,Dungannon,53.89,236,1,0.62,296,0.26,421,1.32,3803,62.41,232
95OO110004,Coalisland South,Dungannon,44.49,475,1,0.61,312,0.26,426,1.72,2940,21.9,1883
95OO110005,Coalisland South,Dungannon,55.35,203,1,0.7,156,0.3,194,1.39,3641,53.4,377
95OO110006,Coalisland South,Dungannon,27,1470,3,0.37,1302,0.1,3017,2.46,1822,17.85,2304
95OO110007,Coalisland South,Dungannon,28.18,1367,3,0.4,1144,0.16,1535,1.71,2982,21.88,1884
95OO120001,Coalisland West and Newmills,Dungannon,35.33,882,2,0.56,439,0.22,717,2.04,2407,19.98,2067
95OO120002,Coalisland West and Newmills,Dungannon,11.99,3384,7,0.19,2715,0.08,3613,3.02,1434,11.61,3049
95OO120003,Coalisland West and Newmills,Dungannon,16.61,2607,6,0.22,2471,0.12,2404,4.51,916,5.01,4176
95OO120004,Coalisland West and Newmills,Dungannon,26.97,1471,3,0.44,883,0.18,1201,2.88,1512,13.15,2837
95OO120005,Coalisland West and Newmills,Dungannon,15.83,2732,6,0.25,2191,0.13,2281,4.51,914,5.79,4020
95OO120006,Coalisland West and Newmills,Dungannon,16.49,2630,6,0.28,1866,0.11,2929,2.61,1698,6.63,3890
95OO130001,Coolhill,Dungannon,14.71,2919,6,0.15,3249,0.05,4575,1.82,2763,35.79,989
95OO130002,Coolhill,Dungannon,10.8,3602,8,0.14,3433,0.08,3616,1.9,2620,36.19,967
95OO130003,Coolhill,Dungannon,19.37,2259,5,0.27,1943,0.14,1946,2.11,2298,5.28,4128
95OO130004,Coolhill,Dungannon,8.91,3957,8,0.14,3400,0.05,4564,1.48,3447,10.78,3188
95OO130005,Coolhill,Dungannon,27.66,1414,3,0.28,1872,0.25,458,1.68,3043,16.07,2490
95OO130006,Coolhill,Dungannon,6.4,4363,9,0.09,4055,0.07,4060,1.85,2692,7.47,3734
95OO130007,Coolhill,Dungannon,8.08,4091,9,0.11,3735,0.05,4571,1.72,2943,19.2,2151
95OO140001,Donaghmore,Dungannon,13.41,3135,7,0.19,2698,0.09,3570,5.74,602,3.68,4425
95OO140002,Donaghmore,Dungannon,14.64,2928,6,0.13,3441,0.13,2261,5.5,656,11.66,3040
95OO140003,Donaghmore,Dungannon,14.33,2991,6,0.18,2824,0.13,2292,3.46,1245,4.32,4299
95OO140004,Donaghmore,Dungannon,24.77,1658,4,0.37,1289,0.15,1871,3.49,1239,8.85,3490
95OO140005,Donaghmore,Dungannon,12.29,3335,7,0.18,2790,0.08,3801,3.46,1247,6.31,3943
95OO150001,Drumglass,Dungannon,17.24,2504,5,0.19,2722,0.13,2296,2.81,1554,7.31,3762
95OO150002,Drumglass,Dungannon,27.7,1407,3,0.39,1186,0.13,2272,2.12,2270,43.32,666
95OO150003,Drumglass,Dungannon,25.33,1604,4,0.33,1554,0.14,2052,1.63,3131,16.6,2431
95OO150004,Drumglass,Dungannon,30.41,1189,3,0.38,1268,0.15,1817,1.25,3946,35.78,990
95OO150005,Drumglass,Dungannon,36.39,823,2,0.49,679,0.17,1339,1.26,3914,40.62,770
95OO160001,Fivemiletown,Dungannon,11.3,3510,7,0.1,3945,0.07,4068,6.5,425,7.84,3666
95OO160002,Fivemiletown,Dungannon,19.92,2191,5,0.23,2359,0.12,2453,4.61,892,32.88,1120
95OO160003,Fivemiletown,Dungannon,17.61,2460,5,0.12,3686,0.12,2493,7.27,251,25.26,1618
95OO160004,Fivemiletown,Dungannon,32.38,1047,3,0.39,1207,0.19,1147,4.41,947,30.59,1242
95OO160005,Fivemiletown,Dungannon,14.86,2893,6,0.17,2965,0.07,3989,4.66,879,15.05,2622
95OO160006,Fivemiletown,Dungannon,14.56,2945,6,0.14,3399,0.05,4605,9.6,41,1.75,4796
95OO170001,Killyman,Dungannon,15.07,2859,6,0.18,2827,0.13,2157,4.48,928,14.28,2699
95OO170002,Killyman,Dungannon,18.41,2347,5,0.15,3251,0.14,1970,7.14,278,9.24,3421
95OO170003,Killyman,Dungannon,14.34,2989,6,0.2,2617,0.12,2635,5.01,792,9.48,3380
95OO170004,Killyman,Dungannon,19.76,2211,5,0.25,2127,0.12,2381,7.06,295,9.69,3348
95OO170005,Killyman,Dungannon,14.9,2888,6,0.2,2626,0.12,2621,3.78,1127,14.04,2726
95OO170006,Killyman,Dungannon,11.71,3437,7,0.1,3864,0.11,2867,5.44,674,12.98,2862
95OO180001,Killymeal,Dungannon,23.56,1769,4,0.35,1453,0.14,1940,1.16,4109,51.3,432
95OO180002,Killymeal,Dungannon,14.5,2957,6,0.22,2433,0.13,2305,1.56,3283,5.26,4133
95OO180003,Killymeal,Dungannon,7.49,4187,9,0.08,4248,0.03,4913,1.72,2942,8.32,3578
95OO180004,Killymeal,Dungannon,13.05,3193,7,0.17,2967,0.09,3490,4.13,1024,7.83,3669
95OO180005,Killymeal,Dungannon,6.62,4329,9,0.07,4315,0.08,3838,2.12,2277,10.4,3230
95OO180006,Killymeal,Dungannon,16.74,2581,6,0.25,2118,0.12,2575,1.21,4018,37.54,898
95OO190001,Moy,Dungannon,11.87,3403,7,0.13,3526,0.11,2731,4.76,854,11.24,3108
95OO190002,Moy,Dungannon,7.07,4259,9,0.09,3996,0.05,4594,2.52,1769,17.32,2348
95OO190003,Moy,Dungannon,12.94,3220,7,0.1,3928,0.12,2567,6.35,470,2.41,4669
95OO190004,Moy,Dungannon,18.2,2372,5,0.27,1948,0.13,2344,2.35,1942,40.24,792
95OO190005,Moy,Dungannon,15.02,2870,6,0.27,1939,0.09,3442,2.32,1980,18.1,2277
95OO190006,Moy,Dungannon,12.23,3349,7,0.18,2836,0.08,3765,2.23,2111,59.43,270
95OO190007,Moy,Dungannon,11.72,3431,7,0.14,3361,0.1,3097,5.5,654,5.67,4039
95OO200001,Moygashel,Dungannon,9.15,3913,8,0.12,3708,0.06,4378,2.34,1959,6.51,3911
95OO200002,Moygashel,Dungannon,14.17,3025,7,0.18,2856,0.11,2793,1.58,3235,21.68,1911
95OO200003,Moygashel,Dungannon,13.14,3177,7,0.16,3088,0.07,3940,2.8,1560,7.06,3810
95OO200004,Moygashel,Dungannon,21.48,2009,4,0.26,2068,0.13,2184,2.21,2140,21.85,1890
95OO200005,Moygashel,Dungannon,20.46,2131,5,0.22,2447,0.14,1902,2.33,1973,15.35,2585
95OO200006,Moygashel,Dungannon,23.22,1809,4,0.28,1900,0.16,1618,2.63,1685,27.38,1452
95OO210001,Mullaghmore,Dungannon,21.15,2041,5,0.27,1970,0.13,2260,1.31,3823,32.79,1126
95OO210002,Mullaghmore,Dungannon,28.63,1335,3,0.44,891,0.13,2314,1.19,4052,76.34,87
95OO210003,Mullaghmore,Dungannon,12.65,3274,7,0.2,2562,0.09,3369,1.84,2709,7.33,3757
95OO210004,Mullaghmore,Dungannon,15.46,2802,6,0.17,2990,0.11,2782,2.85,1527,4.66,4239
95OO210005,Mullaghmore,Dungannon,20.17,2167,5,0.19,2703,0.17,1406,1.57,3249,13.78,2760
95OO210006,Mullaghmore,Dungannon,28.22,1361,3,0.38,1235,0.16,1630,1.21,4028,89.71,24
95OO220001,Washing Bay,Dungannon,19.18,2279,5,0.28,1893,0.13,2186,4.31,978,3.89,4384
95OO220002,Washing Bay,Dungannon,28.39,1351,3,0.43,969,0.16,1641,4.59,898,11.36,3090
95OO220003,Washing Bay,Dungannon,23.35,1796,4,0.37,1288,0.13,2162,6.39,459,4.64,4246
95OO220004,Washing Bay,Dungannon,21.32,2024,5,0.26,2031,0.12,2390,4.74,856,6.04,3982
95OO220005,Washing Bay,Dungannon,20.85,2080,5,0.27,1992,0.14,2027,5.9,557,6.54,3904
95PP010001,Ballinamallard,Fermanagh,8.53,4023,9,0.15,3307,0.05,4503,4.45,939,2.4,4672
95PP010002,Ballinamallard,Fermanagh,9.88,3783,8,0.11,3790,0.08,3834,5.04,782,4.74,4223
95PP010003,Ballinamallard,Fermanagh,11.88,3402,7,0.13,3530,0.08,3791,6.52,421,0.64,4953
95PP010004,Ballinamallard,Fermanagh,8.62,4002,8,0.09,4028,0.05,4589,6.05,527,4.85,4205
95PP010005,Ballinamallard,Fermanagh,20.61,2114,5,0.18,2896,0.17,1436,4.9,820,15.51,2568
95PP010006,Ballinamallard,Fermanagh,14.83,2903,6,0.17,2957,0.12,2434,4.36,964,14.12,2716
95PP010007,Ballinamallard,Fermanagh,9.73,3810,8,0.11,3824,0.09,3287,4.61,893,3.44,4465
95PP020001,Belcoo and Garrison,Fermanagh,15.52,2791,6,0.16,3165,0.07,3974,10.57,23,7.94,3643
95PP020002,Belcoo and Garrison,Fermanagh,17.14,2518,6,0.17,3010,0.08,3799,16.01,3,3.18,4521
95PP020003,Belcoo and Garrison,Fermanagh,12.19,3358,7,0.15,3250,0.06,4385,7.48,218,1,4912
95PP020004,Belcoo and Garrison,Fermanagh,13.16,3173,7,0.23,2297,0.06,4431,5.15,752,9.49,3378
95PP020005,Belcoo and Garrison,Fermanagh,19.17,2281,5,0.23,2367,0.08,3785,11.73,12,10.66,3204
95PP020006,Belcoo and Garrison,Fermanagh,20.73,2096,5,0.25,2113,0.09,3279,11.04,16,3.52,4454
95PP020007,Belcoo and Garrison,Fermanagh,24.82,1656,4,0.32,1605,0.11,2846,14.17,5,7.86,3661
95PP030001,Belleek and Boa,Fermanagh,25.08,1629,4,0.29,1826,0.13,2379,8.64,84,34,1065
95PP030002,Belleek and Boa,Fermanagh,12.76,3247,7,0.11,3834,0.04,4714,9.25,57,4.61,4251
95PP030003,Belleek and Boa,Fermanagh,42.09,568,2,0.52,573,0.26,415,8.76,78,20.18,2047
95PP030004,Belleek and Boa,Fermanagh,23.11,1822,4,0.3,1777,0.11,2757,10.16,27,3.27,4504
95PP030005,Belleek and Boa,Fermanagh,21.24,2032,5,0.21,2529,0.12,2425,9.75,37,9.14,3444
95PP030006,Belleek and Boa,Fermanagh,21.73,1980,4,0.25,2154,0.1,3085,18.22,1,6.09,3975
95PP030007,Belleek and Boa,Fermanagh,18.24,2366,5,0.19,2735,0.07,4073,12.86,8,3.76,4414
95PP040001,Boho Cleenish and Letterbreen,Fermanagh,12.74,3250,7,0.18,2911,0.09,3429,5.86,570,4.54,4263
95PP040002,Boho Cleenish and Letterbreen,Fermanagh,14.58,2943,6,0.15,3223,0.13,2254,4.64,886,9.64,3359
95PP040003,Boho Cleenish and Letterbreen,Fermanagh,8.78,3978,8,0.1,3942,0.07,4204,3.15,1376,13,2859
95PP040004,Boho Cleenish and Letterbreen,Fermanagh,12.31,3328,7,0.15,3243,0.08,3611,7.11,284,2.27,4697
95PP040005,Boho Cleenish and Letterbreen,Fermanagh,16.94,2553,6,0.16,3122,0.08,3712,9.89,31,0.16,5004
95PP040006,Boho Cleenish and Letterbreen,Fermanagh,13.22,3163,7,0.21,2510,0.07,4047,6.47,437,2.56,4635
95PP040007,Boho Cleenish and Letterbreen,Fermanagh,14.04,3042,7,0.15,3279,0.09,3450,6.4,456,5.45,4082
95PP050001,Brookeborough,Fermanagh,18.91,2301,5,0.25,2115,0.1,3146,5.22,740,13.37,2811
95PP050002,Brookeborough,Fermanagh,14.56,2946,6,0.13,3474,0.1,3133,6.81,358,3.37,4486
95PP050003,Brookeborough,Fermanagh,15.91,2714,6,0.14,3415,0.07,3979,8.06,141,2.93,4565
95PP050004,Brookeborough,Fermanagh,22.92,1845,4,0.27,1972,0.11,2744,9.74,38,8.72,3504
95PP050005,Brookeborough,Fermanagh,18.31,2358,5,0.23,2302,0.1,3093,4.18,1008,24.53,1678
95PP050006,Brookeborough,Fermanagh,12.66,3272,7,0.15,3215,0.07,4150,6.39,458,7.19,3783
