OA_CODE,SA2011_dominant,SA2011_point
95GG490008,N00001580,N00001580
95GG490009,N00001581,N00001581
95GG490010,N00001582,N00001582
95GG490011,N00001583,N00001583
95GG490012,N00001584,N00001584
95GG490013,N00001598,N00001598
95GG490014,N00001599,N00001599
95GG490015,N00001600,N00001600
95GG490016,N00001601,N00001601
95GG490017,N00001602,N00001602
95GG490018,N00001603,N00001603
95GG490019,N00001593,N00001593
95GG490020,N00001594,N00001594
95GG490021,N00001595,N00001595
95GG490022,N00001596,N00001596
95GG490023,N00001590,N00001590
95GG490024,N00001597,N00001597
95GG490025,N00001591,N00001591
95GG500001,N00001616,N00001616
95GG500002,N00001604,N00001604
95GG500003,N00001617,N00001617
95GG500004,N00001605,N00001605
95GG500005,N00001606,N00001606
95GG500006,N00001618,N00001618
95GG500007,N00001607,N00001607
95GG500008,N00001608,N00001608
95GG500009,N00001609,N00001609
95GG500010,N00001610,N00001610
95GG500011,N00001611,N00001611
95GG500012,N00001612,N00001612
95GG500013,N00001613,N00001613
95GG500014,N00001613,N00001613
95GG500015,N00001619,N00001619
95GG500016,N00001620,N00001620
95GG500017,N00001621,N00001621
95GG500018,N00001614,N00001614
95GG500019,N00001615,N00001615
95GG500020,N00001622,N00001622
95GG510001,N00001623,N00001623
95GG510002,N00001635,N00001635
95GG510003,N00001636,N00001636
95GG510004,N00001637,N00001637
95GG510005,N00001629,N00001629
95GG510006,N00001638,N00001638
95GG510007,N00001639,N00001639
95GG510008,N00001640,N00001640
95GG510009,N00001630,N00001630
95GG510010,N00001631,N00001631
95GG510011,N00001632,N00001632
95GG510012,N00001633,N00001633
95GG510013,N00001634,N00001634
95GG510014,N00001624,N00001624
95GG510015,N00001625,N00001625
95GG510016,N00001626,N00001626
95GG510017,N00001627,N00001627
95GG510018,N00001628,N00001628
95HH010001,N00001641,N00001641
95HH010002,N00001642,N00001642
95HH010003,N00001643,N00001643
95HH010004,N00001644,N00001644
95HH010005,N00001643,N00001643
95HH010006,N00001645,N00001645
95HH010007,N00001646,N00001646
95HH020001,N00001647,N00001647
95HH020002,N00001648,N00001648
95HH020003,N00001651,N00001651
95HH020004,N00001652,N00001652
95HH020005,N00001653,N00001653
95HH020006,N00001654,N00001654
95HH020007,N00001649,N00001649
95HH020008,N00001650,N00001650
95HH030001,N00001655,N00001655
95HH030002,N00001656,N00001656
95HH030003,N00001657,N00001657
95HH030004,N00001658,N00001658
95HH030005,N00001659,N00001659
95HH030006,N00001660,N00001660
95HH040001,N00001666,N00001666
95HH040002,N00001667,N00001667
95HH040003,N00001661,N00001661
95HH040004,N00001668,N00001668
95HH040005,N00001662,N00001662
95HH040006,N00001663,N00001663
95HH040007,N00001664,N00001664
95HH040008,N00001665,N00001665
95HH040009,N00001669,N00001669
95HH050001,N00001670,N00001670
95HH050002,N00001671,N00001671
95HH050003,N00001672,N00001672
95HH050004,N00001673,N00001673
95HH050005,N00001674,N00001674
95HH050006,N00001675,N00001675
95HH050007,N00001676,N00001676
95HH060001,N00001677,N00001677
95HH060002,N00001682,N00001682
95HH060003,N00001683,N00001683
95HH060004,N00001678,N00001678
95HH060005,N00001684,N00001684
95HH060006,N00001679,N00001679
95HH060007,N00001680,N00001680
95HH060008,N00001685,N00001685
95HH060009,N00001686,N00001686
95HH060010,N00001681,N00001681
95HH060011,N00001687,N00001687
95HH070001,N00001688,N00001688
95HH070002,N00001689,N00001689
95HH070003,N00001690,N00001690
95HH070004,N00001691,N00001691
95HH070005,N00001692,N00001692
95HH080001,N00001693,N00001693
95HH080002,N00001694,N00001694
95HH080003,N00001695,N00001695
95HH080004,N00001696,N00001696
95HH080005,N00001697,N00001697
95HH080006,N00001698,N00001698
95HH080007,N00001699,N00001699
95HH080008,N00001700,N00001700
95HH090001,N00001701,N00001701
95HH090002,N00001702,N00001702
95HH090003,N00001703,N00001703
95HH090004,N00001703,N00001703
95HH090005,N00001704,N00001704
95HH090006,N00001704,N00001704
95HH090007,N00001705,N00001705
95HH090008,N00001703,N00001703
95HH090009,N00001704,N00001704
95HH090010,N00001703,N00001703
95HH100001,N00001706,N00001706
95HH100002,N00001707,N00001707
95HH100003,N00001708,N00001708
95HH100004,N00001709,N00001709
95HH100005,N00001710,N00001710
95HH100006,N00001711,N00001711
95HH110001,N00001712,N00001712
95HH110002,N00001713,N00001713
95HH110003,N00001714,N00001714
95HH110004,N00001715,N00001715
95HH110005,N00001714,N00001714
95HH120001,N00001716,N00001716
95HH120002,N00001717,N00001717
95HH120003,N00001718,N00001718
95HH120004,N00001719,N00001719
95HH120005,N00001720,N00001720
95HH130001,N00001721,N00001721
95HH130002,N00001722,N00001722
95HH130003,N00001723,N00001723
95HH130004,N00001724,N00001724
95HH130005,N00001725,N00001725
95HH140001,N00001726,N00001726
95HH140002,N00001727,N00001727
95HH140003,N00001728,N00001728
95HH140004,N00001729,N00001729
95HH140005,N00001730,N00001730
95HH140006,N00001731,N00001731
95HH150001,N00001732,N00001732
95HH150002,N00001732,N00001732
95HH150003,N00001733,N00001733
95HH150004,N00001734,N00001734
95HH150005,N00001735,N00001735
95HH150006,N00001736,N00001736
95HH150007,N00001737,N00001737
95HH160001,N00001738,N00001738
95HH160002,N00001739,N00001739
95HH160003,N00001740,N00001740
95HH160004,N00001740,N00001740
95HH160005,N00001741,N00001741
95HH160006,N00001742,N00001742
95HH160007,N00001743,N00001743
95HH170001,N00001744,N00001744
95HH170002,N00001745,N00001745
95HH170003,N00001746,N00001746
95HH170004,N00001747,N00001747
95HH170005,N00001747,N00001747
95HH170006,N00001748,N00001748
95HH170007,N00001749,N00001749
95II010001,N00001755,N00001755
95II010002,N00001756,N00001756
95II010003,N00001750,N00001750
95II010004,N00001751,N00001751
95II010005,N00001757,N00001757
95II010006,N00001752,N00001752
95II010007,N00001753,N00001753
95II010008,N00001754,N00001754
95II010009,N00001758,N00001758
95II010010,N00001759,N00001759
95II020001,N00001762,N00001762
95II020002,N00001763,N00001763
95II020003,N00001764,N00001764
95II020004,N00001763,N00001763
95II020005,N00001765,N00001765
95II020006,N00001763,N00001763
95II020007,N00001766,N00001766
95II020008,N00001760,N00001760
95II020009,N00001765,N00001765
95II020010,N00001761,N00001761
95II020011,N00001763,N00001763
95II020012,N00001760,N00001760
95II020013,N00001765,N00001765
95II020014,N00001765,N00001765
95II020015,N00001760,N00001760
95II030001,N00001772,N00001772
95II030002,N00001773,N00001773
95II030003,N00001774,N00001774
95II030004,N00001767,N00001767
95II030005,N00001775,N00001775
95II030006,N00001768,N00001768
95II030007,N00001769,N00001769
95II030008,N00001776,N00001776
95II030009,N00001770,N00001770
95II030010,N00001771,N00001771
95II030011,N00001777,N00001777
95II040001,N00001784,N00001784
95II040002,N00001778,N00001778
95II040003,N00001785,N00001785
95II040004,N00001779,N00001779
95II040005,N00001786,N00001786
95II040006,N00001787,N00001787
95II040007,N00001788,N00001788
95II040008,N00001789,N00001789
95II040009,N00001780,N00001780
95II040010,N00001781,N00001781
95II040011,N00001782,N00001782
95II040012,N00001783,N00001783
95II050001,N00001794,N00001794
95II050002,N00001794,N00001794
95II050003,N00001794,N00001794
95II050004,N00001795,N00001795
95II050005,N00001796,N00001796
95II050006,N00001790,N00001790
95II050007,N00001791,N00001791
95II050008,N00001792,N00001792
95II050009,N00001793,N00001793
95II050010,N00001797,N00001797
95II060001,N00001798,N00001798
95II060002,N00001802,N00001802
95II060003,N00001799,N00001799
95II060004,N00001800,N00001800
95II060005,N00001803,N00001803
95II060006,N00001804,N00001804
95II060007,N00001805,N00001805
95II060008,N00001805,N00001805
95II060009,N00001801,N00001801
95II070001,N00001806,N00001806
95II070002,N00001807,N00001807
95II070003,N00001808,N00001808
95II070004,N00001809,N00001809
95II070005,N00001810,N00001810
95II070006,N00001811,N00001811
95II070007,N00001812,N00001812
95II070008,N00001813,N00001813
95II070009,N00001812,N00001812
95II080001,N00001814,N00001814
95II080002,N00001814,N00001814
95II080003,N00001814,N00001814
95II080004,N00001815,N00001815
95II080005,N00001816,N00001816
95II080006,N00001817,N00001817
95II080007,N00001816,N00001816
95II080008,N00001818,N00001818
95II080009,N00001819,N00001819
95II090001,N00001820,N00001820
95II090002,N00001821,N00001821
95II090003,N00001825,N00001825
95II090004,N00001821,N00001821
95II090005,N00001822,N00001822
95II090006,N00001823,N00001823
95II090007,N00001824,N00001824
95II090008,N00001826,N00001826
95II090009,N00001827,N00001827
95II090010,N00001828,N00001828
95II090011,N00001829,N00001829
95II100001,N00001830,N00001830
95II100002,N00001831,N00001831
95II100003,N00001832,N00001832
95II100004,N00001833,N00001833
95II100005,N00001834,N00001834
95II100006,N00001835,N00001835
95II100007,N00001836,N00001836
95II100008,N00001837,N00001837
95II100009,N00001838,N00001838
95II110001,N00001839,N00001839
95II110002,N00001840,N00001840
95II110003,N00001841,N00001841
95II110004,N00001842,N00001842
95II110005,N00001843,N00001843
95II110006,N00001844,N00001844
95II110007,N00001845,N00001845
95II110008,N00001846,N00001846
95II120001,N00001847,N00001847
95II120002,N00001848,N00001848
95II120003,N00001849,N00001849
95II120004,N00001850,N00001850
95II120005,N00001851,N00001851
95II120006,N00001850,N00001850
95II120007,N00001852,N00001852
95II120008,N00001853,N00001853
95II130001,N00001854,N00001854
95II130002,N00001855,N00001855
95II130003,N00001856,N00001856
95II130004,N00001857,N00001857
95II130005,N00001858,N00001858
95II130006,N00001859,N00001859
95II130007,N00001860,N00001860
95II130008,N00001861,N00001861
95II130009,N00001862,N00001862
95II130010,N00001863,N00001863
95II140001,N00001864,N00001864
95II140002,N00001865,N00001865
95II140003,N00001866,N00001866
95II140004,N00001867,N00001867
95II140005,N00001868,N00001868
95II140006,N00001869,N00001869
95II140007,N00001865,N00001865
95II140008,N00001870,N00001870
95II150001,N00001871,N00001871
95II150002,N00001872,N00001872
95II150003,N00001875,N00001875
95II150004,N00001873,N00001873
95II150005,N00001876,N00001876
95II150006,N00001877,N00001877
95II150007,N00001878,N00001878
95II150008,N00001874,N00001874
95II150009,N00001879,N00001879
95II160001,N00001880,N00001880
95II160002,N00001881,N00001881
95II160003,N00001882,N00001882
95II160004,N00001881,N00001881
95II160005,N00001881,N00001881
95II160006,N00001883,N00001883
95II160007,N00001884,N00001884
95II170001,N00001885,N00001885
95II170002,N00001886,N00001886
95II170003,N00001887,N00001887
95II170004,N00001888,N00001888
95II170005,N00001889,N00001889
95II170006,N00001890,N00001890
95II170007,N00001890,N00001890
95II170008,N00001891,N00001891
95II170009,N00001892,N00001892
95II180001,N00001893,N00001893
95II180002,N00001894,N00001894
95II180003,N00001895,N00001895
95II180004,N00001896,N00001896
95II180005,N00001896,N00001896
95II180006,N00001897,N00001897
95II180007,N00001898,N00001898
95II180008,N00001899,N00001899
95II190001,N00001900,N00001900
95II190002,N00001901,N00001901
95II190003,N00001905,N00001905
95II190004,N00001906,N00001906
95II190005,N00001907,N00001907
95II190006,N00001902,N00001902
95II190007,N00001908,N00001908
95II190008,N00001909,N00001909
95II190009,N00001910,N00001910
95II190010,N00001903,N00001903
95II190011,N00001904,N00001904
95II200001,N00001911,N00001911
95II200002,N00001912,N00001912
95II200003,N00001913,N00001913
95II200004,N00001914,N00001914
95II200005,N00001915,N00001915
95II200006,N00001915,N00001915
95II200007,N00001916,N00001916
95II200008,N00001917,N00001917
95II200009,N00001918,N00001918
95II210001,N00001919,N00001919
95II210002,N00001920,N00001920
95II210003,N00001921,N00001921
95II210004,N00001922,N00001922
95II210005,N00001923,N00001923
95II210006,N00001924,N00001924
95II210007,N00001925,N00001925
95II210008,N00001926,N00001926
95II220001,N00001927,N00001927
95II220002,N00001928,N00001928
95II220003,N00001929,N00001929
95II220004,N00001930,N00001930
95II220005,N00001931,N00001931
95II220006,N00001932,N00001932
95II220007,N00001933,N00001933
95II220008,N00001934,N00001934
95II230001,N00001935,N00001935
95II230002,N00001936,N00001936
95II230003,N00001937,N00001937
95II230004,N00001938,N00001938
95II230005,N00001939,N00001939
95II230006,N00001940,N00001940
95II230007,N00001941,N00001941
95JJ010001,N00001942,N00001942
95JJ010002,N00001943,N00001943
95JJ010003,N00001944,N00001944
95JJ010004,N00001945,N00001945
95JJ010005,N00001946,N00001946
95JJ010006,N00001947,N00001947
95JJ020001,N00001948,N00001948
95JJ020002,N00001949,N00001949
95JJ020003,N00001950,N00001950
95JJ020004,N00001951,N00001951
95JJ020005,N00001949,N00001949
95JJ020006,N00001952,N00001952
95JJ020007,N00001953,N00001953
95JJ020008,N00001954,N00001954
95JJ020009,N00001955,N00001955
95JJ030001,N00001961,N00001961
95JJ030002,N00001962,N00001962
95JJ030003,N00001956,N00001956
95JJ030004,N00001963,N00001963
95JJ030005,N00001964,N00001964
95JJ030006,N00001957,N00001957
95JJ030007,N00001958,N00001958
95JJ030008,N00001959,N00001959
95JJ030009,N00001960,N00001960
95JJ040001,N00001965,N00001965
95JJ040002,N00001969,N00001969
95JJ040003,N00001969,N00001969
95JJ040004,N00001970,N00001970
95JJ040005,N00001971,N00001971
95JJ040006,N00001972,N00001972
95JJ040007,N00001966,N00001966
95JJ040008,N00001967,N00001967
95JJ040009,N00001968,N00001968
95JJ050001,N00001973,N00001973
95JJ050002,N00001974,N00001974
95JJ050003,N00001975,N00001975
95JJ050004,N00001976,N00001976
95JJ050005,N00001977,N00001977
95JJ050006,N00001978,N00001978
95JJ050007,N00001976,N00001976
95JJ060001,N00001979,N00001979
95JJ060002,N00001980,N00001980
95JJ060003,N00001981,N00001981
95JJ060004,N00001982,N00001982
95JJ060005,N00001983,N00001983
95JJ060006,N00001982,N00001982
95JJ060007,N00001984,N00001984
95JJ060008,N00001985,N00001985
95JJ070001,N00001986,N00001986
95JJ070002,N00001987,N00001987
95JJ070003,N00001988,N00001988
95JJ070004,N00001989,N00001989
95JJ070005,N00001990,N00001990
95JJ070006,N00001991,N00001991
95JJ070007,N00001992,N00001992
95JJ070008,N00001993,N00001993
95JJ080001,N00001994,N00001994
95JJ080002,N00001995,N00001995
95JJ080003,N00001998,N00001998
95JJ080004,N00001999,N00001999
95JJ080005,N00001999,N00001999
95JJ080006,N00001996,N00001996
95JJ080007,N00001997,N00001997
95JJ080008,N00002000,N00002000
95JJ090001,N00002001,N00002001
95JJ090002,N00002002,N00002002
95JJ090003,N00002003,N00002003
95JJ090004,N00002004,N00002004
95JJ090005,N00002005,N00002005
95JJ090006,N00002006,N00002006
95JJ090007,N00002007,N00002007
95JJ100001,N00002008,N00002008
95JJ100002,N00002008,N00002008
95JJ100003,N00002009,N00002009
95JJ100004,N00002010,N00002010
95JJ100005,N00002011,N00002011
95JJ100006,N00002012,N00002012
95JJ100007,N00002013,N00002013
95JJ110001,N00002018,N00002018
95JJ110002,N00002014,N00002014
95JJ110003,N00002018,N00002018
95JJ110004,N00002015,N00002015
95JJ110005,N00002016,N00002016
95JJ110006,N00002019,N00002019
95JJ110007,N00002017,N00002017
95JJ110008,N00002020,N00002020
95JJ110009,N00002014,N00002014
95JJ110010,N00002018,N00002018
95JJ120001,N00002021,N00002021
95JJ120002,N00002022,N00002022
95JJ120003,N00002023,N00002023
95JJ120004,N00002024,N00002024
95JJ120005,N00002025,N00002025
95JJ120006,N00002026,N00002026
95JJ120007,N00002027,N00002027
95JJ130001,N00002028,N00002028
95JJ130002,N00002031,N00002031
95JJ130003,N00002032,N00002032
95JJ130004,N00002028,N00002028
95JJ130005,N00002033,N00002033
95JJ130006,N00002029,N00002029
95JJ130007,N00002028,N00002028
95JJ130008,N00002034,N00002034
95JJ130009,N00002030,N00002030
95JJ130010,N00002035,N00002035
95JJ140001,N00002036,N00002036
95JJ140002,N00002037,N00002037
95JJ140003,N00002038,N00002038
95JJ140004,N00002039,N00002039
95JJ140005,N00002040,N00002040
95JJ140006,N00002041,N00002041
95JJ150001,N00002042,N00002042
95JJ150002,N00002043,N00002043
95JJ150003,N00002044,N00002044
95JJ150004,N00002045,N00002045
95JJ150005,N00002044,N00002044
95JJ150006,N00002046,N00002046
95JJ160001,N00002047,N00002047
95JJ160002,N00002048,N00002048
95JJ160003,N00002049,N00002049
95JJ160004,N00002050,N00002050
95JJ160005,N00002051,N00002051
95JJ160006,N00002052,N00002052
95JJ160007,N00002051,N00002051
95JJ160008,N00002053,N00002053
95JJ170001,N00002054,N00002054
95JJ170002,N00002055,N00002055
95JJ170003,N00002056,N00002056
95JJ170004,N00002057,N00002057
95JJ170005,N00002058,N00002058
95JJ180001,N00002059,N00002059
95JJ180002,N00002060,N00002060
95JJ180003,N00002061,N00002061
95JJ180004,N00002060,N00002060
95JJ180005,N00002060,N00002060
95JJ180006,N00002060,N00002060
95JJ180007,N00002062,N00002062
95JJ180008,N00002061,N00002061
95JJ190001,N00002067,N00002067
95JJ190002,N00002063,N00002063
95JJ190003,N00002064,N00002064
95JJ190004,N00002065,N00002065
95JJ190005,N00002067,N00002067
95JJ190006,N00002068,N00002068
95JJ190007,N00002067,N00002067
95JJ190008,N00002066,N00002066
95JJ190009,N00002064,N00002064
95JJ200001,N00002069,N00002069
95JJ200002,N00002070,N00002070
95JJ200003,N00002070,N00002070
95JJ200004,N00002071,N00002071
95JJ200005,N00002073,N00002073
95JJ200006,N00002074,N00002074
95JJ200007,N00002075,N00002075
95JJ200008,N00002074,N00002074
95JJ200009,N00002074,N00002074
95JJ200010,N00002076,N00002076
95JJ200011,N00002070,N00002070
95JJ200012,N00002077,N00002077
95JJ200013,N00002072,N00002072
95JJ210001,N00002078,N00002078
95JJ210002,N00002079,N00002079
95JJ210003,N00002080,N00002080
95JJ210004,N00002079,N00002079
95JJ210005,N00002081,N00002081
95JJ210006,N00002082,N00002082
95JJ210007,N00002082,N00002082
95JJ220001,N00002083,N00002083
95JJ220002,N00002084,N00002084
95JJ220003,N00002085,N00002085
95JJ220004,N00002086,N00002086
95JJ220005,N00002087,N00002087
95JJ220006,N00002088,N00002088
95JJ220007,N00002089,N00002089
95KK010001,N00002090,N00002090
95KK010002,N00002091,N00002091
95KK010003,N00002092,N00002092
95KK010004,N00002093,N00002093
95KK010005,N00002091,N00002091
95KK020001,N00002094,N00002094
95KK020002,N00002095,N00002095
95KK020003,N00002096,N00002096
95KK020004,N00002097,N00002097
95KK020005,N00002094,N00002094
95KK030001,N00002098,N00002098
95KK030002,N00002099,N00002099
95KK030003,N00002100,N00002100
95KK030004,N00002101,N00002101
95KK030005,N00002102,N00002102
95KK040001,N00002103,N00002103
95KK040002,N00002104,N00002104
95KK040003,N00002105,N00002105
95KK040004,N00002106,N00002106
95KK040005,N00002107,N00002107
95KK040006,N00002103,N00002103
95KK040007,N00002108,N00002108
95KK050001,N00002109,N00002109
95KK050002,N00002110,N00002110
95KK050003,N00002111,N00002111
95KK050004,N00002112,N00002112
95KK050005,N00002113,N00002113
95KK060001,N00002114,N00002114
95KK060002,N00002115,N00002115
95KK060003,N00002116,N00002116
95KK060004,N00002117,N00002117
95KK060005,N00002118,N00002118
95KK060006,N00002119,N00002119
95KK070001,N00002120,N00002120
95KK070002,N00002121,N00002121
95KK070003,N00002122,N00002122
95KK070004,N00002123,N00002123
95KK070005,N00002124,N00002124
95KK080001,N00002125,N00002125
95KK080002,N00002125,N00002125
95KK080003,N00002126,N00002126
95KK080004,N00002127,N00002127
95KK080005,N00002125,N00002125
95KK080006,N00002127,N00002127
95KK090001,N00002128,N00002128
95KK090002,N00002129,N00002129
95KK090003,N00002130,N00002130
95KK090004,N00002129,N00002129
95KK090005,N00002128,N00002128
95KK090006,N00002129,N00002129
95KK100001,N00002131,N00002131
95KK100002,N00002132,N00002132
95KK100003,N00002133,N00002133
95KK100004,N00002134,N00002134
95KK100005,N00002135,N00002135
95KK110001,N00002136,N00002136
95KK110002,N00002137,N00002137
95KK110003,N00002138,N00002138
95KK110004,N00002139,N00002139
95KK110005,N00002140,N00002140
95KK110006,N00002141,N00002141
95KK110007,N00002142,N00002142
95KK120001,N00002143,N00002143
95KK120002,N00002144,N00002144
95KK120003,N00002145,N00002145
95KK120004,N00002146,N00002146
95KK120005,N00002147,N00002147
95KK130001,N00002148,N00002148
95KK130002,N00002149,N00002149
95KK130003,N00002150,N00002150
95KK130004,N00002151,N00002151
95KK130005,N00002152,N00002152
95KK140001,N00002153,N00002153
95KK140002,N00002154,N00002154
95KK140003,N00002155,N00002155
95KK140004,N00002156,N00002156
95KK140005,N00002157,N00002157
95KK150001,N00002158,N00002158
95KK150002,N00002159,N00002159
95KK150003,N00002160,N00002160
95KK150004,N00002161,N00002161
95KK150005,N00002162,N00002162
95KK150006,N00002163,N00002163
95KK160001,N00002164,N00002164
95KK160002,N00002165,N00002165
95KK160003,N00002166,N00002166
95KK160004,N00002167,N00002167
95KK160005,N00002168,N00002168
95KK160006,N00002169,N00002169
95LL010001,N00002170,N00002170
95LL010002,N00002171,N00002171
95LL010003,N00002172,N00002172
95LL010004,N00002173,N00002173
95LL010005,N00002175,N00002175
95LL010006,N00002176,N00002176
95LL010007,N00002177,N00002177
95LL010008,N00002178,N00002178
95LL010009,N00002174,N00002174
95LL020001,N00002183,N00002183
95LL020002,N00002184,N00002184
95LL020003,N00002185,N00002185
95LL020004,N00002186,N00002186
95LL020005,N00002185,N00002185
95LL020006,N00002187,N00002187
95LL020007,N00002179,N00002179
95LL020008,N00002180,N00002180
95LL020009,N00002181,N00002181
95LL020010,N00002182,N00002182
95LL030001,N00002188,N00002188
95LL030002,N00002189,N00002189
95LL030003,N00002190,N00002190
95LL030004,N00002191,N00002191
95LL030005,N00002192,N00002192
95LL030006,N00002193,N00002193
95LL030007,N00002194,N00002194
95LL030008,N00002195,N00002195
95LL040001,N00002196,N00002196
95LL040002,N00002197,N00002197
95LL040003,N00002198,N00002198
95LL040004,N00002199,N00002199
95LL040005,N00002200,N00002200
95LL040006,N00002201,N00002201
95LL040007,N00002202,N00002202
95LL050001,N00002206,N00002206
95LL050002,N00002203,N00002203
95LL050003,N00002203,N00002203
95LL050004,N00002203,N00002203
95LL050005,N00002204,N00002204
95LL050006,N00002207,N00002207
95LL050007,N00002208,N00002208
95LL050008,N00002209,N00002209
95LL050009,N00002210,N00002210
95LL050010,N00002205,N00002205
95LL060001,N00002215,N00002215
95LL060002,N00002216,N00002216
95LL060003,N00002211,N00002211
95LL060004,N00002217,N00002217
95LL060005,N00002218,N00002218
95LL060006,N00002219,N00002219
95LL060007,N00002212,N00002212
95LL060008,N00002220,N00002220
95LL060009,N00002213,N00002213
95LL060010,N00002214,N00002214
95LL060011,N00002213,N00002213
95LL070001,N00002221,N00002221
95LL070002,N00002222,N00002222
95LL070003,N00002223,N00002223
95LL070004,N00002224,N00002224
95LL070005,N00002225,N00002225
95LL070006,N00002226,N00002226
95LL070007,N00002227,N00002227
95LL070008,N00002228,N00002228
95LL080001,N00002229,N00002229
95LL080002,N00002232,N00002232
95LL080003,N00002233,N00002233
95LL080004,N00002234,N00002234
95LL080005,N00002232,N00002232
95LL080006,N00002235,N00002235
95LL080007,N00002230,N00002230
95LL080008,N00002231,N00002231
95LL080009,N00002229,N00002229
95LL090001,N00002236,N00002236
95LL090002,N00002240,N00002240
95LL090003,N00002236,N00002236
95LL090004,N00002241,N00002241
95LL090005,N00002236,N00002236
95LL090006,N00002242,N00002242
95LL090007,N00002237,N00002237
95LL090008,N00002238,N00002238
95LL090009,N00002239,N00002239
95LL090010,N00002243,N00002243
95LL090011,N00002244,N00002244
95LL090012,N00002245,N00002245
95LL100001,N00002246,N00002246
95LL100002,N00002247,N00002247
95LL100003,N00002248,N00002248
95LL100004,N00002252,N00002252
95LL100005,N00002253,N00002253
95LL100006,N00002254,N00002254
95LL100007,N00002249,N00002249
95LL100008,N00002250,N00002250
95LL100009,N00002251,N00002251
95LL100010,N00002252,N00002252
95LL100011,N00002255,N00002255
95LL110001,N00002260,N00002260
95LL110002,N00002261,N00002261
95LL110003,N00002256,N00002256
95LL110004,N00002262,N00002262
95LL110005,N00002263,N00002263
95LL110006,N00002257,N00002257
95LL110007,N00002258,N00002258
95LL110008,N00002259,N00002259
95LL120001,N00002264,N00002264
95LL120002,N00002265,N00002265
95LL120003,N00002269,N00002269
95LL120004,N00002270,N00002270
95LL120005,N00002271,N00002271
95LL120006,N00002272,N00002272
95LL120007,N00002266,N00002266
95LL120008,N00002267,N00002267
95LL120009,N00002268,N00002268
95LL130001,N00002273,N00002273
95LL130002,N00002274,N00002274
95LL130003,N00002275,N00002275
95LL130004,N00002277,N00002277
95LL130005,N00002278,N00002278
95LL130006,N00002276,N00002276
95LL130007,N00002279,N00002279
95LL130008,N00002280,N00002280
95LL130009,N00002278,N00002278
95LL140001,N00002285,N00002285
95LL140002,N00002286,N00002286
95LL140003,N00002287,N00002287
95LL140004,N00002281,N00002281
95LL140005,N00002288,N00002288
95LL140006,N00002282,N00002282
95LL140007,N00002283,N00002283
95LL140008,N00002284,N00002284
95LL150001,N00002289,N00002289
95LL150002,N00002293,N00002293
95LL150003,N00002294,N00002294
95LL150004,N00002290,N00002290
95LL150005,N00002295,N00002295
95LL150006,N00002296,N00002296
95LL150007,N00002297,N00002297
95LL150008,N00002291,N00002291
95LL150009,N00002290,N00002290
95LL150010,N00002292,N00002292
95LL150011,N00002291,N00002291
95LL160001,N00002298,N00002298
95LL160002,N00002299,N00002299
95LL160003,N00002300,N00002300
95LL160004,N00002301,N00002301
95LL160005,N00002302,N00002302
95LL160006,N00002303,N00002303
95LL160007,N00002304,N00002304
95LL160008,N00002305,N00002305
95LL160009,N00002306,N00002306
95LL160010,N00002306,N00002306
95LL160011,N00002307,N00002307
95LL170001,N00002308,N00002308
95LL170002,N00002309,N00002309
95LL170003,N00002310,N00002310
95LL170004,N00002311,N00002311
95LL170005,N00002312,N00002312
95LL170006,N00002313,N00002313
95LL170007,N00002314,N00002314
95LL170008,N00002315,N00002315
95LL170009,N00002316,N00002316
95LL180001,N00002317,N00002317
95LL180002,N00002318,N00002318
95LL180003,N00002319,N00002319
95LL180004,N00002322,N00002322
95LL180005,N00002323,N00002323
95LL180006,N00002324,N00002324
95LL180007,N00002325,N00002325
95LL180008,N00002320,N00002320
95LL180009,N00002321,N00002321
95LL190001,N00002326,N00002326
95LL190002,N00002327,N00002327
95LL190003,N00002327,N00002327
95LL190004,N00002330,N00002330
95LL190005,N00002328,N00002328
95LL190006,N00002329,N00002329
95LL190007,N00002331,N00002331
95LL190008,N00002332,N00002332
95LL190009,N00002333,N00002333
95LL190010,N00002334,N00002334
95LL190011,N00002335,N00002335
95LL200001,N00002336,N00002336
95LL200002,N00002337,N00002337
95LL200003,N00002338,N00002338
95LL200004,N00002339,N00002339
95LL200005,N00002340,N00002340
95LL200006,N00002341,N00002341
95LL200007,N00002342,N00002342
95LL200008,N00002343,N00002343
95LL210001,N00002344,N00002344
95LL210002,N00002345,N00002345
95LL210003,N00002346,N00002346
95LL210004,N00002347,N00002347
95LL210005,N00002347,N00002347
95LL210006,N00002348,N00002348
95LL210007,N00002349,N00002349
95LL210008,N00002350,N00002350
95LL210009,N00002351,N00002351
95LL210010,N00002352,N00002352
95LL220001,N00002353,N00002353
95LL220002,N00002354,N00002354
95LL220003,N00002355,N00002355
95LL220004,N00002356,N00002356
95LL220005,N00002353,N00002353
95LL220006,N00002357,N00002357
95LL220007,N00002358,N00002358
95LL220008,N00002359,N00002359
95LL230001,N00002360,N00002360
95LL230002,N00002361,N00002361
95LL230003,N00002362,N00002362
95LL230004,N00002363,N00002363
95LL230005,N00002364,N00002364
95LL230006,N00002365,N00002365
95LL230007,N00002366,N00002366
95LL230008,N00002367,N00002367
95LL240001,N00002368,N00002368
95LL240002,N00002372,N00002372
95LL240003,N00002369,N00002369
95LL240004,N00002370,N00002370
95LL240005,N00002373,N00002373
95LL240006,N00002374,N00002374
95LL240007,N00002375,N00002375
95LL240008,N00002371,N00002371
95LL250001,N00002381,N00002381
