Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Kernan_1,N00002298,"Armagh City, Banbridge and Craigavon",2880,4103,1782,7
Kernan_1,N00002299,"Armagh City, Banbridge and Craigavon",3530,2770,3151,8
Kernan_1,N00002300,"Armagh City, Banbridge and Craigavon",4006,3544,4287,9
Kernan_1,N00002301,"Armagh City, Banbridge and Craigavon",3180,3563,2790,8
Kernan_1,N00002302,"Armagh City, Banbridge and Craigavon",4073,2796,4202,9
Kernan_2,N00002303,"Armagh City, Banbridge and Craigavon",3087,2423,3445,7
Kernan_2,N00002304,"Armagh City, Banbridge and Craigavon",812,1403,1186,2
Kernan_2,N00002305,"Armagh City, Banbridge and Craigavon",3542,2432,4060,8
Kernan_2,N00002306,"Armagh City, Banbridge and Craigavon",2717,2337,3192,6
Kernan_2,N00002307,"Armagh City, Banbridge and Craigavon",3853,3613,3466,9
Killycomain,N00002308,"Armagh City, Banbridge and Craigavon",3925,3369,3121,9
Killycomain,N00002309,"Armagh City, Banbridge and Craigavon",287,98,507,1
Killycomain,N00002310,"Armagh City, Banbridge and Craigavon",939,666,941,3
Killycomain,N00002311,"Armagh City, Banbridge and Craigavon",2268,1797,2051,5
Killycomain,N00002312,"Armagh City, Banbridge and Craigavon",1133,1191,769,3
Killycomain,N00002313,"Armagh City, Banbridge and Craigavon",2862,1513,2474,7
Killycomain,N00002314,"Armagh City, Banbridge and Craigavon",3855,3614,2739,9
Killycomain,N00002315,"Armagh City, Banbridge and Craigavon",4061,2861,4278,9
Killycomain,N00002316,"Armagh City, Banbridge and Craigavon",2570,3443,1338,6
Knocknashane_1,N00002317,"Armagh City, Banbridge and Craigavon",3454,4345,2955,8
Knocknashane_1,N00002318,"Armagh City, Banbridge and Craigavon",3489,4362,2563,8
Knocknashane_1,N00002319,"Armagh City, Banbridge and Craigavon",3629,2614,3541,8
Knocknashane_1,N00002320,"Armagh City, Banbridge and Craigavon",1653,1095,2231,4
Knocknashane_1,N00002321,"Armagh City, Banbridge and Craigavon",3713,4331,3117,9
Knocknashane_2,N00002322,"Armagh City, Banbridge and Craigavon",4136,4322,3537,10
Knocknashane_2,N00002323,"Armagh City, Banbridge and Craigavon",3407,2541,3401,8
Knocknashane_2,N00002324,"Armagh City, Banbridge and Craigavon",4020,4402,3269,9
Knocknashane_2,N00002325,"Armagh City, Banbridge and Craigavon",3570,3781,3509,8
Magheralin_1,N00002326,"Armagh City, Banbridge and Craigavon",2635,2982,1652,6
Magheralin_1,N00002327,"Armagh City, Banbridge and Craigavon",3661,2840,3499,9
Magheralin_1,N00002328,"Armagh City, Banbridge and Craigavon",4318,4408,4031,10
Magheralin_1,N00002329,"Armagh City, Banbridge and Craigavon",2971,4060,2121,7
Magheralin_2,N00002330,"Armagh City, Banbridge and Craigavon",3156,1835,3410,7
Magheralin_2,N00002331,"Armagh City, Banbridge and Craigavon",3032,1358,3524,7
Magheralin_2,N00002332,"Armagh City, Banbridge and Craigavon",3402,2671,3249,8
Magheralin_2,N00002333,"Armagh City, Banbridge and Craigavon",2929,1129,3760,7
Magheralin_2,N00002334,"Armagh City, Banbridge and Craigavon",2034,3267,1723,5
Magheralin_2,N00002335,"Armagh City, Banbridge and Craigavon",4012,3538,4155,9
Mourneview,N00002336,"Armagh City, Banbridge and Craigavon",1746,1623,1701,4
Mourneview,N00002337,"Armagh City, Banbridge and Craigavon",1002,1942,942,3
Mourneview,N00002338,"Armagh City, Banbridge and Craigavon",733,456,1155,2
Mourneview,N00002339,"Armagh City, Banbridge and Craigavon",2025,1466,1954,5
Mourneview,N00002340,"Armagh City, Banbridge and Craigavon",1744,3555,1485,4
Mourneview,N00002341,"Armagh City, Banbridge and Craigavon",742,1109,1464,2
Mourneview,N00002342,"Armagh City, Banbridge and Craigavon",1329,4365,671,3
Mourneview,N00002343,"Armagh City, Banbridge and Craigavon",3321,3702,2605,8
Parklake,N00002344,"Armagh City, Banbridge and Craigavon",208,61,750,1
Parklake,N00002345,"Armagh City, Banbridge and Craigavon",1986,3479,1424,5
Parklake,N00002346,"Armagh City, Banbridge and Craigavon",2192,1008,2646,5
Parklake,N00002347,"Armagh City, Banbridge and Craigavon",2737,2105,2901,7
Parklake,N00002348,"Armagh City, Banbridge and Craigavon",899,530,1099,2
Parklake,N00002349,"Armagh City, Banbridge and Craigavon",1772,909,2706,4
Parklake,N00002350,"Armagh City, Banbridge and Craigavon",2354,2668,1749,6
Parklake,N00002351,"Armagh City, Banbridge and Craigavon",3197,2268,3085,8
Parklake,N00002352,"Armagh City, Banbridge and Craigavon",3376,4341,2159,8
Taghnevan,N00002353,"Armagh City, Banbridge and Craigavon",2370,2420,2346,6
Taghnevan,N00002354,"Armagh City, Banbridge and Craigavon",1467,2057,1141,4
Taghnevan,N00002355,"Armagh City, Banbridge and Craigavon",1452,3809,1009,4
Taghnevan,N00002356,"Armagh City, Banbridge and Craigavon",2402,3612,1924,6
Taghnevan,N00002357,"Armagh City, Banbridge and Craigavon",518,340,587,2
Taghnevan,N00002358,"Armagh City, Banbridge and Craigavon",1324,2595,1277,3
Taghnevan,N00002359,"Armagh City, Banbridge and Craigavon",904,1456,835,2
Tavanagh,N00002360,"Armagh City, Banbridge and Craigavon",3004,3909,1851,7
Tavanagh,N00002361,"Armagh City, Banbridge and Craigavon",1224,1499,1181,3
Tavanagh,N00002362,"Armagh City, Banbridge and Craigavon",326,231,738,1
Tavanagh,N00002363,"Armagh City, Banbridge and Craigavon",791,940,698,2
Tavanagh,N00002364,"Armagh City, Banbridge and Craigavon",176,267,402,1
Tavanagh,N00002365,"Armagh City, Banbridge and Craigavon",857,472,1335,2
Tavanagh,N00002366,"Armagh City, Banbridge and Craigavon",746,310,1698,2
Tavanagh,N00002367,"Armagh City, Banbridge and Craigavon",3560,2798,2985,8
The Birches_1,N00002368,"Armagh City, Banbridge and Craigavon",2982,2434,3342,7
The Birches_1,N00002369,"Armagh City, Banbridge and Craigavon",2176,1035,3363,5
The Birches_1,N00002370,"Armagh City, Banbridge and Craigavon",2356,1602,2915,6
The Birches_1,N00002371,"Armagh City, Banbridge and Craigavon",3097,1941,3624,7
The Birches_2,N00002372,"Armagh City, Banbridge and Craigavon",2705,1972,2820,6
The Birches_2,N00002373,"Armagh City, Banbridge and Craigavon",2223,2245,2100,5
The Birches_2,N00002374,"Armagh City, Banbridge and Craigavon",2528,4407,1998,6
The Birches_2,N00002375,"Armagh City, Banbridge and Craigavon",3048,3166,3490,7
Waringstown_1,N00002376,"Armagh City, Banbridge and Craigavon",3686,3515,3723,9
Waringstown_1,N00002377,"Armagh City, Banbridge and Craigavon",2509,915,3821,6
Waringstown_1,N00002378,"Armagh City, Banbridge and Craigavon",3304,2234,3685,8
Waringstown_1,N00002379,"Armagh City, Banbridge and Craigavon",4108,3561,4115,10
Waringstown_1,N00002380,"Armagh City, Banbridge and Craigavon",2605,2211,2618,6
Waringstown_2,N00002381,"Armagh City, Banbridge and Craigavon",3718,3240,3763,9
Waringstown_2,N00002382,"Armagh City, Banbridge and Craigavon",3104,2205,2786,7
Waringstown_2,N00002383,"Armagh City, Banbridge and Craigavon",4210,3124,4353,10
Waringstown_2,N00002384,"Armagh City, Banbridge and Craigavon",3844,3762,4282,9
Waringstown_2,N00002385,"Armagh City, Banbridge and Craigavon",3138,2402,2649,7
Woodville_1,N00002386,"Armagh City, Banbridge and Craigavon",514,821,610,2
Woodville_1,N00002387,"Armagh City, Banbridge and Craigavon",38,60,120,1
Woodville_1,N00002388,"Armagh City, Banbridge and Craigavon",175,35,1001,1
Woodville_1,N00002389,"Armagh City, Banbridge and Craigavon",379,319,327,1
Woodville_1,N00002390,"Armagh City, Banbridge and Craigavon",317,369,858,1
Woodville_2,N00002391,"Armagh City, Banbridge and Craigavon",4032,3963,3571,9
Woodville_2,N00002392,"Armagh City, Banbridge and Craigavon",4306,4393,4244,10
Woodville_2,N00002393,"Armagh City, Banbridge and Craigavon",4336,4027,3974,10
Woodville_2,N00002394,"Armagh City, Banbridge and Craigavon",1689,1673,1307,4
Woodville_2,N00002395,"Armagh City, Banbridge and Craigavon",3139,2413,2483,7
Altnagelvin_1,N00002396,Derry City and Strabane,597,1546,626,2
Altnagelvin_1,N00002397,Derry City and Strabane,123,431,51,1
Altnagelvin_1,N00002398,Derry City and Strabane,893,1427,761,2
Altnagelvin_1,N00002399,Derry City and Strabane,375,207,602,1
Altnagelvin_1,N00002400,Derry City and Strabane,3377,4527,2451,8
Altnagelvin_2,N00002401,Derry City and Strabane,2427,1087,2665,6
Altnagelvin_2,N00002402,Derry City and Strabane,4383,4285,3565,10
Altnagelvin_3,N00002403,Derry City and Strabane,2243,694,2551,5
Altnagelvin_3,N00002404,Derry City and Strabane,2559,2408,2036,6
Altnagelvin_3,N00002405,Derry City and Strabane,2713,2147,2385,6
Ballynashallog_1,N00002406,Derry City and Strabane,3905,4020,3754,9
Ballynashallog_1,N00002407,Derry City and Strabane,3164,2126,1872,7
Ballynashallog_1,N00002408,Derry City and Strabane,3962,3999,3556,9
Ballynashallog_1,N00002409,Derry City and Strabane,1284,630,1074,3
Ballynashallog_1,N00002410,Derry City and Strabane,2358,2864,1305,6
Ballynashallog_2,N00002411,Derry City and Strabane,4403,4342,4315,10
Ballynashallog_2,N00002412,Derry City and Strabane,3992,3042,3858,9
Ballynashallog_2,N00002413,Derry City and Strabane,3453,2459,2619,8
Ballynashallog_2,N00002414,Derry City and Strabane,4097,3186,3797,10
Ballynashallog_2,N00002415,Derry City and Strabane,3117,1529,3046,7
Banagher,N00002416,Derry City and Strabane,1521,2150,1147,4
Banagher,N00002417,Derry City and Strabane,1590,1061,1628,4
Banagher,N00002418,Derry City and Strabane,886,120,2526,2
Banagher,N00002419,Derry City and Strabane,1779,690,2409,4
Banagher,N00002420,Derry City and Strabane,1562,814,2661,4
Banagher,N00002421,Derry City and Strabane,1805,1812,2753,4
Banagher,N00002422,Derry City and Strabane,1873,2745,2340,5
Beechwood,N00002423,Derry City and Strabane,541,1625,183,2
Beechwood,N00002424,Derry City and Strabane,2294,3550,1054,6
Beechwood,N00002425,Derry City and Strabane,1715,3110,901,4
Beechwood,N00002426,Derry City and Strabane,3057,2379,2289,7
Beechwood,N00002427,Derry City and Strabane,469,614,209,2
Beechwood,N00002428,Derry City and Strabane,1345,2374,665,3
Beechwood,N00002429,Derry City and Strabane,697,2007,233,2
Brandywell,N00002430,Derry City and Strabane,387,533,297,1
Brandywell,N00002431,Derry City and Strabane,74,197,80,1
Brandywell,N00002432,Derry City and Strabane,29,118,8,1
Brandywell,N00002433,Derry City and Strabane,1454,2256,1083,4
Brandywell,N00002434,Derry City and Strabane,6,7,26,1
Brandywell,N00002435,Derry City and Strabane,775,3293,219,2
Carn Hill_1,N00002436,Derry City and Strabane,925,1244,745,3
Carn Hill_1,N00002437,Derry City and Strabane,3487,3458,3063,8
Carn Hill_1,N00002438,Derry City and Strabane,1222,3001,494,3
Carn Hill_1,N00002439,Derry City and Strabane,736,1094,392,2
Carn Hill_2,N00002440,Derry City and Strabane,535,476,381,2
Carn Hill_2,N00002441,Derry City and Strabane,360,660,126,1
Carn Hill_2,N00002442,Derry City and Strabane,273,1264,103,1
Carn Hill_2,N00002443,Derry City and Strabane,901,1185,584,2
Caw,N00002444,Derry City and Strabane,2293,3586,1437,6
Caw,N00002445,Derry City and Strabane,4128,4290,4221,10
Caw,N00002446,Derry City and Strabane,185,69,247,1
Caw,N00002447,Derry City and Strabane,443,765,376,1
Caw,N00002448,Derry City and Strabane,1110,804,1224,3
Caw,N00002449,Derry City and Strabane,1955,2247,1171,5
Caw,N00002450,Derry City and Strabane,1822,2488,949,5
Clondermot_1,N00002451,Derry City and Strabane,32,50,30,1
Clondermot_1,N00002452,Derry City and Strabane,1466,2545,552,4
Clondermot_1,N00002453,Derry City and Strabane,1678,3693,706,4
Clondermot_2,N00002454,Derry City and Strabane,1233,4082,403,3
Clondermot_2,N00002455,Derry City and Strabane,4347,3761,4324,10
Clondermot_2,N00002456,Derry City and Strabane,3822,4491,2537,9
Clondermot_2,N00002457,Derry City and Strabane,2228,1136,2662,5
Claudy_1,N00002458,Derry City and Strabane,1161,3191,729,3
Claudy_1,N00002459,Derry City and Strabane,2136,1347,2073,5
Claudy_1,N00002460,Derry City and Strabane,3320,4320,2171,8
Claudy_2,N00002461,Derry City and Strabane,2099,2342,2170,5
Claudy_2,N00002462,Derry City and Strabane,1750,1207,1993,4
Claudy_2,N00002463,Derry City and Strabane,1981,1878,2718,5
Claudy_2,N00002464,Derry City and Strabane,1663,1463,1950,4
Creggan Central_1,N00002465,Derry City and Strabane,96,293,98,1
Creggan Central_1,N00002466,Derry City and Strabane,97,236,169,1
Creggan Central_1,N00002467,Derry City and Strabane,546,945,582,2
Creggan Central_2,N00002468,Derry City and Strabane,833,995,580,2
Creggan Central_2,N00002469,Derry City and Strabane,446,376,389,1
Creggan Central_2,N00002470,Derry City and Strabane,632,1091,559,2
Creggan South,N00002471,Derry City and Strabane,719,1329,438,2
Creggan South,N00002472,Derry City and Strabane,297,1561,107,1
Creggan South,N00002473,Derry City and Strabane,258,1385,111,1
Creggan South,N00002474,Derry City and Strabane,406,1409,174,1
Creggan South,N00002475,Derry City and Strabane,106,114,64,1
Creggan South,N00002476,Derry City and Strabane,115,82,137,1
Crevagh_1,N00002477,Derry City and Strabane,902,1391,712,2
Crevagh_1,N00002478,Derry City and Strabane,94,111,175,1
Crevagh_1,N00002479,Derry City and Strabane,2722,2629,1912,6
Crevagh_1,N00002480,Derry City and Strabane,1578,998,1805,4
Crevagh_2,N00002481,Derry City and Strabane,118,311,131,1
Crevagh_2,N00002482,Derry City and Strabane,210,2132,145,1
Crevagh_2,N00002483,Derry City and Strabane,69,279,59,1
Crevagh_2,N00002484,Derry City and Strabane,70,32,201,1
Crevagh_3,N00002485,Derry City and Strabane,633,1883,480,2
Crevagh_3,N00002486,Derry City and Strabane,420,672,605,1
Crevagh_3,N00002487,Derry City and Strabane,2998,3251,2233,7
Crevagh_3,N00002488,Derry City and Strabane,1019,603,1012,3
Culmore_1,N00002489,Derry City and Strabane,3285,4222,2444,8
Culmore_1,N00002490,Derry City and Strabane,2779,2376,2174,7
Culmore_2,N00002491,Derry City and Strabane,204,576,215,1
Culmore_2,N00002492,Derry City and Strabane,152,133,258,1
Culmore_2,N00002493,Derry City and Strabane,169,349,171,1
Culmore_2,N00002494,Derry City and Strabane,416,2611,223,1
Culmore_3,N00002495,Derry City and Strabane,1188,2296,708,3
Culmore_3,N00002496,Derry City and Strabane,813,3753,305,2
Culmore_3,N00002497,Derry City and Strabane,498,1077,249,2
Culmore_4,N00002498,Derry City and Strabane,967,1461,791,3
Culmore_4,N00002499,Derry City and Strabane,3262,3811,2393,8
Culmore_4,N00002500,Derry City and Strabane,1523,420,2165,4
Culmore_5,N00002501,Derry City and Strabane,3572,2569,3503,8
Culmore_5,N00002502,Derry City and Strabane,3277,3392,2359,8
Ebrington_1,N00002503,Derry City and Strabane,3967,3989,3131,9
Ebrington_1,N00002504,Derry City and Strabane,1651,1140,1206,4
Ebrington_1,N00002505,Derry City and Strabane,848,982,684,2
Ebrington_2,N00002506,Derry City and Strabane,506,496,627,2
Ebrington_2,N00002507,Derry City and Strabane,1125,2084,796,3
Ebrington_2,N00002508,Derry City and Strabane,111,434,57,1
Ebrington_2,N00002509,Derry City and Strabane,450,474,267,1
Ebrington_2,N00002510,Derry City and Strabane,1039,511,1057,3
Ebrington_2,N00002511,Derry City and Strabane,1,4,5,1
Eglinton_1,N00002512,Derry City and Strabane,1104,1080,880,3
Eglinton_1,N00002513,Derry City and Strabane,2838,1401,3317,7
Eglinton_1,N00002514,Derry City and Strabane,3712,2491,3593,9
Eglinton_1,N00002515,Derry City and Strabane,2260,2715,1802,5
Eglinton_2,N00002516,Derry City and Strabane,3456,3095,3254,8
Eglinton_2,N00002517,Derry City and Strabane,2922,2355,2172,7
Eglinton_2,N00002518,Derry City and Strabane,1967,802,2438,5
Eglinton_2,N00002519,Derry City and Strabane,1858,1953,1562,5
Eglinton_2,N00002520,Derry City and Strabane,3886,3882,3322,9
Enagh_1,N00002521,Derry City and Strabane,1615,1221,1611,4
Enagh_1,N00002522,Derry City and Strabane,358,150,799,1
Enagh_1,N00002523,Derry City and Strabane,1522,2850,1026,4
Enagh_1,N00002524,Derry City and Strabane,852,529,1225,2
Enagh_2,N00002525,Derry City and Strabane,2689,2546,2492,6
Enagh_2,N00002526,Derry City and Strabane,2893,2998,2377,7
Enagh_2,N00002527,Derry City and Strabane,4130,2518,4055,10
Foyle Springs_1,N00002528,Derry City and Strabane,3219,2259,2059,8
Foyle Springs_1,N00002529,Derry City and Strabane,3670,4268,2601,9
Foyle Springs_1,N00002530,Derry City and Strabane,3907,3378,3060,9
Foyle Springs_1,N00002531,Derry City and Strabane,3663,3800,2536,9
Foyle Springs_1,N00002532,Derry City and Strabane,2157,2019,1673,5
Foyle Springs_2,N00002533,Derry City and Strabane,867,1210,534,2
Foyle Springs_2,N00002534,Derry City and Strabane,780,737,447,2
Foyle Springs_2,N00002535,Derry City and Strabane,3680,4434,2413,9
Holly Mount_1,N00002536,Derry City and Strabane,2389,1118,3243,6
Holly Mount_1,N00002537,Derry City and Strabane,2222,2568,1858,5
Holly Mount_2,N00002538,Derry City and Strabane,3064,2460,3408,7
Holly Mount_2,N00002539,Derry City and Strabane,1259,4048,709,3
Holly Mount_2,N00002540,Derry City and Strabane,3121,2662,2895,7
Kilfennan_1,N00002541,Derry City and Strabane,3053,3376,2097,7
Kilfennan_1,N00002542,Derry City and Strabane,3658,3904,2143,9
Kilfennan_2,N00002543,Derry City and Strabane,2142,2951,1552,5
Kilfennan_2,N00002544,Derry City and Strabane,2904,2628,2079,7
Kilfennan_2,N00002545,Derry City and Strabane,2119,1423,2132,5
Kilfennan_2,N00002546,Derry City and Strabane,1118,921,752,3
Lisnagelvin_1,N00002547,Derry City and Strabane,2249,1737,1588,5
Lisnagelvin_1,N00002548,Derry City and Strabane,824,2470,261,2
Lisnagelvin_2,N00002549,Derry City and Strabane,3472,3824,2677,8
Lisnagelvin_2,N00002550,Derry City and Strabane,3495,3048,2791,8
Lisnagelvin_2,N00002551,Derry City and Strabane,1842,1446,1577,5
Lisnagelvin_2,N00002552,Derry City and Strabane,1775,1930,1532,4
Lisnagelvin_2,N00002553,Derry City and Strabane,2476,1226,2369,6
Lisnagelvin_2,N00002554,Derry City and Strabane,3055,2289,2294,7
New Buildings_1,N00002555,Derry City and Strabane,2750,3195,2012,7
New Buildings_1,N00002556,Derry City and Strabane,965,323,1854,3
New Buildings_1,N00002557,Derry City and Strabane,1642,1538,1460,4
New Buildings_1,N00002558,Derry City and Strabane,1635,1429,1150,4
New Buildings_1,N00002559,Derry City and Strabane,1138,2502,634,3
New Buildings_2,N00002560,Derry City and Strabane,3799,3077,3529,9
New Buildings_2,N00002561,Derry City and Strabane,3950,4490,3293,9
New Buildings_2,N00002562,Derry City and Strabane,3827,3785,3017,9
New Buildings_2,N00002563,Derry City and Strabane,3387,2174,2920,8
New Buildings_2,N00002564,Derry City and Strabane,1814,2769,1126,4
Pennyburn_1,N00002565,Derry City and Strabane,866,502,1268,2
Pennyburn_1,N00002566,Derry City and Strabane,3597,3700,2666,8
Pennyburn_1,N00002567,Derry City and Strabane,1945,2045,1688,5
Pennyburn_1,N00002568,Derry City and Strabane,2859,3996,2016,7
Pennyburn_2,N00002569,Derry City and Strabane,3362,2496,2260,8
Pennyburn_2,N00002570,Derry City and Strabane,3337,4409,2076,8
Pennyburn_2,N00002571,Derry City and Strabane,3449,4086,2002,8
Pennyburn_2,N00002572,Derry City and Strabane,4338,4110,3636,10
Rosemount,N00002573,Derry City and Strabane,1073,1365,618,3
Rosemount,N00002574,Derry City and Strabane,887,2020,510,2
Rosemount,N00002575,Derry City and Strabane,407,255,563,1
Rosemount,N00002576,Derry City and Strabane,1015,1330,669,3
Rosemount,N00002577,Derry City and Strabane,534,432,517,2
Rosemount,N00002578,Derry City and Strabane,81,15,89,1
Shantallow East,N00002579,Derry City and Strabane,93,127,129,1
Shantallow East,N00002580,Derry City and Strabane,2221,3312,1398,5
Shantallow East,N00002581,Derry City and Strabane,3331,4375,1793,8
Shantallow East,N00002582,Derry City and Strabane,288,815,150,1
Shantallow West_1,N00002583,Derry City and Strabane,236,1996,106,1
Shantallow West_1,N00002584,Derry City and Strabane,58,59,66,1
Shantallow West_1,N00002585,Derry City and Strabane,129,1384,78,1
Shantallow West_1,N00002586,Derry City and Strabane,448,1202,206,1
Shantallow West_2,N00002587,Derry City and Strabane,251,313,382,1
Shantallow West_2,N00002588,Derry City and Strabane,357,1182,330,1
Shantallow West_2,N00002589,Derry City and Strabane,207,128,211,1
Shantallow West_3,N00002590,Derry City and Strabane,422,516,427,1
Shantallow West_4,N00002591,Derry City and Strabane,1411,994,1557,4
Shantallow West_4,N00002592,Derry City and Strabane,2672,2565,2265,6
Shantallow West_4,N00002593,Derry City and Strabane,1593,2186,1107,4
Springtown_1,N00002594,Derry City and Strabane,218,294,358,1
Springtown_1,N00002595,Derry City and Strabane,1024,1773,600,3
Springtown_1,N00002596,Derry City and Strabane,2832,2959,1834,7
Springtown_1,N00002597,Derry City and Strabane,2282,1332,2021,6
Springtown_1,N00002598,Derry City and Strabane,239,389,252,1
Springtown_2,N00002599,Derry City and Strabane,2621,4142,1787,6
Springtown_2,N00002600,Derry City and Strabane,2634,2474,1813,6
Springtown_2,N00002601,Derry City and Strabane,3112,4315,1427,7
Springtown_2,N00002602,Derry City and Strabane,3281,3072,2291,8
Strand_1,N00002603,Derry City and Strabane,30,58,25,1
Strand_1,N00002604,Derry City and Strabane,1203,903,1319,3
Strand_1,N00002605,Derry City and Strabane,16,138,11,1
Strand_1,N00002606,Derry City and Strabane,480,2584,170,2
Strand_1,N00002607,Derry City and Strabane,61,214,23,1
Strand_2,N00002608,Derry City and Strabane,772,547,328,2
Strand_2,N00002609,Derry City and Strabane,4388,4508,4525,10
Strand_2,N00002610,Derry City and Strabane,933,1039,1404,3
Strand_2,N00002611,Derry City and Strabane,364,3,1153,1
Strand_2,N00002612,Derry City and Strabane,679,270,921,2
The Diamond,N00002613,Derry City and Strabane,25,84,10,1
The Diamond,N00002614,Derry City and Strabane,307,720,96,1
The Diamond,N00002615,Derry City and Strabane,710,825,529,2
The Diamond,N00002616,Derry City and Strabane,77,42,161,1
The Diamond,N00002617,Derry City and Strabane,800,517,653,2
The Diamond,N00002618,Derry City and Strabane,276,852,90,1
Victoria,N00002619,Derry City and Strabane,474,561,560,2
Victoria,N00002620,Derry City and Strabane,1971,2588,1905,5
Victoria,N00002621,Derry City and Strabane,994,644,1165,3
Victoria,N00002622,Derry City and Strabane,894,955,612,2
Victoria,N00002623,Derry City and Strabane,1875,2403,1434,5
Victoria,N00002624,Derry City and Strabane,254,339,232,1
Victoria,N00002625,Derry City and Strabane,521,1322,502,2
Victoria,N00002626,Derry City and Strabane,1699,1105,2074,4
Westland,N00002627,Derry City and Strabane,1298,2696,704,3
Westland,N00002628,Derry City and Strabane,659,974,278,2
Westland,N00002629,Derry City and Strabane,67,87,47,1
Westland,N00002630,Derry City and Strabane,246,497,135,1
Westland,N00002631,Derry City and Strabane,124,27,354,1
Ardglass_1,N00002632,"Newry, Mourne and Down",627,928,505,2
Ardglass_1,N00002633,"Newry, Mourne and Down",1131,1341,988,3
Ardglass_1,N00002634,"Newry, Mourne and Down",2505,2926,1826,6
Ardglass_1,N00002635,"Newry, Mourne and Down",1020,2226,686,3
Ardglass_2,N00002636,"Newry, Mourne and Down",1886,2644,1288,5
Ardglass_2,N00002637,"Newry, Mourne and Down",3135,3367,3411,7
Ardglass_2,N00002638,"Newry, Mourne and Down",1243,553,1717,3
Ardglass_2,N00002639,"Newry, Mourne and Down",363,645,248,1
Audley's Acre,N00002640,"Newry, Mourne and Down",3545,4392,2668,8
Audley's Acre,N00002641,"Newry, Mourne and Down",3750,3417,3345,9
Audley's Acre,N00002642,"Newry, Mourne and Down",3699,2750,3561,9
Audley's Acre,N00002643,"Newry, Mourne and Down",4209,4275,4002,10
Audley's Acre,N00002644,"Newry, Mourne and Down",642,1172,572,2
Audley's Acre,N00002645,"Newry, Mourne and Down",1447,2238,903,4
Ballymaglave_1,N00002646,"Newry, Mourne and Down",1346,706,1314,3
Ballymaglave_1,N00002647,"Newry, Mourne and Down",3176,2072,2765,7
Ballymaglave_1,N00002648,"Newry, Mourne and Down",924,659,733,3
Ballymaglave_2,N00002649,"Newry, Mourne and Down",3473,4184,2293,8
Ballymaglave_2,N00002650,"Newry, Mourne and Down",1037,1371,1166,3
Ballymaglave_2,N00002651,"Newry, Mourne and Down",3722,2087,4044,9
Ballymaglave_2,N00002652,"Newry, Mourne and Down",884,1668,904,2
Ballymote,N00002653,"Newry, Mourne and Down",1712,3190,1041,4
Ballymote,N00002654,"Newry, Mourne and Down",992,2219,820,3
Ballymote,N00002655,"Newry, Mourne and Down",161,1369,85,1
Ballymote,N00002656,"Newry, Mourne and Down",1541,2332,1339,4
Ballymote,N00002657,"Newry, Mourne and Down",1540,3679,1118,4
Ballymote,N00002658,"Newry, Mourne and Down",564,651,1034,2
Ballymote,N00002659,"Newry, Mourne and Down",20,158,86,1
Ballynahinch East,N00002660,"Newry, Mourne and Down",1894,390,3679,5
Ballynahinch East,N00002661,"Newry, Mourne and Down",334,881,151,1
Ballynahinch East,N00002662,"Newry, Mourne and Down",2095,877,3004,5
Ballynahinch East,N00002663,"Newry, Mourne and Down",2803,3838,1986,7
Ballynahinch East,N00002664,"Newry, Mourne and Down",348,491,363,1
Ballynahinch East,N00002665,"Newry, Mourne and Down",3386,2641,3240,8
Ballynahinch East,N00002666,"Newry, Mourne and Down",3488,4427,3200,8
Castlewellan_1,N00002667,"Newry, Mourne and Down",1505,2739,1188,4
Castlewellan_1,N00002668,"Newry, Mourne and Down",1728,2547,1217,4
Castlewellan_2,N00002669,"Newry, Mourne and Down",1899,1736,2163,5
Castlewellan_2,N00002670,"Newry, Mourne and Down",2325,2212,2042,6
Cathedral_1,N00002671,"Newry, Mourne and Down",2706,3250,2261,6
Cathedral_1,N00002672,"Newry, Mourne and Down",119,599,115,1
Cathedral_2,N00002673,"Newry, Mourne and Down",934,923,1087,3
Cathedral_2,N00002674,"Newry, Mourne and Down",606,970,523,2
Crossgar_1,N00002675,"Newry, Mourne and Down",3573,2827,3775,8
Crossgar_1,N00002676,"Newry, Mourne and Down",2839,3275,1935,7
Crossgar_1,N00002677,"Newry, Mourne and Down",3236,2382,3893,8
Crossgar_2,N00002678,"Newry, Mourne and Down",3017,1964,3203,7
Crossgar_2,N00002679,"Newry, Mourne and Down",2377,1967,2295,6
Crossgar_2,N00002680,"Newry, Mourne and Down",3502,2299,3172,8
Crossgar_2,N00002681,"Newry, Mourne and Down",3393,3974,3710,8
Derryboy_1,N00002682,"Newry, Mourne and Down",3481,2530,3721,8
Derryboy_1,N00002683,"Newry, Mourne and Down",3810,3352,4300,9
Derryboy_1,N00002684,"Newry, Mourne and Down",3278,2380,3404,8
Derryboy_1,N00002685,"Newry, Mourne and Down",3624,3672,4375,8
Derryboy_2,N00002686,"Newry, Mourne and Down",3559,4061,4097,8
Derryboy_2,N00002687,"Newry, Mourne and Down",2146,1219,2245,5
Derryboy_2,N00002688,"Newry, Mourne and Down",2529,1492,3194,6
Derryboy_2,N00002689,"Newry, Mourne and Down",1089,1635,822,3
Donard_1,N00002690,"Newry, Mourne and Down",1694,2970,936,4
Donard_1,N00002691,"Newry, Mourne and Down",3382,3484,2690,8
Donard_1,N00002692,"Newry, Mourne and Down",2151,3209,1341,5
Donard_1,N00002693,"Newry, Mourne and Down",713,1692,101,2
