DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20003769,Ards_Peninsula_K1,ARDS,16.0,10.5,11.3,35.849,19.8
N20003768,Ards_Peninsula_J5,ARDS,16.0,10.5,11.3,5.806,-10.2
N20003765,Ards_Peninsula_J3,ARDS,16.0,10.5,11.3,2.786,-13.2
N20003764,Ards_Peninsula_J2,ARDS,16.0,10.5,11.3,1.355,-14.6
N20003766,Ards_Peninsula_J4,ARDS,16.0,10.5,11.3,5.866,-10.1
N20003767,Ards_Peninsula_H4,ARDS,16.0,10.5,11.3,16.802,0.8
N20003771,Ards_Peninsula_L1,ARDS,16.0,10.5,11.3,50.548,34.5
N20003772,Ards_Peninsula_K3,ARDS,16.0,10.5,11.3,35.236,19.2
N20003763,Ards_Peninsula_H3,ARDS,16.0,10.5,11.3,51.4,35.4
N20003760,Ards_Peninsula_H1,ARDS,16.0,10.5,11.3,63.801,47.8
N20003759,Ards_Peninsula_F4,ARDS,16.0,10.5,11.3,61.463,45.5
N20003756,Ards_Peninsula_F3,ARDS,16.0,10.5,11.3,47.698,31.7
N20003761,Ards_Peninsula_H2,ARDS,16.0,10.5,11.3,24.804,8.8
N20003762,Ards_Peninsula_J1,ARDS,16.0,10.5,11.3,4.032,-12.0
N20003758,Ards_Peninsula_G2,ARDS,16.0,10.5,11.3,5.046,-11.0
N20003757,Ards_Peninsula_G1,ARDS,16.0,10.5,11.3,6.033,-10.0
N20003755,Ards_Peninsula_F2,ARDS,16.0,10.5,11.3,10.0,-6.0
N20003750,Ards_Peninsula_E3,ARDS,16.0,10.5,11.3,2.928,-13.1
N20003753,Ards_Peninsula_E5,ARDS,16.0,10.5,11.3,4.368,-11.6
N20003751,Ards_Peninsula_E4,ARDS,16.0,10.5,11.3,2.067,-13.9
N20003743,Ards_Peninsula_C5,ARDS,16.0,10.5,11.3,5.658,-10.3
N20003749,Ards_Peninsula_E2,ARDS,16.0,10.5,11.3,3.611,-12.4
N20003748,Ards_Peninsula_E1,ARDS,16.0,10.5,11.3,4.156,-11.8
N20003747,Ards_Peninsula_D6,ARDS,16.0,10.5,11.3,5.967,-10.0
N20003745,Ards_Peninsula_D4,ARDS,16.0,10.5,11.3,2.506,-13.5
N20003742,Ards_Peninsula_D2,ARDS,16.0,10.5,11.3,3.235,-12.8
N20003741,Ards_Peninsula_D1,ARDS,16.0,10.5,11.3,2.759,-13.2
N20003746,Ards_Peninsula_D5,ARDS,16.0,10.5,11.3,6.794,-9.2
N20003752,Ards_Peninsula_D7,ARDS,16.0,10.5,11.3,5.836,-10.2
N20003754,Ards_Peninsula_F1,ARDS,16.0,10.5,11.3,4.294,-11.7
N20003460,Comber_F4,ARDS,16.0,10.5,11.3,5.455,-10.5
N20003457,Comber_F1,ARDS,16.0,10.5,11.3,3.861,-12.1
N20003459,Comber_F3,ARDS,16.0,10.5,11.3,5.163,-10.8
N20003458,Comber_F2,ARDS,16.0,10.5,11.3,3.939,-12.1
N20003454,Comber_D5,ARDS,16.0,10.5,11.3,5.594,-10.4
N20003453,Comber_D4,ARDS,16.0,10.5,11.3,7.317,-8.7
N20003455,Comber_D6,ARDS,16.0,10.5,11.3,13.181,-2.8
N20003435,Comber_C3,ARDS,16.0,10.5,11.3,3.316,-12.7
N20003439,Comber_C6,ARDS,16.0,10.5,11.3,4.63,-11.4
N20003447,Comber_C7,ARDS,16.0,10.5,11.3,5.187,-10.8
N20003450,Comber_B6,ARDS,16.0,10.5,11.3,9.314,-6.7
N20003449,Comber_B5,ARDS,16.0,10.5,11.3,12.134,-3.9
N20003444,Comber_B3,ARDS,16.0,10.5,11.3,10.0,-6.0
N20003445,Comber_B4,ARDS,16.0,10.5,11.3,7.242,-8.8
N20003438,Comber_C5,ARDS,16.0,10.5,11.3,3.456,-12.5
N20003434,Comber_C2,ARDS,16.0,10.5,11.3,5.495,-10.5
N20003436,Comber_C4,ARDS,16.0,10.5,11.3,6.625,-9.4
N20003441,Comber_B2,ARDS,16.0,10.5,11.3,5.588,-10.4
N20003440,Comber_B1,ARDS,16.0,10.5,11.3,7.797,-8.2
N20003437,Comber_A1,ARDS,16.0,10.5,11.3,6.11,-9.9
N20003443,Comber_A3,ARDS,16.0,10.5,11.3,8.696,-7.3
N20003451,Comber_D2,ARDS,16.0,10.5,11.3,8.753,-7.2
N20003452,Comber_D3,ARDS,16.0,10.5,11.3,4.283,-11.7
N20003446,Comber_D1,ARDS,16.0,10.5,11.3,7.077,-8.9
N20003448,Comber_A4,ARDS,16.0,10.5,11.3,4.522,-11.5
N20003442,Comber_A2,ARDS,16.0,10.5,11.3,4.473,-11.5
N20003433,Comber_E1,ARDS,16.0,10.5,11.3,5.383,-10.6
N20003432,Comber_C1,ARDS,16.0,10.5,11.3,6.475,-9.5
N20003536,Newtownards_N4,ARDS,16.0,10.5,11.3,4.823,-11.2
N20003534,Newtownards_S5,ARDS,16.0,10.5,11.3,6.407,-9.6
N20003535,Newtownards_N3,ARDS,16.0,10.5,11.3,7.233,-8.8
N20003532,Newtownards_S3,ARDS,16.0,10.5,11.3,6.498,-9.5
N20003531,Newtownards_S2,ARDS,16.0,10.5,11.3,9.39,-6.6
N20003533,Newtownards_S4,ARDS,16.0,10.5,11.3,4.762,-11.2
N20003526,Newtownards_P3,ARDS,16.0,10.5,11.3,8.533,-7.5
N20003527,Newtownards_P4,ARDS,16.0,10.5,11.3,9.143,-6.9
N20003530,Newtownards_S1,ARDS,16.0,10.5,11.3,4.432,-11.6
N20003529,Newtownards_R4,ARDS,16.0,10.5,11.3,16.346,0.3
N20003528,Newtownards_Q4,ARDS,16.0,10.5,11.3,4.848,-11.2
N20003525,Newtownards_Q3,ARDS,16.0,10.5,11.3,10.963,-5.0
N20003744,Ards_Peninsula_D3,ARDS,16.0,10.5,11.3,9.75,-6.2
N20003740,Ards_Peninsula_C4,ARDS,16.0,10.5,11.3,5.328,-10.7
N20003731,Ards_Peninsula_C2,ARDS,16.0,10.5,11.3,5.398,-10.6
N20003678,Bangor_Central_Q5,NORTH DOWN,11.3,7.3,9.0,11.045,-0.3
N20003476,Newtownards_A3,ARDS,16.0,10.5,11.3,9.137,-6.9
N20003479,Newtownards_B2,ARDS,16.0,10.5,11.3,4.961,-11.0
N20003482,Newtownards_C1,ARDS,16.0,10.5,11.3,14.085,-1.9
N20003489,Newtownards_C3,ARDS,16.0,10.5,11.3,9.434,-6.6
N20003487,Newtownards_C2,ARDS,16.0,10.5,11.3,7.104,-8.9
N20003491,Newtownards_G1,ARDS,16.0,10.5,11.3,7.993,-8.0
N20003488,Newtownards_D2,ARDS,16.0,10.5,11.3,8.321,-7.7
N20003484,Newtownards_D1,ARDS,16.0,10.5,11.3,5.593,-10.4
N20003481,Newtownards_B4,ARDS,16.0,10.5,11.3,7.263,-8.7
N20003480,Newtownards_B3,ARDS,16.0,10.5,11.3,5.697,-10.3
N20003477,Newtownards_B1,ARDS,16.0,10.5,11.3,5.962,-10.0
N20003738,Ards_Peninsula_B1,ARDS,16.0,10.5,11.3,6.022,-10.0
N20003492,Newtownards_D3,ARDS,16.0,10.5,11.3,7.749,-8.3
N20003497,Newtownards_H1,ARDS,16.0,10.5,11.3,4.523,-11.5
N20003505,Newtownards_H2,ARDS,16.0,10.5,11.3,7.898,-8.1
N20003739,Ards_Peninsula_B2,ARDS,16.0,10.5,11.3,9.278,-6.7
N20003515,Newtownards_H5,ARDS,16.0,10.5,11.3,5.231,-10.8
N20003520,Newtownards_Q2,ARDS,16.0,10.5,11.3,5.037,-11.0
N20003519,Newtownards_Q1,ARDS,16.0,10.5,11.3,8.101,-7.9
N20003511,Newtownards_H4,ARDS,16.0,10.5,11.3,8.094,-7.9
N20003507,Newtownards_H3,ARDS,16.0,10.5,11.3,6.332,-9.7
N20003498,Newtownards_G2,ARDS,16.0,10.5,11.3,14.0,-2.0
N20003501,Newtownards_G3,ARDS,16.0,10.5,11.3,9.287,-6.7
N20003506,Newtownards_K2,ARDS,16.0,10.5,11.3,9.969,-6.0
N20003502,Newtownards_K1,ARDS,16.0,10.5,11.3,10.807,-5.2
N20003512,Newtownards_R2,ARDS,16.0,10.5,11.3,7.477,-8.5
N20003509,Newtownards_R1,ARDS,16.0,10.5,11.3,8.672,-7.3
N20003517,Newtownards_R3,ARDS,16.0,10.5,11.3,6.192,-9.8
N20003514,Newtownards_G4,ARDS,16.0,10.5,11.3,8.803,-7.2
N20003522,Newtownards_L4,ARDS,16.0,10.5,11.3,11.875,-4.1
N20003521,Newtownards_P1,ARDS,16.0,10.5,11.3,9.506,-6.5
N20003524,Newtownards_P2,ARDS,16.0,10.5,11.3,9.706,-6.3
N20003516,Newtownards_L2,ARDS,16.0,10.5,11.3,7.692,-8.3
N20003518,Newtownards_L3,ARDS,16.0,10.5,11.3,14.286,-1.7
N20003510,Newtownards_J4,ARDS,16.0,10.5,11.3,11.475,-4.5
N20003500,Newtownards_L1,ARDS,16.0,10.5,11.3,16.393,0.4
N20003499,Newtownards_J1,ARDS,16.0,10.5,11.3,17.957,2.0
N20003504,Newtownards_J3,ARDS,16.0,10.5,11.3,17.706,1.7
N20003513,Newtownards_J5,ARDS,16.0,10.5,11.3,11.203,-4.8
N20003503,Newtownards_J2,ARDS,16.0,10.5,11.3,21.013,5.0
N20003496,Newtownards_C4,ARDS,16.0,10.5,11.3,10.261,-5.7
N20003493,Newtownards_F3,ARDS,16.0,10.5,11.3,9.699,-6.3
N20003495,Newtownards_F4,ARDS,16.0,10.5,11.3,11.483,-4.5
N20003485,Newtownards_F1,ARDS,16.0,10.5,11.3,7.855,-8.1
N20003486,Newtownards_F2,ARDS,16.0,10.5,11.3,9.131,-6.9
N20003478,Newtownards_A4,ARDS,16.0,10.5,11.3,5.108,-10.9
N20003483,Newtownards_E1,ARDS,16.0,10.5,11.3,6.467,-9.5
N20003490,Newtownards_E2,ARDS,16.0,10.5,11.3,7.592,-8.4
N20003494,Newtownards_E3,ARDS,16.0,10.5,11.3,8.644,-7.4
N20003508,Newtownards_N1,ARDS,16.0,10.5,11.3,8.932,-7.1
N20003523,Newtownards_N2,ARDS,16.0,10.5,11.3,5.37,-10.6
N20002509,Castlereagh_East_B2,CASTLEREAGH,10.1,5.7,9.4,9.431,-0.7
N20003475,Newtownards_A2,ARDS,16.0,10.5,11.3,8.333,-7.7
N20003474,Newtownards_A1,ARDS,16.0,10.5,11.3,9.35,-6.6
N20003620,Bangor_West_J4,NORTH DOWN,11.3,7.3,9.0,13.712,2.4
N20003618,Bangor_West_H6,NORTH DOWN,11.3,7.3,9.0,5.057,-6.2
N20003617,Bangor_West_H5,NORTH DOWN,11.3,7.3,9.0,6.542,-4.8
N20003616,Bangor_West_H4,NORTH DOWN,11.3,7.3,9.0,5.41,-5.9
N20003569,Holywood_and_Clandeboye_F4,NORTH DOWN,11.3,7.3,9.0,12.697,1.4
N20003547,Holywood_and_Clandeboye_C2,NORTH DOWN,11.3,7.3,9.0,15.805,4.5
N20003544,Holywood_and_Clandeboye_F2,NORTH DOWN,11.3,7.3,9.0,20.963,9.7
N20003539,Holywood_and_Clandeboye_F1,NORTH DOWN,11.3,7.3,9.0,25.287,14.0
N20003540,Holywood_and_Clandeboye_A3,NORTH DOWN,11.3,7.3,9.0,13.736,2.4
N20003546,Holywood_and_Clandeboye_C1,NORTH DOWN,11.3,7.3,9.0,12.736,1.4
N20003591,Bangor_West_E1,NORTH DOWN,11.3,7.3,9.0,15.209,3.9
N20003594,Bangor_West_E2,NORTH DOWN,11.3,7.3,9.0,12.452,1.2
N20003588,Bangor_West_B3,NORTH DOWN,11.3,7.3,9.0,13.486,2.2
N20003598,Bangor_West_C4,NORTH DOWN,11.3,7.3,9.0,12.245,0.9
N20003600,Bangor_West_E3,NORTH DOWN,11.3,7.3,9.0,13.35,2.0
N20003604,Bangor_West_E4,NORTH DOWN,11.3,7.3,9.0,13.505,2.2
N20003612,Bangor_West_E6,NORTH DOWN,11.3,7.3,9.0,17.598,6.3
N20003606,Bangor_West_E5,NORTH DOWN,11.3,7.3,9.0,17.323,6.0
N20003607,Bangor_West_H1,NORTH DOWN,11.3,7.3,9.0,4.276,-7.0
N20003608,Bangor_West_H2,NORTH DOWN,11.3,7.3,9.0,6.148,-5.2
N20003609,Bangor_West_H3,NORTH DOWN,11.3,7.3,9.0,2.24,-9.1
N20003602,Bangor_West_D5,NORTH DOWN,11.3,7.3,9.0,20.186,8.9
N20003597,Bangor_West_D4,NORTH DOWN,11.3,7.3,9.0,20.427,9.1
N20003595,Bangor_West_C3,NORTH DOWN,11.3,7.3,9.0,15.19,3.9
N20003587,Bangor_West_B2,NORTH DOWN,11.3,7.3,9.0,14.358,3.1
N20003589,Bangor_West_C2,NORTH DOWN,11.3,7.3,9.0,18.814,7.5
N20003580,Bangor_West_A3,NORTH DOWN,11.3,7.3,9.0,23.214,11.9
N20003582,Bangor_West_C1,NORTH DOWN,11.3,7.3,9.0,17.89,6.6
N20003585,Bangor_West_B1,NORTH DOWN,11.3,7.3,9.0,15.801,4.5
N20003543,Holywood_and_Clandeboye_B3,NORTH DOWN,11.3,7.3,9.0,10.405,-0.9
N20003541,Holywood_and_Clandeboye_B1,NORTH DOWN,11.3,7.3,9.0,8.631,-2.7
N20003542,Holywood_and_Clandeboye_B2,NORTH DOWN,11.3,7.3,9.0,9.456,-1.8
N20003578,Bangor_West_A1,NORTH DOWN,11.3,7.3,9.0,14.946,3.6
N20003579,Bangor_West_A2,NORTH DOWN,11.3,7.3,9.0,18.127,6.8
N20003584,Bangor_West_A6,NORTH DOWN,11.3,7.3,9.0,32.296,21.0
N20003581,Bangor_West_A4,NORTH DOWN,11.3,7.3,9.0,27.451,16.2
N20003583,Bangor_West_A5,NORTH DOWN,11.3,7.3,9.0,34.5,23.2
N20003642,Bangor_Central_C4,NORTH DOWN,11.3,7.3,9.0,26.836,15.5
N20003640,Bangor_Central_C3,NORTH DOWN,11.3,7.3,9.0,28.797,17.5
N20003632,Bangor_Central_C2,NORTH DOWN,11.3,7.3,9.0,23.13,11.8
N20003628,Bangor_Central_C1,NORTH DOWN,11.3,7.3,9.0,23.137,11.8
N20003624,Bangor_Central_A3,NORTH DOWN,11.3,7.3,9.0,20.764,9.5
N20003623,Bangor_Central_A2,NORTH DOWN,11.3,7.3,9.0,12.661,1.4
N20003630,Bangor_Central_D2,NORTH DOWN,11.3,7.3,9.0,14.257,3.0
N20003626,Bangor_Central_D1,NORTH DOWN,11.3,7.3,9.0,14.231,2.9
N20003639,Bangor_Central_D3,NORTH DOWN,11.3,7.3,9.0,9.131,-2.2
N20003633,Bangor_Central_F2,NORTH DOWN,11.3,7.3,9.0,10.0,-1.3
N20003631,Bangor_Central_F1,NORTH DOWN,11.3,7.3,9.0,19.689,8.4
N20003636,Bangor_Central_F3,NORTH DOWN,11.3,7.3,9.0,18.681,7.4
N20003644,Bangor_Central_F4,NORTH DOWN,11.3,7.3,9.0,13.968,2.7
N20003647,Bangor_Central_G3,NORTH DOWN,11.3,7.3,9.0,17.069,5.8
N20003650,Bangor_Central_J1,NORTH DOWN,11.3,7.3,9.0,9.722,-1.6
N20003648,Bangor_Central_H1,NORTH DOWN,11.3,7.3,9.0,10.048,-1.3
N20003653,Bangor_Central_K2,NORTH DOWN,11.3,7.3,9.0,10.628,-0.7
N20003651,Bangor_Central_K1,NORTH DOWN,11.3,7.3,9.0,10.066,-1.2
N20003649,Bangor_Central_H2,NORTH DOWN,11.3,7.3,9.0,18.051,6.8
N20003596,Bangor_West_F2,NORTH DOWN,11.3,7.3,9.0,13.689,2.4
N20003599,Bangor_West_F3,NORTH DOWN,11.3,7.3,9.0,19.103,7.8
N20003592,Bangor_West_F1,NORTH DOWN,11.3,7.3,9.0,16.589,5.3
N20003586,Bangor_West_D1,NORTH DOWN,11.3,7.3,9.0,33.437,22.1
N20003593,Bangor_West_D3,NORTH DOWN,11.3,7.3,9.0,18.027,6.7
N20003590,Bangor_West_D2,NORTH DOWN,11.3,7.3,9.0,26.367,15.1
N20003601,Bangor_West_G1,NORTH DOWN,11.3,7.3,9.0,16.613,5.3
N20003603,Bangor_West_G2,NORTH DOWN,11.3,7.3,9.0,14.344,3.0
N20003605,Bangor_West_F4,NORTH DOWN,11.3,7.3,9.0,14.266,3.0
N20003614,Bangor_West_G4,NORTH DOWN,11.3,7.3,9.0,16.847,5.5
N20003610,Bangor_West_G3,NORTH DOWN,11.3,7.3,9.0,12.205,0.9
N20003611,Bangor_West_J1,NORTH DOWN,11.3,7.3,9.0,12.045,0.7
N20003613,Bangor_West_J2,NORTH DOWN,11.3,7.3,9.0,9.95,-1.4
N20003619,Bangor_West_J3,NORTH DOWN,11.3,7.3,9.0,14.966,3.7
N20003615,Bangor_West_G5,NORTH DOWN,11.3,7.3,9.0,12.0,0.7
N20003657,Bangor_Central_K4,NORTH DOWN,11.3,7.3,9.0,10.0,-1.3
N20003663,Bangor_Central_N1,NORTH DOWN,11.3,7.3,9.0,12.975,1.7
N20003557,Holywood_and_Clandeboye_G3,NORTH DOWN,11.3,7.3,9.0,11.419,0.1
N20003556,Holywood_and_Clandeboye_G2,NORTH DOWN,11.3,7.3,9.0,15.593,4.3
N20003554,Holywood_and_Clandeboye_G1,NORTH DOWN,11.3,7.3,9.0,12.739,1.4
N20003562,Holywood_and_Clandeboye_J1,NORTH DOWN,11.3,7.3,9.0,9.524,-1.8
N20003568,Holywood_and_Clandeboye_J2,NORTH DOWN,11.3,7.3,9.0,7.121,-4.2
N20003572,Holywood_and_Clandeboye_J3,NORTH DOWN,11.3,7.3,9.0,4.118,-7.2
N20003677,Bangor_Central_Q4,NORTH DOWN,11.3,7.3,9.0,8.904,-2.4
N20003674,Bangor_Central_Q2,NORTH DOWN,11.3,7.3,9.0,10.227,-1.1
N20003670,Bangor_Central_N3,NORTH DOWN,11.3,7.3,9.0,9.444,-1.9
N20003671,Bangor_Central_N4,NORTH DOWN,11.3,7.3,9.0,12.137,0.8
N20003675,Bangor_Central_P5,NORTH DOWN,11.3,7.3,9.0,8.238,-3.1
N20003673,Bangor_Central_Q1,NORTH DOWN,11.3,7.3,9.0,6.787,-4.5
N20003676,Bangor_Central_Q3,NORTH DOWN,11.3,7.3,9.0,11.867,0.6
N20003672,Bangor_Central_P4,NORTH DOWN,11.3,7.3,9.0,7.485,-3.8
N20003668,Bangor_Central_L5,NORTH DOWN,11.3,7.3,9.0,6.211,-5.1
N20003667,Bangor_Central_P2,NORTH DOWN,11.3,7.3,9.0,8.577,-2.7
N20003662,Bangor_Central_L2,NORTH DOWN,11.3,7.3,9.0,6.944,-4.4
N20003664,Bangor_Central_L3,NORTH DOWN,11.3,7.3,9.0,5.019,-6.3
N20003665,Bangor_Central_L4,NORTH DOWN,11.3,7.3,9.0,9.914,-1.4
N20003666,Bangor_Central_N2,NORTH DOWN,11.3,7.3,9.0,5.882,-5.4
N20003659,Bangor_Central_L1,NORTH DOWN,11.3,7.3,9.0,4.118,-7.2
N20003660,Bangor_Central_K5,NORTH DOWN,11.3,7.3,9.0,7.921,-3.4
N20003656,Bangor_Central_K3,NORTH DOWN,11.3,7.3,9.0,6.834,-4.5
N20003654,Bangor_Central_H3,NORTH DOWN,11.3,7.3,9.0,10.875,-0.4
N20003655,Bangor_Central_J3,NORTH DOWN,11.3,7.3,9.0,9.16,-2.1
N20003658,Bangor_Central_J4,NORTH DOWN,11.3,7.3,9.0,7.713,-3.6
N20003661,Bangor_Central_P1,NORTH DOWN,11.3,7.3,9.0,10.12,-1.2
N20003712,Bangor_East_and_Donaghadee_H2,NORTH DOWN,11.3,7.3,9.0,9.119,-2.2
N20003716,Bangor_East_and_Donaghadee_H4,NORTH DOWN,11.3,7.3,9.0,9.589,-1.7
N20003708,Bangor_East_and_Donaghadee_G5,NORTH DOWN,11.3,7.3,9.0,12.09,0.8
N20003709,Bangor_East_and_Donaghadee_G6,NORTH DOWN,11.3,7.3,9.0,11.24,-0.1
N20003710,Bangor_East_and_Donaghadee_H1,NORTH DOWN,11.3,7.3,9.0,15.419,4.1
N20003714,Bangor_East_and_Donaghadee_H3,NORTH DOWN,11.3,7.3,9.0,5.63,-5.7
N20003717,Bangor_East_and_Donaghadee_H5,NORTH DOWN,11.3,7.3,9.0,12.661,1.4
N20003719,Bangor_East_and_Donaghadee_H6,NORTH DOWN,11.3,7.3,9.0,12.517,1.2
N20003669,Bangor_Central_P3,NORTH DOWN,11.3,7.3,9.0,10.88,-0.4
N20003706,Bangor_East_and_Donaghadee_F5,NORTH DOWN,11.3,7.3,9.0,7.805,-3.5
N20003697,Bangor_East_and_Donaghadee_F2,NORTH DOWN,11.3,7.3,9.0,8.393,-2.9
N20003702,Bangor_East_and_Donaghadee_F4,NORTH DOWN,11.3,7.3,9.0,10.526,-0.8
N20003699,Bangor_East_and_Donaghadee_G2,NORTH DOWN,11.3,7.3,9.0,10.323,-1.0
N20003701,Bangor_East_and_Donaghadee_F3,NORTH DOWN,11.3,7.3,9.0,13.004,1.7
N20003703,Bangor_East_and_Donaghadee_G3,NORTH DOWN,11.3,7.3,9.0,11.026,-0.3
N20003705,Bangor_East_and_Donaghadee_G4,NORTH DOWN,11.3,7.3,9.0,10.652,-0.6
N20003652,Bangor_Central_J2,NORTH DOWN,11.3,7.3,9.0,14.188,2.9
N20003698,Bangor_East_and_Donaghadee_G1,NORTH DOWN,11.3,7.3,9.0,8.388,-2.9
N20003695,Bangor_East_and_Donaghadee_D3,NORTH DOWN,11.3,7.3,9.0,11.321,0.0
N20003646,Bangor_Central_G2,NORTH DOWN,11.3,7.3,9.0,8.753,-2.5
N20003645,Bangor_Central_G1,NORTH DOWN,11.3,7.3,9.0,11.494,0.2
N20003643,Bangor_Central_B5,NORTH DOWN,11.3,7.3,9.0,8.788,-2.5
N20003692,Bangor_East_and_Donaghadee_D1,NORTH DOWN,11.3,7.3,9.0,4.762,-6.5
N20003694,Bangor_East_and_Donaghadee_D2,NORTH DOWN,11.3,7.3,9.0,10.022,-1.3
N20003696,Bangor_East_and_Donaghadee_F1,NORTH DOWN,11.3,7.3,9.0,10.018,-1.3
N20003691,Bangor_East_and_Donaghadee_B7,NORTH DOWN,11.3,7.3,9.0,9.281,-2.0
N20003690,Bangor_East_and_Donaghadee_B6,NORTH DOWN,11.3,7.3,9.0,7.463,-3.8
N20003635,Bangor_Central_B3,NORTH DOWN,11.3,7.3,9.0,11.905,0.6
N20003641,Bangor_Central_E5,NORTH DOWN,11.3,7.3,9.0,15.901,4.6
N20003634,Bangor_Central_E3,NORTH DOWN,11.3,7.3,9.0,11.111,-0.2
N20003638,Bangor_Central_E4,NORTH DOWN,11.3,7.3,9.0,15.287,4.0
N20003637,Bangor_Central_B4,NORTH DOWN,11.3,7.3,9.0,14.706,3.4
N20003627,Bangor_Central_E1,NORTH DOWN,11.3,7.3,9.0,12.329,1.0
N20003629,Bangor_Central_E2,NORTH DOWN,11.3,7.3,9.0,13.174,1.9
N20003622,Bangor_Central_B1,NORTH DOWN,11.3,7.3,9.0,7.9,-3.4
N20003625,Bangor_Central_B2,NORTH DOWN,11.3,7.3,9.0,7.767,-3.5
N20003687,Bangor_East_and_Donaghadee_B4,NORTH DOWN,11.3,7.3,9.0,8.543,-2.8
N20003684,Bangor_East_and_Donaghadee_B2,NORTH DOWN,11.3,7.3,9.0,8.155,-3.1
N20003683,Bangor_East_and_Donaghadee_B1,NORTH DOWN,11.3,7.3,9.0,8.17,-3.1
N20003686,Bangor_East_and_Donaghadee_B3,NORTH DOWN,11.3,7.3,9.0,12.573,1.3
N20003689,Bangor_East_and_Donaghadee_B5,NORTH DOWN,11.3,7.3,9.0,8.201,-3.1
N20003688,Bangor_East_and_Donaghadee_C1,ARDS,16.0,10.5,11.3,6.094,-9.9
N20003693,Bangor_East_and_Donaghadee_C2,ARDS,16.0,10.5,11.3,6.318,-9.7
N20003700,Bangor_East_and_Donaghadee_C3,ARDS,16.0,10.5,11.3,7.89,-8.1
N20003713,Bangor_East_and_Donaghadee_J3,ARDS,16.0,10.5,11.3,6.545,-9.5
N20003723,Bangor_East_and_Donaghadee_J7,ARDS,16.0,10.5,11.3,2.809,-13.2
N20003720,Bangor_East_and_Donaghadee_J6,ARDS,16.0,10.5,11.3,4.283,-11.7
N20003707,Bangor_East_and_Donaghadee_J1,ARDS,16.0,10.5,11.3,8.8,-7.2
N20003704,Bangor_East_and_Donaghadee_C4,ARDS,16.0,10.5,11.3,5.192,-10.8
N20003711,Bangor_East_and_Donaghadee_J2,ARDS,16.0,10.5,11.3,9.333,-6.7
N20003715,Bangor_East_and_Donaghadee_J4,ARDS,16.0,10.5,11.3,7.063,-8.9
N20003718,Bangor_East_and_Donaghadee_J5,ARDS,16.0,10.5,11.3,9.447,-6.6
N20003725,Bangor_East_and_Donaghadee_K3,ARDS,16.0,10.5,11.3,5.584,-10.4
N20003722,Bangor_East_and_Donaghadee_K1,ARDS,16.0,10.5,11.3,8.506,-7.5
N20003728,Bangor_East_and_Donaghadee_K5,ARDS,16.0,10.5,11.3,5.295,-10.7
N20003729,Bangor_East_and_Donaghadee_K6,ARDS,16.0,10.5,11.3,7.593,-8.4
N20003727,Bangor_East_and_Donaghadee_K4,ARDS,16.0,10.5,11.3,3.801,-12.2
N20003724,Bangor_East_and_Donaghadee_K2,ARDS,16.0,10.5,11.3,6.349,-9.7
N20003726,Bangor_East_and_Donaghadee_E4,ARDS,16.0,10.5,11.3,4.361,-11.6
N20003721,Bangor_East_and_Donaghadee_E3,ARDS,16.0,10.5,11.3,7.656,-8.3
N20003730,Ards_Peninsula_C1,ARDS,16.0,10.5,11.3,3.926,-12.1
N20003737,Ards_Peninsula_C3,ARDS,16.0,10.5,11.3,4.439,-11.6
N20003736,Ards_Peninsula_A5,ARDS,16.0,10.5,11.3,6.707,-9.3
N20003734,Ards_Peninsula_A3,ARDS,16.0,10.5,11.3,2.309,-13.7
N20003735,Ards_Peninsula_A4,ARDS,16.0,10.5,11.3,3.486,-12.5
N20003732,Ards_Peninsula_A1,ARDS,16.0,10.5,11.3,5.317,-10.7
N20003733,Ards_Peninsula_A2,ARDS,16.0,10.5,11.3,3.862,-12.1
N20003685,Bangor_East_and_Donaghadee_E2,NORTH DOWN,11.3,7.3,9.0,9.224,-2.1
N20003679,Bangor_East_and_Donaghadee_E1,NORTH DOWN,11.3,7.3,9.0,8.519,-2.8
N20002743,Larne_Lough_E2,LARNE,26.8,19.7,22.1,3.859,-22.9
N20002752,Larne_Lough_G3,LARNE,26.8,19.7,22.1,3.636,-23.2
N20002750,Larne_Lough_G2,LARNE,26.8,19.7,22.1,4.132,-22.7
N20002749,Larne_Lough_G1,LARNE,26.8,19.7,22.1,6.044,-20.8
N20002753,Larne_Lough_G4,LARNE,26.8,19.7,22.1,4.872,-21.9
N20002748,Larne_Lough_F4,LARNE,26.8,19.7,22.1,6.318,-20.5
N20002751,Larne_Lough_E3,LARNE,26.8,19.7,22.1,5.986,-20.8
N20002757,Larne_Lough_J2,CARRICKFERGUS,16.2,7.0,6.9,16.769,0.6
N20002754,Larne_Lough_H1,CARRICKFERGUS,16.2,7.0,6.9,13.851,-2.3
N20002755,Larne_Lough_J1,CARRICKFERGUS,16.2,7.0,6.9,12.45,-3.8
N20002756,Larne_Lough_H2,CARRICKFERGUS,16.2,7.0,6.9,13.542,-2.7
N20002760,Larne_Lough_H4,CARRICKFERGUS,16.2,7.0,6.9,17.849,1.6
N20002761,Larne_Lough_J3,CARRICKFERGUS,16.2,7.0,6.9,17.352,1.2
N20002762,Larne_Lough_J4,CARRICKFERGUS,16.2,7.0,6.9,19.396,3.2
N20002759,Larne_Lough_H3,CARRICKFERGUS,16.2,7.0,6.9,14.545,-1.7
