DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20002758,Larne_Lough_F5,CARRICKFERGUS,16.2,7.0,6.9,11.836,-4.4
N20002767,Carrick_Castle_B1,CARRICKFERGUS,16.2,7.0,6.9,7.843,-8.4
N20002779,Carrick_Castle_B3,CARRICKFERGUS,16.2,7.0,6.9,7.207,-9.0
N20003680,Bangor_East_and_Donaghadee_A1,NORTH DOWN,11.3,7.3,9.0,8.282,-3.0
N20003682,Bangor_East_and_Donaghadee_A3,NORTH DOWN,11.3,7.3,9.0,6.971,-4.3
N20003681,Bangor_East_and_Donaghadee_A2,NORTH DOWN,11.3,7.3,9.0,9.669,-1.6
N20003621,Bangor_Central_A1,NORTH DOWN,11.3,7.3,9.0,11.806,0.5
N20003538,Holywood_and_Clandeboye_A2,NORTH DOWN,11.3,7.3,9.0,15.332,4.0
N20003537,Holywood_and_Clandeboye_A1,NORTH DOWN,11.3,7.3,9.0,15.798,4.5
N20002830,Knockagh_J1,CARRICKFERGUS,16.2,7.0,6.9,15.213,-1.0
N20002800,Carrick_Castle_J3,CARRICKFERGUS,16.2,7.0,6.9,13.813,-2.4
N20002798,Carrick_Castle_J1,CARRICKFERGUS,16.2,7.0,6.9,17.136,0.9
N20002796,Carrick_Castle_H2,CARRICKFERGUS,16.2,7.0,6.9,12.927,-3.3
N20002795,Carrick_Castle_G4,CARRICKFERGUS,16.2,7.0,6.9,8.081,-8.1
N20002792,Carrick_Castle_G2,CARRICKFERGUS,16.2,7.0,6.9,11.522,-4.7
N20002794,Carrick_Castle_H1,CARRICKFERGUS,16.2,7.0,6.9,9.589,-6.6
N20002821,Knockagh_E3,CARRICKFERGUS,16.2,7.0,6.9,6.032,-10.2
N20002817,Knockagh_E1,CARRICKFERGUS,16.2,7.0,6.9,5.854,-10.3
N20002811,Knockagh_D1,CARRICKFERGUS,16.2,7.0,6.9,7.865,-8.3
N20002816,Knockagh_D4,CARRICKFERGUS,16.2,7.0,6.9,5.248,-11.0
N20002815,Knockagh_D3,CARRICKFERGUS,16.2,7.0,6.9,4.225,-12.0
N20002790,Carrick_Castle_G1,CARRICKFERGUS,16.2,7.0,6.9,10.906,-5.3
N20002786,Carrick_Castle_E5,CARRICKFERGUS,16.2,7.0,6.9,10.848,-5.4
N20002782,Carrick_Castle_E4,CARRICKFERGUS,16.2,7.0,6.9,4.384,-11.8
N20002785,Carrick_Castle_F1,CARRICKFERGUS,16.2,7.0,6.9,5.932,-10.3
N20002788,Carrick_Castle_F3,CARRICKFERGUS,16.2,7.0,6.9,6.591,-9.6
N20002787,Carrick_Castle_F2,CARRICKFERGUS,16.2,7.0,6.9,9.677,-6.5
N20002791,Carrick_Castle_F5,CARRICKFERGUS,16.2,7.0,6.9,7.945,-8.3
N20002793,Carrick_Castle_G3,CARRICKFERGUS,16.2,7.0,6.9,10.738,-5.5
N20002789,Carrick_Castle_F4,CARRICKFERGUS,16.2,7.0,6.9,15.882,-0.3
N20002783,Carrick_Castle_C4,CARRICKFERGUS,16.2,7.0,6.9,7.198,-9.0
N20002784,Carrick_Castle_B4,CARRICKFERGUS,16.2,7.0,6.9,6.925,-9.3
N20002778,Carrick_Castle_B2,CARRICKFERGUS,16.2,7.0,6.9,8.418,-7.8
N20002777,Carrick_Castle_E3,CARRICKFERGUS,16.2,7.0,6.9,6.808,-9.4
N20002775,Carrick_Castle_C3,CARRICKFERGUS,16.2,7.0,6.9,6.502,-9.7
N20002771,Carrick_Castle_E1,CARRICKFERGUS,16.2,7.0,6.9,10.736,-5.5
N20002769,Carrick_Castle_A5,CARRICKFERGUS,16.2,7.0,6.9,9.397,-6.8
N20002770,Carrick_Castle_C2,CARRICKFERGUS,16.2,7.0,6.9,8.807,-7.4
N20002768,Carrick_Castle_C1,CARRICKFERGUS,16.2,7.0,6.9,5.742,-10.5
N20002764,Carrick_Castle_A2,CARRICKFERGUS,16.2,7.0,6.9,8.759,-7.4
N20002765,Carrick_Castle_A3,CARRICKFERGUS,16.2,7.0,6.9,8.518,-7.7
N20002766,Carrick_Castle_A4,CARRICKFERGUS,16.2,7.0,6.9,5.802,-10.4
N20002773,Carrick_Castle_D2,CARRICKFERGUS,16.2,7.0,6.9,6.753,-9.4
N20002772,Carrick_Castle_D1,CARRICKFERGUS,16.2,7.0,6.9,1.312,-14.9
N20002774,Carrick_Castle_E2,CARRICKFERGUS,16.2,7.0,6.9,7.087,-9.1
N20002780,Carrick_Castle_D4,CARRICKFERGUS,16.2,7.0,6.9,7.624,-8.6
N20002781,Carrick_Castle_D5,CARRICKFERGUS,16.2,7.0,6.9,4.392,-11.8
N20002776,Carrick_Castle_D3,CARRICKFERGUS,16.2,7.0,6.9,9.524,-6.7
N20002803,Knockagh_B1,CARRICKFERGUS,16.2,7.0,6.9,8.163,-8.0
N20002804,Knockagh_B2,CARRICKFERGUS,16.2,7.0,6.9,7.407,-8.8
N20002805,Knockagh_C1,CARRICKFERGUS,16.2,7.0,6.9,7.469,-8.7
N20002807,Knockagh_C3,CARRICKFERGUS,16.2,7.0,6.9,7.447,-8.8
N20002806,Knockagh_C2,CARRICKFERGUS,16.2,7.0,6.9,8.65,-7.5
N20002809,Knockagh_A2,CARRICKFERGUS,16.2,7.0,6.9,5.91,-10.3
N20002812,Knockagh_F1,CARRICKFERGUS,16.2,7.0,6.9,4.669,-11.5
N20002810,Knockagh_C4,CARRICKFERGUS,16.2,7.0,6.9,6.444,-9.8
N20002808,Knockagh_B3,CARRICKFERGUS,16.2,7.0,6.9,7.176,-9.0
N20002813,Knockagh_D2,CARRICKFERGUS,16.2,7.0,6.9,4.292,-11.9
N20002814,Knockagh_C5,CARRICKFERGUS,16.2,7.0,6.9,10.989,-5.2
N20002819,Knockagh_F2,CARRICKFERGUS,16.2,7.0,6.9,5.225,-11.0
N20002818,Knockagh_E2,CARRICKFERGUS,16.2,7.0,6.9,5.325,-10.9
N20002822,Knockagh_F4,CARRICKFERGUS,16.2,7.0,6.9,9.122,-7.1
N20002820,Knockagh_F3,CARRICKFERGUS,16.2,7.0,6.9,12.732,-3.5
N20002797,Carrick_Castle_H3,CARRICKFERGUS,16.2,7.0,6.9,12.831,-3.4
N20002799,Carrick_Castle_J2,CARRICKFERGUS,16.2,7.0,6.9,21.315,5.1
N20002801,Carrick_Castle_J4,CARRICKFERGUS,16.2,7.0,6.9,14.486,-1.7
N20002823,Knockagh_F5,CARRICKFERGUS,16.2,7.0,6.9,10.725,-5.5
N20002824,Knockagh_F6,CARRICKFERGUS,16.2,7.0,6.9,16.942,0.7
N20000121,Ballyclare_F5,NEWTOWNABBEY,18.0,8.6,13.0,7.649,-10.4
N20000135,Three_Mile_Water_D2,NEWTOWNABBEY,18.0,8.6,13.0,17.625,-0.4
N20000144,Three_Mile_Water_D4,NEWTOWNABBEY,18.0,8.6,13.0,13.351,-4.6
N20000151,Three_Mile_Water_H2,NEWTOWNABBEY,18.0,8.6,13.0,13.607,-4.4
N20000148,Three_Mile_Water_H1,NEWTOWNABBEY,18.0,8.6,13.0,12.903,-5.1
N20000136,Three_Mile_Water_D3,NEWTOWNABBEY,18.0,8.6,13.0,9.128,-8.9
N20000142,Three_Mile_Water_F1,NEWTOWNABBEY,18.0,8.6,13.0,4.011,-14.0
N20000145,Three_Mile_Water_F2,NEWTOWNABBEY,18.0,8.6,13.0,4.615,-13.4
N20000147,Three_Mile_Water_F3,NEWTOWNABBEY,18.0,8.6,13.0,7.555,-10.4
N20000139,Three_Mile_Water_B3,NEWTOWNABBEY,18.0,8.6,13.0,7.792,-10.2
N20000137,Three_Mile_Water_B2,NEWTOWNABBEY,18.0,8.6,13.0,5.921,-12.1
N20000138,Three_Mile_Water_K1,NEWTOWNABBEY,18.0,8.6,13.0,5.03,-13.0
N20000146,Three_Mile_Water_J1,NEWTOWNABBEY,18.0,8.6,13.0,5.5,-12.5
N20000128,Three_Mile_Water_C2,NEWTOWNABBEY,18.0,8.6,13.0,16.12,-1.9
N20000133,Three_Mile_Water_C3,NEWTOWNABBEY,18.0,8.6,13.0,13.784,-4.2
N20000126,Three_Mile_Water_C1,NEWTOWNABBEY,18.0,8.6,13.0,15.41,-2.6
N20000125,Three_Mile_Water_B1,NEWTOWNABBEY,18.0,8.6,13.0,6.576,-11.4
N20002825,Knockagh_G1,CARRICKFERGUS,16.2,7.0,6.9,12.796,-3.4
N20002828,Knockagh_H1,CARRICKFERGUS,16.2,7.0,6.9,12.234,-4.0
N20002827,Knockagh_G3,CARRICKFERGUS,16.2,7.0,6.9,13.251,-2.9
N20002826,Knockagh_G2,CARRICKFERGUS,16.2,7.0,6.9,8.666,-7.5
N20002832,Knockagh_G4,CARRICKFERGUS,16.2,7.0,6.9,13.271,-2.9
N20002833,Knockagh_H4,CARRICKFERGUS,16.2,7.0,6.9,7.692,-8.5
N20002829,Knockagh_H2,CARRICKFERGUS,16.2,7.0,6.9,6.572,-9.6
N20002831,Knockagh_H3,CARRICKFERGUS,16.2,7.0,6.9,10.611,-5.6
N20002834,Knockagh_H5,CARRICKFERGUS,16.2,7.0,6.9,7.163,-9.0
N20002835,Knockagh_J2,CARRICKFERGUS,16.2,7.0,6.9,12.48,-3.7
N20002836,Knockagh_J3,CARRICKFERGUS,16.2,7.0,6.9,22.222,6.0
N20000140,Three_Mile_Water_G1,CARRICKFERGUS,16.2,7.0,6.9,28.095,11.9
N20000132,Three_Mile_Water_E1,NEWTOWNABBEY,18.0,8.6,13.0,23.549,5.5
N20000134,Three_Mile_Water_E2,NEWTOWNABBEY,18.0,8.6,13.0,26.883,8.9
N20000143,Three_Mile_Water_E3,NEWTOWNABBEY,18.0,8.6,13.0,22.24,4.2
N20000149,Three_Mile_Water_E4,NEWTOWNABBEY,18.0,8.6,13.0,20.0,2.0
N20000160,Three_Mile_Water_G4,NEWTOWNABBEY,18.0,8.6,13.0,28.297,10.3
N20000169,Macedon_B3,NEWTOWNABBEY,18.0,8.6,13.0,60.839,42.8
N20000167,Macedon_B2,NEWTOWNABBEY,18.0,8.6,13.0,23.779,5.8
N20000166,Macedon_B1,NEWTOWNABBEY,18.0,8.6,13.0,23.155,5.2
N20000162,Three_Mile_Water_G5,NEWTOWNABBEY,18.0,8.6,13.0,18.558,0.6
N20000158,Three_Mile_Water_G3,NEWTOWNABBEY,18.0,8.6,13.0,18.412,0.4
N20000152,Three_Mile_Water_G2,NEWTOWNABBEY,18.0,8.6,13.0,27.989,10.0
N20000177,Macedon_B5,NEWTOWNABBEY,18.0,8.6,13.0,47.592,29.6
N20000172,Macedon_B4,NEWTOWNABBEY,18.0,8.6,13.0,39.866,21.9
N20000178,Macedon_E1,NEWTOWNABBEY,18.0,8.6,13.0,53.196,35.2
N20000186,Macedon_H1,NEWTOWNABBEY,18.0,8.6,13.0,31.034,13.0
N20000185,Macedon_E3,NEWTOWNABBEY,18.0,8.6,13.0,9.091,-8.9
N20000179,Macedon_E2,NEWTOWNABBEY,18.0,8.6,13.0,14.044,-4.0
N20000183,Macedon_F2,NEWTOWNABBEY,18.0,8.6,13.0,4.965,-13.0
N20000184,Macedon_F3,NEWTOWNABBEY,18.0,8.6,13.0,3.365,-14.6
N20000182,Macedon_D3,NEWTOWNABBEY,18.0,8.6,13.0,3.676,-14.3
N20000181,Macedon_F1,NEWTOWNABBEY,18.0,8.6,13.0,6.494,-11.5
N20000174,Macedon_D1,NEWTOWNABBEY,18.0,8.6,13.0,2.899,-15.1
N20000176,Macedon_C5,NEWTOWNABBEY,18.0,8.6,13.0,8.738,-9.3
N20000175,Macedon_C4,NEWTOWNABBEY,18.0,8.6,13.0,23.529,5.5
N20000171,Macedon_C3,NEWTOWNABBEY,18.0,8.6,13.0,15.536,-2.5
N20000163,Three_Mile_Water_K4,NEWTOWNABBEY,18.0,8.6,13.0,20.638,2.6
N20000168,Macedon_C1,NEWTOWNABBEY,18.0,8.6,13.0,6.512,-11.5
N20000170,Macedon_C2,NEWTOWNABBEY,18.0,8.6,13.0,6.765,-11.2
N20000159,Three_Mile_Water_J4,NEWTOWNABBEY,18.0,8.6,13.0,2.597,-15.4
N20000150,Three_Mile_Water_J2,NEWTOWNABBEY,18.0,8.6,13.0,1.881,-16.1
N20000155,Three_Mile_Water_J3,NEWTOWNABBEY,18.0,8.6,13.0,4.789,-13.2
N20000161,Three_Mile_Water_K3,NEWTOWNABBEY,18.0,8.6,13.0,27.239,9.2
N20000153,Three_Mile_Water_K2,NEWTOWNABBEY,18.0,8.6,13.0,2.747,-15.3
N20000165,Macedon_A2,NEWTOWNABBEY,18.0,8.6,13.0,8.913,-9.1
N20000154,Three_Mile_Water_F4,NEWTOWNABBEY,18.0,8.6,13.0,3.053,-14.9
N20000156,Three_Mile_Water_H3,NEWTOWNABBEY,18.0,8.6,13.0,14.243,-3.8
N20000157,Three_Mile_Water_H4,NEWTOWNABBEY,18.0,8.6,13.0,16.296,-1.7
N20000164,Macedon_A1,NEWTOWNABBEY,18.0,8.6,13.0,28.947,10.9
N20000173,Macedon_A3,NEWTOWNABBEY,18.0,8.6,13.0,45.383,27.4
N20000180,Macedon_D2,NEWTOWNABBEY,18.0,8.6,13.0,1.867,-16.1
N20000244,Glengormley_Urban_J2,NEWTOWNABBEY,18.0,8.6,13.0,77.023,59.0
N20000245,Glengormley_Urban_J3,NEWTOWNABBEY,18.0,8.6,13.0,89.196,71.2
N20000249,Glengormley_Urban_J4,NEWTOWNABBEY,18.0,8.6,13.0,84.419,66.4
N20000246,Glengormley_Urban_K1,NEWTOWNABBEY,18.0,8.6,13.0,79.926,61.9
N20000240,Glengormley_Urban_F4,NEWTOWNABBEY,18.0,8.6,13.0,54.31,36.3
N20000243,Glengormley_Urban_J1,NEWTOWNABBEY,18.0,8.6,13.0,72.034,54.0
N20000238,Glengormley_Urban_F3,NEWTOWNABBEY,18.0,8.6,13.0,67.808,49.8
N20000231,Glengormley_Urban_F1,NEWTOWNABBEY,18.0,8.6,13.0,46.516,28.5
N20000233,Glengormley_Urban_F2,NEWTOWNABBEY,18.0,8.6,13.0,54.071,36.1
N20000230,Glengormley_Urban_D4,NEWTOWNABBEY,18.0,8.6,13.0,29.885,11.9
N20000237,Glengormley_Urban_H2,NEWTOWNABBEY,18.0,8.6,13.0,32.289,14.3
N20000236,Glengormley_Urban_H1,NEWTOWNABBEY,18.0,8.6,13.0,38.636,20.6
N20000232,Glengormley_Urban_G1,NEWTOWNABBEY,18.0,8.6,13.0,51.582,33.6
N20000235,Glengormley_Urban_G3,NEWTOWNABBEY,18.0,8.6,13.0,46.721,28.7
N20000241,Glengormley_Urban_G5,NEWTOWNABBEY,18.0,8.6,13.0,28.179,10.2
N20000242,Glengormley_Urban_H3,NEWTOWNABBEY,18.0,8.6,13.0,23.725,5.7
N20000247,Glengormley_Urban_K2,NEWTOWNABBEY,18.0,8.6,13.0,71.335,53.3
N20000248,Glengormley_Urban_L1,NEWTOWNABBEY,18.0,8.6,13.0,27.675,9.7
N20000273,Airport_E3,NEWTOWNABBEY,18.0,8.6,13.0,80.446,62.4
N20000276,Airport_E5,NEWTOWNABBEY,18.0,8.6,13.0,68.5,50.5
N20000270,Airport_E1,NEWTOWNABBEY,18.0,8.6,13.0,70.571,52.6
N20000239,Glengormley_Urban_G4,NEWTOWNABBEY,18.0,8.6,13.0,44.708,26.7
N20000234,Glengormley_Urban_G2,NEWTOWNABBEY,18.0,8.6,13.0,54.739,36.7
N20000227,Glengormley_Urban_C4,NEWTOWNABBEY,18.0,8.6,13.0,34.356,16.4
N20000267,Airport_D2,NEWTOWNABBEY,18.0,8.6,13.0,62.546,44.5
N20000219,Glengormley_Urban_C3,NEWTOWNABBEY,18.0,8.6,13.0,46.399,28.4
N20000215,Glengormley_Urban_C2,NEWTOWNABBEY,18.0,8.6,13.0,24.297,6.3
N20000217,Glengormley_Urban_A3,NEWTOWNABBEY,18.0,8.6,13.0,16.835,-1.2
N20000218,Glengormley_Urban_B3,NEWTOWNABBEY,18.0,8.6,13.0,17.747,-0.3
N20000222,Glengormley_Urban_E1,NEWTOWNABBEY,18.0,8.6,13.0,20.332,2.3
N20000225,Glengormley_Urban_E2,NEWTOWNABBEY,18.0,8.6,13.0,11.613,-6.4
N20000228,Glengormley_Urban_E3,NEWTOWNABBEY,18.0,8.6,13.0,15.258,-2.7
N20000229,Glengormley_Urban_E4,NEWTOWNABBEY,18.0,8.6,13.0,12.771,-5.2
N20000221,Glengormley_Urban_D1,NEWTOWNABBEY,18.0,8.6,13.0,16.794,-1.2
N20000223,Glengormley_Urban_D2,NEWTOWNABBEY,18.0,8.6,13.0,27.699,9.7
N20000226,Glengormley_Urban_D3,NEWTOWNABBEY,18.0,8.6,13.0,28.099,10.1
N20000224,Glengormley_Urban_B5,NEWTOWNABBEY,18.0,8.6,13.0,37.961,20.0
N20000220,Glengormley_Urban_B4,NEWTOWNABBEY,18.0,8.6,13.0,19.816,1.8
N20000216,Glengormley_Urban_B2,NEWTOWNABBEY,18.0,8.6,13.0,12.857,-5.1
N20000214,Glengormley_Urban_B1,NEWTOWNABBEY,18.0,8.6,13.0,10.559,-7.4
N20000213,Glengormley_Urban_A2,NEWTOWNABBEY,18.0,8.6,13.0,9.207,-8.8
N20000212,Glengormley_Urban_A1,NEWTOWNABBEY,18.0,8.6,13.0,5.058,-12.9
N20000141,Three_Mile_Water_A5,NEWTOWNABBEY,18.0,8.6,13.0,18.234,0.2
N20000129,Three_Mile_Water_A3,NEWTOWNABBEY,18.0,8.6,13.0,6.538,-11.5
N20000127,Three_Mile_Water_A2,NEWTOWNABBEY,18.0,8.6,13.0,3.627,-14.4
N20000131,Three_Mile_Water_A4,NEWTOWNABBEY,18.0,8.6,13.0,5.897,-12.1
N20000130,Three_Mile_Water_D1,NEWTOWNABBEY,18.0,8.6,13.0,7.651,-10.3
N20000211,Glengormley_Urban_C1,NEWTOWNABBEY,18.0,8.6,13.0,29.431,11.4
N20000262,Airport_C2,NEWTOWNABBEY,18.0,8.6,13.0,16.129,-1.9
N20000266,Airport_C3,NEWTOWNABBEY,18.0,8.6,13.0,17.553,-0.4
N20000265,Airport_D1,NEWTOWNABBEY,18.0,8.6,13.0,36.499,18.5
N20000269,Airport_D3,NEWTOWNABBEY,18.0,8.6,13.0,18.702,0.7
N20000271,Airport_D4,NEWTOWNABBEY,18.0,8.6,13.0,59.136,41.1
N20000272,Airport_E2,NEWTOWNABBEY,18.0,8.6,13.0,65.145,47.1
N20000275,Airport_E4,NEWTOWNABBEY,18.0,8.6,13.0,60.896,42.9
N20000261,Airport_C1,ANTRIM,31.1,22.4,31.7,9.854,-21.2
N20000259,Airport_A2,ANTRIM,31.1,22.4,31.7,12.415,-18.7
N20000257,Airport_A1,ANTRIM,31.1,22.4,31.7,18.241,-12.9
N20000260,Airport_A3,ANTRIM,31.1,22.4,31.7,16.487,-14.6
N20000031,Dunsilly_B6,ANTRIM,31.1,22.4,31.7,5.838,-25.3
N20000026,Dunsilly_B4,ANTRIM,31.1,22.4,31.7,4.152,-26.9
N20000119,Ballyclare_G4,NEWTOWNABBEY,18.0,8.6,13.0,3.323,-14.7
N20000118,Ballyclare_G3,NEWTOWNABBEY,18.0,8.6,13.0,2.632,-15.4
N20000116,Ballyclare_G1,NEWTOWNABBEY,18.0,8.6,13.0,8.065,-9.9
N20000117,Ballyclare_G2,NEWTOWNABBEY,18.0,8.6,13.0,3.499,-14.5
N20000114,Ballyclare_E4,NEWTOWNABBEY,18.0,8.6,13.0,3.417,-14.6
N20000112,Ballyclare_C6,NEWTOWNABBEY,18.0,8.6,13.0,6.502,-11.5
N20000113,Ballyclare_D6,NEWTOWNABBEY,18.0,8.6,13.0,5.955,-12.0
N20000115,Ballyclare_E5,NEWTOWNABBEY,18.0,8.6,13.0,5.089,-12.9
N20000120,Ballyclare_H1,NEWTOWNABBEY,18.0,8.6,13.0,3.722,-14.3
N20000122,Ballyclare_H2,NEWTOWNABBEY,18.0,8.6,13.0,4.782,-13.2
N20000123,Ballyclare_H3,NEWTOWNABBEY,18.0,8.6,13.0,5.544,-12.5
N20000124,Three_Mile_Water_A1,NEWTOWNABBEY,18.0,8.6,13.0,9.607,-8.4
N20000106,Ballyclare_D4,NEWTOWNABBEY,18.0,8.6,13.0,7.506,-10.5
N20000101,Ballyclare_D2,NEWTOWNABBEY,18.0,8.6,13.0,2.808,-15.2
N20000100,Ballyclare_F4,NEWTOWNABBEY,18.0,8.6,13.0,4.397,-13.6
N20000086,Ballyclare_F1,NEWTOWNABBEY,18.0,8.6,13.0,2.782,-15.2
N20000087,Ballyclare_A1,NEWTOWNABBEY,18.0,8.6,13.0,4.017,-14.0
N20000094,Ballyclare_B4,NEWTOWNABBEY,18.0,8.6,13.0,4.45,-13.6
N20000092,Ballyclare_B2,NEWTOWNABBEY,18.0,8.6,13.0,6.608,-11.4
N20000093,Ballyclare_B3,NEWTOWNABBEY,18.0,8.6,13.0,2.457,-15.5
N20000090,Ballyclare_B1,NEWTOWNABBEY,18.0,8.6,13.0,6.227,-11.8
N20000097,Ballyclare_B5,NEWTOWNABBEY,18.0,8.6,13.0,4.355,-13.6
N20000103,Ballyclare_C2,NEWTOWNABBEY,18.0,8.6,13.0,6.516,-11.5
N20000095,Ballyclare_C1,NEWTOWNABBEY,18.0,8.6,13.0,7.053,-10.9
N20000098,Ballyclare_D1,NEWTOWNABBEY,18.0,8.6,13.0,3.133,-14.9
N20000102,Ballyclare_D3,NEWTOWNABBEY,18.0,8.6,13.0,8.475,-9.5
N20000107,Ballyclare_D5,NEWTOWNABBEY,18.0,8.6,13.0,11.5,-6.5
N20000108,Ballyclare_C5,NEWTOWNABBEY,18.0,8.6,13.0,6.609,-11.4
N20000105,Ballyclare_C4,NEWTOWNABBEY,18.0,8.6,13.0,7.371,-10.6
N20000111,Ballyclare_E3,NEWTOWNABBEY,18.0,8.6,13.0,3.405,-14.6
N20000109,Ballyclare_E1,NEWTOWNABBEY,18.0,8.6,13.0,3.623,-14.4
N20000110,Ballyclare_E2,NEWTOWNABBEY,18.0,8.6,13.0,3.026,-15.0
N20000104,Ballyclare_C3,NEWTOWNABBEY,18.0,8.6,13.0,4.128,-13.9
N20000096,Ballyclare_A3,NEWTOWNABBEY,18.0,8.6,13.0,3.436,-14.6
N20000099,Ballyclare_A4,NEWTOWNABBEY,18.0,8.6,13.0,2.814,-15.2
N20000091,Ballyclare_A2,NEWTOWNABBEY,18.0,8.6,13.0,2.358,-15.6
N20000005,Dunsilly_B2,ANTRIM,31.1,22.4,31.7,6.657,-24.4
N20000002,Dunsilly_B1,NEWTOWNABBEY,18.0,8.6,13.0,3.625,-14.4
N20002679,Braid_F5,BALLYMENA,17.7,15.5,18.3,2.935,-14.8
N20002742,Larne_Lough_D1,LARNE,26.8,19.7,22.1,8.865,-17.9
N20002746,Larne_Lough_D3,LARNE,26.8,19.7,22.1,2.699,-24.1
N20000088,Ballyclare_F2,NEWTOWNABBEY,18.0,8.6,13.0,2.469,-15.5
N20000089,Ballyclare_F3,NEWTOWNABBEY,18.0,8.6,13.0,6.029,-12.0
N20002802,Knockagh_A1,CARRICKFERGUS,16.2,7.0,6.9,2.41,-13.8
N20002763,Carrick_Castle_A1,CARRICKFERGUS,16.2,7.0,6.9,6.488,-9.7
N20002747,Larne_Lough_F3,LARNE,26.8,19.7,22.1,4.455,-22.3
N20002744,Larne_Lough_D2,LARNE,26.8,19.7,22.1,6.87,-19.9
N20002741,Larne_Lough_F1,LARNE,26.8,19.7,22.1,3.814,-23.0
N20002745,Larne_Lough_F2,LARNE,26.8,19.7,22.1,4.571,-22.2
N20002735,Larne_Lough_B5,LARNE,26.8,19.7,22.1,21.484,-5.3
N20002738,Larne_Lough_C5,LARNE,26.8,19.7,22.1,21.749,-5.1
N20002733,Larne_Lough_C3,LARNE,26.8,19.7,22.1,29.385,2.6
N20002737,Larne_Lough_C4,LARNE,26.8,19.7,22.1,25.972,-0.8
N20002736,Larne_Lough_B6,LARNE,26.8,19.7,22.1,15.979,-10.8
N20002732,Larne_Lough_B3,LARNE,26.8,19.7,22.1,20.286,-6.5
N20002734,Larne_Lough_B4,LARNE,26.8,19.7,22.1,16.901,-9.9
N20002729,Larne_Lough_B2,LARNE,26.8,19.7,22.1,25.828,-1.0
N20002724,Coast_Road_J5,LARNE,26.8,19.7,22.1,27.532,0.7
N20002721,Coast_Road_J3,LARNE,26.8,19.7,22.1,44.279,17.5
N20002720,Coast_Road_J2,LARNE,26.8,19.7,22.1,44.146,17.3
N20002715,Coast_Road_E5,LARNE,26.8,19.7,22.1,32.742,5.9
N20002713,Coast_Road_J1,LARNE,26.8,19.7,22.1,21.018,-5.8
N20002712,Coast_Road_H3,LARNE,26.8,19.7,22.1,20.132,-6.7
N20002711,Coast_Road_H2,LARNE,26.8,19.7,22.1,26.166,-0.6
N20002719,Coast_Road_H4,LARNE,26.8,19.7,22.1,15.402,-11.4
N20002723,Coast_Road_H5,LARNE,26.8,19.7,22.1,12.972,-13.8
N20002722,Coast_Road_J4,LARNE,26.8,19.7,22.1,17.073,-9.7
N20002731,Larne_Lough_C2,LARNE,26.8,19.7,22.1,19.896,-6.9
N20002730,Larne_Lough_C1,LARNE,26.8,19.7,22.1,19.501,-7.3
N20002716,Coast_Road_F5,LARNE,26.8,19.7,22.1,22.927,-3.9
N20002710,Coast_Road_H1,LARNE,26.8,19.7,22.1,17.228,-9.6
N20002704,Coast_Road_E3,LARNE,26.8,19.7,22.1,15.21,-11.6
N20002706,Coast_Road_F4,LARNE,26.8,19.7,22.1,27.986,1.2
N20002705,Coast_Road_F3,LARNE,26.8,19.7,22.1,20.75,-6.1
N20002700,Coast_Road_F2,LARNE,26.8,19.7,22.1,27.512,0.7
N20002699,Coast_Road_F1,LARNE,26.8,19.7,22.1,24.713,-2.1
N20002702,Coast_Road_E1,LARNE,26.8,19.7,22.1,17.822,-9.0
N20002708,Coast_Road_E4,LARNE,26.8,19.7,22.1,17.379,-9.4
N20002703,Coast_Road_E2,LARNE,26.8,19.7,22.1,26.506,-0.3
N20002697,Coast_Road_D3,LARNE,26.8,19.7,22.1,34.305,7.5
N20002698,Coast_Road_D4,LARNE,26.8,19.7,22.1,42.762,16.0
N20002709,Coast_Road_G2,LARNE,26.8,19.7,22.1,7.283,-19.5
N20002701,Coast_Road_D5,LARNE,26.8,19.7,22.1,35.31,8.5
N20002707,Coast_Road_G1,LARNE,26.8,19.7,22.1,14.888,-11.9
N20002714,Coast_Road_G3,LARNE,26.8,19.7,22.1,17.676,-9.1
N20002725,Larne_Lough_A1,LARNE,26.8,19.7,22.1,18.657,-8.1
N20002718,Coast_Road_G4,LARNE,26.8,19.7,22.1,35.147,8.3
N20002717,Coast_Road_E6,LARNE,26.8,19.7,22.1,35.395,8.6
N20002727,Larne_Lough_B1,LARNE,26.8,19.7,22.1,32.168,5.4
N20002728,Larne_Lough_A3,LARNE,26.8,19.7,22.1,28.502,1.7
N20002726,Larne_Lough_A2,LARNE,26.8,19.7,22.1,28.86,2.1
N20002693,Coast_Road_C3,LARNE,26.8,19.7,22.1,22.157,-4.6
N20002695,Coast_Road_D1,LARNE,26.8,19.7,22.1,26.739,-0.1
N20002696,Coast_Road_D2,LARNE,26.8,19.7,22.1,34.524,7.7
N20002694,Coast_Road_C4,LARNE,26.8,19.7,22.1,29.767,3.0
N20002692,Coast_Road_C2,LARNE,26.8,19.7,22.1,33.051,6.3
N20002740,Larne_Lough_C6,LARNE,26.8,19.7,22.1,10.316,-16.5
N20002668,Braid_F3,BALLYMENA,17.7,15.5,18.3,12.259,-5.4
N20002662,Braid_F1,BALLYMENA,17.7,15.5,18.3,8.055,-9.6
N20002690,Coast_Road_B3,LARNE,26.8,19.7,22.1,52.038,25.2
