SA2011,lgd1993
N00002806,DUNGANNON
N00002805,DUNGANNON
N00002803,DUNGANNON
N00002802,DUNGANNON
N00002826,DUNGANNON
N00002828,DUNGANNON
N00002827,DUNGANNON
N00002804,DUNGANNON
N00002800,DUNGANNON
N00002840,DUNGANNON
N00002876,DUNGANNON
N00002877,DUNGANNON
N00002875,DUNGANNON
N00002839,DUNGANNON
N00002838,DUNGANNON
N00004419,OMAGH
N00004418,OMAGH
N00004417,OMAGH
N00004392,OMAGH
N00004394,OMAGH
N00004396,OMAGH
N00004391,OMAGH
N00004395,OMAGH
N00004393,OMAGH
N00004367,OMAGH
N00004443,OMAGH
N00004442,OMAGH
N00003063,FERMANAGH
N00003064,FERMANAGH
N00002878,DUNGANNON
N00002942,FERMANAGH
N00002939,FERMANAGH
N00003066,FERMANAGH
N00003065,FERMANAGH
N00003062,FERMANAGH
N00003025,FERMANAGH
N00003028,FERMANAGH
N00002938,FERMANAGH
N00002941,FERMANAGH
N00002937,FERMANAGH
N00002978,FERMANAGH
N00003030,FERMANAGH
N00003029,FERMANAGH
N00003026,FERMANAGH
N00003021,FERMANAGH
N00003019,FERMANAGH
N00003020,FERMANAGH
N00003018,FERMANAGH
N00003022,FERMANAGH
N00003023,FERMANAGH
N00003024,FERMANAGH
N00002975,FERMANAGH
N00002977,FERMANAGH
N00002976,FERMANAGH
N00003034,FERMANAGH
N00003036,FERMANAGH
N00002974,FERMANAGH
N00002973,FERMANAGH
N00003050,FERMANAGH
N00003048,FERMANAGH
N00003035,FERMANAGH
N00003052,FERMANAGH
N00003047,FERMANAGH
N00003049,FERMANAGH
N00003051,FERMANAGH
N00002940,FERMANAGH
N00000414,ARMAGH
N00000412,ARMAGH
N00000411,ARMAGH
N00000413,ARMAGH
N00003032,FERMANAGH
N00003038,FERMANAGH
N00003037,FERMANAGH
N00003033,FERMANAGH
N00002965,FERMANAGH
N00002960,FERMANAGH
N00002966,FERMANAGH
N00002962,FERMANAGH
N00002964,FERMANAGH
N00002963,FERMANAGH
N00002988,FERMANAGH
N00002961,FERMANAGH
N00002992,FERMANAGH
N00003031,FERMANAGH
N00003027,FERMANAGH
N00003012,FERMANAGH
N00003011,FERMANAGH
N00003009,FERMANAGH
N00003008,FERMANAGH
N00003010,FERMANAGH
N00003007,FERMANAGH
N00002952,FERMANAGH
N00002949,FERMANAGH
N00002951,FERMANAGH
N00002950,FERMANAGH
N00002953,FERMANAGH
N00003040,FERMANAGH
N00003044,FERMANAGH
N00003054,FERMANAGH
N00003060,FERMANAGH
N00003053,FERMANAGH
N00003055,FERMANAGH
N00003058,FERMANAGH
N00003056,FERMANAGH
N00002931,FERMANAGH
N00002989,FERMANAGH
N00002930,FERMANAGH
N00002932,FERMANAGH
N00003057,FERMANAGH
N00002933,FERMANAGH
N00002936,FERMANAGH
N00002990,FERMANAGH
N00002987,FERMANAGH
N00002991,FERMANAGH
N00002920,FERMANAGH
N00002935,FERMANAGH
N00002919,FERMANAGH
