SA2011,OA_CODE_dominant,OA_CODE_point
N00001644,95HH010004,95HH010004
N00001645,95HH010006,95HH010006
N00001646,95HH010007,95HH010007
N00001647,95HH020001,95HH020001
N00001648,95HH020002,95HH020002
N00001649,95HH020007,95HH020007
N00001650,95HH020008,95HH020008
N00001651,95HH020003,95HH020003
N00001652,95HH020004,95HH020004
N00001653,95HH020005,95HH020005
N00001654,95HH020006,95HH020006
N00001655,95HH030001,95HH030001
N00001656,95HH030002,95HH030002
N00001657,95HH030003,95HH030003
N00001658,95HH030004,95HH030004
N00001659,95HH030005,95HH030005
N00001660,95HH030006,95HH030006
N00001661,95HH040003,95HH040003
N00001662,95HH040005,95HH040005
N00001663,95HH040006,95HH040006
N00001664,95HH040007,95HH040007
N00001665,95HH040008,95HH040008
N00001666,95HH040001,95HH040001
N00001667,95HH040002,95HH040002
N00001668,95HH040004,95HH040004
N00001669,95HH040009,95HH040001
N00001670,95HH050001,95HH050001
N00001671,95HH050002,95HH050002
N00001672,95HH050003,95HH050003
N00001673,95HH050004,95HH050004
N00001674,95HH050005,95HH050005
N00001675,95HH050006,95HH050006
N00001676,95HH050007,95HH050007
N00001677,95HH060001,95HH060001
N00001678,95HH060004,95HH060004
N00001679,95HH060006,95HH060006
N00001680,95HH060007,95HH060007
N00001681,95HH060010,95HH060010
N00001682,95HH060002,95HH060002
N00001683,95HH060003,95HH060003
N00001684,95HH060005,95HH060005
N00001685,95HH060008,95HH060008
N00001686,95HH060009,95HH060009
N00001687,95HH060011,95HH060011
N00001688,95HH070001,95HH070001
N00001689,95HH070002,95HH070002
N00001690,95HH070003,95HH070003
N00001691,95HH070004,95HH100003
N00001692,95HH070005,95HH070005
N00001693,95HH080001,95HH080001
N00001694,95HH080002,95HH080002
N00001695,95HH080003,95HH080003
N00001696,95HH080004,95HH080004
N00001697,95HH080005,95HH080005
N00001698,95HH080006,95HH080006
N00001699,95HH080007,95HH080007
N00001700,95HH080008,95HH080008
N00001701,95HH090001,95HH090001
N00001702,95HH090002,95HH090002
N00001703,95HH090003,95HH090004
N00001704,95HH090006,95HH090009
N00001705,95HH090007,95HH090007
N00001706,95HH100001,95HH100001
N00001707,95HH100002,95HH100002
N00001708,95HH100003,95HH100003
N00001709,95HH100004,95HH100004
N00001710,95HH100005,95HH100005
N00001711,95HH100006,95HH100006
N00001712,95HH110001,95HH110001
N00001713,95HH110002,95HH110002
N00001714,95HH110005,95HH110005
N00001715,95HH110004,95HH110004
N00001716,95HH120001,95HH120001
N00001717,95HH120002,95HH120002
N00001718,95HH120003,95HH120003
N00001719,95HH120004,95HH120004
N00001720,95HH120005,95HH120005
N00001721,95HH130001,95HH130002
N00001722,95HH130002,95HH130002
N00001723,95HH130003,95HH130003
N00001724,95HH130004,95HH130004
N00001725,95HH130005,95HH130005
N00001726,95HH140001,95HH140001
N00001727,95HH140002,95HH140002
N00001728,95HH140003,95HH140003
N00001729,95HH140004,95HH140004
N00001730,95HH140005,95HH140005
N00001731,95HH140006,95HH140006
N00001732,95HH150001,95HH150001
N00001733,95HH150003,95HH150003
N00001734,95HH150004,95HH150004
N00001735,95HH150005,95HH150005
N00001736,95HH150006,95HH150006
N00001737,95HH150007,95HH150007
N00001738,95HH160001,95HH160001
N00001739,95HH160002,95HH160002
N00001740,95HH160003,95HH160003
N00001741,95HH160005,95HH160005
N00001742,95HH160006,95HH160006
N00001743,95HH160007,95HH160005
N00001744,95HH170001,95HH170001
N00001745,95HH170002,95HH170002
N00001746,95HH170003,95HH170003
N00001747,95HH170004,95HH170004
N00001748,95HH170006,95HH170006
N00001749,95HH170007,95HH170007
N00001750,95II010003,95II010003
N00001751,95II010004,95II010004
N00001752,95II010006,95II010006
N00001753,95II010007,95II010007
N00001754,95II010008,95II010008
N00001755,95II010001,95II010001
N00001756,95II010002,95II010002
N00001757,95II010005,95II010005
N00001758,95II010009,95II010009
N00001759,95II010010,95II010010
N00001760,95II020015,95II020015
N00001761,95II020010,95II020010
N00001762,95II020001,95II020001
N00001763,95II020002,95II020004
N00001764,95II020003,95II020003
N00001765,95II020014,95II020014
N00001766,95II020007,95II020007
N00001767,95II030004,95II030004
N00001768,95II030006,95II030006
N00001769,95II030007,95II030007
N00001770,95II030009,95II030009
N00001771,95II030010,95II030010
N00001772,95II030001,95II030001
N00001773,95II030002,95II030002
N00001774,95II030003,95II030003
N00001775,95II030005,95II030005
N00001776,95II030008,95II030008
N00001777,95II030011,95II030011
N00001778,95II040002,95II040002
N00001779,95II040004,95II040004
N00001780,95II040009,95II040009
N00001781,95II040010,95II040010
N00001782,95II040011,95II040011
N00001783,95II040012,95II040012
N00001784,95II040001,95II040001
N00001785,95II040003,95II040003
N00001786,95II040005,95II040005
N00001787,95II040006,95II040006
N00001788,95II040007,95II040007
N00001789,95II040008,95II040008
N00001790,95II050006,95II050006
N00001791,95II050007,95II050007
N00001792,95II050008,95II050008
N00001793,95II050009,95II050009
N00001794,95II050002,95II050001
N00001795,95II050004,95II050004
N00001796,95II050005,95II050005
N00001797,95II050010,95II050010
N00001798,95II060001,95II060001
N00001799,95II060003,95II060003
N00001800,95II060004,95II060004
N00001801,95II060009,95II060009
N00001802,95II060002,95II060002
N00001803,95II060005,95II060005
N00001804,95II060006,95II060006
N00001805,95II060007,95II060007
N00001806,95II070001,95II070001
N00001807,95II070002,95II070002
N00001808,95II070003,95II070003
N00001809,95II070004,95II070004
N00001810,95II070005,95II070005
N00001811,95II070006,95II070006
N00001812,95II070009,95II070009
N00001813,95II070008,95II070008
N00001814,95II080003,95II080003
N00001815,95II080004,95II080004
N00001816,95II080005,95II080007
N00001817,95II080006,95II080006
N00001818,95II080008,95II080008
N00001819,95II080009,95II080009
N00001820,95II090001,95II090001
N00001821,95II090002,95II090002
N00001822,95II090005,95II090005
N00001823,95II090006,95II090006
N00001824,95II090007,95II090007
N00001825,95II090003,95II090003
N00001826,95II090008,95II090008
N00001827,95II090009,95II090009
N00001828,95II090010,95II090010
N00001829,95II090011,95II090011
N00001830,95II100001,95II100001
N00001831,95II100002,95II100002
N00001832,95II100003,95II100003
N00001833,95II100004,95II100004
N00001834,95II100005,95II100005
N00001835,95II100006,95II100006
N00001836,95II100007,95II100007
N00001837,95II100008,95II100008
N00001838,95II100009,95II100009
N00001839,95II110001,95II110001
N00001840,95II110002,95II110002
N00001841,95II110003,95II110003
N00001842,95II110004,95II110004
N00001843,95II110005,95II110005
N00001844,95II110006,95II110006
N00001845,95II110007,95II110007
N00001846,95II110008,95II110008
N00001847,95II120001,95II120001
N00001848,95II120002,95II120002
N00001849,95II120003,95II120003
N00001850,95II120004,95II120004
N00001851,95II120005,95II120002
N00001852,95II120007,95II120007
N00001853,95II120008,95II120008
N00001854,95II130001,95II130001
N00001855,95II130002,95II130002
N00001856,95II130003,95II130003
N00001857,95II130004,95II130004
N00001858,95II130005,95II130006
N00001859,95II130006,95II130006
N00001860,95II130007,95II130005
N00001861,95II130008,95II130008
N00001862,95II130009,95II130009
N00001863,95II130010,95II130010
N00001864,95II140001,95II140001
N00001865,95II140002,95II140002
N00001866,95II140003,95II140003
N00001867,95II140004,95II140004
N00001868,95II140005,95II140005
N00001869,95II140006,95II140006
N00001870,95II140008,95II140008
N00001871,95II150001,95II150001
N00001872,95II150002,95II150002
N00001873,95II150004,95II150004
N00001874,95II150008,95II150008
N00001875,95II150003,95II150003
N00001876,95II150005,95II150005
N00001877,95II150006,95II150006
N00001878,95II150007,95II150007
N00001879,95II150009,95II150009
N00001880,95II160001,95II160001
N00001881,95II160004,95II160002
N00001882,95II160003,95II160003
N00001883,95II160006,95II160006
N00001884,95II160007,95II160007
N00001885,95II170001,95II170001
N00001886,95II170002,95II170002
N00001887,95II170003,95II170003
N00001888,95II170004,95II170004
N00001889,95II170005,95II170005
N00001890,95II170006,95II170007
N00001891,95II170008,95II170008
N00001892,95II170009,95II170009
N00001893,95II180001,95II180001
N00001894,95II180002,95II180005
N00001895,95II180003,95II180003
N00001896,95II180004,95II180004
N00001897,95II180006,95II180006
N00001898,95II180007,95II180007
N00001899,95II180008,95II180008
N00001900,95II190001,95II190001
N00001901,95II190002,95II190002
N00001902,95II190006,95II190006
N00001903,95II190010,95II190010
N00001904,95II190011,95II190011
N00001905,95II190003,95II190002
N00001906,95II190004,95II190004
N00001907,95II190005,95II190005
N00001908,95II190007,95II190007
N00001909,95II190008,95II190008
N00001910,95II190009,95II190009
N00001911,95II200001,95II200001
N00001912,95II200002,95II200002
N00001913,95II200003,95II200003
N00001914,95II200004,95II200004
N00001915,95II200005,95II200004
N00001916,95II200007,95II200007
N00001917,95II200008,95II200008
N00001918,95II200009,95II200008
N00001919,95II210001,95II210001
N00001920,95II210002,95II210002
N00001921,95II210003,95II210003
N00001922,95II210004,95II210004
N00001923,95II210005,95II210005
N00001924,95II210006,95II210006
N00001925,95II210007,95II210007
N00001926,95II210008,95II210007
N00001927,95II220001,95II220001
N00001928,95II220002,95II220002
N00001929,95II220003,95II220003
N00001930,95II220004,95II220004
N00001931,95II220005,95II220005
N00001932,95II220006,95II220006
N00001933,95II220007,95II220007
N00001934,95II220008,95II220008
N00001935,95II230001,95II230001
N00001936,95II230002,95II230002
N00001937,95II230003,95II230003
N00001938,95II230004,95II230004
N00001939,95II230005,95II230005
N00001940,95II230006,95II230006
N00001941,95II230007,95II230007
N00001942,95JJ010001,95JJ010001
N00001943,95JJ010002,95JJ010002
N00001944,95JJ010003,95JJ010003
N00001945,95JJ010004,95JJ010004
N00001946,95JJ010005,95JJ010005
N00001947,95JJ010006,95JJ010006
N00001948,95JJ020001,95JJ020001
N00001949,95JJ020005,95JJ020005
N00001950,95JJ020003,95JJ020003
N00001951,95JJ020004,95JJ020004
N00001952,95JJ020006,95JJ020006
N00001953,95JJ020007,95JJ020007
N00001954,95JJ020008,95JJ020008
N00001955,95JJ020009,95JJ020009
N00001956,95JJ030003,95JJ030003
N00001957,95JJ030006,95JJ030006
N00001958,95JJ030007,95JJ030007
N00001959,95JJ030008,95JJ030008
N00001960,95JJ030009,95JJ030009
N00001961,95JJ030001,95JJ030001
N00001962,95JJ030002,95JJ030002
N00001963,95JJ030004,95JJ030004
N00001964,95JJ030005,95JJ030005
N00001965,95JJ040001,95JJ040001
N00001966,95JJ040007,95JJ040007
N00001967,95JJ040008,95JJ040008
N00001968,95JJ040009,95JJ040009
N00001969,95JJ040003,95JJ040003
N00001970,95JJ040004,95JJ040004
N00001971,95JJ040005,95JJ040005
N00001972,95JJ040006,95JJ040006
N00001973,95JJ050001,95JJ050001
N00001974,95JJ050002,95JJ050002
N00001975,95JJ050003,95JJ050003
N00001976,95JJ050007,95JJ050007
N00001977,95JJ050005,95JJ050005
N00001978,95JJ050006,95JJ050006
N00001979,95JJ060001,95JJ060001
N00001980,95JJ060002,95JJ060002
N00001981,95JJ060003,95JJ060003
N00001982,95JJ060004,95JJ060004
N00001983,95JJ060005,95JJ060005
N00001984,95JJ060007,95JJ060005
N00001985,95JJ060008,95JJ060008
N00001986,95JJ070001,95JJ070001
N00001987,95JJ070002,95JJ070002
N00001988,95JJ070003,95JJ070003
N00001989,95JJ070004,95JJ070004
N00001990,95JJ070005,95JJ070005
N00001991,95JJ070006,95JJ070006
N00001992,95JJ070007,95JJ070007
N00001993,95JJ070008,95JJ070008
N00001994,95JJ080001,95JJ080001
N00001995,95JJ080002,95JJ080002
N00001996,95JJ080006,95JJ080006
N00001997,95JJ080007,95JJ080007
N00001998,95JJ080003,95JJ080003
N00001999,95JJ080004,95JJ080004
N00002000,95JJ080008,95JJ080008
N00002001,95JJ090001,95JJ090001
N00002002,95JJ090002,95JJ090002
N00002003,95JJ090003,95JJ090003
N00002004,95JJ090004,95JJ090004
N00002005,95JJ090005,95JJ090005
N00002006,95JJ090006,95JJ090006
N00002007,95JJ090007,95JJ090007
N00002008,95JJ100001,95JJ100001
N00002009,95JJ100003,95JJ100003
N00002010,95JJ100004,95JJ100004
N00002011,95JJ100005,95JJ100005
N00002012,95JJ100006,95JJ100006
N00002013,95JJ100007,95JJ100007
N00002014,95JJ110002,95JJ110002
N00002015,95JJ110004,95JJ110007
N00002016,95JJ110005,95JJ110005
N00002017,95JJ110007,95JJ110007
N00002018,95JJ110003,95JJ110010
N00002019,95JJ110006,95JJ110006
N00002020,95JJ110008,95JJ110008
N00002021,95JJ120001,95JJ120001
N00002022,95JJ120002,95JJ120002
N00002023,95JJ120003,95JJ120003
N00002024,95JJ120004,95JJ120004
N00002025,95JJ120005,95JJ120005
N00002026,95JJ120006,95JJ120006
N00002027,95JJ120007,95JJ120007
N00002028,95JJ130004,95JJ130004
N00002029,95JJ130006,95JJ130006
N00002030,95JJ130009,95JJ130009
N00002031,95JJ130002,95JJ130002
N00002032,95JJ130003,95JJ130003
N00002033,95JJ130005,95JJ130005
N00002034,95JJ130008,95JJ130008
N00002035,95JJ130010,95JJ130010
N00002036,95JJ140001,95JJ140001
N00002037,95JJ140002,95JJ140002
N00002038,95JJ140003,95JJ140003
N00002039,95JJ140004,95JJ140004
N00002040,95JJ140005,95JJ140005
N00002041,95JJ140006,95JJ140006
N00002042,95JJ150001,95JJ150001
N00002043,95JJ150002,95JJ150002
N00002044,95JJ150005,95JJ150005
N00002045,95JJ150004,95JJ150004
N00002046,95JJ150006,95JJ150006
N00002047,95JJ160001,95JJ160001
N00002048,95JJ160002,95JJ160002
N00002049,95JJ160003,95JJ160003
N00002050,95JJ160004,95JJ160004
N00002051,95JJ160005,95JJ160005
N00002052,95JJ160006,95JJ160006
N00002053,95JJ160008,95JJ160008
N00002054,95JJ170001,95JJ170001
N00002055,95JJ170002,95JJ170002
N00002056,95JJ170003,95JJ170003
N00002057,95JJ170004,95JJ170004
N00002058,95JJ170005,95JJ170005
N00002059,95JJ180001,95JJ180001
N00002060,95JJ180004,95JJ180005
N00002061,95JJ180003,95JJ180003
N00002062,95JJ180007,95JJ180007
N00002063,95JJ190002,95JJ190002
N00002064,95JJ190003,95JJ190003
N00002065,95JJ190004,95JJ190004
N00002066,95JJ190008,95JJ190008
N00002067,95JJ190005,95JJ190001
N00002068,95JJ190006,95JJ190006
N00002069,95JJ200001,95JJ140003
N00002070,95JJ200011,95JJ200011
N00002071,95JJ200004,95JJ200004
N00002072,95JJ200013,95JJ200013
N00002073,95JJ200005,95JJ200005
N00002074,95JJ200009,95JJ200009
N00002075,95JJ200007,95JJ200007
N00002076,95JJ200010,95JJ200010
N00002077,95JJ200012,95JJ200012
N00002078,95JJ210001,95JJ210001
N00002079,95JJ210002,95JJ210004
N00002080,95JJ210003,95JJ210003
N00002081,95JJ210005,95JJ210005
N00002082,95JJ210006,95JJ210006
N00002083,95JJ220001,95JJ220001
N00002084,95JJ220002,95JJ220002
N00002085,95JJ220003,95JJ220003
N00002086,95JJ220004,95JJ220004
N00002087,95JJ220005,95JJ220005
N00002088,95JJ220006,95JJ220006
N00002089,95JJ220007,95JJ220007
N00002090,95KK010001,95KK010001
N00002091,95KK010002,95KK010002
N00002092,95KK010003,95KK010003
N00002093,95KK010004,95KK010004
N00002094,95KK020005,95KK020001
N00002095,95KK020002,95KK020002
N00002096,95KK020003,95KK020003
N00002097,95KK020004,95KK020004
N00002098,95KK030001,95KK030001
N00002099,95KK030002,95KK030002
N00002100,95KK030003,95KK030003
N00002101,95KK030004,95KK030004
N00002102,95KK030005,95KK030005
N00002103,95KK040006,95KK040006
N00002104,95KK040002,95KK040002
N00002105,95KK040003,95KK040003
N00002106,95KK040004,95KK040004
N00002107,95KK040005,95KK040005
N00002108,95KK040007,95KK040007
N00002109,95KK050001,95KK050001
N00002110,95KK050002,95KK050002
N00002111,95KK050003,95KK050003
N00002112,95KK050004,95KK050004
N00002113,95KK050005,95KK050005
N00002114,95KK060001,95KK060001
N00002115,95KK060002,95KK060004
N00002116,95KK060003,95KK060003
N00002117,95KK060004,95KK060004
N00002118,95KK060005,95KK060005
N00002119,95KK060006,95KK060006
N00002120,95KK070001,95KK070001
N00002121,95KK070002,95KK070002
N00002122,95KK070003,95KK070003
N00002123,95KK070004,95KK070004
N00002124,95KK070005,95KK070005
N00002125,95KK080001,95KK080001
N00002126,95KK080003,95KK080003
N00002127,95KK080004,95KK080004
N00002128,95KK090005,95KK090005
N00002129,95KK090006,95KK090002
N00002130,95KK090003,95KK090004
N00002131,95KK100001,95KK100001
N00002132,95KK100002,95KK100002
N00002133,95KK100003,95KK100003
N00002134,95KK100004,95KK100004
N00002135,95KK100005,95KK100005
N00002136,95KK110001,95KK110001
N00002137,95KK110002,95KK110002
N00002138,95KK110003,95KK110003
N00002139,95KK110004,95KK110004
N00002140,95KK110005,95KK110005
N00002141,95KK110006,95KK110006
N00002142,95KK110007,95KK110007
N00002143,95KK120001,95KK120001
N00002144,95KK120002,95KK120002
N00002145,95KK120003,95KK120003
N00002146,95KK120004,95KK120004
N00002147,95KK120005,95KK120005
N00002148,95KK130001,95KK130001
N00002149,95KK130002,95KK130002
N00002150,95KK130003,95KK130003
N00002151,95KK130004,95KK130004
N00002152,95KK130005,95KK130005
N00002153,95KK140001,95KK140001
N00002154,95KK140002,95KK140002
N00002155,95KK140003,95KK140003
N00002156,95KK140004,95KK140004
N00002157,95KK140005,95KK140005
N00002158,95KK150001,95KK150001
N00002159,95KK150002,95KK150002
N00002160,95KK150003,95KK150003
N00002161,95KK150004,95KK150004
N00002162,95KK150005,95KK150005
N00002163,95KK150006,95KK150006
N00002164,95KK160001,95KK160001
N00002165,95KK160002,95KK160002
N00002166,95KK160003,95KK160003
N00002167,95KK160004,95KK160004
N00002168,95KK160005,95KK160005
N00002169,95KK160006,95KK160006
N00002170,95LL010001,95LL010001
N00002171,95LL010002,95LL010002
N00002172,95LL010003,95LL010003
N00002173,95LL010004,95LL010004
N00002174,95LL010009,95LL010009
N00002175,95LL010005,95LL010005
N00002176,95LL010006,95LL010006
N00002177,95LL010007,95LL010007
N00002178,95LL010008,95LL010008
N00002179,95LL020007,95LL020007
N00002180,95LL020008,95LL020008
N00002181,95LL020009,95LL020009
N00002182,95LL020010,95LL020010
N00002183,95LL020001,95LL020001
N00002184,95LL020002,95LL020002
N00002185,95LL020005,95LL020005
N00002186,95LL020004,95LL020004
N00002187,95LL020006,95LL020006
N00002188,95LL030001,95LL030001
N00002189,95LL030002,95LL030002
N00002190,95LL030003,95LL030003
N00002191,95LL030004,95LL030004
N00002192,95LL030005,95LL030005
N00002193,95LL030006,95LL030006
N00002194,95LL030007,95LL030007
N00002195,95LL030008,95LL030008
N00002196,95LL040001,95LL040001
N00002197,95LL040002,95LL040002
N00002198,95LL040003,95LL040003
N00002199,95LL040004,95LL040004
N00002200,95LL040005,95LL040002
N00002201,95LL040006,95LL040006
N00002202,95LL040007,95LL040007
N00002203,95LL050003,95LL050003
N00002204,95LL050005,95LL050005
N00002205,95LL050010,95LL050010
N00002206,95LL050001,95LL050001
N00002207,95LL050006,95LL050006
N00002208,95LL050007,95LL050007
N00002209,95LL050008,95LL050008
N00002210,95LL050009,95LL050009
N00002211,95LL060003,95LL060003
N00002212,95LL060007,95LL060007
N00002213,95LL060009,95LL060009
N00002214,95LL060010,95LL060010
N00002215,95LL060001,95LL060001
N00002216,95LL060002,95LL060002
N00002217,95LL060004,95LL060004
N00002218,95LL060005,95LL060005
N00002219,95LL060006,95LL060006
N00002220,95LL060008,95LL060008
N00002221,95LL070001,95LL070001
N00002222,95LL070002,95LL070002
N00002223,95LL070003,95LL070003
N00002224,95LL070004,95LL070004
N00002225,95LL070005,95LL070005
N00002226,95LL070006,95LL070006
N00002227,95LL070007,95LL070007
N00002228,95LL070008,95LL070008
N00002229,95LL080001,95LL080001
N00002230,95LL080007,95LL080007
N00002231,95LL080008,95LL080008
N00002232,95LL080005,95LL080005
N00002233,95LL080003,95LL080003
N00002234,95LL080004,95LL080004
N00002235,95LL080006,95LL080006
N00002236,95LL090003,95LL090005
N00002237,95LL090007,95LL090007
N00002238,95LL090008,95LL090008
N00002239,95LL090009,95LL090009
N00002240,95LL090002,95LL090002
N00002241,95LL090004,95LL090004
N00002242,95LL090006,95LL090006
N00002243,95LL090010,95LL090010
N00002244,95LL090011,95LL090011
N00002245,95LL090012,95LL090012
N00002246,95LL100001,95LL100001
N00002247,95LL100002,95LL100002
N00002248,95LL100003,95LL100003
N00002249,95LL100007,95LL100007
N00002250,95LL100008,95LL100007
N00002251,95LL100009,95LL100009
N00002252,95LL100004,95LL100004
N00002253,95LL100005,95LL100005
N00002254,95LL100006,95LL100006
N00002255,95LL100011,95LL100011
N00002256,95LL110003,95LL110003
N00002257,95LL110006,95LL110006
N00002258,95LL110007,95LL110007
N00002259,95LL110008,95LL110008
N00002260,95LL110001,95LL110001
N00002261,95LL110002,95LL110002
N00002262,95LL110004,95LL110004
N00002263,95LL110005,95LL110004
N00002264,95LL120001,95LL120001
N00002265,95LL120002,95LL120002
N00002266,95LL120007,95LL120007
N00002267,95LL120008,95LL120008
N00002268,95LL120009,95LL120009
N00002269,95LL120003,95LL120003
N00002270,95LL120004,95LL120004
N00002271,95LL120005,95LL120005
N00002272,95LL120006,95LL120006
N00002273,95LL130001,95LL130001
N00002274,95LL130002,95LL130002
N00002275,95LL130003,95LL130003
N00002276,95LL130006,95LL130006
N00002277,95LL130004,95LL130004
N00002278,95LL130005,95LL130005
N00002279,95LL130007,95LL130007
N00002280,95LL130008,95LL130008
N00002281,95LL140004,95LL140004
N00002282,95LL140006,95LL140006
N00002283,95LL140007,95LL140007
N00002284,95LL140008,95LL140008
N00002285,95LL140001,95LL140001
N00002286,95LL140002,95LL140002
N00002287,95LL140003,95LL140003
N00002288,95LL140005,95LL140005
N00002289,95LL150001,95LL150001
N00002290,95LL150004,95LL150004
N00002291,95LL150008,95LL150008
N00002292,95LL150010,95LL150010
N00002293,95LL150002,95LL150002
N00002294,95LL150003,95LL150003
N00002295,95LL150005,95LL150005
N00002296,95LL150006,95LL150006
N00002297,95LL150007,95LL150007
N00002298,95LL160001,95LL160001
N00002299,95LL160002,95LL160002
N00002300,95LL160003,95LL160003
N00002301,95LL160004,95LL160004
N00002302,95LL160005,95LL160005
N00002303,95LL160006,95LL160006
N00002304,95LL160007,95LL160007
N00002305,95LL160008,95LL160008
N00002306,95LL160010,95LL160010
N00002307,95LL160011,95LL160011
N00002308,95LL170001,95LL170001
N00002309,95LL170002,95LL170002
N00002310,95LL170003,95LL170003
N00002311,95LL170004,95LL170004
N00002312,95LL170005,95LL170005
N00002313,95LL170006,95LL170006
N00002314,95LL170007,95LL170007
N00002315,95LL170008,95LL170008
N00002316,95LL170009,95LL170009
N00002317,95LL180001,95LL180001
N00002318,95LL180002,95LL180002
N00002319,95LL180003,95LL180003
N00002320,95LL180008,95LL180008
N00002321,95LL180009,95LL180009
N00002322,95LL180004,95LL180004
N00002323,95LL180005,95LL180005
N00002324,95LL180006,95LL180006
N00002325,95LL180007,95LL180007
N00002326,95LL190001,95LL190001
N00002327,95LL190002,95LL190002
N00002328,95LL190005,95LL190005
N00002329,95LL190006,95LL190006
N00002330,95LL190004,95LL190004
N00002331,95LL190007,95LL190007
N00002332,95LL190008,95LL190008
N00002333,95LL190009,95LL190009
N00002334,95LL190010,95LL190010
N00002335,95LL190011,95LL190011
N00002336,95LL200001,95LL200001
N00002337,95LL200002,95LL200002
N00002338,95LL200003,95LL200003
N00002339,95LL200004,95LL200004
N00002340,95LL200005,95LL200005
N00002341,95LL200006,95LL200006
N00002342,95LL200007,95LL200007
N00002343,95LL200008,95LL200008
N00002344,95LL210001,95LL210001
N00002345,95LL210002,95LL210002
N00002346,95LL210003,95LL210004
N00002347,95LL210004,95LL210004
N00002348,95LL210006,95LL210006
N00002349,95LL210007,95LL210007
N00002350,95LL210008,95LL210008
N00002351,95LL210009,95LL210009
N00002352,95LL210010,95LL210010
N00002353,95LL220001,95LL220001
N00002354,95LL220002,95LL220002
N00002355,95LL220003,95LL220003
N00002356,95LL220004,95LL220004
N00002357,95LL220006,95LL220006
N00002358,95LL220007,95LL220007
N00002359,95LL220008,95LL220008
N00002360,95LL230001,95LL230001
N00002361,95LL230002,95LL230002
N00002362,95LL230003,95LL230003
N00002363,95LL230004,95LL230004
N00002364,95LL230005,95LL230005
N00002365,95LL230006,95LL230006
N00002366,95LL230007,95LL230007
N00002367,95LL230008,95LL230008
N00002368,95LL240001,95LL240001
N00002369,95LL240003,95LL240003
N00002370,95LL240004,95LL240004
N00002371,95LL240008,95LL240008
N00002372,95LL240002,95LL240002
N00002373,95LL240005,95LL240005
N00002374,95LL240006,95LL240006
N00002375,95LL240007,95LL240007
N00002376,95LL250002,95LL250002
N00002377,95LL250003,95LL250003
N00002378,95LL250005,95LL250005
N00002379,95LL250006,95LL250003
N00002380,95LL250008,95LL250008
N00002381,95LL250001,95LL250005
N00002382,95LL250004,95LL250004
N00002383,95LL250007,95LL250007
N00002384,95LL250009,95LL250009
N00002385,95LL250010,95LL250010
N00002386,95LL260001,95LL260001
N00002387,95LL260002,95LL260002
N00002388,95LL260004,95LL260004
N00002389,95LL260010,95LL260010
N00002390,95LL260011,95LL260011
N00002391,95LL260005,95LL260005
N00002392,95LL260006,95LL260006
N00002393,95LL260007,95LL260007
N00002394,95LL260008,95LL260008
N00002395,95LL260009,95LL260009
N00002396,95MM010005,95MM010005
N00002397,95MM010006,95MM010006
N00002398,95MM010007,95MM010007
N00002399,95MM010008,95MM010008
N00002400,95MM010011,95MM010011
N00002401,95MM010009,95MM010009
N00002402,95MM010012,95MM010012
N00002403,95MM010001,95MM010001
N00002404,95MM010003,95MM010003
N00002405,95MM010004,95MM010004
N00002406,95MM020001,95MM020001
N00002407,95MM020002,95MM020002
N00002408,95MM020008,95MM020008
N00002409,95MM020009,95MM020010
N00002410,95MM020010,95MM020010
N00002411,95MM020003,95MM020003
N00002412,95MM020004,95MM020004
N00002413,95MM020005,95MM020005
N00002414,95MM020006,95MM020006
N00002415,95MM020007,95MM020007
N00002416,95MM030001,95MM030001
N00002417,95MM030002,95MM030002
N00002418,95MM030003,95MM030003
N00002419,95MM030004,95MM030004
N00002420,95MM030005,95MM030005
N00002421,95MM030006,95MM030006
N00002422,95MM030007,95MM030007
N00002423,95MM040001,95MM040001
N00002424,95MM040002,95MM040002
N00002425,95MM040003,95MM040003
N00002426,95MM040004,95MM040004
N00002427,95MM040005,95MM040005
N00002428,95MM040006,95MM040006
N00002429,95MM040007,95MM040007
N00002430,95MM050001,95MM050001
N00002431,95MM050002,95MM050002
N00002432,95MM050003,95MM050003
N00002433,95MM050004,95MM050004
N00002434,95MM050005,95MM050005
N00002435,95MM050007,95MM050007
N00002436,95MM060001,95MM060001
N00002437,95MM060002,95MM060002
N00002438,95MM060004,95MM060004
N00002439,95MM060006,95MM060006
N00002440,95MM060003,95MM060003
N00002441,95MM060005,95MM060005
N00002442,95MM060007,95MM060007
N00002443,95MM060008,95MM060008
N00002444,95MM070001,95MM070001
N00002445,95MM070002,95MM070002
N00002446,95MM070004,95MM070004
N00002447,95MM070005,95MM070005
N00002448,95MM070006,95MM070006
N00002449,95MM070007,95MM070007
N00002450,95MM070008,95MM070008
N00002451,95MM080001,95MM080001
N00002452,95MM080003,95MM080003
N00002453,95MM080004,95MM080004
N00002454,95MM080005,95MM080005
N00002455,95MM080006,95MM080006
N00002456,95MM080007,95MM080007
N00002457,95MM080008,95MM080008
N00002458,95MM090001,95MM090001
N00002459,95MM090007,95MM090006
N00002460,95MM090008,95MM090008
N00002461,95MM090002,95MM090002
N00002462,95MM090003,95MM090003
N00002463,95MM090004,95MM090005
N00002464,95MM090005,95MM090005
N00002465,95MM100003,95MM100003
N00002466,95MM100002,95MM100002
N00002467,95MM100008,95MM100008
N00002468,95MM100004,95MM100004
N00002469,95MM100007,95MM100007
N00002470,95MM100006,95MM100006
